Orthogroup	Species	Mmus	Orthologs
OG0000003	Hsap	ZN182_MOUSE	ZN268_HUMAN, ZNF26_HUMAN, ZN432_HUMAN, ZN615_HUMAN, ZN614_HUMAN, ZN613_HUMAN, ZN350_HUMAN, ZN649_HUMAN, ZN133_HUMAN, ZN169_HUMAN, ZN875_HUMAN, ZN337_HUMAN, ZN589_HUMAN, ZN343_HUMAN, ZN605_HUMAN, ZNF84_HUMAN, ZN182_HUMAN
OG0000003	Hsap	ZN569_MOUSE	ZN568_HUMAN, ZN569_HUMAN
OG0000003	Hsap	ZN667_MOUSE	ZN624_HUMAN, ZN667_HUMAN
OG0000003	Hsap	ZNF8_MOUSE	ZN684_HUMAN, ZN577_HUMAN, ZN793_HUMAN, ZN713_HUMAN, ZNF8_HUMAN
OG0000003	Hsap	ZFP69_MOUSE	ZN840_HUMAN, ZF69B_HUMAN, ZFP69_HUMAN
OG0000005	Hsap	OR8A1_MOUSE	OR8A1_HUMAN
OG0000005	Hsap	OL143_MOUSE	OR8B4_HUMAN
OG0000005	Hsap	OR8B8_MOUSE	OR8B8_HUMAN, OR8BC_HUMAN
OG0000005	Hsap	OR8B3_MOUSE	OR8B2_HUMAN, OR8B3_HUMAN
OG0000005	Hsap	O8G17_MOUSE	OR8G5_HUMAN
OG0000005	Hsap	O8G18_MOUSE	OR8G1_HUMAN
OG0000005	Hsap	OR8U3_MOUSE	OR5R1_HUMAN
OG0000005	Hsap	OR8U9_MOUSE	OR8U9_HUMAN, OR8U1_HUMAN, OR8U8_HUMAN
OG0000005	Hsap	OR5M5_MOUSE	OR5M8_HUMAN, OR5M3_HUMAN, OR5M9_HUMAN, OR5MB_HUMAN, OR5M1_HUMAN, OR5MA_HUMAN
OG0000005	Hsap	OR5P6_MOUSE, O5P76_MOUSE, O5P69_MOUSE, O5P70_MOUSE, O5P73_MOUSE, O5P58_MOUSE, O5P60_MOUSE, O5P67_MOUSE, O5P68_MOUSE, O5P59_MOUSE, O5P72_MOUSE, O5P62_MOUSE, O5P64_MOUSE, O5P66_MOUSE, O5P79_MOUSE, O5P81_MOUSE, O5P50_MOUSE, O5P51_MOUSE	OR5P2_HUMAN
OG0000005	Hsap	OR5P1_MOUSE, O5P55_MOUSE, O5P56_MOUSE, O5P54_MOUSE, O5P52_MOUSE, O5P53_MOUSE, OR5P4_MOUSE, O5P80_MOUSE, O5P87_MOUSE	OR5P3_HUMAN
OG0000005	Hsap	O5AN6_MOUSE	OR5A1_HUMAN, OR5A2_HUMAN, O5AN1_HUMAN
OG0000005	Hsap	OR6E1_MOUSE	O12D1_HUMAN, O5BS1_HUMAN, O13A1_HUMAN, O14CZ_HUMAN, O14A2_HUMAN, O14AG_HUMAN, O14I1_HUMAN, OR6K6_HUMAN, OR6Q1_HUMAN, OR6F1_HUMAN, OR6X1_HUMAN, OR6T1_HUMAN, OR6J1_HUMAN, OR6M1_HUMAN, OR6S1_HUMAN, OR6V1_HUMAN, OR9A2_HUMAN, OR9A4_HUMAN, OR9A1_HUMAN, O2AP1_HUMAN, OR6C4_HUMAN, O6C70_HUMAN, OR6C6_HUMAN, O6C65_HUMAN, O6C76_HUMAN, O6C75_HUMAN, OR6C1_HUMAN, OR6C3_HUMAN, O6C74_HUMAN, O6C68_HUMAN, OR6C2_HUMAN
OG0000005	Hsap	OR5J3_MOUSE	OR5J2_HUMAN
OG0000005	Hsap	OR5G9_MOUSE, O5G25_MOUSE, O5G26_MOUSE, O5G29_MOUSE	OR5G3_HUMAN
OG0000005	Hsap	O5AP2_MOUSE	O5AP2_HUMAN
OG0000005	Hsap	O9S13_MOUSE	OR9K2_HUMAN, OR9H1_HUMAN
OG0000005	Hsap	O5T17_MOUSE, OR5T9_MOUSE	OR5T1_HUMAN, OR5T3_HUMAN
OG0000005	Hsap	OL141_MOUSE	OR5T2_HUMAN
OG0000005	Hsap	O5AR1_MOUSE	O5AR1_HUMAN
OG0000005	Hsap	O5B21_MOUSE	OR5BC_HUMAN, OR5B3_HUMAN, OR5B2_HUMAN, OR5BH_HUMAN, O5B21_HUMAN
OG0000005	Hsap	O1165_MOUSE	OR5L1_HUMAN, OR5L2_HUMAN, OR5DG_HUMAN, OR5DI_HUMAN, OR5DE_HUMAN, OR5D3_HUMAN, OR5DD_HUMAN
OG0000008	Pdam	JAM1_MOUSE, JAM3_MOUSE, JAM2_MOUSE	pdam_00023708-RA, pdam_00020574-RA, pdam_00020575-RA, pdam_00004129-RA, pdam_00021344-RA, pdam_00021343-RA, pdam_00026001-RA, pdam_00023532-RA, pdam_00020576-RA, pdam_00024254-RA, pdam_00024255-RA, pdam_00002288-RA, pdam_00017923-RA, pdam_00025823-RA, pdam_00025727-RA, pdam_00023748-RA, pdam_00020793-RA, pdam_00024963-RA, pdam_00024900-RA, pdam_00023733-RA, pdam_00004821-RA, pdam_00022549-RA, pdam_00015914-RA, pdam_00016193-RA, pdam_00018978-RA, pdam_00018976-RA, pdam_00014274-RA, pdam_00023299-RA, pdam_00023298-RA, pdam_00018980-RA, pdam_00018974-RA, pdam_00018977-RA, pdam_00021977-RA, pdam_00014277-RA, pdam_00014276-RA, pdam_00024928-RA, pdam_00023709-RA, pdam_00024000-RA, pdam_00024001-RA, pdam_00023999-RA, pdam_00016661-RA, pdam_00016664-RA, pdam_00022230-RA, pdam_00025215-RA, pdam_00014851-RA, pdam_00025283-RA, pdam_00023728-RA, pdam_00023707-RA, pdam_00014831-RA, pdam_00014852-RA, pdam_00023729-RA, pdam_00023698-RA, pdam_00023699-RA, pdam_00020783-RA, pdam_00024814-RA, pdam_00025772-RA, pdam_00016104-RA, pdam_00016099-RA, pdam_00016102-RA, pdam_00020786-RA, pdam_00024437-RA, pdam_00024438-RA, pdam_00023697-RA, pdam_00001043-RA, pdam_00020781-RA, pdam_00020780-RA, pdam_00023696-RA, pdam_00020778-RA, pdam_00020782-RA, pdam_00021979-RA, pdam_00022229-RA, pdam_00023531-RA, pdam_00016103-RA, pdam_00016101-RA, pdam_00016098-RA, pdam_00016100-RA, pdam_00025043-RA, pdam_00021976-RA, pdam_00021975-RA, pdam_00024813-RA, pdam_00023732-RA, pdam_00003862-RA, pdam_00020573-RA, pdam_00020572-RA, pdam_00000224-RA, pdam_00000895-RA, pdam_00011127-RA, pdam_00018270-RA, pdam_00022997-RA, pdam_00014043-RA, pdam_00016192-RA, pdam_00018132-RA, pdam_00012852-RA, pdam_00012850-RA, pdam_00013942-RA, pdam_00024747-RA, pdam_00014218-RA, pdam_00024748-RA, pdam_00006541-RA, pdam_00014275-RA, pdam_00024846-RA, pdam_00014942-RA, pdam_00015661-RA, pdam_00022272-RA
OG0000008	Nvec	JAM1_MOUSE, JAM3_MOUSE, JAM2_MOUSE	NV2t000346001.1, NV2t012263001.1, NV2t021149001.1, NV2t021216001.1, NV2t019862001.1, NV2t019855001.1, NV2t025997001.1, NV2t019866001.1, NV2t019860001.1, NV2t019864001.1, NV2t019863001.1, NV2t019863002.1, NV2t019861001.1, NV2t019858001.1, NV2t021535001.1, NV2t021535003.1, NV2t021535002.1, NV2t020637001.1
OG0000008	Hsap	JAM1_MOUSE	JAM1_HUMAN
OG0000008	Hsap	JAM3_MOUSE	JAM3_HUMAN
OG0000008	Hsap	JAM2_MOUSE	JAM2_HUMAN
OG0000012	Nvec	PP6R2_MOUSE, PP6R3_MOUSE, PP6R1_MOUSE	NV2t006140001.1, NV2t010135001.1, NV2t010135002.1, NV2t010553001.1, NV2t005969009.1, NV2t005969010.1, NV2t005969013.1, NV2t005969012.1, NV2t005969015.1, NV2t005969017.1, NV2t022086002.1, NV2t005969014.1, NV2t005969005.1, NV2t005969001.1, NV2t005969003.1, NV2t005969004.1, NV2t005969002.1, NV2t005969011.1, NV2t005969007.1, NV2t005969006.1, NV2t005969008.1, NV2t019067001.1, NV2t019067002.1, NV2t019067004.1, NV2t019067003.1, NV2t005425001.1, NV2t009657001.1
OG0000012	Pdam	PP6R2_MOUSE, PP6R3_MOUSE, PP6R1_MOUSE	pdam_00004223-RA, pdam_00008792-RA, pdam_00004230-RA, pdam_00022806-RA, pdam_00008793-RA, pdam_00008789-RA, pdam_00023686-RA, pdam_00023397-RA, pdam_00004199-RA, pdam_00025939-RA, pdam_00024740-RA, pdam_00022802-RA, pdam_00023398-RA, pdam_00022807-RA, pdam_00008791-RA, pdam_00004229-RA, pdam_00008785-RA, pdam_00024588-RA, pdam_00024589-RA, pdam_00008447-RA, pdam_00004209-RA, pdam_00008784-RA, pdam_00008779-RA, pdam_00009835-RA, pdam_00024829-RA, pdam_00024828-RA, pdam_00017554-RA, pdam_00023363-RA, pdam_00023362-RA, pdam_00025628-RA, pdam_00013333-RA, pdam_00005801-RA, pdam_00005800-RA, pdam_00023361-RA, pdam_00021468-RA, pdam_00017124-RA, pdam_00026055-RA, pdam_00023355-RA, pdam_00023354-RA, pdam_00017283-RA, pdam_00020116-RA, pdam_00012703-RA, pdam_00011047-RA, pdam_00021823-RA, pdam_00021819-RA, pdam_00021820-RA, pdam_00024757-RA, pdam_00024758-RA, pdam_00021825-RA, pdam_00021822-RA, pdam_00021824-RA, pdam_00025944-RA, pdam_00022135-RA, pdam_00016761-RA, pdam_00016382-RA, pdam_00016383-RA, pdam_00014827-RA, pdam_00021821-RA, pdam_00024797-RA, pdam_00025933-RA, pdam_00022307-RA, pdam_00022306-RA, pdam_00022308-RA, pdam_00015916-RA, pdam_00016537-RA, pdam_00025497-RA, pdam_00025868-RA, pdam_00017399-RA, pdam_00025791-RA, pdam_00025949-RA, pdam_00013949-RA, pdam_00026002-RA, pdam_00004412-RA, pdam_00019790-RA, pdam_00002404-RA, pdam_00025481-RA, pdam_00023356-RA, pdam_00000469-RA, pdam_00005803-RA, pdam_00016571-RA, pdam_00016570-RA
OG0000012	Hsap	PP6R2_MOUSE	PP6R2_HUMAN
OG0000012	Hsap	PP6R3_MOUSE	PP6R3_HUMAN
OG0000012	Hsap	PP6R1_MOUSE	PP6R1_HUMAN
OG0000013	Pdam	NK2R_MOUSE, NK1R_MOUSE, NK3R_MOUSE	pdam_00001492-RA, pdam_00001287-RA, pdam_00001286-RA, pdam_00020411-RA, pdam_00006264-RA, pdam_00009141-RA, pdam_00006769-RA, pdam_00006770-RA, pdam_00006768-RA, pdam_00006261-RA, pdam_00018737-RA, pdam_00025886-RA, pdam_00006385-RA, pdam_00001720-RA, pdam_00025652-RA, pdam_00022799-RA, pdam_00022798-RA, pdam_00001718-RA, pdam_00001719-RA, pdam_00009498-RA, pdam_00009497-RA, pdam_00009490-RA, pdam_00009496-RA, pdam_00018748-RA, pdam_00017189-RA, pdam_00001721-RA, pdam_00022800-RA, pdam_00025816-RA, pdam_00001717-RA, pdam_00006677-RA, pdam_00007450-RA, pdam_00006676-RA, pdam_00006671-RA, pdam_00006674-RA, pdam_00006673-RA, pdam_00006669-RA, pdam_00013640-RA, pdam_00013633-RA, pdam_00002127-RA, pdam_00013641-RA, pdam_00005190-RA, pdam_00005187-RA, pdam_00005189-RA, pdam_00008074-RA, pdam_00005044-RA, pdam_00018439-RA, pdam_00016644-RA, pdam_00001065-RA, pdam_00001063-RA, pdam_00001068-RA, pdam_00001067-RA, pdam_00001062-RA, pdam_00001061-RA, pdam_00001969-RA, pdam_00002697-RA, pdam_00023055-RA, pdam_00007884-RA, pdam_00023053-RA, pdam_00023051-RA, pdam_00024373-RA, pdam_00024372-RA, pdam_00007885-RA, pdam_00007887-RA, pdam_00023054-RA, pdam_00019528-RA, pdam_00019531-RA, pdam_00012632-RA, pdam_00012631-RA, pdam_00019527-RA, pdam_00012637-RA, pdam_00012633-RA, pdam_00012634-RA
OG0000013	Nvec	NK2R_MOUSE, NK1R_MOUSE, NK3R_MOUSE	NV2t022046001.1, NV2t000557001.1, NV2t010078001.1, NV2t010078002.1, NV2t016530001.1, NV2t016530002.1, NV2t016530003.1, NV2t016530004.1, NV2t016530005.1, NV2t011008001.1, NV2t018622001.1, NV2t018120001.1, NV2t018120002.1, NV2t000925001.1, NV2t001992001.1, NV2t010575001.1, NV2t010575005.1, NV2t010575002.1, NV2t010575004.1, NV2t010575003.1, NV2t010575006.1, NV2t010575007.1, NV2t009619001.1, NV2t009619002.1, NV2t009619003.1, NV2t009922001.1, NV2t014996001.1, NV2t014995001.1, NV2t008989001.1, NV2t010100001.1, NV2t010102001.1, NV2t010586001.1, NV2t009527001.1, NV2t009996001.1, NV2t000262001.1
OG0000013	Hsap	NK2R_MOUSE	NK2R_HUMAN
OG0000013	Hsap	NK1R_MOUSE	NK1R_HUMAN
OG0000013	Hsap	NK3R_MOUSE	NK3R_HUMAN
OG0000014	Pdam	MTR1L_MOUSE, MTR1A_MOUSE, MTR1B_MOUSE	pdam_00023113-RA, pdam_00013280-RA, pdam_00006806-RA, pdam_00006807-RA, pdam_00004338-RA, pdam_00004279-RA, pdam_00004339-RA, pdam_00004280-RA, pdam_00018323-RA, pdam_00009962-RA, pdam_00013683-RA, pdam_00022623-RA, pdam_00002145-RA, pdam_00003322-RA, pdam_00001145-RA, pdam_00014570-RA, pdam_00021463-RA, pdam_00013621-RA, pdam_00002666-RA, pdam_00013619-RA, pdam_00002659-RA, pdam_00025740-RA, pdam_00002663-RA, pdam_00002662-RA, pdam_00002661-RA, pdam_00002660-RA, pdam_00008248-RA, pdam_00012872-RA, pdam_00003967-RA, pdam_00004481-RA, pdam_00004297-RA, pdam_00022051-RA, pdam_00011847-RA, pdam_00020044-RA, pdam_00007451-RA, pdam_00005376-RA, pdam_00007452-RA, pdam_00002669-RA, pdam_00011108-RA, pdam_00003802-RA, pdam_00023114-RA, pdam_00023115-RA, pdam_00015656-RA, pdam_00025778-RA, pdam_00020181-RA, pdam_00020180-RA, pdam_00018994-RA, pdam_00012762-RA, pdam_00013636-RA, pdam_00013637-RA, pdam_00013358-RA, pdam_00009063-RA, pdam_00016970-RA, pdam_00016972-RA, pdam_00016973-RA, pdam_00023595-RA, pdam_00013359-RA, pdam_00016223-RA, pdam_00005025-RA, pdam_00015153-RA, pdam_00019558-RA, pdam_00005085-RA, pdam_00021186-RA, pdam_00021188-RA, pdam_00021190-RA, pdam_00021187-RA, pdam_00021185-RA, pdam_00021184-RA, pdam_00021189-RA, pdam_00021181-RA, pdam_00021182-RA, pdam_00008815-RA, pdam_00000676-RA, pdam_00017219-RA, pdam_00020600-RA, pdam_00006143-RA, pdam_00002287-RA, pdam_00002321-RA, pdam_00012051-RA
OG0000014	Nvec	MTR1L_MOUSE, MTR1A_MOUSE, MTR1B_MOUSE	NV2t005634001.1, NV2t005685001.1, NV2t006156001.1, NV2t017888001.1, NV2t017888002.1, NV2t014321001.1, NV2t014321002.1, NV2t006023001.1, NV2t003658001.1, NV2t018782001.1, NV2t009759001.1, NV2t010396001.1, NV2t025027001.1, NV2t004565001.1, NV2t005336001.1, NV2t020327001.1, NV2t011571001.1, NV2t019367001.1, NV2t019368001.1, NV2t019368002.1, NV2t019845001.1, NV2t019842001.1, NV2t006395001.1, NV2t004537001.1, NV2t022394001.1, NV2t023196001.1
OG0000014	Hsap	MTR1L_MOUSE	MTR1L_HUMAN
OG0000014	Hsap	MTR1A_MOUSE	MTR1A_HUMAN
OG0000014	Hsap	MTR1B_MOUSE	MTR1B_HUMAN
OG0000015	Pdam	VKOR1_MOUSE	pdam_00019850-RA, pdam_00005207-RA, pdam_00023830-RA, pdam_00013947-RA, pdam_00000272-RA, pdam_00020597-RA, pdam_00005448-RA, pdam_00015826-RA, pdam_00000354-RA, pdam_00008649-RA, pdam_00012630-RA, pdam_00019370-RA, pdam_00016566-RA, pdam_00015954-RA, pdam_00005340-RA, pdam_00000356-RA, pdam_00000669-RA, pdam_00005455-RA, pdam_00022069-RA, pdam_00008766-RA, pdam_00002099-RA, pdam_00011043-RA, pdam_00008903-RA, pdam_00006655-RA, pdam_00015693-RA, pdam_00007529-RA, pdam_00017040-RA, pdam_00012404-RA, pdam_00012406-RA, pdam_00012405-RA, pdam_00023826-RA, pdam_00023600-RA, pdam_00002213-RA, pdam_00021638-RA, pdam_00022329-RA, pdam_00003550-RA, pdam_00003548-RA, pdam_00020683-RA, pdam_00003544-RA, pdam_00003549-RA, pdam_00003545-RA, pdam_00022195-RA, pdam_00022198-RA, pdam_00022196-RA, pdam_00025190-RA, pdam_00024619-RA, pdam_00003546-RA, pdam_00017560-RA, pdam_00008518-RA, pdam_00024070-RA, pdam_00008519-RA, pdam_00017345-RA, pdam_00013791-RA, pdam_00007242-RA, pdam_00015258-RA, pdam_00009041-RA, pdam_00011497-RA, pdam_00023718-RA, pdam_00002531-RA, pdam_00020356-RA, pdam_00022940-RA, pdam_00021318-RA, pdam_00007243-RA, pdam_00014488-RA, pdam_00005959-RA, pdam_00010823-RA, pdam_00003524-RA, pdam_00021384-RA, pdam_00002297-RA, pdam_00002298-RA, pdam_00007317-RA, pdam_00012211-RA, pdam_00008683-RA, pdam_00002198-RA, pdam_00011948-RA, pdam_00025794-RA, pdam_00021665-RA, pdam_00021383-RA, pdam_00010865-RA, pdam_00016437-RA, pdam_00020602-RA, pdam_00021386-RA, pdam_00021382-RA, pdam_00010872-RA, pdam_00010862-RA, pdam_00010866-RA, pdam_00017472-RA, pdam_00010863-RA, pdam_00010868-RA, pdam_00010867-RA, pdam_00010871-RA, pdam_00020557-RA, pdam_00016436-RA, pdam_00005616-RA, pdam_00025108-RA, pdam_00025107-RA, pdam_00010879-RA, pdam_00013828-RA
OG0000015	Nvec	VKOR1_MOUSE	NV2t015409001.1, NV2t018400001.1, NV2t018400002.1, NV2t000061001.1, NV2t000100001.1, NV2t003390001.1, NV2t002125003.1, NV2t015626001.1, NV2t015632001.1
OG0000015	Hsap	VKOR1_MOUSE	VKOR1_HUMAN
OG0000016	Hsap	OR6Z7_MOUSE	OR6B1_HUMAN
OG0000016	Hsap	OR6B9_MOUSE	OR6B2_HUMAN, OR6B3_HUMAN
OG0000016	Hsap	10H28_MOUSE	O10X1_HUMAN, O10H2_HUMAN, O10H1_HUMAN, O10H5_HUMAN, O10H3_HUMAN, O10H4_HUMAN
OG0000016	Hsap	O10J5_MOUSE	O10J3_HUMAN, O10J4_HUMAN, O10J1_HUMAN, O10J6_HUMAN, O10J5_HUMAN
OG0000016	Hsap	10P22_MOUSE	O10AG_HUMAN, O10A3_HUMAN, O10A6_HUMAN, O10A7_HUMAN, O10A4_HUMAN, O10A2_HUMAN, O10A5_HUMAN, O10C1_HUMAN, O10P1_HUMAN
OG0000016	Hsap	O2Y1B_MOUSE	OR2W3_HUMAN, OR2W1_HUMAN, OR2W6_HUMAN, OR2W5_HUMAN, OR2G2_HUMAN, OR2G3_HUMAN, OR2G6_HUMAN, OR2C3_HUMAN, OR2J3_HUMAN, OR2J1_HUMAN, OR2J2_HUMAN, OR2B8_HUMAN, OR2I1_HUMAN, OR2Y1_HUMAN
OG0000016	Hsap	OR2C1_MOUSE	OR2H1_HUMAN, OR2H2_HUMAN, OR2C1_HUMAN
OG0000016	Hsap	OR2B6_MOUSE	OR2BB_HUMAN, OR2B3_HUMAN, OR2B2_HUMAN, OR2B6_HUMAN
OG0000016	Hsap	OR2A7_MOUSE	OR2D2_HUMAN, OR2D3_HUMAN, OR2F1_HUMAN, OR2F2_HUMAN, O13H1_HUMAN, O13J1_HUMAN, O13F1_HUMAN, OR2K2_HUMAN, O13D1_HUMAN, O13C9_HUMAN, O13C2_HUMAN, O13C5_HUMAN, O13C3_HUMAN, O13C4_HUMAN, O13C8_HUMAN, OR2S1_HUMAN, O13C6_HUMAN, O13C7_HUMAN, O2A12_HUMAN, O2A14_HUMAN, OR2A2_HUMAN, OR2A5_HUMAN, OR2A1_HUMAN, O2A25_HUMAN, OR2A4_HUMAN, OR2A7_HUMAN
OG0000018	Pdam	RXFP1_MOUSE, RXFP2_MOUSE	pdam_00013388-RA, pdam_00022375-RA, pdam_00004524-RA, pdam_00019167-RA, pdam_00022372-RA, pdam_00022371-RA, pdam_00016974-RA, pdam_00013387-RA, pdam_00007572-RA, pdam_00022377-RA, pdam_00013165-RA, pdam_00007577-RA, pdam_00007568-RA, pdam_00007567-RA, pdam_00007570-RA, pdam_00007569-RA, pdam_00007566-RA, pdam_00022376-RA, pdam_00007571-RA, pdam_00007575-RA, pdam_00025117-RA, pdam_00007560-RA, pdam_00026023-RA, pdam_00007561-RA, pdam_00025589-RA, pdam_00007559-RA, pdam_00007562-RA, pdam_00007564-RA, pdam_00025118-RA, pdam_00007574-RA, pdam_00004262-RA, pdam_00005510-RA, pdam_00025988-RA, pdam_00015043-RA, pdam_00011259-RA, pdam_00011255-RA, pdam_00008850-RA, pdam_00001051-RA, pdam_00022462-RA, pdam_00012380-RA, pdam_00013301-RA, pdam_00013302-RA, pdam_00019641-RA, pdam_00000545-RA, pdam_00021711-RA, pdam_00019640-RA, pdam_00008847-RA, pdam_00008465-RA, pdam_00007200-RA, pdam_00007202-RA, pdam_00007203-RA, pdam_00018595-RA, pdam_00012332-RA, pdam_00020774-RA, pdam_00004334-RA, pdam_00013650-RA, pdam_00012098-RA, pdam_00012095-RA, pdam_00012097-RA, pdam_00012094-RA, pdam_00010604-RA, pdam_00016281-RA, pdam_00012349-RA, pdam_00006417-RA, pdam_00005599-RA, pdam_00025671-RA, pdam_00013164-RA, pdam_00022011-RA, pdam_00022484-RA, pdam_00010509-RA, pdam_00013168-RA, pdam_00013167-RA, pdam_00013166-RA, pdam_00015076-RA, pdam_00023360-RA
OG0000018	Nvec	RXFP1_MOUSE, RXFP2_MOUSE	NV2t007608001.1, NV2t023280001.1, NV2t023815001.1, NV2t023024001.1, NV2t023056001.1, NV2t023294001.1, NV2t022974001.1, NV2t023019001.1, NV2t023292001.1, NV2t016342001.1, NV2t010391001.1, NV2t023818001.1, NV2t023028001.1, NV2t023044001.1, NV2t023029001.1, NV2t022984001.1, NV2t023037001.1, NV2t023042001.1, NV2t022985001.1, NV2t023022001.1, NV2t023009001.1, NV2t023035001.1, NV2t023023001.1, NV2t022974002.1, NV2t023295002.1, NV2t023715001.1
OG0000018	Hsap	RXFP1_MOUSE	RXFP1_HUMAN
OG0000018	Hsap	RXFP2_MOUSE	RXFP2_HUMAN
OG0000019	Pdam	MFAP4_MOUSE, FCN1_MOUSE, FCN2_MOUSE	pdam_00003889-RA, pdam_00002747-RA, pdam_00014212-RA, pdam_00003869-RA, pdam_00025773-RA, pdam_00023681-RA, pdam_00018061-RA, pdam_00002422-RA, pdam_00019098-RA, pdam_00023658-RA, pdam_00014210-RA, pdam_00017934-RA, pdam_00013758-RA, pdam_00013759-RA, pdam_00000936-RA, pdam_00018073-RA, pdam_00018091-RA, pdam_00018074-RA, pdam_00018088-RA, pdam_00021992-RA, pdam_00024248-RA, pdam_00014208-RA, pdam_00015688-RA, pdam_00012279-RA, pdam_00018090-RA, pdam_00021994-RA, pdam_00018089-RA, pdam_00016936-RA, pdam_00016935-RA, pdam_00012277-RA, pdam_00012281-RA, pdam_00024874-RA, pdam_00012280-RA, pdam_00018072-RA, pdam_00002806-RA, pdam_00015630-RA, pdam_00021167-RA, pdam_00008206-RA, pdam_00023855-RA, pdam_00021166-RA, pdam_00018519-RA, pdam_00019939-RA, pdam_00019938-RA, pdam_00023854-RA, pdam_00021162-RA, pdam_00025631-RA, pdam_00020510-RA, pdam_00020511-RA, pdam_00015623-RA, pdam_00021889-RA, pdam_00015628-RA, pdam_00020507-RA, pdam_00020508-RA, pdam_00021890-RA, pdam_00015629-RA, pdam_00009500-RA, pdam_00023419-RA, pdam_00020131-RA, pdam_00024525-RA, pdam_00011193-RA, pdam_00018818-RA, pdam_00003191-RA, pdam_00018814-RA, pdam_00011360-RA, pdam_00023168-RA, pdam_00002146-RA, pdam_00005006-RA, pdam_00005008-RA, pdam_00005007-RA, pdam_00017187-RA, pdam_00002148-RA, pdam_00006254-RA, pdam_00005011-RA, pdam_00015488-RA, pdam_00015487-RA, pdam_00015484-RA, pdam_00012857-RA, pdam_00012856-RA, pdam_00018815-RA, pdam_00002196-RA, pdam_00002189-RA, pdam_00002190-RA, pdam_00026009-RA, pdam_00002183-RA, pdam_00002188-RA, pdam_00002180-RA, pdam_00002182-RA, pdam_00002194-RA, pdam_00024591-RA, pdam_00010210-RA, pdam_00013693-RA
OG0000019	Nvec	MFAP4_MOUSE, FCN1_MOUSE, FCN2_MOUSE	NV2t025526001.1, NV2t006804001.1, NV2t019779001.1, NV2t019779002.1, NV2t006014001.1, NV2t006014002.1
OG0000019	Hsap	MFAP4_MOUSE	MFAP4_HUMAN
