Orthogroup	Species	Hsap	Orthologs
OG0000003	Mmus	ZN570_HUMAN, ZN583_HUMAN	ZN583_MOUSE
OG0000003	Mmus	ZFP14_HUMAN	ZFP14_MOUSE
OG0000003	Mmus	ZFP30_HUMAN, ZFP82_HUMAN	ZFP82_MOUSE
OG0000003	Mmus	ZN135_HUMAN, ZN544_HUMAN, ZN180_HUMAN, ZN606_HUMAN, ZNF10_HUMAN, ZN502_HUMAN, ZN619_HUMAN, ZN892_HUMAN, Z286A_HUMAN, Z286B_HUMAN, ZN514_HUMAN, ZN391_HUMAN, ZNF80_HUMAN, ZN184_HUMAN	ZN184_MOUSE
OG0000003	Mmus	ZN846_HUMAN, ZN560_HUMAN, ZN266_HUMAN	ZFP26_MOUSE
OG0000003	Mmus	ZN121_HUMAN, ZN778_HUMAN, ZN559_HUMAN, ZN561_HUMAN, ZN562_HUMAN, ZN426_HUMAN	ZN426_MOUSE
OG0000003	Mmus	ZN233_HUMAN, ZN112_HUMAN	ZN112_MOUSE
OG0000003	Mmus	ZN226_HUMAN, ZN234_HUMAN, ZN221_HUMAN, ZN225_HUMAN, ZN224_HUMAN, ZN284_HUMAN, ZN155_HUMAN, ZN230_HUMAN, ZN222_HUMAN, ZN223_HUMAN, ZN235_HUMAN	ZN235_MOUSE
OG0000003	Mmus	ZFP1_HUMAN	ZFP1_MOUSE
OG0000003	Mmus	RBAK_HUMAN	RBAK_MOUSE
OG0000003	Mmus	ZNF12_HUMAN	ZNF12_MOUSE
OG0000003	Mmus	ZN37A_HUMAN, ZN567_HUMAN, ZN382_HUMAN	ZN382_MOUSE
OG0000003	Mmus	ZN300_HUMAN, ZN630_HUMAN, KRBD4_HUMAN, ZN674_HUMAN, ZNF41_HUMAN, ZNF81_HUMAN, ZN484_HUMAN, ZN175_HUMAN, Z585A_HUMAN, Z585B_HUMAN	ZFP27_MOUSE
OG0000003	Mmus	ZN268_HUMAN, ZNF26_HUMAN, ZN432_HUMAN, ZN615_HUMAN, ZN614_HUMAN, ZN613_HUMAN, ZN350_HUMAN, ZN649_HUMAN, ZN133_HUMAN, ZN169_HUMAN, ZN875_HUMAN, ZN337_HUMAN, ZN589_HUMAN, ZN343_HUMAN, ZN605_HUMAN, ZNF84_HUMAN, ZN182_HUMAN	ZN182_MOUSE
OG0000003	Mmus	ZN568_HUMAN, ZN569_HUMAN	ZN569_MOUSE
OG0000003	Mmus	ZN624_HUMAN, ZN667_HUMAN	ZN667_MOUSE
OG0000003	Mmus	ZN684_HUMAN, ZN577_HUMAN, ZN793_HUMAN, ZN713_HUMAN, ZNF8_HUMAN	ZNF8_MOUSE
OG0000003	Mmus	ZN840_HUMAN, ZF69B_HUMAN, ZFP69_HUMAN	ZFP69_MOUSE
OG0000005	Mmus	OR8A1_HUMAN	OR8A1_MOUSE
OG0000005	Mmus	OR8B4_HUMAN	OL143_MOUSE
OG0000005	Mmus	OR8B8_HUMAN, OR8BC_HUMAN	OR8B8_MOUSE
OG0000005	Mmus	OR8B2_HUMAN, OR8B3_HUMAN	OR8B3_MOUSE
OG0000005	Mmus	OR8G5_HUMAN	O8G17_MOUSE
OG0000005	Mmus	OR8G1_HUMAN	O8G18_MOUSE
OG0000005	Mmus	OR5R1_HUMAN	OR8U3_MOUSE
OG0000005	Mmus	OR8U9_HUMAN, OR8U1_HUMAN, OR8U8_HUMAN	OR8U9_MOUSE
OG0000005	Mmus	OR5M8_HUMAN, OR5M3_HUMAN, OR5M9_HUMAN, OR5MB_HUMAN, OR5M1_HUMAN, OR5MA_HUMAN	OR5M5_MOUSE
OG0000005	Mmus	OR5P2_HUMAN	OR5P6_MOUSE, O5P76_MOUSE, O5P69_MOUSE, O5P70_MOUSE, O5P73_MOUSE, O5P58_MOUSE, O5P60_MOUSE, O5P67_MOUSE, O5P68_MOUSE, O5P59_MOUSE, O5P72_MOUSE, O5P62_MOUSE, O5P64_MOUSE, O5P66_MOUSE, O5P79_MOUSE, O5P81_MOUSE, O5P50_MOUSE, O5P51_MOUSE
OG0000005	Mmus	OR5P3_HUMAN	OR5P1_MOUSE, O5P55_MOUSE, O5P56_MOUSE, O5P54_MOUSE, O5P52_MOUSE, O5P53_MOUSE, OR5P4_MOUSE, O5P80_MOUSE, O5P87_MOUSE
OG0000005	Mmus	OR5A1_HUMAN, OR5A2_HUMAN, O5AN1_HUMAN	O5AN6_MOUSE
OG0000005	Mmus	O12D1_HUMAN, O5BS1_HUMAN, O13A1_HUMAN, O14CZ_HUMAN, O14A2_HUMAN, O14AG_HUMAN, O14I1_HUMAN, OR6K6_HUMAN, OR6Q1_HUMAN, OR6F1_HUMAN, OR6X1_HUMAN, OR6T1_HUMAN, OR6J1_HUMAN, OR6M1_HUMAN, OR6S1_HUMAN, OR6V1_HUMAN, OR9A2_HUMAN, OR9A4_HUMAN, OR9A1_HUMAN, O2AP1_HUMAN, OR6C4_HUMAN, O6C70_HUMAN, OR6C6_HUMAN, O6C65_HUMAN, O6C76_HUMAN, O6C75_HUMAN, OR6C1_HUMAN, OR6C3_HUMAN, O6C74_HUMAN, O6C68_HUMAN, OR6C2_HUMAN	OR6E1_MOUSE
OG0000005	Mmus	OR5J2_HUMAN	OR5J3_MOUSE
OG0000005	Mmus	OR5G3_HUMAN	OR5G9_MOUSE, O5G25_MOUSE, O5G26_MOUSE, O5G29_MOUSE
OG0000005	Mmus	O5AP2_HUMAN	O5AP2_MOUSE
OG0000005	Mmus	OR9K2_HUMAN, OR9H1_HUMAN	O9S13_MOUSE
OG0000005	Mmus	OR5T1_HUMAN, OR5T3_HUMAN	O5T17_MOUSE, OR5T9_MOUSE
OG0000005	Mmus	OR5T2_HUMAN	OL141_MOUSE
OG0000005	Mmus	O5AR1_HUMAN	O5AR1_MOUSE
OG0000005	Mmus	OR5BC_HUMAN, OR5B3_HUMAN, OR5B2_HUMAN, OR5BH_HUMAN, O5B21_HUMAN	O5B21_MOUSE
OG0000005	Mmus	OR5L1_HUMAN, OR5L2_HUMAN, OR5DG_HUMAN, OR5DI_HUMAN, OR5DE_HUMAN, OR5D3_HUMAN, OR5DD_HUMAN	O1165_MOUSE
OG0000008	Pdam	JAM1_HUMAN, JAM3_HUMAN, JAM2_HUMAN	pdam_00023708-RA, pdam_00020574-RA, pdam_00020575-RA, pdam_00004129-RA, pdam_00021344-RA, pdam_00021343-RA, pdam_00026001-RA, pdam_00023532-RA, pdam_00020576-RA, pdam_00024254-RA, pdam_00024255-RA, pdam_00002288-RA, pdam_00017923-RA, pdam_00025823-RA, pdam_00025727-RA, pdam_00023748-RA, pdam_00020793-RA, pdam_00024963-RA, pdam_00024900-RA, pdam_00023733-RA, pdam_00004821-RA, pdam_00022549-RA, pdam_00015914-RA, pdam_00016193-RA, pdam_00018978-RA, pdam_00018976-RA, pdam_00014274-RA, pdam_00023299-RA, pdam_00023298-RA, pdam_00018980-RA, pdam_00018974-RA, pdam_00018977-RA, pdam_00021977-RA, pdam_00014277-RA, pdam_00014276-RA, pdam_00024928-RA, pdam_00023709-RA, pdam_00024000-RA, pdam_00024001-RA, pdam_00023999-RA, pdam_00016661-RA, pdam_00016664-RA, pdam_00022230-RA, pdam_00025215-RA, pdam_00014851-RA, pdam_00025283-RA, pdam_00023728-RA, pdam_00023707-RA, pdam_00014831-RA, pdam_00014852-RA, pdam_00023729-RA, pdam_00023698-RA, pdam_00023699-RA, pdam_00020783-RA, pdam_00024814-RA, pdam_00025772-RA, pdam_00016104-RA, pdam_00016099-RA, pdam_00016102-RA, pdam_00020786-RA, pdam_00024437-RA, pdam_00024438-RA, pdam_00023697-RA, pdam_00001043-RA, pdam_00020781-RA, pdam_00020780-RA, pdam_00023696-RA, pdam_00020778-RA, pdam_00020782-RA, pdam_00021979-RA, pdam_00022229-RA, pdam_00023531-RA, pdam_00016103-RA, pdam_00016101-RA, pdam_00016098-RA, pdam_00016100-RA, pdam_00025043-RA, pdam_00021976-RA, pdam_00021975-RA, pdam_00024813-RA, pdam_00023732-RA, pdam_00003862-RA, pdam_00020573-RA, pdam_00020572-RA, pdam_00000224-RA, pdam_00000895-RA, pdam_00011127-RA, pdam_00018270-RA, pdam_00022997-RA, pdam_00014043-RA, pdam_00016192-RA, pdam_00018132-RA, pdam_00012852-RA, pdam_00012850-RA, pdam_00013942-RA, pdam_00024747-RA, pdam_00014218-RA, pdam_00024748-RA, pdam_00006541-RA, pdam_00014275-RA, pdam_00024846-RA, pdam_00014942-RA, pdam_00015661-RA, pdam_00022272-RA
OG0000008	Nvec	JAM1_HUMAN, JAM3_HUMAN, JAM2_HUMAN	NV2t000346001.1, NV2t012263001.1, NV2t021149001.1, NV2t021216001.1, NV2t019862001.1, NV2t019855001.1, NV2t025997001.1, NV2t019866001.1, NV2t019860001.1, NV2t019864001.1, NV2t019863001.1, NV2t019863002.1, NV2t019861001.1, NV2t019858001.1, NV2t021535001.1, NV2t021535003.1, NV2t021535002.1, NV2t020637001.1
OG0000008	Mmus	JAM1_HUMAN	JAM1_MOUSE
OG0000008	Mmus	JAM3_HUMAN	JAM3_MOUSE
OG0000008	Mmus	JAM2_HUMAN	JAM2_MOUSE
OG0000011	Pdam	KRBD2_HUMAN	pdam_00006363-RA, pdam_00023516-RA, pdam_00003274-RA, pdam_00012591-RA, pdam_00021739-RA, pdam_00023661-RA, pdam_00007111-RA, pdam_00007117-RA, pdam_00021738-RA, pdam_00007119-RA, pdam_00011487-RA, pdam_00007125-RA, pdam_00007109-RA, pdam_00021776-RA, pdam_00002956-RA, pdam_00026027-RA, pdam_00022727-RA, pdam_00016536-RA, pdam_00016538-RA, pdam_00007124-RA, pdam_00019984-RA, pdam_00011486-RA, pdam_00007110-RA, pdam_00007118-RA, pdam_00024521-RA, pdam_00012163-RA, pdam_00025890-RA, pdam_00025331-RA, pdam_00017827-RA, pdam_00024282-RA, pdam_00022335-RA, pdam_00016662-RA, pdam_00017627-RA, pdam_00016218-RA, pdam_00025362-RA, pdam_00024522-RA, pdam_00015684-RA, pdam_00023660-RA, pdam_00006287-RA, pdam_00023605-RA, pdam_00023606-RA, pdam_00026074-RA, pdam_00022002-RA, pdam_00017264-RA, pdam_00022000-RA, pdam_00022001-RA, pdam_00022729-RA, pdam_00016213-RA, pdam_00016211-RA, pdam_00016296-RA, pdam_00016215-RA, pdam_00016214-RA, pdam_00016217-RA, pdam_00001625-RA, pdam_00016216-RA, pdam_00011309-RA, pdam_00003390-RA, pdam_00003389-RA, pdam_00021999-RA, pdam_00021998-RA, pdam_00025578-RA, pdam_00022730-RA, pdam_00023223-RA, pdam_00023224-RA, pdam_00013766-RA, pdam_00013767-RA, pdam_00013768-RA, pdam_00024520-RA, pdam_00024214-RA, pdam_00024665-RA, pdam_00022334-RA, pdam_00022804-RA, pdam_00021310-RA, pdam_00010062-RA, pdam_00010063-RA, pdam_00017161-RA, pdam_00024909-RA, pdam_00002089-RA, pdam_00022867-RA, pdam_00023069-RA, pdam_00010059-RA, pdam_00023659-RA, pdam_00016400-RA, pdam_00017157-RA, pdam_00017156-RA, pdam_00024281-RA, pdam_00021309-RA, pdam_00024280-RA, pdam_00023352-RA, pdam_00023426-RA, pdam_00015683-RA, pdam_00015681-RA, pdam_00019307-RA, pdam_00019306-RA, pdam_00019308-RA, pdam_00021659-RA, pdam_00021656-RA, pdam_00021654-RA, pdam_00021657-RA, pdam_00021646-RA, pdam_00021648-RA, pdam_00018683-RA, pdam_00016310-RA, pdam_00003940-RA, pdam_00021660-RA, pdam_00023353-RA, pdam_00021647-RA, pdam_00021652-RA, pdam_00012849-RA, pdam_00008237-RA, pdam_00017265-RA, pdam_00006222-RA, pdam_00025769-RA, pdam_00024279-RA
OG0000011	Nvec	KRBD2_HUMAN	NV2t015756001.1, NV2t002867001.1, NV2t005383001.1, NV2t006657001.1
OG0000012	Nvec	PP6R2_HUMAN, PP6R3_HUMAN, PP6R1_HUMAN	NV2t006140001.1, NV2t010135001.1, NV2t010135002.1, NV2t010553001.1, NV2t005969009.1, NV2t005969010.1, NV2t005969013.1, NV2t005969012.1, NV2t005969015.1, NV2t005969017.1, NV2t022086002.1, NV2t005969014.1, NV2t005969005.1, NV2t005969001.1, NV2t005969003.1, NV2t005969004.1, NV2t005969002.1, NV2t005969011.1, NV2t005969007.1, NV2t005969006.1, NV2t005969008.1, NV2t019067001.1, NV2t019067002.1, NV2t019067004.1, NV2t019067003.1, NV2t005425001.1, NV2t009657001.1
OG0000012	Pdam	PP6R2_HUMAN, PP6R3_HUMAN, PP6R1_HUMAN	pdam_00004223-RA, pdam_00008792-RA, pdam_00004230-RA, pdam_00022806-RA, pdam_00008793-RA, pdam_00008789-RA, pdam_00023686-RA, pdam_00023397-RA, pdam_00004199-RA, pdam_00025939-RA, pdam_00024740-RA, pdam_00022802-RA, pdam_00023398-RA, pdam_00022807-RA, pdam_00008791-RA, pdam_00004229-RA, pdam_00008785-RA, pdam_00024588-RA, pdam_00024589-RA, pdam_00008447-RA, pdam_00004209-RA, pdam_00008784-RA, pdam_00008779-RA, pdam_00009835-RA, pdam_00024829-RA, pdam_00024828-RA, pdam_00017554-RA, pdam_00023363-RA, pdam_00023362-RA, pdam_00025628-RA, pdam_00013333-RA, pdam_00005801-RA, pdam_00005800-RA, pdam_00023361-RA, pdam_00021468-RA, pdam_00017124-RA, pdam_00026055-RA, pdam_00023355-RA, pdam_00023354-RA, pdam_00017283-RA, pdam_00020116-RA, pdam_00012703-RA, pdam_00011047-RA, pdam_00021823-RA, pdam_00021819-RA, pdam_00021820-RA, pdam_00024757-RA, pdam_00024758-RA, pdam_00021825-RA, pdam_00021822-RA, pdam_00021824-RA, pdam_00025944-RA, pdam_00022135-RA, pdam_00016761-RA, pdam_00016382-RA, pdam_00016383-RA, pdam_00014827-RA, pdam_00021821-RA, pdam_00024797-RA, pdam_00025933-RA, pdam_00022307-RA, pdam_00022306-RA, pdam_00022308-RA, pdam_00015916-RA, pdam_00016537-RA, pdam_00025497-RA, pdam_00025868-RA, pdam_00017399-RA, pdam_00025791-RA, pdam_00025949-RA, pdam_00013949-RA, pdam_00026002-RA, pdam_00004412-RA, pdam_00019790-RA, pdam_00002404-RA, pdam_00025481-RA, pdam_00023356-RA, pdam_00000469-RA, pdam_00005803-RA, pdam_00016571-RA, pdam_00016570-RA
OG0000012	Mmus	PP6R2_HUMAN	PP6R2_MOUSE
OG0000012	Mmus	PP6R3_HUMAN	PP6R3_MOUSE
OG0000012	Mmus	PP6R1_HUMAN	PP6R1_MOUSE
OG0000013	Pdam	NK2R_HUMAN, NK1R_HUMAN, NK3R_HUMAN	pdam_00001492-RA, pdam_00001287-RA, pdam_00001286-RA, pdam_00020411-RA, pdam_00006264-RA, pdam_00009141-RA, pdam_00006769-RA, pdam_00006770-RA, pdam_00006768-RA, pdam_00006261-RA, pdam_00018737-RA, pdam_00025886-RA, pdam_00006385-RA, pdam_00001720-RA, pdam_00025652-RA, pdam_00022799-RA, pdam_00022798-RA, pdam_00001718-RA, pdam_00001719-RA, pdam_00009498-RA, pdam_00009497-RA, pdam_00009490-RA, pdam_00009496-RA, pdam_00018748-RA, pdam_00017189-RA, pdam_00001721-RA, pdam_00022800-RA, pdam_00025816-RA, pdam_00001717-RA, pdam_00006677-RA, pdam_00007450-RA, pdam_00006676-RA, pdam_00006671-RA, pdam_00006674-RA, pdam_00006673-RA, pdam_00006669-RA, pdam_00013640-RA, pdam_00013633-RA, pdam_00002127-RA, pdam_00013641-RA, pdam_00005190-RA, pdam_00005187-RA, pdam_00005189-RA, pdam_00008074-RA, pdam_00005044-RA, pdam_00018439-RA, pdam_00016644-RA, pdam_00001065-RA, pdam_00001063-RA, pdam_00001068-RA, pdam_00001067-RA, pdam_00001062-RA, pdam_00001061-RA, pdam_00001969-RA, pdam_00002697-RA, pdam_00023055-RA, pdam_00007884-RA, pdam_00023053-RA, pdam_00023051-RA, pdam_00024373-RA, pdam_00024372-RA, pdam_00007885-RA, pdam_00007887-RA, pdam_00023054-RA, pdam_00019528-RA, pdam_00019531-RA, pdam_00012632-RA, pdam_00012631-RA, pdam_00019527-RA, pdam_00012637-RA, pdam_00012633-RA, pdam_00012634-RA
OG0000013	Nvec	NK2R_HUMAN, NK1R_HUMAN, NK3R_HUMAN	NV2t022046001.1, NV2t000557001.1, NV2t010078001.1, NV2t010078002.1, NV2t016530001.1, NV2t016530002.1, NV2t016530003.1, NV2t016530004.1, NV2t016530005.1, NV2t011008001.1, NV2t018622001.1, NV2t018120001.1, NV2t018120002.1, NV2t000925001.1, NV2t001992001.1, NV2t010575001.1, NV2t010575005.1, NV2t010575002.1, NV2t010575004.1, NV2t010575003.1, NV2t010575006.1, NV2t010575007.1, NV2t009619001.1, NV2t009619002.1, NV2t009619003.1, NV2t009922001.1, NV2t014996001.1, NV2t014995001.1, NV2t008989001.1, NV2t010100001.1, NV2t010102001.1, NV2t010586001.1, NV2t009527001.1, NV2t009996001.1, NV2t000262001.1
OG0000013	Mmus	NK2R_HUMAN	NK2R_MOUSE
OG0000013	Mmus	NK1R_HUMAN	NK1R_MOUSE
OG0000013	Mmus	NK3R_HUMAN	NK3R_MOUSE
