Orthogroup	Species	Acer	Orthologs
OG0000392	Nvec	KAK2558317.1, KAK2561871.1, KAK2568015.1, KAK2558006.1, KAK2565006.1, KAK2572657.1, KAK2551559.1, KAK2550437.1, KAK2561759.1, KAK2556254.1, KAK2551658.1, KAK2566495.1, KAK2552779.1, KAK2564322.1, KAK2549422.1, KAK2565753.1, KAK2555174.1	NV2t012878031.1
OG0000416	Hsap	KAK2572312.1	JKIP3_HUMAN, JKIP2_HUMAN, JKIP1_HUMAN
OG0000416	Mmus	KAK2572312.1	JKIP3_MOUSE, JKIP1_MOUSE
OG0000416	Nvec	KAK2572312.1	NV2t017495004.1, NV2t017495005.1, NV2t017495006.1, NV2t017495001.1, NV2t017495002.1, NV2t017495003.1, NV2t017495009.1, NV2t017495012.1, NV2t017495010.1, NV2t017495011.1, NV2t017495007.1, NV2t017495008.1
OG0000427	Hsap	KAK2557136.1	ACTB_HUMAN, ACTBM_HUMAN, ACTG_HUMAN, ACTA_HUMAN, ACTH_HUMAN, ACTC_HUMAN, ACTS_HUMAN, ACTBL_HUMAN
OG0000427	Mmus	KAK2557136.1	ACTB_MOUSE, ACTG_MOUSE, ACTA_MOUSE, ACTH_MOUSE, ACTC_MOUSE, ACTS_MOUSE, ACTBL_MOUSE
OG0000427	Nvec	KAK2557136.1	NV2t008125001.1
OG0000455	Hsap	KAK2567456.1, KAK2567561.1, KAK2567562.1	CHST1_HUMAN, CHST3_HUMAN, CHST4_HUMAN, CHST5_HUMAN, CHST6_HUMAN, CHST2_HUMAN, CHST7_HUMAN
OG0000455	Mmus	KAK2567456.1, KAK2567561.1, KAK2567562.1	CHST1_MOUSE, CHST3_MOUSE, CHST4_MOUSE, CHST5_MOUSE, CHST2_MOUSE, CHST7_MOUSE
OG0000455	Nvec	KAK2567456.1, KAK2567561.1, KAK2567562.1	NV2t021053001.1
OG0000475	Hsap	KAK2563548.1	GNAZ_HUMAN, GNAI2_HUMAN, GNAI1_HUMAN, GNAI3_HUMAN, GNAT3_HUMAN, GNAT1_HUMAN, GNAT2_HUMAN
OG0000475	Mmus	KAK2563548.1	GNAZ_MOUSE, GNAI2_MOUSE, GNAI1_MOUSE, GNAI3_MOUSE, GNAT3_MOUSE, GNAT1_MOUSE, GNAT2_MOUSE
OG0000475	Nvec	KAK2563548.1	NV2t003507001.1
OG0000507	Hsap	KAK2562361.1, KAK2554492.1, KAK2554499.1, KAK2554493.1, KAK2554495.1	GARE1_HUMAN, GARE2_HUMAN
OG0000507	Mmus	KAK2562361.1, KAK2554492.1, KAK2554499.1, KAK2554493.1, KAK2554495.1	GARE1_MOUSE, GARE2_MOUSE
OG0000507	Nvec	KAK2562361.1	NV2t016003001.1
OG0000507	Nvec	KAK2554492.1, KAK2554499.1, KAK2554493.1, KAK2554495.1	NV2t004420001.1, NV2t004421001.1, NV2t004415001.1, NV2t024566001.1, NV2t019720001.1, NV2t019721001.1
OG0000367	Nvec	KAK2566787.1	NV2t021924002.1, NV2t021908001.1, NV2t021920001.1, NV2t021918013.1, NV2t021918004.1, NV2t021918007.1, NV2t021918014.1, NV2t021918015.1, NV2t021918002.1, NV2t021918009.1, NV2t021918011.1, NV2t021918008.1, NV2t021918010.1, NV2t021918001.1, NV2t021918003.1, NV2t021918005.1, NV2t021918006.1, NV2t021918012.1
OG0000382	Hsap	KAK2551323.1, KAK2563709.1	CAH2_HUMAN, CAH3_HUMAN, CAH13_HUMAN, CAH1_HUMAN, CAH5B_HUMAN, CAH5A_HUMAN, CAH7_HUMAN
OG0000382	Mmus	KAK2551323.1, KAK2563709.1	CAH2_MOUSE, CAH3_MOUSE, CAH13_MOUSE, CAH1_MOUSE, CAH5B_MOUSE, CAH5A_MOUSE, CAH7_MOUSE
OG0000382	Nvec	KAK2551323.1	NV2t003909001.1
OG0000382	Nvec	KAK2563709.1	NV2t015540001.1
OG0000395	Nvec	KAK2559670.1, KAK2566082.1, KAK2568371.1, KAK2569859.1, KAK2569805.1, KAK2569715.1, KAK2569806.1, KAK2550189.1, KAK2559676.1, KAK2559673.1, KAK2550716.1, KAK2568368.1, KAK2566083.1, KAK2566494.1, KAK2564494.1, KAK2562631.1	NV2t010853001.1, NV2t010853002.1
OG0000407	Hsap	KAK2562169.1	RBMS1_HUMAN, RBMS2_HUMAN, RBMS3_HUMAN
OG0000407	Mmus	KAK2562169.1	RBMS1_MOUSE, RBMS2_MOUSE, RBMS3_MOUSE
OG0000407	Nvec	KAK2562169.1	NV2t012333003.1, NV2t012333006.1, NV2t012333010.1, NV2t012333004.1, NV2t012333007.1, NV2t012333001.1, NV2t012333002.1, NV2t012333005.1, NV2t012333008.1, NV2t012333009.1, NV2t012333011.1
OG0000432	Hsap	KAK2554936.1, KAK2572680.1, KAK2572965.1, KAK2573257.1	VGLU2_HUMAN, VGLU1_HUMAN, VGLU3_HUMAN
OG0000432	Mmus	KAK2554936.1, KAK2572680.1, KAK2572965.1, KAK2573257.1	VGLU2_MOUSE, VGLU1_MOUSE, VGLU3_MOUSE
OG0000432	Nvec	KAK2554936.1	NV2t017806001.1
OG0000432	Nvec	KAK2572680.1	NV2t018783001.1, NV2t018783002.1, NV2t018783003.1
OG0000432	Nvec	KAK2572965.1	NV2t017887001.1, NV2t018915001.1
OG0000432	Nvec	KAK2573257.1	NV2t021427001.1
OG0000446	Nvec	KAK2566014.1	NV2t018538001.1, NV2t018546001.1
OG0000446	Nvec	KAK2559155.1	NV2t017010001.1
OG0000446	Nvec	KAK2567907.1, KAK2554829.1, KAK2558467.1, KAK2558469.1, KAK2558541.1, KAK2558544.1, KAK2558543.1, KAK2563656.1	NV2t006116001.1
OG0000458	Hsap	KAK2570806.1	KI20A_HUMAN
OG0000458	Mmus	KAK2570806.1	KI20A_MOUSE
OG0000458	Nvec	KAK2570806.1	NV2t008853002.1, NV2t008862001.1, NV2t008857001.1, NV2t008866001.1, NV2t008856001.1, NV2t008865001.1, NV2t008853004.1, NV2t008853005.1, NV2t008855001.1, NV2t008861001.1, NV2t008853001.1, NV2t008853007.1, NV2t008853003.1, NV2t008853006.1
OG0000473	Hsap	KAK2553906.1, KAK2560858.1	CPNE4_HUMAN, CPNE6_HUMAN, CPNE7_HUMAN, CPNE2_HUMAN, CPNE1_HUMAN, CPNE3_HUMAN
OG0000473	Mmus	KAK2553906.1, KAK2560858.1	CPNE4_MOUSE, CPNE6_MOUSE, CPNE7_MOUSE, CPNE2_MOUSE, CPNE1_MOUSE, CPNE3_MOUSE
OG0000473	Nvec	KAK2553906.1	NV2t001722001.1
OG0000473	Nvec	KAK2560858.1	NV2t004625001.1
OG0000483	Hsap	KAK2551880.1, KAK2566992.1, KAK2567044.1, KAK2567260.1, KAK2546852.1, KAK2546853.1, KAK2567152.1	CFAB_HUMAN, CO2_HUMAN
OG0000483	Mmus	KAK2551880.1, KAK2566992.1, KAK2567044.1, KAK2567260.1, KAK2546852.1, KAK2546853.1, KAK2567152.1	CFAB_MOUSE, CO2_MOUSE
OG0000483	Nvec	KAK2551880.1	NV2t024779001.1
OG0000483	Nvec	KAK2566992.1	NV2t025253001.1
OG0000483	Nvec	KAK2567044.1	NV2t025397001.1, NV2t025404001.1
OG0000483	Nvec	KAK2567260.1, KAK2546852.1, KAK2546853.1, KAK2567152.1	NV2t025359001.1
OG0000494	Nvec	KAK2566730.1, KAK2550926.1, KAK2552179.1, KAK2572730.1, KAK2562553.1, KAK2548760.1, KAK2552127.1, KAK2559296.1, KAK2569556.1, KAK2557454.1, KAK2552351.1, KAK2559202.1	NV2t022831001.1, NV2t001843001.1, NV2t024679001.1, NV2t016886001.1
OG0000508	Hsap	KAK2566279.1, KAK2566282.1, KAK2571438.1, KAK2555661.1, KAK2555600.1, KAK2555603.1, KAK2555660.1	HES2_HUMAN, HES4_HUMAN, HES1_HUMAN
OG0000508	Mmus	KAK2566279.1, KAK2566282.1, KAK2571438.1, KAK2555661.1, KAK2555600.1, KAK2555603.1, KAK2555660.1	HES2_MOUSE, HES1_MOUSE
OG0000508	Nvec	KAK2571438.1	NV2t001886001.1, NV2t001893001.1
OG0000508	Nvec	KAK2555661.1	NV2t000146001.1
OG0000508	Nvec	KAK2555600.1, KAK2555603.1, KAK2555660.1	NV2t000144001.1
OG0000323	Nvec	KAK2565697.1, KAK2550440.1, KAK2553014.1, KAK2557960.1, KAK2561217.1, KAK2554114.1, KAK2551406.1, KAK2558990.1, KAK2549295.1, KAK2551407.1, KAK2554074.1	NV2t017644004.1, NV2t020454001.1, NV2t009446001.1, NV2t023979001.1, NV2t008350001.1, NV2t009717001.1, NV2t011365001.1, NV2t002351001.1, NV2t012512001.1
OG0000355	Nvec	KAK2550143.1, KAK2550142.1, KAK2550136.1, KAK2570458.1, KAK2560846.1, KAK2559521.1, KAK2547159.1, KAK2547255.1, KAK2557526.1, KAK2561952.1, KAK2548501.1, KAK2548743.1, KAK2557337.1, KAK2562421.1, KAK2549854.1	NV2t023428001.1, NV2t006504001.1, NV2t003535001.1, NV2t022710001.1
OG0000370	Hsap	KAK2572451.1, KAK2572306.1	ADDA_HUMAN, ADDG_HUMAN, ADDB_HUMAN
OG0000370	Mmus	KAK2572451.1, KAK2572306.1	ADDA_MOUSE, ADDG_MOUSE, ADDB_MOUSE
OG0000370	Nvec	KAK2572451.1	NV2t017595003.1, NV2t017595001.1, NV2t017595002.1
OG0000370	Nvec	KAK2572306.1	NV2t017594002.1, NV2t017594006.1, NV2t017594007.1, NV2t017594004.1, NV2t017594001.1, NV2t017594005.1, NV2t017594008.1, NV2t017594003.1
OG0000397	Hsap	KAK2554245.1, KAK2554253.1, KAK2554729.1, KAK2554731.1, KAK2554735.1, KAK2562232.1	CATS_HUMAN, CATL1_HUMAN, CATL3_HUMAN, CATL2_HUMAN
OG0000397	Mmus	KAK2554245.1, KAK2554253.1, KAK2554729.1, KAK2554731.1, KAK2554735.1, KAK2562232.1	CATS_MOUSE, TEST2_MOUSE, CATL1_MOUSE
OG0000397	Nvec	KAK2554245.1, KAK2554253.1	NV2t004879001.1
OG0000397	Nvec	KAK2554729.1, KAK2554731.1, KAK2554735.1, KAK2562232.1	NV2t004557001.1, NV2t004558001.1, NV2t004249001.1
OG0000409	Nvec	KAK2564731.1, KAK2564736.1	NV2t022396001.1, NV2t022396002.1, NV2t022398001.1, NV2t022398002.1, NV2t022398003.1, NV2t022478002.1, NV2t022478010.1, NV2t022478001.1, NV2t022478003.1, NV2t022478005.1, NV2t022478004.1, NV2t022478006.1, NV2t022478009.1, NV2t022478007.1, NV2t022478008.1, NV2t022478011.1
OG0000434	Nvec	KAK2546682.1, KAK2555496.1, KAK2547462.1, KAK2569584.1, KAK2569590.1, KAK2550530.1, KAK2562722.1, KAK2551045.1, KAK2555501.1, KAK2548322.1, KAK2553699.1, KAK2551799.1, KAK2565676.1, KAK2559018.1	NV2t010489001.1, NV2t008927001.1, NV2t002172001.1
OG0000448	Hsap	KAK2558197.1, KAK2558191.1	CRLD1_HUMAN, CRLD2_HUMAN, PI15_HUMAN, CRSPL_HUMAN, GPRL1_HUMAN, GRPL2_HUMAN, GLIP1_HUMAN
OG0000448	Mmus	KAK2558197.1, KAK2558191.1	CRLD1_MOUSE, CRLD2_MOUSE, PI15_MOUSE, CRSPL_MOUSE, GPRL1_MOUSE, GRPL2_MOUSE, GLIP1_MOUSE
OG0000448	Nvec	KAK2558197.1, KAK2558191.1	NV2t017288001.1
OG0000463	Hsap	KAK2574563.1, KAK2574658.1, KAK2574561.1, KAK2574562.1, KAK2574657.1, KAK2574558.1, KAK2574560.1	LICH_HUMAN, LIPK_HUMAN, LIPF_HUMAN
OG0000463	Mmus	KAK2574563.1, KAK2574658.1, KAK2574561.1, KAK2574562.1, KAK2574657.1, KAK2574558.1, KAK2574560.1	LICH_MOUSE, LIPK_MOUSE, LIPF_MOUSE
OG0000463	Nvec	KAK2574563.1, KAK2574658.1, KAK2574561.1, KAK2574562.1, KAK2574657.1, KAK2574558.1, KAK2574560.1	NV2t010579001.1, NV2t009506002.1, NV2t009506001.1, NV2t009506003.1
OG0000503	Nvec	KAK2569667.1, KAK2561879.1	NV2t019229003.1
OG0000503	Nvec	KAK2552379.1	NV2t019142001.1, NV2t019229004.1, NV2t008449001.1, NV2t019229002.1, NV2t019229001.1, NV2t002682005.1, NV2t002682001.1, NV2t002682002.1, NV2t002682004.1, NV2t011236001.1, NV2t002682003.1, NV2t015692001.1
OG0000515	Hsap	KAK2560765.1, KAK2560764.1	PMFBP_HUMAN
OG0000515	Mmus	KAK2560765.1, KAK2560764.1	PMFBP_MOUSE
OG0000515	Nvec	KAK2560765.1	NV2t004075003.1, NV2t004075001.1, NV2t004075010.1, NV2t004075009.1, NV2t004075008.1, NV2t004075007.1, NV2t004075005.1, NV2t004075004.1, NV2t004075006.1, NV2t004075012.1, NV2t004075011.1
OG0000515	Nvec	KAK2560764.1	NV2t004075002.1
OG0000330	Hsap	KAK2573159.1, KAK2555583.1, KAK2552883.1, KAK2552774.1, KAK2554546.1	B2CL2_HUMAN, BCL2_HUMAN, B2CL1_HUMAN
OG0000330	Mmus	KAK2573159.1, KAK2555583.1, KAK2552883.1, KAK2552774.1, KAK2554546.1	B2CL2_MOUSE, BCL2_MOUSE, B2CL1_MOUSE
OG0000330	Nvec	KAK2573159.1	NV2t010435001.1
OG0000330	Nvec	KAK2555583.1	NV2t002141001.1
OG0000330	Nvec	KAK2552774.1	NV2t023941001.1, NV2t023941003.1, NV2t023941002.1, NV2t023941004.1
OG0000330	Nvec	KAK2554546.1	NV2t023893001.1, NV2t023893002.1, NV2t023893003.1
OG0000339	Hsap	KAK2565289.1	ZO1_HUMAN, ZO2_HUMAN, ZO3_HUMAN
OG0000339	Mmus	KAK2565289.1	ZO1_MOUSE, ZO2_MOUSE, ZO3_MOUSE
OG0000339	Nvec	KAK2565289.1	NV2t013907002.1, NV2t013907001.1, NV2t013907003.1, NV2t013907004.1, NV2t013907005.1, NV2t013899008.1, NV2t013899006.1, NV2t013899007.1, NV2t013899005.1, NV2t013899004.1, NV2t013899002.1, NV2t013899003.1, NV2t013899001.1
OG0000350	Hsap	KAK2565941.1, KAK2566944.1, KAK2566941.1	CTL4_HUMAN, CTL2_HUMAN, CTL5_HUMAN
OG0000350	Mmus	KAK2565941.1, KAK2566944.1, KAK2566941.1	CTL4_MOUSE, CTL2_MOUSE, CTL5_MOUSE
OG0000350	Nvec	KAK2565941.1	NV2t025753001.1, NV2t025753002.1, NV2t025753004.1, NV2t025753003.1
OG0000350	Nvec	KAK2566944.1, KAK2566941.1	NV2t025419001.1, NV2t025419005.1, NV2t025419002.1, NV2t025419003.1, NV2t025419004.1, NV2t025419006.1
OG0000363	Hsap	KAK2560486.1, KAK2572716.1, KAK2569627.1, KAK2569736.1	NALD2_HUMAN, FOH1B_HUMAN, FOLH1_HUMAN
OG0000363	Mmus	KAK2560486.1, KAK2572716.1, KAK2569627.1, KAK2569736.1	NALD2_MOUSE, FOLH1_MOUSE
OG0000363	Nvec	KAK2560486.1	NV2t010882001.1
OG0000363	Nvec	KAK2572716.1	NV2t011080001.1
OG0000363	Nvec	KAK2569627.1, KAK2569736.1	NV2t006176001.1, NV2t010601001.1, NV2t010604001.1
OG0000379	Nvec	KAK2570395.1	NV2t007880001.1
OG0000379	Nvec	KAK2562273.1, KAK2564934.1	NV2t002716001.1, NV2t002717003.1, NV2t002714001.1
OG0000379	Nvec	KAK2571187.1	NV2t011584001.1, NV2t002713001.1, NV2t002713002.1, NV2t002713003.1, NV2t002718001.1, NV2t002719001.1, NV2t002719002.1, NV2t003145001.1, NV2t001167001.1, NV2t001167002.1
OG0000393	Hsap	KAK2549470.1, KAK2552591.1, KAK2549623.1, KAK2549648.1, KAK2549602.1, KAK2549600.1, KAK2566113.1	TIMP1_HUMAN, TIMP3_HUMAN, TIMP2_HUMAN, TIMP4_HUMAN
OG0000393	Mmus	KAK2549470.1, KAK2552591.1, KAK2549623.1, KAK2549648.1, KAK2549602.1, KAK2549600.1, KAK2566113.1	TIMP1_MOUSE, TIMP3_MOUSE, TIMP2_MOUSE, TIMP4_MOUSE
OG0000393	Nvec	KAK2552591.1, KAK2549623.1, KAK2549648.1	NV2t003669001.1, NV2t003671001.1
OG0000393	Nvec	KAK2549602.1, KAK2549600.1, KAK2566113.1	NV2t002779001.1
OG0000404	Hsap	KAK2560303.1, KAK2560192.1	SCRIB_HUMAN
OG0000404	Mmus	KAK2560303.1, KAK2560192.1	SCRIB_MOUSE
OG0000404	Nvec	KAK2560303.1	NV2t005524011.1, NV2t005524005.1, NV2t005524006.1, NV2t005524007.1, NV2t005524008.1, NV2t005524009.1, NV2t005524010.1, NV2t005524003.1, NV2t005524004.1, NV2t005524001.1, NV2t005524002.1
OG0000404	Nvec	KAK2560192.1	NV2t005524012.1, NV2t005524013.1, NV2t005524014.1
OG0000417	Mmus	KAK2573949.1, KAK2573950.1	HESX1_MOUSE
OG0000417	Hsap	KAK2573949.1, KAK2573950.1	DUXA_HUMAN, DUXB_HUMAN, DUX5_HUMAN, DUX1_HUMAN, DUX3_HUMAN, DU4L4_HUMAN, DU4L2_HUMAN, DU4L3_HUMAN, DU4L5_HUMAN, DU4L6_HUMAN, DU4L7_HUMAN, DUX4C_HUMAN, DUX4_HUMAN, HESX1_HUMAN
OG0000417	Nvec	KAK2573949.1, KAK2573950.1	NV2t009419001.1
OG0000439	Hsap	KAK2570649.1, KAK2547195.1, KAK2570891.1	S28A3_HUMAN
OG0000439	Mmus	KAK2570649.1, KAK2547195.1, KAK2570891.1	S28A3_MOUSE
OG0000439	Nvec	KAK2570649.1	NV2t009280001.1, NV2t009280002.1
OG0000439	Nvec	KAK2547195.1, KAK2570891.1	NV2t008693007.1, NV2t008693002.1, NV2t008693003.1, NV2t008690001.1, NV2t008693008.1, NV2t008693005.1, NV2t008693006.1, NV2t008693004.1, NV2t008693001.1, NV2t008693009.1
OG0000484	Nvec	KAK2547798.1, KAK2561605.1, KAK2562733.1, KAK2546894.1, KAK2551543.1, KAK2550431.1, KAK2551405.1, KAK2568038.1, KAK2550343.1, KAK2554519.1, KAK2549804.1, KAK2558582.1, KAK2557938.1, KAK2551639.1, KAK2552043.1	NV2t024500001.1
OG0000521	Nvec	KAK2563902.1, KAK2563903.1	NV2t018761001.1, NV2t018761003.1, NV2t018761008.1, NV2t018761009.1, NV2t018761010.1, NV2t018761011.1, NV2t002901001.1, NV2t018761002.1, NV2t018761004.1, NV2t018761005.1, NV2t018761006.1, NV2t018761012.1, NV2t018761013.1, NV2t018761007.1
OG0000549	Mmus	KAK2560433.1, KAK2546813.1, KAK2554340.1, KAK2554345.1, KAK2554442.1, KAK2554440.1, KAK2561261.1, KAK2561316.1, KAK2560389.1, KAK2560432.1, KAK2551475.1	PAR14_MOUSE
OG0000549	Hsap	KAK2560433.1, KAK2546813.1, KAK2554340.1, KAK2554345.1, KAK2554442.1, KAK2554440.1, KAK2561261.1, KAK2561316.1, KAK2560389.1, KAK2560432.1, KAK2551475.1	PAR15_HUMAN, PAR14_HUMAN
OG0000549	Nvec	KAK2560433.1, KAK2546813.1, KAK2554340.1, KAK2554345.1, KAK2554442.1, KAK2554440.1, KAK2561261.1, KAK2561316.1, KAK2560389.1, KAK2560432.1, KAK2551475.1	NV2t005993001.1
OG0000453	Hsap	KAK2565555.1	S4A7_HUMAN, S4A8_HUMAN, S4A10_HUMAN, B3A4_HUMAN, S4A5_HUMAN, S4A4_HUMAN
OG0000453	Mmus	KAK2565555.1	S4A7_MOUSE, S4A8_MOUSE, S4A10_MOUSE, B3A4_MOUSE, S4A5_MOUSE, S4A4_MOUSE
OG0000453	Nvec	KAK2565555.1	NV2t018970001.1, NV2t018970004.1, NV2t018970002.1, NV2t018970003.1
OG0000477	Hsap	KAK2564833.1	ISK13_HUMAN, ISK14_HUMAN, ISK7_HUMAN, ISK9_HUMAN, ISK1_HUMAN, ISK4_HUMAN, ISK2_HUMAN, ISK8_HUMAN
OG0000477	Mmus	KAK2564833.1	ISK13_MOUSE, ISK7_MOUSE, ISK1_MOUSE, ISK4_MOUSE, ISK2_MOUSE, ISK8_MOUSE
OG0000477	Nvec	KAK2564833.1	NV2t014037001.1
OG0000489	Nvec	KAK2548912.1, KAK2548926.1	NV2t014178001.1
OG0000489	Nvec	KAK2547506.1, KAK2548927.1, KAK2550616.1, KAK2548930.1, KAK2550608.1, KAK2550617.1, KAK2547401.1, KAK2567892.1, KAK2548659.1, KAK2558649.1, KAK2548411.1, KAK2572318.1	NV2t001882001.1
OG0000504	Nvec	KAK2553115.1	NV2t005200001.1
OG0000504	Nvec	KAK2553117.1	NV2t005194001.1
OG0000504	Nvec	KAK2553116.1	NV2t005196001.1, NV2t005196002.1, NV2t005196003.1, NV2t005196004.1, NV2t005199001.1, NV2t005199002.1
OG0000504	Nvec	KAK2553118.1	NV2t005189001.1
OG0000504	Nvec	KAK2554797.1	NV2t004511001.1
OG0000516	Hsap	KAK2561720.1, KAK2561854.1, KAK2561721.1	MARC2_HUMAN, MARC1_HUMAN
OG0000516	Mmus	KAK2561720.1, KAK2561854.1, KAK2561721.1	MARC2_MOUSE, MARC1_MOUSE
OG0000516	Nvec	KAK2561720.1, KAK2561854.1, KAK2561721.1	NV2t021100001.1, NV2t021101001.1, NV2t021101002.1, NV2t020700001.1, NV2t020698003.1, NV2t020698004.1, NV2t020698001.1, NV2t020698006.1, NV2t020698005.1
OG0000529	Hsap	KAK2573509.1, KAK2569392.1, KAK2569387.1, KAK2569395.1	ZIC4_HUMAN, ZIC1_HUMAN, ZIC2_HUMAN, ZIC3_HUMAN
OG0000529	Mmus	KAK2573509.1, KAK2569392.1, KAK2569387.1, KAK2569395.1	ZIC4_MOUSE, ZIC1_MOUSE, ZIC2_MOUSE, ZIC3_MOUSE
OG0000529	Nvec	KAK2573509.1	NV2t022580001.1
OG0000529	Nvec	KAK2569392.1	NV2t017755001.1, NV2t017755002.1
OG0000529	Nvec	KAK2569387.1, KAK2569395.1	NV2t017752001.1
OG0000542	Mmus	KAK2564189.1, KAK2565574.1, KAK2550147.1, KAK2557506.1, KAK2558612.1, KAK2560991.1, KAK2552220.1, KAK2555550.1, KAK2550339.1, KAK2548368.1, KAK2548369.1	AF9_MOUSE
OG0000542	Hsap	KAK2564189.1, KAK2565574.1, KAK2550147.1, KAK2557506.1, KAK2558612.1, KAK2560991.1, KAK2552220.1, KAK2555550.1, KAK2550339.1, KAK2548368.1, KAK2548369.1	ENL_HUMAN, AF9_HUMAN
OG0000542	Nvec	KAK2564189.1, KAK2565574.1, KAK2550147.1, KAK2557506.1, KAK2558612.1, KAK2560991.1, KAK2552220.1, KAK2555550.1, KAK2550339.1, KAK2548368.1, KAK2548369.1	NV2t023329001.1
OG0000557	Hsap	KAK2561598.1, KAK2551953.1, KAK2546710.1, KAK2552042.1	MID51_HUMAN, MID49_HUMAN
OG0000557	Mmus	KAK2561598.1, KAK2551953.1, KAK2546710.1, KAK2552042.1	MID51_MOUSE, MID49_MOUSE
OG0000557	Nvec	KAK2561598.1	NV2t010637001.1, NV2t009906001.1, NV2t009906002.1
OG0000557	Nvec	KAK2551953.1, KAK2546710.1, KAK2552042.1	NV2t012040001.1
OG0000570	Nvec	KAK2548362.1, KAK2555201.1, KAK2564886.1, KAK2555899.1, KAK2556239.1, KAK2562611.1, KAK2548582.1, KAK2558996.1, KAK2556966.1, KAK2562643.1, KAK2562644.1, KAK2553406.1, KAK2551425.1	NV2t010064002.1, NV2t019065001.1
OG0000410	Nvec	KAK2564859.1	NV2t006516001.1, NV2t006516002.1, NV2t006476001.1, NV2t014038001.1, NV2t012159001.1, NV2t012104001.1, NV2t023541001.1, NV2t024281001.1, NV2t023795001.1, NV2t024050001.1, NV2t024223001.1, NV2t023543001.1, NV2t023543002.1, NV2t023540001.1, NV2t023540002.1, NV2t023538002.1, NV2t023538003.1
OG0000431	Hsap	KAK2567353.1, KAK2556338.1, KAK2553024.1, KAK2568469.1, KAK2560267.1, KAK2564285.1, KAK2554647.1	SKP2_HUMAN
OG0000431	Mmus	KAK2567353.1, KAK2556338.1, KAK2553024.1, KAK2568469.1, KAK2560267.1, KAK2564285.1, KAK2554647.1	SKP2_MOUSE
OG0000431	Nvec	KAK2567353.1	NV2t020537001.1, NV2t020537002.1
OG0000431	Nvec	KAK2556338.1	NV2t014015001.1
OG0000431	Nvec	KAK2553024.1	NV2t013549001.1
OG0000431	Nvec	KAK2568469.1	NV2t015952001.1
OG0000431	Nvec	KAK2560267.1, KAK2564285.1	NV2t010793001.1
OG0000431	Nvec	KAK2554647.1	NV2t000456001.1, NV2t000457001.1
OG0000444	Hsap	KAK2552918.1, KAK2552924.1	OAS1_HUMAN, OAS2_HUMAN, OAS3_HUMAN, OASL_HUMAN
OG0000444	Mmus	KAK2552918.1, KAK2552924.1	OAS1A_MOUSE, OAS1C_MOUSE, OAS1D_MOUSE, OAS1B_MOUSE, OAS2_MOUSE, OAS3_MOUSE, OASL2_MOUSE, OASL1_MOUSE
OG0000444	Nvec	KAK2552918.1, KAK2552924.1	NV2t025266001.1, NV2t025266002.1, NV2t025266003.1
OG0000456	Hsap	KAK2569315.1	RENI_HUMAN, CATD_HUMAN, CATE_HUMAN, PEPC_HUMAN, PEPA3_HUMAN, PEPA5_HUMAN, PEPA4_HUMAN, NAPSA_HUMAN
OG0000456	Mmus	KAK2569315.1	RENI1_MOUSE, RENI2_MOUSE, CATD_MOUSE, CATE_MOUSE, PEPC_MOUSE, PEPA5_MOUSE, NAPSA_MOUSE
OG0000456	Nvec	KAK2569315.1	NV2t018022001.1
OG0000479	Nvec	KAK2554400.1, KAK2559666.1, KAK2559667.1, KAK2554359.1, KAK2554401.1, KAK2551716.1, KAK2561196.1, KAK2546656.1, KAK2550954.1, KAK2550956.1, KAK2546657.1, KAK2550950.1, KAK2550955.1, KAK2561308.1, KAK2557810.1	NV2t017055001.1
OG0000491	Nvec	KAK2550687.1	NV2t016673001.1
OG0000491	Nvec	KAK2550703.1, KAK2559476.1, KAK2559477.1, KAK2559480.1	NV2t023128001.1
OG0000491	Nvec	KAK2564090.1	NV2t000940001.1
OG0000523	Hsap	KAK2565227.1, KAK2570811.1	PIR_HUMAN
OG0000523	Mmus	KAK2565227.1, KAK2570811.1	PIR_MOUSE
OG0000523	Nvec	KAK2565227.1	NV2t010871001.1
OG0000523	Nvec	KAK2570811.1	NV2t008662001.1, NV2t008661006.1, NV2t008661004.1, NV2t008661008.1, NV2t008661007.1, NV2t008661003.1, NV2t008661009.1, NV2t008661005.1, NV2t023002001.1
OG0000553	Hsap	KAK2573416.1, KAK2560370.1, KAK2568596.1, KAK2568594.1, KAK2568778.1, KAK2568784.1	DMRT3_HUMAN
OG0000553	Mmus	KAK2573416.1, KAK2560370.1, KAK2568596.1, KAK2568594.1, KAK2568778.1, KAK2568784.1	DMRT3_MOUSE
OG0000553	Nvec	KAK2573416.1	NV2t011184001.1
OG0000553	Nvec	KAK2560370.1	NV2t011025001.1, NV2t012814001.1, NV2t012814002.1, NV2t012814003.1
OG0000553	Nvec	KAK2568596.1, KAK2568594.1, KAK2568778.1	NV2t019458001.1
OG0000553	Nvec	KAK2568784.1	NV2t020180001.1
OG0000568	Nvec	KAK2551375.1, KAK2563269.1, KAK2550694.1, KAK2549845.1, KAK2551059.1, KAK2552376.1, KAK2550108.1, KAK2554200.1, KAK2547885.1, KAK2547778.1, KAK2550685.1, KAK2561870.1, KAK2558898.1, KAK2561869.1	NV2t019488001.1
OG0000580	Hsap	KAK2565580.1, KAK2550494.1, KAK2563451.1, KAK2563457.1, KAK2571061.1, KAK2561307.1, KAK2561302.1, KAK2561306.1	VIAAT_HUMAN
