Orthogroup	Species	Hsap	Orthologs
OG0000002	Mmus	ZN569_HUMAN	ZN569_MOUSE
OG0000002	Mmus	ZN568_HUMAN	ZN568_MOUSE
OG0000002	Mmus	ZN426_HUMAN	ZN426_MOUSE
OG0000002	Mmus	ZN121_HUMAN, ZN778_HUMAN, ZN560_HUMAN, ZN266_HUMAN	ZFP26_MOUSE
OG0000002	Mmus	ZFP90_HUMAN	ZFP90_MOUSE
OG0000002	Mmus	ZN542_HUMAN, ZN789_HUMAN, ZF69B_HUMAN, ZFP69_HUMAN	ZFP69_MOUSE
OG0000002	Mmus	ZN713_HUMAN, ZN75A_HUMAN, ZNF8_HUMAN	ZNF8_MOUSE
OG0000004	Mmus	OR8A1_HUMAN	OR8A1_MOUSE
OG0000004	Mmus	OR8B4_HUMAN	OL143_MOUSE
OG0000004	Mmus	OR8B8_HUMAN, OR8BC_HUMAN	OR8B8_MOUSE
OG0000004	Mmus	OR8B2_HUMAN, OR8B3_HUMAN	OR8B3_MOUSE
OG0000004	Mmus	OR8G5_HUMAN	O8G17_MOUSE
OG0000004	Mmus	OR8G1_HUMAN	O8G18_MOUSE
OG0000004	Mmus	OR5R1_HUMAN	OR8U3_MOUSE
OG0000004	Mmus	OR8U9_HUMAN, OR8U1_HUMAN, OR8U8_HUMAN	OR8U9_MOUSE
OG0000004	Mmus	OR5M8_HUMAN, OR5M3_HUMAN, OR5M9_HUMAN, OR5MB_HUMAN, OR5M1_HUMAN, OR5MA_HUMAN	OR5M5_MOUSE
OG0000004	Mmus	OR5P2_HUMAN	OR5P6_MOUSE, O5P76_MOUSE, O5P69_MOUSE, O5P70_MOUSE, O5P73_MOUSE, O5P58_MOUSE, O5P60_MOUSE, O5P67_MOUSE, O5P68_MOUSE, O5P59_MOUSE, O5P72_MOUSE, O5P62_MOUSE, O5P64_MOUSE, O5P66_MOUSE, O5P79_MOUSE, O5P81_MOUSE, O5P50_MOUSE, O5P51_MOUSE
OG0000004	Mmus	OR5P3_HUMAN	OR5P1_MOUSE, O5P55_MOUSE, O5P56_MOUSE, O5P54_MOUSE, O5P52_MOUSE, O5P53_MOUSE, OR5P4_MOUSE, O5P80_MOUSE, O5P87_MOUSE
OG0000004	Mmus	OR5A1_HUMAN, OR5A2_HUMAN, O5AN1_HUMAN	O5AN6_MOUSE
OG0000004	Mmus	O12D1_HUMAN, O5BS1_HUMAN, O13A1_HUMAN, O14CZ_HUMAN, O14A2_HUMAN, O14AG_HUMAN, O14I1_HUMAN, OR6K6_HUMAN, OR6Q1_HUMAN, OR6F1_HUMAN, OR6X1_HUMAN, OR6T1_HUMAN, OR6J1_HUMAN, OR6M1_HUMAN, OR6S1_HUMAN, OR6V1_HUMAN, OR9A2_HUMAN, OR9A4_HUMAN, OR9A1_HUMAN, O2AP1_HUMAN, OR6C4_HUMAN, O6C70_HUMAN, OR6C6_HUMAN, O6C65_HUMAN, O6C76_HUMAN, O6C75_HUMAN, OR6C1_HUMAN, OR6C3_HUMAN, O6C74_HUMAN, O6C68_HUMAN, OR6C2_HUMAN	OR6E1_MOUSE
OG0000004	Mmus	OR5J2_HUMAN	OR5J3_MOUSE
OG0000004	Mmus	OR5G3_HUMAN	OR5G9_MOUSE, O5G25_MOUSE, O5G26_MOUSE, O5G29_MOUSE
OG0000004	Mmus	O5AP2_HUMAN	O5AP2_MOUSE
OG0000004	Mmus	OR9K2_HUMAN, OR9H1_HUMAN	O9S13_MOUSE
OG0000004	Mmus	OR5T1_HUMAN, OR5T3_HUMAN	O5T17_MOUSE, OR5T9_MOUSE
OG0000004	Mmus	OR5T2_HUMAN	OL141_MOUSE
OG0000004	Mmus	O5AR1_HUMAN	O5AR1_MOUSE
OG0000004	Mmus	OR5BC_HUMAN, OR5B3_HUMAN, OR5B2_HUMAN, OR5BH_HUMAN, O5B21_HUMAN	O5B21_MOUSE
OG0000004	Mmus	OR5L1_HUMAN, OR5L2_HUMAN, OR5DG_HUMAN, OR5DI_HUMAN, OR5DE_HUMAN, OR5D3_HUMAN, OR5DD_HUMAN	O1165_MOUSE
OG0000045	Acer	K1C18_HUMAN, K1C20_HUMAN, K1C17_HUMAN, K1C14_HUMAN, K1C16_HUMAN, K1C12_HUMAN, K1C24_HUMAN, K1C26_HUMAN, K1C28_HUMAN, K1C25_HUMAN, K1C27_HUMAN, K1C9_HUMAN, K1C10_HUMAN, K1C19_HUMAN, K1C13_HUMAN, K1C15_HUMAN, KRT36_HUMAN, KRT35_HUMAN, K1H2_HUMAN, K1C39_HUMAN, K1C40_HUMAN, KRT37_HUMAN, KRT38_HUMAN, KRT34_HUMAN, K1H1_HUMAN, KT33A_HUMAN, KT33B_HUMAN	KAK2547790.1
OG0000045	Mmus	K1C18_HUMAN	K1C18_MOUSE
OG0000045	Mmus	K1C20_HUMAN	K1C20_MOUSE
OG0000045	Mmus	K1C17_HUMAN	K1C17_MOUSE
OG0000045	Mmus	K1C14_HUMAN	K1C14_MOUSE
OG0000045	Mmus	K1C16_HUMAN	K1C16_MOUSE
OG0000045	Mmus	K1C12_HUMAN	K1C12_MOUSE
OG0000045	Mmus	K1C24_HUMAN	K1C24_MOUSE
OG0000045	Mmus	K1C26_HUMAN	K1C26_MOUSE
OG0000045	Mmus	K1C28_HUMAN	K1C28_MOUSE
OG0000045	Mmus	K1C25_HUMAN	K1C25_MOUSE
OG0000045	Mmus	K1C27_HUMAN	K1C27_MOUSE
OG0000045	Mmus	K1C9_HUMAN	K1C9_MOUSE
OG0000045	Mmus	K1C10_HUMAN	K1C10_MOUSE
OG0000045	Mmus	K1C19_HUMAN	K1C19_MOUSE
OG0000045	Mmus	K1C13_HUMAN	K1C13_MOUSE
OG0000045	Mmus	K1C15_HUMAN	K1C15_MOUSE
OG0000045	Mmus	KRT36_HUMAN	KRT36_MOUSE
OG0000045	Mmus	KRT35_HUMAN	KRT35_MOUSE
OG0000045	Mmus	K1H2_HUMAN	K1H2_MOUSE
OG0000045	Mmus	K1C39_HUMAN	K1C39_MOUSE
OG0000045	Mmus	K1C40_HUMAN	K1C40_MOUSE
OG0000045	Mmus	KRT37_HUMAN, KRT38_HUMAN, KRT34_HUMAN, K1H1_HUMAN, KT33A_HUMAN, KT33B_HUMAN	KRT34_MOUSE, K1H1_MOUSE, KT33A_MOUSE, KT33B_MOUSE
OG0000010	Mmus	OR6B1_HUMAN	OR6Z7_MOUSE
OG0000010	Mmus	OR6B2_HUMAN, OR6B3_HUMAN	OR6B9_MOUSE
OG0000010	Mmus	O10X1_HUMAN, O10H2_HUMAN, O10H1_HUMAN, O10H5_HUMAN, O10H3_HUMAN, O10H4_HUMAN	10H28_MOUSE
OG0000010	Mmus	O10J3_HUMAN, O10J4_HUMAN, O10J1_HUMAN, O10J6_HUMAN, O10J5_HUMAN	O10J5_MOUSE
OG0000010	Mmus	O10AG_HUMAN, O10A3_HUMAN, O10A6_HUMAN, O10A7_HUMAN, O10A4_HUMAN, O10A2_HUMAN, O10A5_HUMAN, O10C1_HUMAN, O10P1_HUMAN	10P22_MOUSE
OG0000010	Mmus	OR2W3_HUMAN, OR2W1_HUMAN, OR2W6_HUMAN, OR2W5_HUMAN, OR2G2_HUMAN, OR2G3_HUMAN, OR2G6_HUMAN, OR2C3_HUMAN, OR2J3_HUMAN, OR2J1_HUMAN, OR2J2_HUMAN, OR2B8_HUMAN, OR2I1_HUMAN, OR2Y1_HUMAN	O2Y1B_MOUSE
OG0000010	Mmus	OR2H1_HUMAN, OR2H2_HUMAN, OR2C1_HUMAN	OR2C1_MOUSE
OG0000010	Mmus	OR2BB_HUMAN, OR2B3_HUMAN, OR2B2_HUMAN, OR2B6_HUMAN	OR2B6_MOUSE
OG0000010	Mmus	OR2D2_HUMAN, OR2D3_HUMAN, OR2F1_HUMAN, OR2F2_HUMAN, O13H1_HUMAN, O13J1_HUMAN, O13F1_HUMAN, OR2K2_HUMAN, O13D1_HUMAN, O13C9_HUMAN, O13C2_HUMAN, O13C5_HUMAN, O13C3_HUMAN, O13C4_HUMAN, O13C8_HUMAN, OR2S1_HUMAN, O13C6_HUMAN, O13C7_HUMAN, O2A12_HUMAN, O2A14_HUMAN, OR2A2_HUMAN, OR2A5_HUMAN, OR2A1_HUMAN, O2A25_HUMAN, OR2A4_HUMAN, OR2A7_HUMAN	OR2A7_MOUSE
OG0000048	Acer	CLCC1_HUMAN	KAK2553794.1, KAK2553870.1, KAK2553874.1, KAK2570675.1, KAK2570678.1, KAK2570677.1, KAK2570679.1, KAK2555884.1, KAK2556061.1, KAK2550587.1, KAK2549765.1, KAK2552447.1, KAK2556996.1, KAK2571671.1, KAK2549625.1, KAK2569010.1, KAK2555819.1, KAK2549886.1, KAK2549887.1, KAK2557388.1, KAK2548569.1, KAK2559493.1, KAK2552767.1, KAK2558661.1, KAK2559726.1, KAK2561634.1, KAK2572715.1, KAK2547649.1, KAK2549069.1, KAK2555920.1, KAK2548724.1, KAK2558766.1, KAK2567026.1, KAK2556059.1, KAK2574045.1, KAK2560639.1, KAK2557418.1, KAK2561679.1, KAK2561978.1, KAK2563788.1, KAK2567908.1, KAK2551618.1, KAK2559366.1, KAK2552190.1, KAK2565063.1, KAK2558610.1, KAK2547883.1, KAK2552956.1, KAK2563765.1
OG0000048	Nvec	CLCC1_HUMAN	NV2t025732001.1, NV2t019365001.1
OG0000048	Mmus	CLCC1_HUMAN	CLCC1_MOUSE
OG0000053	Nvec	ACH10_HUMAN, ACHA9_HUMAN, ACHB2_HUMAN, ACHB4_HUMAN, ACHA3_HUMAN, ACHA6_HUMAN, ACHA4_HUMAN, ACHA2_HUMAN, ACHA5_HUMAN, ACHB3_HUMAN, ACHA7_HUMAN, CRFM7_HUMAN	NV2t003150001.1, NV2t013313001.1, NV2t013576001.1, NV2t013576002.1, NV2t008716001.1, NV2t009096001.1, NV2t009096002.1, NV2t009095001.1, NV2t008714001.1, NV2t008714002.1, NV2t010263001.1, NV2t010263002.1, NV2t010263003.1, NV2t010263004.1, NV2t010262002.1, NV2t010262003.1, NV2t023851001.1, NV2t023852001.1, NV2t023913001.1
OG0000053	Acer	ACH10_HUMAN, ACHA9_HUMAN, ACHB2_HUMAN, ACHB4_HUMAN, ACHA3_HUMAN, ACHA6_HUMAN, ACHA4_HUMAN, ACHA2_HUMAN, ACHA5_HUMAN, ACHB3_HUMAN, ACHA7_HUMAN, CRFM7_HUMAN	KAK2547199.1, KAK2548628.1, KAK2565069.1, KAK2571926.1, KAK2572642.1, KAK2571002.1, KAK2570908.1, KAK2570907.1, KAK2572955.1, KAK2572954.1, KAK2552870.1
OG0000053	Mmus	ACHB2_HUMAN	ACHB2_MOUSE
OG0000053	Mmus	ACHB4_HUMAN	ACHB4_MOUSE
OG0000053	Mmus	ACHA3_HUMAN	ACHA3_MOUSE
OG0000053	Mmus	ACHA6_HUMAN	ACHA6_MOUSE
OG0000053	Mmus	ACHA4_HUMAN	ACHA4_MOUSE
OG0000053	Mmus	ACHA2_HUMAN	ACHA2_MOUSE
OG0000053	Mmus	ACHA5_HUMAN	ACHA5_MOUSE
OG0000053	Mmus	ACHB3_HUMAN	ACHB3_MOUSE
OG0000053	Mmus	ACHA7_HUMAN, CRFM7_HUMAN	ACHA7_MOUSE
OG0000013	Acer	CTRL_HUMAN, CTRB1_HUMAN, CTRB2_HUMAN, KLK7_HUMAN, KLK14_HUMAN, KLK5_HUMAN, KLK4_HUMAN, KLK15_HUMAN, KLK8_HUMAN, KLK10_HUMAN, KLK12_HUMAN, KLK13_HUMAN, KLK6_HUMAN, KLK9_HUMAN, KLK11_HUMAN, TRY1_HUMAN, TRY2_HUMAN, TRY6_HUMAN, TRY3_HUMAN, TMPS9_HUMAN, TEST_HUMAN, PRS41_HUMAN, PRS33_HUMAN, BSSP4_HUMAN, PRS27_HUMAN, TRYD_HUMAN, TRYB1_HUMAN, TRYB2_HUMAN, PRS29_HUMAN, PRS38_HUMAN	KAK2573735.1, KAK2553845.1, KAK2570101.1, KAK2565368.1, KAK2568182.1, KAK2568184.1, KAK2559376.1, KAK2565258.1, KAK2558430.1, KAK2559309.1, KAK2559444.1, KAK2572836.1, KAK2572356.1, KAK2554716.1
OG0000013	Nvec	CTRL_HUMAN, CTRB1_HUMAN, CTRB2_HUMAN, KLK7_HUMAN, KLK14_HUMAN, KLK5_HUMAN, KLK4_HUMAN, KLK15_HUMAN, KLK8_HUMAN, KLK10_HUMAN, KLK12_HUMAN, KLK13_HUMAN, KLK6_HUMAN, KLK9_HUMAN, KLK11_HUMAN, TRY1_HUMAN, TRY2_HUMAN, TRY6_HUMAN, TRY3_HUMAN, TMPS9_HUMAN, TEST_HUMAN, PRS41_HUMAN, PRS33_HUMAN, BSSP4_HUMAN, PRS27_HUMAN, TRYD_HUMAN, TRYB1_HUMAN, TRYB2_HUMAN, PRS29_HUMAN, PRS38_HUMAN	NV2t022758001.1, NV2t000530001.1, NV2t020120001.1, NV2t010261001.1, NV2t017651002.1, NV2t024582001.1, NV2t014330001.1, NV2t017852002.1, NV2t017852001.1, NV2t017852003.1, NV2t017852004.1, NV2t013630001.1, NV2t013966001.1, NV2t015018001.1, NV2t014863001.1, NV2t014279002.1, NV2t014279001.1, NV2t014279003.1, NV2t004021001.1, NV2t004021002.1, NV2t004021003.1, NV2t013964001.1
OG0000013	Mmus	CTRL_HUMAN, CTRB1_HUMAN, CTRB2_HUMAN	CTRB1_MOUSE
OG0000013	Mmus	KLK7_HUMAN	KLK7_MOUSE
OG0000013	Mmus	KLK14_HUMAN	KLK14_MOUSE
OG0000013	Mmus	KLK5_HUMAN, KLK4_HUMAN	KLK4_MOUSE
OG0000013	Mmus	KLK15_HUMAN, KLK8_HUMAN	KLK8_MOUSE
OG0000013	Mmus	KLK10_HUMAN, KLK12_HUMAN, KLK13_HUMAN, KLK6_HUMAN, KLK9_HUMAN, KLK11_HUMAN	KLK11_MOUSE
OG0000013	Mmus	TRY1_HUMAN, TRY2_HUMAN, TRY6_HUMAN, TRY3_HUMAN	TRY2_MOUSE, TRY4_MOUSE, TRY5_MOUSE
OG0000013	Mmus	TMPS9_HUMAN	TMPS9_MOUSE
OG0000013	Mmus	TEST_HUMAN	TEST_MOUSE
OG0000013	Mmus	PRS41_HUMAN	PRS41_MOUSE
OG0000013	Mmus	PRS33_HUMAN	PRS33_MOUSE
OG0000013	Mmus	BSSP4_HUMAN	BSSP4_MOUSE
OG0000013	Mmus	PRS27_HUMAN	PRS27_MOUSE
OG0000013	Mmus	TRYD_HUMAN, TRYB1_HUMAN, TRYB2_HUMAN	TRYB1_MOUSE, TRYB2_MOUSE
OG0000013	Mmus	PRS29_HUMAN	PRS28_MOUSE, PRS29_MOUSE
OG0000013	Mmus	PRS38_HUMAN	PRS39_MOUSE, PRS40_MOUSE, PRS38_MOUSE
OG0000027	Nvec	PCDC2_HUMAN, PCDC1_HUMAN, PCDAD_HUMAN, PCDAB_HUMAN, PCDAC_HUMAN, PCDA6_HUMAN, PCDA8_HUMAN, PCDAA_HUMAN, PCDA2_HUMAN, PCDA3_HUMAN, PCDA4_HUMAN, PCDA7_HUMAN, PCDA9_HUMAN, PCDA1_HUMAN, PCDA5_HUMAN, PCD10_HUMAN, PCD19_HUMAN, PCD12_HUMAN, PCDB1_HUMAN, PCDBB_HUMAN, PCDBC_HUMAN, PCDBE_HUMAN, PCDBI_HUMAN, PCDB7_HUMAN, PCDB9_HUMAN, PCDBA_HUMAN, PCDBF_HUMAN, PCDB2_HUMAN, PCDB3_HUMAN, PCDBG_HUMAN, PCDB8_HUMAN, PCDBD_HUMAN, PCDB6_HUMAN, PCDB4_HUMAN, PCDB5_HUMAN, PCDGL_HUMAN, PCDGM_HUMAN, PCDGK_HUMAN, PCDGG_HUMAN, PCDGH_HUMAN, PCDGI_HUMAN, PCDGJ_HUMAN, PCDGF_HUMAN, PCDGD_HUMAN, PCDGE_HUMAN, PCDGB_HUMAN, PCDGC_HUMAN, PCDGA_HUMAN, PCDG8_HUMAN, PCDG9_HUMAN, PCDG7_HUMAN, PCDG3_HUMAN, PCDG2_HUMAN, PCDG1_HUMAN, PCDG6_HUMAN, PCDG5_HUMAN, PCDG4_HUMAN	NV2t001711001.1
OG0000027	Mmus	PCDA6_HUMAN, PCDA8_HUMAN, PCDAA_HUMAN	PCDA9_MOUSE
OG0000027	Mmus	PCDA4_HUMAN	PCDA4_MOUSE
OG0000027	Mmus	PCDA7_HUMAN, PCDA9_HUMAN	PCDA7_MOUSE
OG0000027	Mmus	PCDA1_HUMAN, PCDA5_HUMAN	PCDAA_MOUSE
OG0000027	Mmus	PCD19_HUMAN	PCD19_MOUSE
OG0000027	Mmus	PCD12_HUMAN	PCD12_MOUSE
OG0000027	Mmus	PCDBB_HUMAN, PCDBC_HUMAN, PCDBE_HUMAN, PCDBI_HUMAN, PCDB7_HUMAN, PCDB9_HUMAN, PCDBA_HUMAN	PCDBI_MOUSE
OG0000027	Mmus	PCDBF_HUMAN, PCDB2_HUMAN, PCDB3_HUMAN, PCDBG_HUMAN, PCDB8_HUMAN, PCDBD_HUMAN, PCDB6_HUMAN, PCDB4_HUMAN, PCDB5_HUMAN	PCDBE_MOUSE, PCDB6_MOUSE, PCDB8_MOUSE
OG0000027	Mmus	PCDGL_HUMAN, PCDGM_HUMAN, PCDGK_HUMAN, PCDGG_HUMAN, PCDGH_HUMAN, PCDGI_HUMAN, PCDGJ_HUMAN, PCDGF_HUMAN, PCDGD_HUMAN, PCDGE_HUMAN, PCDGB_HUMAN, PCDGC_HUMAN, PCDGA_HUMAN, PCDG8_HUMAN, PCDG9_HUMAN, PCDG7_HUMAN, PCDG3_HUMAN, PCDG2_HUMAN, PCDG1_HUMAN, PCDG6_HUMAN, PCDG5_HUMAN, PCDG4_HUMAN	PCDG4_MOUSE
