# SignalP-6.0	Organism: Eukarya	Timestamp: 20260616203250
# ID	Prediction	OTHER	SP(Sec/SPI)	CS Position
pdam_00012245-RA protein Name:"Protein of unknown function" AED:0.16 eAED:0.19 QI:0|-1|0|1|-1|1|1|0|86	OTHER	1.000000	0.000000	
pdam_00012263-RA protein Name:"Similar to Prp38 Pre-mRNA-splicing factor 38 (Drosophila melanogaster)" AED:0.20 eAED:0.20 QI:10|1|1|1|0.87|1|9|1066|347	OTHER	1.000000	0.000000	
pdam_00012276-RA protein Name:"Similar to Vldlr Very low-density lipoprotein receptor (Mus musculus)" AED:0.22 eAED:0.22 QI:373|0.88|0.94|1|0.64|0.66|18|607|870	SP	0.000182	0.999832	CS pos: 27-28. Pr: 0.9763
pdam_00012256-RA protein Name:"Similar to CAAP1 Caspase activity and apoptosis inhibitor 1 (Bos taurus)" AED:0.24 eAED:0.24 QI:0|0.5|0.4|1|1|1|5|0|254	OTHER	1.000000	0.000000	
pdam_00012261-RA protein Name:"Similar to CUB and peptidase domain-containing protein 1 (Fragment) (Acropora millepora)" AED:0.29 eAED:0.29 QI:55|1|0.93|1|0.86|0.81|16|190|442	SP	0.000192	0.999803	CS pos: 22-23. Pr: 0.9714
pdam_00012264-RA protein Name:"Similar to stk11 Serine/threonine-protein kinase stk11 (Xenopus laevis)" AED:0.33 eAED:0.33 QI:0|0|0|0.83|1|1|6|0|245	OTHER	0.999990	0.000000	
pdam_00012260-RA protein Name:"Protein of unknown function" AED:0.34 eAED:0.34 QI:238|1|1|1|0.71|0.62|8|148|270	SP	0.000175	0.999843	CS pos: 32-33. Pr: 0.9799
pdam_00012259-RA protein Name:"Protein of unknown function" AED:0.46 eAED:0.46 QI:0|0|0|1|1|1|2|0|118	SP	0.000154	0.999866	CS pos: 25-26. Pr: 0.9799
pdam_00012240-RA protein Name:"Similar to CML25 Probable calcium-binding protein CML25 (Arabidopsis thaliana)" AED:0.48 eAED:0.48 QI:0|-1|0|1|-1|1|1|0|162	OTHER	1.000000	0.000000	
pdam_00012248-RA protein Name:"Protein of unknown function" AED:0.00 eAED:0.00 QI:0|-1|0|1|-1|1|1|0|326	OTHER	1.000000	0.000000	
pdam_00012270-RA protein Name:"Similar to Otop2 Otopetrin-2 (Mus musculus)" AED:0.00 eAED:0.00 QI:0|-1|0|1|-1|1|1|0|623	OTHER	1.000000	0.000000	
pdam_00012272-RA protein Name:"Similar to CYP17A1 Steroid 17-alpha-hydroxylase/17,20 lyase (Squalus acanthias)" AED:0.02 eAED:0.02 QI:254|0|1|1|0|0|2|849|496	OTHER	1.000000	0.000000	
pdam_00012244-RA protein Name:"Protein of unknown function" AED:0.02 eAED:0.02 QI:0|1|1|1|1|1|3|0|117	OTHER	0.999992	0.000000	
pdam_00012255-RA protein Name:"Similar to Oma1 Metalloendopeptidase OMA1, mitochondrial (Rattus norvegicus)" AED:0.07 eAED:0.07 QI:67|1|1|1|0.71|0.87|8|345|439	OTHER	1.000000	0.000000	
pdam_00012267-RA protein Name:"Similar to Plgrkt Plasminogen receptor (KT) (Rattus norvegicus)" AED:0.07 eAED:0.07 QI:97|1|1|1|0.5|0.28|7|2445|149	OTHER	1.000000	0.000003	
pdam_00012265-RA protein Name:"Similar to Gabrg1 Gamma-aminobutyric acid receptor subunit gamma-1 (Rattus norvegicus)" AED:0.07 eAED:0.07 QI:0|0.71|0.5|1|1|1|8|0|470	SP	0.000155	0.999846	CS pos: 22-23. Pr: 0.9831
pdam_00012273-RA protein Name:"Similar to P4HA1 Prolyl 4-hydroxylase subunit alpha-1 (Pongo abelii)" AED:0.08 eAED:0.08 QI:0|0|0|0.66|0.5|0.66|3|0|202	OTHER	0.675479	0.324534	
pdam_00012249-RA protein Name:"Similar to urod Uroporphyrinogen decarboxylase (Danio rerio)" AED:0.08 eAED:0.08 QI:55|0.90|1|1|0.72|0.75|12|2555|326	OTHER	1.000000	0.000000	
pdam_00012262-RA protein Name:"Similar to Ttc28 Tetratricopeptide repeat protein 28 (Mus musculus)" AED:0.09 eAED:0.09 QI:0|0.16|0|0.92|0.66|0.46|13|0|1799	OTHER	1.000000	0.000000	
pdam_00012242-RA protein Name:"Similar to PIGG GPI ethanolamine phosphate transferase 2 (Homo sapiens)" AED:0.04 eAED:0.12 QI:0|0|0|1|0.71|0.62|8|0|1065	OTHER	1.000000	0.000000	
pdam_00012247-RA protein Name:"Similar to SELENOP Selenoprotein P (Homo sapiens)" AED:0.12 eAED:0.12 QI:113|1|1|1|0.5|0.33|3|118|167	OTHER	1.000000	0.000000	
pdam_00012246-RA protein Name:"Similar to opn4 Melanopsin (Rutilus rutilus)" AED:0.12 eAED:0.12 QI:0|-1|0|1|-1|1|1|0|323	OTHER	1.000000	0.000000	
pdam_00012253-RA protein Name:"Similar to Ric1 RAB6A-GEF complex partner protein 1 (Mus musculus)" AED:0.14 eAED:0.14 QI:76|0.93|0.97|1|0.96|0.94|34|487|1374	OTHER	1.000000	0.000000	
pdam_00012257-RA protein Name:"Protein of unknown function" AED:0.19 eAED:0.19 QI:0|0|0|0.33|1|1|3|0|141	SP	0.000159	0.999868	CS pos: 27-28. Pr: 0.9826
pdam_00012258-RA protein Name:"Similar to Nrdc Nardilysin (Rattus norvegicus)" AED:0.21 eAED:0.21 QI:7|0.95|0.95|1|0.88|0.88|43|259|957	OTHER	1.000000	0.000000	
pdam_00012239-RA protein Name:"Similar to CPK10 Calcium-dependent protein kinase 10 (Oryza sativa subsp. japonica)" AED:0.28 eAED:0.28 QI:0|-1|0|1|-1|1|1|0|161	OTHER	1.000000	0.000000	
pdam_00012238-RA protein Name:"Similar to CML19 Calcium-binding protein CML19 (Arabidopsis thaliana)" AED:0.28 eAED:0.28 QI:0|-1|0|1|-1|1|1|0|161	OTHER	1.000000	0.000000	
pdam_00012252-RA protein Name:"Similar to nit2 Omega-amidase NIT2 (Danio rerio)" AED:0.46 eAED:0.46 QI:0|0|0|1|0|0|3|0|219	OTHER	0.999999	0.000000	
pdam_00025719-RA protein Name:"Protein of unknown function" AED:0.35 eAED:0.35 QI:0|0|0|0.5|1|1|2|0|236	OTHER	1.000000	0.000000	
pdam_00026010-RA protein Name:"Similar to ABCC4 Multidrug resistance-associated protein 4 (Homo sapiens)" AED:0.02 eAED:0.04 QI:0|0|0|1|1|1|2|0|187	OTHER	0.999987	0.000000	
pdam_00014695-RA protein Name:"Similar to chac2 Putative glutathione-specific gamma-glutamylcyclotransferase 2 (Xenopus laevis)" AED:0.03 eAED:0.03 QI:78|1|1|1|1|1|3|746|191	OTHER	0.999988	0.000000	
pdam_00014703-RA protein Name:"Protein of unknown function" AED:0.03 eAED:0.03 QI:0|0|0|1|1|1|2|0|256	OTHER	1.000000	0.000000	
pdam_00014696-RA protein Name:"Protein of unknown function" AED:0.05 eAED:0.05 QI:140|0.77|0.7|1|0.77|0.6|10|925|388	OTHER	1.000000	0.000000	
pdam_00014694-RA protein Name:"Similar to TTC5 Tetratricopeptide repeat protein 5 (Bos taurus)" AED:0.05 eAED:0.05 QI:148|1|1|1|0.83|0.89|19|3262|443	OTHER	1.000000	0.000000	
pdam_00014697-RA protein Name:"Similar to ADAR Double-stranded RNA-specific adenosine deaminase (Homo sapiens)" AED:0.05 eAED:0.05 QI:129|1|1|1|1|1|13|1592|902	OTHER	1.000000	0.000000	
pdam_00014702-RA protein Name:"Protein of unknown function" AED:0.10 eAED:0.10 QI:0|0|0|0.5|1|1|2|0|123	SP	0.000162	0.999836	CS pos: 20-21. Pr: 0.9828
pdam_00014710-RA protein Name:"Similar to Rs1 Retinoschisin (Mus musculus)" AED:0.12 eAED:0.13 QI:0|0|0|1|0.33|0|4|0|271	SP	0.000165	0.999832	CS pos: 19-20. Pr: 0.9857
pdam_00014682-RA protein Name:"Protein of unknown function" AED:0.17 eAED:0.17 QI:0|0|0|0.5|1|1|2|0|109	OTHER	0.999993	0.000000	
pdam_00014691-RA protein Name:"Similar to pold1 DNA polymerase delta catalytic subunit (Dictyostelium discoideum)" AED:0.17 eAED:0.18 QI:0|0.3|0.23|1|0.8|0.71|21|0|1028	OTHER	1.000000	0.000000	
pdam_00014706-RA protein Name:"Similar to Dcbld2 Discoidin, CUB and LCCL domain-containing protein 2 (Rattus norvegicus)" AED:0.15 eAED:0.19 QI:0|0|0|1|0.25|0.2|5|0|384	SP	0.000197	0.999795	CS pos: 19-20. Pr: 0.9802
pdam_00014675-RA protein Name:"Protein of unknown function" AED:0.19 eAED:0.19 QI:0|0|0|1|0|0.66|3|0|95	OTHER	1.000000	0.000000	
pdam_00014698-RA protein Name:"Similar to Shaw Potassium voltage-gated channel protein Shaw (Drosophila melanogaster)" AED:0.21 eAED:0.21 QI:450|1|1|1|1|1|2|88|580	OTHER	1.000000	0.000000	
pdam_00014690-RA protein Name:"Similar to PNPLA2 Patatin-like phospholipase domain-containing protein 2 (Bos taurus)" AED:0.21 eAED:0.21 QI:163|0.78|0.73|1|0.85|0.8|15|523|1043	OTHER	0.999997	0.000000	
pdam_00014684-RA protein Name:"Protein of unknown function" AED:0.22 eAED:0.22 QI:79|0|0|0.83|0.8|0.33|6|0|748	OTHER	0.667199	0.332799	
pdam_00014686-RA protein Name:"Similar to Pathogen-related protein (Hordeum vulgare)" AED:0.25 eAED:0.25 QI:0|0.5|0.33|1|1|1|3|165|210	OTHER	1.000000	0.000000	
pdam_00014700-RA protein Name:"Protein of unknown function" AED:0.04 eAED:0.27 QI:0|-1|0|1|-1|1|1|300|228	OTHER	1.000000	0.000000	
pdam_00014683-RA protein Name:"Protein of unknown function" AED:0.28 eAED:0.32 QI:0|0|0|0.87|1|1|8|0|553	OTHER	1.000000	0.000000	
pdam_00014687-RA protein Name:"Similar to Pathogen-related protein (Hordeum vulgare)" AED:0.41 eAED:0.41 QI:0|0.33|0.25|0.5|1|1|4|124|170	OTHER	1.000000	0.000000	
pdam_00014689-RA protein Name:"Protein of unknown function" AED:0.00 eAED:0.00 QI:0|-1|0|1|-1|1|1|0|285	OTHER	1.000000	0.000050	
pdam_00014685-RA protein Name:"Protein of unknown function" AED:0.05 eAED:0.05 QI:0|0|0|0.5|1|1|2|0|191	OTHER	1.000000	0.000000	
pdam_00014692-RA protein Name:"Similar to AAEL005866 Succinate dehydrogenase assembly factor 2, mitochondrial (Aedes aegypti)" AED:0.09 eAED:0.09 QI:0|1|0.66|1|1|1|3|886|167	OTHER	1.000000	0.000000	
pdam_00014693-RA protein Name:"Similar to Arl1 ADP-ribosylation factor-like protein 1 (Rattus norvegicus)" AED:0.11 eAED:0.11 QI:253|0.87|1|1|1|1|9|470|157	OTHER	1.000000	0.000000	
pdam_00014699-RA protein Name:"Similar to calua Calumenin-A (Salmo salar)" AED:0.12 eAED:0.12 QI:0|0|0|1|1|1|7|0|298	SP	0.000165	0.999814	CS pos: 23-24. Pr: 0.9833
pdam_00014688-RA protein Name:"Similar to GPX5 Epididymal secretory glutathione peroxidase (Sus scrofa)" AED:0.18 eAED:0.18 QI:0|0.5|0.33|1|0|0.33|3|47|152	OTHER	1.000000	0.000000	
pdam_00014701-RA protein Name:"Protein of unknown function" AED:0.18 eAED:0.18 QI:0|0|0|1|0|0.5|2|0|233	OTHER	1.000000	0.000000	
pdam_00014709-RA protein Name:"Similar to Ulk4 Serine/threonine-protein kinase ULK4 (Mus musculus)" AED:0.20 eAED:0.20 QI:0|0|0|0.6|0.75|0.8|5|0|169	OTHER	0.999996	0.000000	
pdam_00014711-RA protein Name:"Similar to CNTNAP3 Contactin-associated protein-like 3 (Homo sapiens)" AED:0.20 eAED:0.36 QI:0|0|0|1|1|1|2|0|118	OTHER	1.000000	0.000000	
pdam_00014674-RA protein Name:"Protein of unknown function" AED:0.43 eAED:0.48 QI:0|0|0|0.25|1|1|4|0|103	OTHER	1.000000	0.000000	
pdam_00014707-RA protein Name:"Protein of unknown function" AED:0.30 eAED:0.33 QI:0|0|0|0.87|0|0|8|0|508	OTHER	1.000000	0.000000	
pdam_00014678-RA protein Name:"Protein of unknown function" AED:0.13 eAED:0.22 QI:0|0|0|1|0|0|4|0|331	OTHER	0.999988	0.000000	
pdam_00014704-RA protein Name:"Protein of unknown function" AED:0.34 eAED:0.60 QI:0|0|0|1|0|0|5|0|304	OTHER	1.000000	0.000000	
pdam_00014705-RA protein Name:"Protein of unknown function" AED:0.27 eAED:0.35 QI:0|0|0|0.8|0|0|5|0|267	OTHER	1.000000	0.000000	
pdam_00014708-RA protein Name:"Protein of unknown function" AED:0.36 eAED:0.36 QI:0|0|0|1|0|0|4|0|264	OTHER	0.827528	0.172450	
pdam_00014679-RA protein Name:"Protein of unknown function" AED:0.59 eAED:0.61 QI:0|0|0|1|0|0|2|0|149	OTHER	1.000000	0.000000	
pdam_00014676-RA protein Name:"Protein of unknown function" AED:0.25 eAED:0.25 QI:0|0|0|1|0|0|2|0|126	OTHER	0.999986	0.000000	
pdam_00014677-RA protein Name:"Protein of unknown function" AED:0.22 eAED:0.52 QI:55|0|0|1|0|0|4|0|123	OTHER	0.999997	0.000004	
pdam_00014680-RA protein Name:"Protein of unknown function" AED:0.42 eAED:0.73 QI:0|0|0|1|0|0|2|0|81	OTHER	1.000000	0.000000	
pdam_00014681-RA protein Name:"Protein of unknown function" AED:0.42 eAED:0.43 QI:0|0|0|1|0|0|2|0|73	OTHER	1.000000	0.000000	
pdam_00025875-RA protein Name:"Protein of unknown function" AED:0.06 eAED:0.06 QI:0|-1|0|1|-1|1|1|0|583	OTHER	1.000000	0.000000	
pdam_00009294-RA protein Name:"Similar to INHBB Inhibin beta B chain (Gallus gallus)" AED:0.01 eAED:0.01 QI:222|1|1|1|1|1|2|1878|456	SP	0.038281	0.961708	CS pos: 51-52. Pr: 0.9557
pdam_00009290-RA protein Name:"Protein of unknown function" AED:0.03 eAED:0.03 QI:126|1|1|1|0|0|3|203|543	SP	0.000148	0.999847	CS pos: 24-25. Pr: 0.9818
pdam_00009272-RA protein Name:"Protein of unknown function" AED:0.04 eAED:0.04 QI:0|1|0.66|1|0.5|0.66|3|393|121	OTHER	1.000000	0.000000	
pdam_00009295-RA protein Name:"Similar to DOT1L Histone-lysine N-methyltransferase, H3 lysine-79 specific (Homo sapiens)" AED:0.04 eAED:0.04 QI:273|1|1|1|1|1|22|1050|1834	OTHER	1.000000	0.000000	
pdam_00009269-RA protein Name:"Similar to FKTN Fukutin (Homo sapiens)" AED:0.05 eAED:0.05 QI:233|1|1|1|0.85|0.87|8|906|463	OTHER	1.000000	0.000000	
pdam_00009288-RA protein Name:"Protein of unknown function" AED:0.06 eAED:0.06 QI:187|1|1|1|1|1|3|84|368	SP	0.000153	0.999868	CS pos: 28-29. Pr: 0.9797
pdam_00009286-RA protein Name:"Similar to WDR18 WD repeat-containing protein 18 (Homo sapiens)" AED:0.07 eAED:0.07 QI:81|1|1|1|1|1|10|865|466	OTHER	1.000000	0.000000	
pdam_00009282-RA protein Name:"Similar to mfsd6a Major facilitator superfamily domain-containing protein 6-A (Danio rerio)" AED:0.05 eAED:0.07 QI:25|0.5|0|1|0.5|0.33|3|0|385	OTHER	1.000000	0.000000	
pdam_00009267-RA protein Name:"Similar to HMCN1 Hemicentin-1 (Homo sapiens)" AED:0.08 eAED:0.09 QI:0|0.16|0|1|0.66|0.57|7|0|737	OTHER	1.000000	0.000000	
pdam_00009296-RA protein Name:"Similar to RNF220 E3 ubiquitin-protein ligase RNF220 (Homo sapiens)" AED:0.09 eAED:0.10 QI:612|0.75|0.92|1|0.83|0.84|13|1344|535	OTHER	1.000000	0.000000	
pdam_00009297-RA protein Name:"Similar to NAV3 Neuron navigator 3 (Homo sapiens)" AED:0.10 eAED:0.10 QI:47|1|1|1|1|1|7|939|851	OTHER	1.000000	0.000000	
pdam_00009276-RA protein Name:"Similar to Abca1 ATP-binding cassette sub-family A member 1 (Mus musculus)" AED:0.11 eAED:0.11 QI:279|0.95|0.95|1|0.83|0.87|49|333|2442	OTHER	0.999996	0.000000	
pdam_00009299-RA protein Name:"Similar to Efcab14 EF-hand calcium-binding domain-containing protein 14 (Mus musculus)" AED:0.13 eAED:0.13 QI:669|0.84|0.85|0.92|0.61|0.64|14|1295|763	OTHER	1.000000	0.000000	
pdam_00009278-RA protein Name:"Similar to Ptchd3 Patched domain-containing protein 3 (Mus musculus)" AED:0.15 eAED:0.15 QI:0|0|0|1|0.81|0.95|23|0|917	OTHER	0.999989	0.000000	
pdam_00009264-RA protein Name:"Similar to SCOP1 Rhodopsin, GQ-coupled (Mizuhopecten yessoensis)" AED:0.24 eAED:0.24 QI:0|0|0|0.33|1|1|3|0|405	OTHER	0.999995	0.000000	
pdam_00009266-RA protein Name:"Protein of unknown function" AED:0.34 eAED:0.34 QI:0|0.33|0|1|0|0|4|0|253	OTHER	0.999992	0.000000	
pdam_00009281-RA protein Name:"Protein of unknown function" AED:0.34 eAED:0.35 QI:0|-1|0|1|-1|1|1|0|72	OTHER	1.000000	0.000000	
pdam_00009265-RA protein Name:"Protein of unknown function" AED:0.34 eAED:0.36 QI:0|0|0|1|1|0.5|2|0|255	OTHER	1.000000	0.000000	
pdam_00009277-RA protein Name:"Similar to Cntln Centlein (Mus musculus)" AED:0.00 eAED:0.00 QI:0|0|0|1|1|1|2|0|1238	OTHER	1.000000	0.000000	
pdam_00009293-RA protein Name:"Similar to Apolipophorins (Locusta migratoria)" AED:0.01 eAED:0.01 QI:19|1|1|1|0.68|0.65|20|722|6002	SP	0.000177	0.999819	CS pos: 15-16. Pr: 0.9708
pdam_00009268-RA protein Name:"Similar to FAM151B Protein FAM151B (Homo sapiens)" AED:0.03 eAED:0.03 QI:0|-1|0|1|-1|1|1|0|269	OTHER	1.000000	0.000000	
pdam_00009292-RA protein Name:"Similar to Ctdspl2 CTD small phosphatase-like protein 2 (Rattus norvegicus)" AED:0.03 eAED:0.03 QI:0|-1|0|1|-1|1|1|0|421	OTHER	1.000000	0.000000	
pdam_00009271-RA protein Name:"Similar to VMAC Vimentin-type intermediate filament-associated coiled-coil protein (Bos taurus)" AED:0.04 eAED:0.04 QI:0|-1|0|1|-1|1|1|0|209	OTHER	1.000000	0.000000	
pdam_00009285-RA protein Name:"Similar to klhl20 Kelch-like protein 20 (Xenopus laevis)" AED:0.05 eAED:0.05 QI:17|1|1|1|1|1|4|1238|578	OTHER	1.000000	0.000000	
pdam_00009289-RA protein Name:"Protein of unknown function" AED:0.05 eAED:0.05 QI:77|1|1|1|0|0.33|3|238|222	OTHER	0.961168	0.038840	
pdam_00009298-RA protein Name:"Similar to NFIC Nuclear factor 1 C-type (Gallus gallus)" AED:0.05 eAED:0.06 QI:400|0.28|0.62|0.87|1|1|8|1242|669	OTHER	1.000000	0.000000	
pdam_00009300-RA protein Name:"Similar to CYP4B1 Cytochrome P450 4B1 (Homo sapiens)" AED:0.09 eAED:0.09 QI:2539|1|1|1|0.83|0.76|13|314|183	OTHER	1.000000	0.000000	
pdam_00009284-RA protein Name:"Protein of unknown function" AED:0.10 eAED:0.10 QI:0|-1|0|1|-1|1|1|0|102	OTHER	1.000000	0.000000	
pdam_00009275-RA protein Name:"Similar to FBXW9 F-box/WD repeat-containing protein 9 (Bos taurus)" AED:0.11 eAED:0.11 QI:139|0.88|0.9|1|0.88|0.9|10|219|495	OTHER	1.000000	0.000000	
pdam_00009273-RA protein Name:"Protein of unknown function" AED:0.11 eAED:0.11 QI:0|0.44|0.3|1|0.55|0.6|10|363|749	SP	0.231044	0.768968	CS pos: 40-41. Pr: 0.4397
pdam_00009270-RA protein Name:"Protein of unknown function" AED:0.11 eAED:0.11 QI:0|0|0.5|0.5|1|1|2|2128|77	OTHER	1.000000	0.000000	
pdam_00009291-RA protein Name:"Similar to IPO13 Importin-13 (Gallus gallus)" AED:0.14 eAED:0.14 QI:111|0.86|0.86|1|0.75|0.86|30|1327|867	OTHER	0.999990	0.000000	
pdam_00009279-RA protein Name:"Similar to Mccc2 Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial (Mus musculus)" AED:0.14 eAED:0.14 QI:0|0|0|1|0.9|0.90|11|0|502	OTHER	1.000000	0.000000	
pdam_00009280-RA protein Name:"Similar to NIPBL Nipped-B-like protein (Homo sapiens)" AED:0.17 eAED:0.17 QI:39|0.95|0.91|0.97|0.95|0.97|45|0|2036	OTHER	1.000000	0.000000	
pdam_00009262-RA protein Name:"Similar to Adam26a Disintegrin and metalloproteinase domain-containing protein 26A (Mus musculus)" AED:0.19 eAED:0.21 QI:0|0.08|0.03|1|0.68|0.69|26|0|1236	OTHER	1.000000	0.000000	
pdam_00009283-RA protein Name:"Similar to KLHL9 Kelch-like protein 9 (Homo sapiens)" AED:0.29 eAED:0.29 QI:0|0|0|1|0|0.5|2|0|111	OTHER	1.000000	0.000000	
pdam_00009287-RA protein Name:"Protein of unknown function" AED:0.22 eAED:0.30 QI:0|0|0|0.5|1|1|4|0|311	OTHER	0.999983	0.000002	
