Orthogroup	Mmus	Hsap
OG0000022	OR4CC_MOUSE	OR4C6_HUMAN, O4C45_HUMAN, OR4C5_HUMAN, O4C46_HUMAN, OR4CD_HUMAN, OR4CC_HUMAN
OG0000023	FCN2_MOUSE	FCN1_HUMAN
OG0000023	FCN1_MOUSE	FCN2_HUMAN
OG0000024	MAMC2_MOUSE	MAMC2_HUMAN
OG0000028	KLK14_MOUSE	KLK14_HUMAN
OG0000028	KLK4_MOUSE	KLK5_HUMAN, KLK4_HUMAN
OG0000028	KLK7_MOUSE	KLK7_HUMAN
OG0000028	KLK11_MOUSE	KLK9_HUMAN, KLK11_HUMAN
OG0000028	KLK8_MOUSE	KLK15_HUMAN, KLK8_HUMAN
OG0000028	TRY2_MOUSE, TRY4_MOUSE, TRY5_MOUSE	TRY2_HUMAN, TRY1_HUMAN, TRY3_HUMAN, TRY6_HUMAN
OG0000028	TRYB2_MOUSE, TRYB1_MOUSE	TRYD_HUMAN, TRYB1_HUMAN, TRYB2_HUMAN
OG0000028	PRS28_MOUSE, PRS29_MOUSE	PRS29_HUMAN
OG0000029	RN183_MOUSE	RN183_HUMAN
OG0000030	PCDA9_MOUSE	PCDAC_HUMAN, PCDAA_HUMAN
OG0000030	PCDA4_MOUSE	PCDA4_HUMAN
OG0000030	PCDA7_MOUSE	PCDA7_HUMAN, PCDA9_HUMAN
OG0000030	PCDAA_MOUSE	PCDAB_HUMAN, PCDAD_HUMAN
OG0000030	PCDBI_MOUSE	PCDBB_HUMAN, PCDBC_HUMAN, PCDBE_HUMAN, PCDBI_HUMAN, PCDB7_HUMAN, PCDB9_HUMAN, PCDBA_HUMAN
OG0000030	PCDBE_MOUSE, PCDB6_MOUSE, PCDB8_MOUSE	PCDBF_HUMAN, PCDB2_HUMAN, PCDB3_HUMAN, PCDBG_HUMAN, PCDB8_HUMAN, PCDBD_HUMAN, PCDB6_HUMAN, PCDB4_HUMAN, PCDB5_HUMAN
OG0000030	PCDG4_MOUSE	PCDGK_HUMAN, PCDGL_HUMAN, PCDGM_HUMAN, PCDGG_HUMAN, PCDGH_HUMAN, PCDGI_HUMAN, PCDGJ_HUMAN, PCDGD_HUMAN, PCDGE_HUMAN, PCDGF_HUMAN, PCDGB_HUMAN, PCDGC_HUMAN, PCDGA_HUMAN, PCDG8_HUMAN, PCDG9_HUMAN, PCDG5_HUMAN, PCDG3_HUMAN, PCDG2_HUMAN, PCDG1_HUMAN, PCDG7_HUMAN, PCDG6_HUMAN, PCDG4_HUMAN
OG0000030	PCD19_MOUSE	PCD10_HUMAN, PCD19_HUMAN
OG0000032	ANGP1_MOUSE	ANGP1_HUMAN
OG0000032	ANGP2_MOUSE	ANGP2_HUMAN
OG0000032	ANGP4_MOUSE	ANGP4_HUMAN
OG0000032	FGL1_MOUSE	FGL1_HUMAN
OG0000032	ANGL7_MOUSE	ANGL7_HUMAN
OG0000033	ACHA7_MOUSE	ACHA7_HUMAN, CRFM7_HUMAN
OG0000033	ACHB2_MOUSE	ACHB2_HUMAN
OG0000033	ACHB4_MOUSE	ACHB4_HUMAN
OG0000033	ACHA_MOUSE	ACHA_HUMAN
OG0000033	ACHA3_MOUSE	ACHA3_HUMAN
OG0000033	ACHA6_MOUSE	ACHA6_HUMAN
OG0000033	ACHA4_MOUSE	ACHA4_HUMAN
OG0000033	ACHA2_MOUSE	ACHA2_HUMAN
OG0000033	ACHB3_MOUSE	ACHB3_HUMAN
OG0000033	ACHA5_MOUSE	ACHA5_HUMAN
OG0000034	56B34_MOUSE	O56B4_HUMAN
OG0000034	O51E2_MOUSE	O56B1_HUMAN, O56B2_HUMAN, O56A3_HUMAN, O56A1_HUMAN, O56A4_HUMAN, O56A5_HUMAN, O52I1_HUMAN, O52I2_HUMAN, O52J3_HUMAN, O52E6_HUMAN, O52E8_HUMAN, O52E1_HUMAN, O52E2_HUMAN, O52E4_HUMAN, O52E5_HUMAN, O52D1_HUMAN, O52B6_HUMAN, O52B4_HUMAN, O52H1_HUMAN, O52B2_HUMAN, O52Z1_HUMAN, O52A5_HUMAN, O52A1_HUMAN, O52A4_HUMAN, O52R1_HUMAN, O52W1_HUMAN, O52L1_HUMAN, O52L2_HUMAN, O52P1_HUMAN, O52N5_HUMAN, O52N2_HUMAN, O52N1_HUMAN, O52N4_HUMAN, O52M1_HUMAN, O52K1_HUMAN, O52K2_HUMAN, O51I1_HUMAN, O51I2_HUMAN, O51M1_HUMAN, O51J1_HUMAN, O51T1_HUMAN, O51C1_HUMAN, O51F1_HUMAN, O51F2_HUMAN, O51S1_HUMAN, O51H1_HUMAN, O51L1_HUMAN, O51G2_HUMAN, O51G1_HUMAN, O51V1_HUMAN, O51B5_HUMAN, O51B6_HUMAN, O51B2_HUMAN, O51B4_HUMAN, O51Q1_HUMAN, O51A7_HUMAN, O51A2_HUMAN, O51A4_HUMAN, O51E1_HUMAN, O51D1_HUMAN, O51E2_HUMAN
OG0000037	CYRIA_MOUSE	CYRIA_HUMAN
OG0000037	CYRIB_MOUSE	CYRIB_HUMAN
OG0000039	GALR1_MOUSE	GALR1_HUMAN
OG0000039	GALR3_MOUSE	GALR3_HUMAN
OG0000039	GALR2_MOUSE	GALR2_HUMAN
OG0000040	MMP17_MOUSE	MMP17_HUMAN
OG0000040	MMP25_MOUSE	MMP25_HUMAN
OG0000040	MMP11_MOUSE	MMP11_HUMAN
OG0000040	MMP2_MOUSE	MMP2_HUMAN
OG0000040	MMP9_MOUSE	MMP9_HUMAN
OG0000040	MMP13_MOUSE	MMP13_HUMAN
OG0000040	MMP20_MOUSE	MMP20_HUMAN
OG0000040	MMP7_MOUSE	MMP7_HUMAN
OG0000040	MMP8_MOUSE	MMP8_HUMAN
OG0000040	MMP1A_MOUSE, MMP1B_MOUSE	MMP1_HUMAN
OG0000040	MMP3_MOUSE	MMP3_HUMAN
OG0000040	MMP10_MOUSE	MMP10_HUMAN
OG0000040	MMP12_MOUSE	MMP27_HUMAN, MMP12_HUMAN
OG0000041	B3GT1_MOUSE	B3GT1_HUMAN
OG0000041	B3GT2_MOUSE	B3GT2_HUMAN
OG0000041	B3GT5_MOUSE	B3GT5_HUMAN
OG0000041	B3GL1_MOUSE	B3GL1_HUMAN
OG0000041	B3GN2_MOUSE	B3GN2_HUMAN
OG0000041	B3GN6_MOUSE	B3GN6_HUMAN
OG0000041	B3GN3_MOUSE	B3GN3_HUMAN
OG0000041	B3GN7_MOUSE	B3GN7_HUMAN
OG0000041	B3GN4_MOUSE	B3GN4_HUMAN
OG0000041	B3GN9_MOUSE	B3GN9_HUMAN
OG0000042	LY6L_MOUSE	LY6L_HUMAN
OG0000042	LY6H_MOUSE	LY6H_HUMAN
OG0000042	LY6F_MOUSE, LY6A_MOUSE, LY6I_MOUSE, LY6C1_MOUSE, LY6C2_MOUSE, LY6G_MOUSE	LY6S_HUMAN
OG0000045	MTR1L_MOUSE	MTR1L_HUMAN
OG0000045	MTR1A_MOUSE	MTR1A_HUMAN
OG0000045	MTR1B_MOUSE	MTR1B_HUMAN
OG0000046	CO3_MOUSE	CO3_HUMAN
OG0000049	STOM_MOUSE	STOM_HUMAN
OG0000050	O1E16_MOUSE	OR1E3_HUMAN, OR1E1_HUMAN, OR1E2_HUMAN
OG0000050	OR1J1_MOUSE	OR1J1_HUMAN
OG0000050	O1J21_MOUSE	OR1J2_HUMAN, OR1J4_HUMAN
OG0000050	O7A40_MOUSE	OR7A5_HUMAN
OG0000050	O7A42_MOUSE	OR7AH_HUMAN, OR7AA_HUMAN, OR7A2_HUMAN
OG0000050	O7178_MOUSE	OR7G3_HUMAN, OR7G1_HUMAN, OR7G2_HUMAN, O7E24_HUMAN
OG0000050	O7D11_MOUSE	OR7D2_HUMAN, OR7D4_HUMAN
OG0000050	OR1M1_MOUSE	OR1N1_HUMAN, OR1P1_HUMAN, OR1S1_HUMAN, OR1S2_HUMAN, OR1M1_HUMAN
OG0000051	KLH11_MOUSE	KLH11_HUMAN
OG0000051	KLH38_MOUSE	KLH38_HUMAN
OG0000052	CK5P3_MOUSE	CK5P3_HUMAN
OG0000053	CP3AB_MOUSE, CP341_MOUSE, CP3AG_MOUSE, CP3AP_MOUSE, CP3AD_MOUSE	CP343_HUMAN, CP3A4_HUMAN, CP3A7_HUMAN, CP3A5_HUMAN
OG0000055	TVA3_MOUSE	TVA18_HUMAN
OG0000055	TVA2_MOUSE	TVAM1_HUMAN, TVA5_HUMAN, TVAM2_HUMAN, TVA23_HUMAN, TVA29_HUMAN, TVAL2_HUMAN, TVAL1_HUMAN, TVAL3_HUMAN
OG0000055	TRAC_MOUSE	TVA2_HUMAN, TVA11_HUMAN, TVA12_HUMAN, TVA21_HUMAN, TVA17_HUMAN, TVA6_HUMAN, TVA24_HUMAN, TVA36_HUMAN, TVA20_HUMAN, TVA39_HUMAN, TVA7_HUMAN, TVA10_HUMAN, TVA22_HUMAN, TVA41_HUMAN, TVA30_HUMAN, TVA34_HUMAN, TVA35_HUMAN, TVA25_HUMAN, TJA42_HUMAN, TRAR1_HUMAN, TVA27_HUMAN, TRAC_HUMAN
OG0000055	TVA1_MOUSE	TVA3_HUMAN, TVA16_HUMAN, TVA86_HUMAN, TVA82_HUMAN, TVA84_HUMAN, TVA81_HUMAN, TVA83_HUMAN
OG0000056	SRB4D_MOUSE	SRB4D_HUMAN
OG0000056	CD5L_MOUSE	CD5L_HUMAN
OG0000056	DMBT1_MOUSE	DMBT1_HUMAN
OG0000056	C163A_MOUSE	C163B_HUMAN, C163A_HUMAN
OG0000058	AA2AR_MOUSE	AA2AR_HUMAN
OG0000058	AA2BR_MOUSE	AA2BR_HUMAN
OG0000058	AA1R_MOUSE	AA1R_HUMAN
OG0000058	AA3R_MOUSE	AA3R_HUMAN
OG0000058	DRD1_MOUSE	DRD1_HUMAN
OG0000058	DRD5_MOUSE	DRD5_HUMAN
OG0000058	ADA1A_MOUSE	ADA1A_HUMAN
OG0000058	ADA1B_MOUSE	ADA1B_HUMAN
OG0000058	ADA1D_MOUSE	ADA1D_HUMAN
OG0000058	ADRB2_MOUSE	ADRB2_HUMAN
OG0000058	ADRB1_MOUSE	ADRB1_HUMAN
OG0000058	ADRB3_MOUSE	ADRB3_HUMAN
OG0000060	PIDD1_MOUSE	PIDD1_HUMAN
OG0000061	YKT6_MOUSE	YKT6_HUMAN
OG0000062	IGLL1_MOUSE, LAC1_MOUSE	IGLC7_HUMAN, IGL1_HUMAN, IGLC1_HUMAN, IGLL5_HUMAN, LJ01_HUMAN, IGLC2_HUMAN, IGLC3_HUMAN, IGLC6_HUMAN, IGLL1_HUMAN, LV140_HUMAN, LV150_HUMAN, LV151_HUMAN, LV136_HUMAN, LV144_HUMAN, LV147_HUMAN, LV657_HUMAN, LV208_HUMAN, LV211_HUMAN, LV214_HUMAN, LV223_HUMAN, LV218_HUMAN, LV233_HUMAN, LVX54_HUMAN, LV319_HUMAN, LV332_HUMAN, LV39_HUMAN, LV312_HUMAN, LV321_HUMAN, LV301_HUMAN, LV322_HUMAN, LV316_HUMAN, LV325_HUMAN, LV310_HUMAN, LV327_HUMAN, LV746_HUMAN, LV861_HUMAN, VPRE3_HUMAN, LV460_HUMAN, LV469_HUMAN, LV403_HUMAN, LV949_HUMAN, LV552_HUMAN, LV548_HUMAN, LV539_HUMAN, LV545_HUMAN, LV537_HUMAN, LVK55_HUMAN
OG0000063	H2B1A_MOUSE	H2B1A_HUMAN
OG0000063	H2B3A_MOUSE, H2B3B_MOUSE	H2B3B_HUMAN
OG0000063	H2B1C_MOUSE	H2B1C_HUMAN
OG0000063	H2B2B_MOUSE	H2B2E_HUMAN, H2B2C_HUMAN, H2B2D_HUMAN, H2B1J_HUMAN, H2B1K_HUMAN, H2B1O_HUMAN, H2B1H_HUMAN, H2B2F_HUMAN
OG0000063	H2B1M_MOUSE	H2B1B_HUMAN, H2B1N_HUMAN, H2B1D_HUMAN
OG0000063	H2B1F_MOUSE	H2B1M_HUMAN
OG0000063	H2B2E_MOUSE	H2B1L_HUMAN
OG0000065	ANR26_MOUSE	C144L_HUMAN, C144A_HUMAN, C144B_HUMAN, C144C_HUMAN, ANR26_HUMAN
OG0000065	ANKR7_MOUSE	AR26L_HUMAN, POTEA_HUMAN, POTB2_HUMAN, POTEB_HUMAN, POTB3_HUMAN, POTEC_HUMAN, POTED_HUMAN, POTEH_HUMAN, POTEG_HUMAN, POTEM_HUMAN, POTEI_HUMAN, POTEJ_HUMAN, POTEE_HUMAN, POTEF_HUMAN, ANR62_HUMAN, A26L1_HUMAN, AN36C_HUMAN, AN36A_HUMAN, AN36B_HUMAN, A2012_HUMAN, AN20B_HUMAN, A20A5_HUMAN, A20A4_HUMAN, A20A2_HUMAN, A20A1_HUMAN, A20A3_HUMAN, ANR19_HUMAN, AN18A_HUMAN, AN18B_HUMAN, A30BL_HUMAN, AN30A_HUMAN, AN30B_HUMAN, ANKR7_HUMAN
OG0000066	MOT8_MOUSE	MOT8_HUMAN
OG0000066	MOT10_MOUSE	MOT10_HUMAN
OG0000066	MOT6_MOUSE	MOT6_HUMAN
OG0000066	MOT1_MOUSE	MOT1_HUMAN
OG0000066	MOT2_MOUSE	MOT2_HUMAN
OG0000066	MOT3_MOUSE	MOT3_HUMAN
OG0000066	MOT4_MOUSE	MOT4_HUMAN
OG0000067	HELB_MOUSE	HELB_HUMAN
OG0000070	CGT_MOUSE	CGT_HUMAN
OG0000070	UDB17_MOUSE	UDB15_HUMAN, UDB17_HUMAN, UD2B4_HUMAN, UD2B7_HUMAN, UDB10_HUMAN, UDB11_HUMAN, UDB28_HUMAN
OG0000070	UD2A1_MOUSE	UD2A1_HUMAN
OG0000070	UD2A2_MOUSE	UD2A2_HUMAN
OG0000070	UD2A3_MOUSE	UD2A3_HUMAN
OG0000070	UD11_MOUSE	UD11_HUMAN
OG0000070	UD12_MOUSE	UD13_HUMAN, UD14_HUMAN, UD15_HUMAN
OG0000070	UD16_MOUSE	UD16_HUMAN
OG0000070	UD17_MOUSE, UD19_MOUSE	UD19_HUMAN, UD18_HUMAN, UD17_HUMAN, UD110_HUMAN
OG0000071	NAL10_MOUSE	NAL10_HUMAN
OG0000071	NLRP3_MOUSE	NLRP3_HUMAN
OG0000071	NAL12_MOUSE	NAL12_HUMAN
OG0000071	RINI_MOUSE	LRC31_HUMAN, RINI_HUMAN
OG0000071	NLRP6_MOUSE	NLRP6_HUMAN
OG0000071	NLR1A_MOUSE, NL1B2_MOUSE, NL1B3_MOUSE, NL1B4_MOUSE, NL1B1_MOUSE, NL1B5_MOUSE	CARD8_HUMAN, NLRP1_HUMAN
OG0000071	NALP5_MOUSE	NALP5_HUMAN
OG0000071	NAL4A_MOUSE, NAL4C_MOUSE, NAL4E_MOUSE, NAL4F_MOUSE, NAL4B_MOUSE	NALP4_HUMAN
OG0000071	NLR9B_MOUSE, NLR9A_MOUSE, NLR9C_MOUSE	NAL11_HUMAN, NLRP9_HUMAN
OG0000071	NAL14_MOUSE	NAL14_HUMAN
OG0000072	TRI39_MOUSE	TRI39_HUMAN
OG0000072	TRI75_MOUSE	TRI75_HUMAN
OG0000072	TRI60_MOUSE	TRI61_HUMAN, TRI60_HUMAN
OG0000072	TRIM7_MOUSE	TRIM7_HUMAN
OG0000072	TRI69_MOUSE	TRI69_HUMAN
OG0000072	TRI27_MOUSE	TRI27_HUMAN
OG0000072	MEFV_MOUSE	MEFV_HUMAN
OG0000072	TRI68_MOUSE	TRI68_HUMAN
OG0000072	RO52_MOUSE	RO52_HUMAN
OG0000072	TRI38_MOUSE	TRI38_HUMAN
OG0000072	TRI58_MOUSE	TRI58_HUMAN
OG0000072	TRI11_MOUSE	TRI11_HUMAN
OG0000072	TRI17_MOUSE	TRI17_HUMAN
