Orthogroup	Mmus	Nvec
OG0000027	MRP4_MOUSE	NV2t021338001.1, NV2t021338002.1, NV2t022595001.1, NV2t020545001.1, NV2t020545002.1, NV2t020201002.1, NV2t020201003.1, NV2t023949001.1, NV2t023947001.1, NV2t023947002.1, NV2t015106001.1
OG0000029	LYRM7_MOUSE	NV2t004144001.1, NV2t004145001.1, NV2t013317001.1, NV2t003751001.1
OG0000033	AGRL4_MOUSE	NV2t006062001.1, NV2t006061001.1, NV2t006060005.1, NV2t006060003.1, NV2t006060004.1, NV2t006059001.1, NV2t006060002.1, NV2t006060001.1, NV2t006436001.1, NV2t005624001.1, NV2t005624002.1, NV2t005624003.1
OG0000036	AOAH_MOUSE	NV2t009656001.1, NV2t002864001.1, NV2t019959001.1, NV2t003631001.1, NV2t006725001.1, NV2t013509001.1, NV2t003815001.1, NV2t003035001.1, NV2t010521001.1, NV2t010521002.1, NV2t010521003.1, NV2t010521004.1, NV2t002941001.1
OG0000037	NPTX1_MOUSE, NPTX2_MOUSE, NPTXR_MOUSE	NV2t007774001.1, NV2t009731001.1, NV2t014358001.1, NV2t014358002.1, NV2t007044001.1, NV2t019700001.1, NV2t005881001.1, NV2t005880001.1, NV2t005871001.1, NV2t006615001.1, NV2t023160001.1, NV2t018959001.1, NV2t018957001.1, NV2t018960001.1, NV2t023162001.1, NV2t018961001.1, NV2t008564001.1, NV2t001775001.1
OG0000039	ZN394_MOUSE	NV2t006267001.1
OG0000045	TLR13_MOUSE, TLR2_MOUSE, TLR1_MOUSE, TLR6_MOUSE	NV2t021932001.1, NV2t021932002.1, NV2t021932003.1, NV2t021932004.1, NV2t021932005.1, NV2t005945001.1, NV2t011067002.1, NV2t011067001.1, NV2t012117001.1, NV2t011070001.1
OG0000047	EXOS6_MOUSE	NV2t024542001.1, NV2t025141001.1
OG0000048	MYCBP_MOUSE	NV2t008719001.1, NV2t008719002.1, NV2t006128001.1, NV2t006130001.1, NV2t009160001.1, NV2t009161001.1, NV2t002836001.1
OG0000051	ACHB2_MOUSE, ACHB4_MOUSE, ACHA_MOUSE, ACHA3_MOUSE, ACHA6_MOUSE, ACHA4_MOUSE, ACHA2_MOUSE, ACHA5_MOUSE, ACHB3_MOUSE, ACHA7_MOUSE	NV2t023851001.1, NV2t023852001.1, NV2t013313001.1, NV2t008022001.1, NV2t006888001.1, NV2t023096001.1, NV2t010263001.1, NV2t010263002.1, NV2t010263003.1, NV2t010263004.1, NV2t023913001.1, NV2t023339001.1, NV2t023340001.1, NV2t009095001.1, NV2t009096001.1, NV2t009096002.1, NV2t018561001.1, NV2t018561002.1, NV2t024173001.1
OG0000053	LORF2_MOUSE	NV2t008220001.1, NV2t004038001.1, NV2t022534001.1, NV2t000285001.1, NV2t016509001.1, NV2t025372001.1, NV2t025372002.1, NV2t025369001.1, NV2t024441001.1, NV2t022146001.1
OG0000055	ADA1D_MOUSE, ADA1B_MOUSE, ADA1A_MOUSE, 5HT4R_MOUSE, DRD1_MOUSE, DRD5_MOUSE, ADRB2_MOUSE, ADRB1_MOUSE, ADRB3_MOUSE	NV2t022109001.1, NV2t013453001.1, NV2t003436001.1, NV2t002426001.1, NV2t014586001.1, NV2t009418001.1, NV2t011392001.1, NV2t005202001.1, NV2t005202004.1, NV2t005202002.1, NV2t005202003.1, NV2t012100001.1, NV2t005458001.1, NV2t012923001.1, NV2t018770001.1, NV2t005346001.1, NV2t005347001.1, NV2t013641001.1, NV2t013641002.1, NV2t005394001.1
OG0000056	CO3_MOUSE	NV2t024464001.1, NV2t025347003.1, NV2t025347002.1, NV2t025347004.1, NV2t025347001.1, NV2t007429001.1, NV2t014519002.1, NV2t014519001.1, NV2t009854001.1, NV2t003281006.1, NV2t012321001.1, NV2t023860001.1, NV2t003281004.1, NV2t003281005.1, NV2t003281002.1, NV2t019663001.1, NV2t005135001.1, NV2t025764001.1, NV2t025764002.1, NV2t016850002.1, NV2t008971001.1, NV2t016850001.1, NV2t011284001.1, NV2t022606001.1, NV2t025597001.1, NV2t013374001.1, NV2t015751002.1, NV2t021447001.1, NV2t014873001.1, NV2t014870001.1, NV2t013374002.1, NV2t013374003.1, NV2t015751001.1, NV2t008616001.1, NV2t025347006.1, NV2t019663002.1, NV2t016185001.1, NV2t018178001.1, NV2t025347005.1, NV2t021162002.1, NV2t021162001.1, NV2t023551001.1, NV2t005823002.1, NV2t023551002.1, NV2t025597002.1, NV2t012322001.1, NV2t005823001.1, NV2t003281003.1, NV2t003281001.1, NV2t003281007.1
OG0000060	HMCN1_MOUSE, HMCN2_MOUSE	NV2t024790001.1, NV2t023124002.1, NV2t023124001.1, NV2t023124003.1, NV2t016395001.1, NV2t001273002.1, NV2t001171001.1, NV2t010161001.1, NV2t021828001.1, NV2t021829001.1, NV2t021830001.1, NV2t022783003.1, NV2t022783005.1, NV2t022783001.1, NV2t022783004.1, NV2t022783002.1, NV2t022159001.1, NV2t022081001.1
OG0000067	ACOT4_MOUSE, ACOT6_MOUSE, ACOT3_MOUSE, ACOT5_MOUSE, ACOT1_MOUSE, ACOT2_MOUSE, ACNT1_MOUSE, ACNT2_MOUSE, BAAT_MOUSE	NV2t014278001.1, NV2t005261001.1
OG0000068	SARAF_MOUSE	NV2t001024001.1, NV2t024404001.1, NV2t020131001.1, NV2t015915001.1, NV2t017941001.1
OG0000071	DEND3_MOUSE	NV2t023560002.1, NV2t023560001.1, NV2t023560003.1, NV2t023560005.1
OG0000076	ANKR7_MOUSE, ANR26_MOUSE	NV2t000773005.1, NV2t000773003.1, NV2t000773004.1, NV2t000773006.1, NV2t000773002.1, NV2t000773001.1
OG0000078	MOT8_MOUSE, MOT10_MOUSE, MOT6_MOUSE, MOT1_MOUSE, MOT2_MOUSE, MOT3_MOUSE, MOT4_MOUSE	NV2t002297001.1, NV2t014365001.1, NV2t015512001.1, NV2t016355001.1, NV2t016359001.1, NV2t022187001.1, NV2t021351003.1, NV2t021351001.1, NV2t021351002.1, NV2t021351004.1, NV2t008361001.1, NV2t017306001.1, NV2t022510001.1
OG0000080	PROP_MOUSE	NV2t013919001.1, NV2t024746001.1, NV2t014005001.1, NV2t004066003.1, NV2t018541001.1
OG0000085	GLRA3_MOUSE, GLRA4_MOUSE, GLRA2_MOUSE, GLRA1_MOUSE	NV2t022460001.1, NV2t011913001.1, NV2t011917001.1, NV2t012693001.1, NV2t012693002.1, NV2t012693003.1, NV2t009708001.1, NV2t009790001.1, NV2t018183001.1, NV2t018183002.1, NV2t018183003.1, NV2t018183004.1, NV2t018183005.1, NV2t018182001.1, NV2t018182002.1, NV2t018182003.1, NV2t003533001.1, NV2t003220001.1, NV2t024331001.1, NV2t003907001.1
OG0000086	S10AD_MOUSE, S10AB_MOUSE, S100B_MOUSE, S10A1_MOUSE, S10AA_MOUSE, S10A5_MOUSE, S10A3_MOUSE, S10A6_MOUSE, S10A4_MOUSE, S10A9_MOUSE, S115A_MOUSE, S100G_MOUSE, S10A8_MOUSE, HORN_MOUSE, FILA2_MOUSE, RPTN_MOUSE	NV2t010336001.1
OG0000087	LOX5_MOUSE, LOX12_MOUSE, LX12E_MOUSE, LOX15_MOUSE, ALOX8_MOUSE, LX12B_MOUSE, LOXE3_MOUSE	NV2t011401001.1, NV2t004820001.1, NV2t001535001.1, NV2t023721001.1, NV2t008151001.1, NV2t008151002.1, NV2t005693001.1
OG0000089	TNR27_MOUSE, TNR19_MOUSE	NV2t002378001.1, NV2t002527002.1, NV2t002527001.1, NV2t002527004.1, NV2t002527003.1, NV2t024653001.1, NV2t024655001.1, NV2t019904001.1, NV2t019150001.1
OG0000090	H2B1A_MOUSE, H2B1H_MOUSE, H2B1C_MOUSE, H2B1K_MOUSE, H2B1P_MOUSE, H2B1F_MOUSE, H2B2E_MOUSE, H2B3A_MOUSE, H2B3B_MOUSE, H2B2B_MOUSE, H2B1M_MOUSE	NV2t021894001.1, NV2t008108001.1, NV2t008108002.1, NV2t007148001.1, NV2t004453001.1, NV2t020250001.1
OG0000092	CGT_MOUSE, UDB17_MOUSE, UD2A1_MOUSE, UD2A2_MOUSE, UD2A3_MOUSE, UD11_MOUSE, UD12_MOUSE, UD16_MOUSE, UD17_MOUSE, UD19_MOUSE	NV2t011589001.1, NV2t011589002.1, NV2t011589003.1, NV2t004709001.1, NV2t015485001.1
OG0000094	B4GN4_MOUSE, B4GN3_MOUSE	NV2t014645001.1, NV2t014645002.1, NV2t004108001.1, NV2t022449001.1, NV2t013525001.1, NV2t014964001.1, NV2t011693001.1, NV2t009020001.1, NV2t017562001.1, NV2t017567001.1, NV2t017570001.1, NV2t016977001.1, NV2t001667001.1, NV2t001669001.1
OG0000095	GRIA1_MOUSE, GRIA2_MOUSE, GRIA4_MOUSE, GRIA3_MOUSE, GRIK3_MOUSE, GRIK1_MOUSE, GRIK2_MOUSE, GRIK4_MOUSE, GRIK5_MOUSE	NV2t016901001.1, NV2t016902001.1, NV2t016903001.1, NV2t006566001.1, NV2t006567001.1, NV2t013953001.1, NV2t004129001.1, NV2t014687001.1, NV2t014581001.1, NV2t014581002.1
OG0000098	GOGA2_MOUSE	NV2t025385001.1, NV2t025385002.1
OG0000099	ST1C1_MOUSE, ST1C2_MOUSE, ST1B1_MOUSE, ST1A1_MOUSE, ST1D1_MOUSE, ST1E1_MOUSE	NV2t014755001.1, NV2t014756001.1, NV2t000522001.1, NV2t000523001.1, NV2t002692001.1, NV2t002694001.1, NV2t005227001.1, NV2t020068001.1, NV2t020068002.1
OG0000102	H2A2C_MOUSE, H2A2A_MOUSE, H2A3_MOUSE, H2A1H_MOUSE, H2A1B_MOUSE, H2A1C_MOUSE, H2A1D_MOUSE, H2A1E_MOUSE, H2A1G_MOUSE, H2A1I_MOUSE, H2A1N_MOUSE, H2A1O_MOUSE, H2A1P_MOUSE, H2A1F_MOUSE, H2A1K_MOUSE, H2AJ_MOUSE, H2A2B_MOUSE	NV2t008110002.1, NV2t021893002.1, NV2t003357001.1
OG0000103	CUBN_MOUSE	NV2t008349001.1
OG0000104	KCNA7_MOUSE, KCNA3_MOUSE, KCNA2_MOUSE, KCNA1_MOUSE, KCNA6_MOUSE, KCNA5_MOUSE, KCNA4_MOUSE	NV2t018284001.1, NV2t018284002.1, NV2t017768001.1, NV2t004330001.1, NV2t017765005.1, NV2t020582001.1, NV2t020585001.1, NV2t014379001.1, NV2t006568001.1, NV2t013817001.1, NV2t005938001.1
OG0000105	TR10B_MOUSE	NV2t004670001.1, NV2t004670004.1, NV2t004670002.1, NV2t004670003.1, NV2t011989001.1, NV2t011989002.1
OG0000109	GATA_MOUSE	NV2t012495002.1, NV2t012495001.1, NV2t012495003.1, NV2t000183001.1, NV2t000185001.1, NV2t024867001.1, NV2t025466001.1, NV2t019426001.1, NV2t019426002.1
OG0000110	PAR14_MOUSE	NV2t005993001.1
OG0000113	MYH6_MOUSE, MYH7_MOUSE, MYH3_MOUSE, MYH8_MOUSE, MYH2_MOUSE, MYH4_MOUSE, MYH1_MOUSE, MYH7B_MOUSE	NV2t008024002.1, NV2t008024003.1, NV2t008024008.1, NV2t008024012.1, NV2t008024010.1, NV2t008024014.1, NV2t008024015.1, NV2t008024011.1, NV2t008024013.1, NV2t008024016.1, NV2t008024006.1, NV2t008024004.1, NV2t008024007.1, NV2t008024009.1, NV2t008024001.1, NV2t008024005.1
OG0000114	MMP7_MOUSE	NV2t019146001.1, NV2t019146002.1, NV2t014297001.1, NV2t000807001.1, NV2t000808002.1, NV2t010833001.1, NV2t010833003.1, NV2t010833002.1, NV2t019316002.1, NV2t019316003.1, NV2t001647001.1, NV2t003581001.1, NV2t003582001.1, NV2t008027001.1, NV2t008027002.1, NV2t008375001.1, NV2t008375002.1
OG0000115	SCNNG_MOUSE, SCNNB_MOUSE, SCNNA_MOUSE	NV2t023476001.1, NV2t024279001.1, NV2t024279002.1, NV2t023973001.1, NV2t023974001.1, NV2t023975001.1, NV2t024015001.1, NV2t024016001.1, NV2t024017001.1, NV2t023078001.1, NV2t023067001.1, NV2t023067002.1, NV2t023067003.1, NV2t023157001.1, NV2t023158001.1, NV2t024289001.1, NV2t022928001.1, NV2t023477001.1
OG0000120	ASGR2_MOUSE, ASGR1_MOUSE, CLC10_MOUSE, CLC4E_MOUSE, CLC4D_MOUSE, CLC4A_MOUSE, CLC6A_MOUSE, CLC4G_MOUSE, C209B_MOUSE, C209D_MOUSE, C209E_MOUSE, C209A_MOUSE, C209C_MOUSE	NV2t017872001.1, NV2t021307001.1, NV2t021320001.1, NV2t021375001.1, NV2t012859001.1, NV2t012859002.1
OG0000121	BTBD3_MOUSE, BTBD6_MOUSE	NV2t011665001.1, NV2t012363001.1, NV2t007674001.1, NV2t019393001.1
OG0000126	P52K_MOUSE	NV2t006046001.1, NV2t025517001.1, NV2t011621001.1, NV2t004950001.1, NV2t025040001.1, NV2t014952001.1, NV2t002121001.1, NV2t021398001.1, NV2t004708001.1, NV2t010347001.1, NV2t013854001.1, NV2t023025001.1
OG0000127	SCNBA_MOUSE, SCNAA_MOUSE, SCN5A_MOUSE, SCN4A_MOUSE, SCN8A_MOUSE, SCN7A_MOUSE, SCN9A_MOUSE, SCN3A_MOUSE, SCN1A_MOUSE, SCN2A_MOUSE	NV2t020110001.1, NV2t020822001.1, NV2t019947001.1, NV2t020610001.1, NV2t020610002.1, NV2t023334001.1, NV2t023334002.1, NV2t023334003.1, NV2t023334004.1
OG0000132	CD59A_MOUSE, CD59B_MOUSE	NV2t019614001.1, NV2t014539001.1, NV2t013244001.1, NV2t014540001.1, NV2t014540002.1, NV2t002040001.1, NV2t010638001.1, NV2t002042001.1, NV2t020782001.1, NV2t020784001.1, NV2t000305001.1, NV2t000306001.1, NV2t015787001.1
OG0000133	EPHA1_MOUSE, EPHA2_MOUSE, EPHB3_MOUSE, EPHB1_MOUSE, EPHB2_MOUSE, EPHB4_MOUSE, EPHB6_MOUSE, EPHA4_MOUSE, EPHA3_MOUSE, EPHA5_MOUSE, EPHA6_MOUSE, EPHA8_MOUSE, EPHAA_MOUSE, EPHA7_MOUSE	NV2t013658001.1, NV2t014294001.1, NV2t019940001.1
OG0000136	FEM1B_MOUSE	NV2t006329001.1, NV2t009339001.1, NV2t004484001.1
OG0000137	B3GT5_MOUSE, B3GL1_MOUSE	NV2t007813001.1, NV2t003662001.1, NV2t003540001.1, NV2t000500001.1, NV2t000497001.1, NV2t000495001.1, NV2t000498001.1, NV2t024665001.1, NV2t004393001.1, NV2t000552001.1, NV2t008559001.1, NV2t008559002.1, NV2t008559003.1
OG0000138	ACSM3_MOUSE, ACSM5_MOUSE, ACSM4_MOUSE, ACSM2_MOUSE, ACSM1_MOUSE	NV2t025507001.1
OG0000139	JDP2_MOUSE, ATF3_MOUSE, FOSB_MOUSE, FOS_MOUSE, FOSL1_MOUSE, FOSL2_MOUSE	NV2t019749001.1, NV2t020774001.1, NV2t020205001.1, NV2t019340001.1, NV2t019340002.1, NV2t019340003.1, NV2t019340004.1, NV2t019340005.1, NV2t019340006.1, NV2t019340007.1, NV2t019340008.1, NV2t019340009.1, NV2t019340010.1, NV2t019340011.1, NV2t019340012.1, NV2t019340013.1, NV2t019339001.1, NV2t019339002.1
OG0000142	MAGBG_MOUSE, MAGBI_MOUSE, NSE3_MOUSE	NV2t000817001.1
OG0000147	XLRS1_MOUSE	NV2t003032001.1, NV2t006515001.1, NV2t002815001.1, NV2t005631001.1, NV2t005632001.1, NV2t005983001.1, NV2t009165001.1, NV2t003325001.1, NV2t003325002.1, NV2t009070002.1, NV2t000743001.1, NV2t000735001.1, NV2t012207001.1, NV2t012207002.1
OG0000148	TRI40_MOUSE	NV2t012258001.1, NV2t021530001.1, NV2t021530002.1, NV2t020279001.1
OG0000149	NETO2_MOUSE, NETO1_MOUSE	NV2t003699001.1, NV2t003699003.1, NV2t003699002.1, NV2t012228001.1, NV2t001391002.1, NV2t001391001.1, NV2t001391003.1
OG0000151	LYVE1_MOUSE, HPLN2_MOUSE, HPLN3_MOUSE, HPLN1_MOUSE, HPLN4_MOUSE, CSPG2_MOUSE, PGCA_MOUSE, NCAN_MOUSE, PGCB_MOUSE	NV2t007793001.1, NV2t011760001.1, NV2t022623001.1, NV2t022622001.1, NV2t022626001.1, NV2t022627001.1, NV2t022624001.1, NV2t012169001.1, NV2t007792001.1
OG0000152	EFNB2_MOUSE, EFNB1_MOUSE, EFNB3_MOUSE	NV2t014928001.1, NV2t014928002.1, NV2t012138001.1, NV2t012138002.1, NV2t012138004.1, NV2t012138003.1, NV2t013330001.1, NV2t013330002.1, NV2t013330003.1, NV2t013330005.1, NV2t013330006.1, NV2t013330004.1, NV2t013151001.1, NV2t013151002.1, NV2t014430001.1, NV2t014430002.1
OG0000153	G3ST1_MOUSE, G3ST3_MOUSE, G3ST2_MOUSE	NV2t000923001.1, NV2t000922001.1, NV2t000922002.1, NV2t013246001.1, NV2t015241001.1, NV2t013345001.1, NV2t023185001.1, NV2t023185002.1, NV2t023838001.1, NV2t012442001.1, NV2t012443001.1
OG0000154	SEM6A_MOUSE, SEM3E_MOUSE, SEM3G_MOUSE, SEM3C_MOUSE, SEM3F_MOUSE, SEM3D_MOUSE, SEM3B_MOUSE, SEM3A_MOUSE, SEM4D_MOUSE, SEM4G_MOUSE, SEM4C_MOUSE, SEM4A_MOUSE, SEM4B_MOUSE, SEM4F_MOUSE	NV2t022863002.1, NV2t022863001.1, NV2t022863003.1
OG0000162	ACES_MOUSE, CHLE_MOUSE, EST3A_MOUSE, EST3B_MOUSE, EST5A_MOUSE, EST2C_MOUSE, EST2A_MOUSE, EST2E_MOUSE, EST4A_MOUSE, EST1C_MOUSE, EST1D_MOUSE, EST1E_MOUSE, EST1F_MOUSE, EST1_MOUSE	NV2t025200001.1, NV2t025202001.1, NV2t021483001.1, NV2t021484001.1, NV2t002906001.1, NV2t021624001.1
OG0000163	MMP16_MOUSE, MMP24_MOUSE, MMP14_MOUSE, MMP15_MOUSE, MMP2_MOUSE, MMP9_MOUSE, MMP20_MOUSE, MMP13_MOUSE, MMP8_MOUSE, MMP1A_MOUSE, MMP1B_MOUSE, MMP10_MOUSE, MMP3_MOUSE, MMP12_MOUSE	NV2t024359001.1, NV2t024359002.1
OG0000164	ACTHR_MOUSE, MSHR_MOUSE, MC4R_MOUSE, MC3R_MOUSE, MC5R_MOUSE	NV2t024629001.1, NV2t024629002.1, NV2t001190001.1, NV2t015069001.1
OG0000166	KLRA2_MOUSE, KLRA3_MOUSE, KLRA8_MOUSE, KLRA6_MOUSE, KLRA5_MOUSE, KLRA7_MOUSE, KLRA1_MOUSE, KLRA4_MOUSE, OLR1_MOUSE, CLC7A_MOUSE, CLC1A_MOUSE, CLC1B_MOUSE, CL12B_MOUSE, CL12A_MOUSE, CLC5A_MOUSE, KLRB1_MOUSE, KLRBF_MOUSE, KRBBA_MOUSE, KRBBB_MOUSE, KLRBA_MOUSE, KLRBC_MOUSE	NV2t005928002.1
OG0000167	CP3AB_MOUSE, CP341_MOUSE, CP3AG_MOUSE, CP3AP_MOUSE, CP3AD_MOUSE	NV2t024607001.1, NV2t024603001.1, NV2t024603002.1, NV2t024608002.1, NV2t024608003.1, NV2t024608001.1, NV2t024608004.1, NV2t006409001.1, NV2t021725001.1, NV2t015547001.1, NV2t015547003.1, NV2t015547002.1, NV2t015547004.1
OG0000169	GAPR1_MOUSE	NV2t016206001.1, NV2t012160001.1, NV2t012160002.1, NV2t018762001.1, NV2t018762002.1, NV2t011839001.1, NV2t011839002.1, NV2t011839003.1, NV2t011839004.1, NV2t017827001.1, NV2t017827002.1, NV2t017827003.1
OG0000170	GBP5_MOUSE, GBP1_MOUSE, GBP2_MOUSE, GBP4_MOUSE, GBP6_MOUSE, GBP3_MOUSE, GBP7_MOUSE	NV2t014578001.1, NV2t014579001.1
OG0000171	HXC5_MOUSE, HXB5_MOUSE, HXA7_MOUSE, HXB7_MOUSE, HXC6_MOUSE, HXA6_MOUSE, HXB6_MOUSE, HXD4_MOUSE, HXC4_MOUSE, HXA4_MOUSE, HXB4_MOUSE	NV2t012279001.1, NV2t012004001.1, NV2t012007001.1, NV2t012008001.1, NV2t011327001.1
OG0000172	VWDE_MOUSE	NV2t010727004.1, NV2t009373001.1, NV2t009287004.1, NV2t009287003.1, NV2t009287005.1, NV2t009287001.1, NV2t009287002.1, NV2t009372001.1, NV2t009295001.1, NV2t009290001.1, NV2t009290002.1, NV2t009290005.1, NV2t009361001.1, NV2t009361002.1, NV2t021785001.1, NV2t021786001.1, NV2t009359001.1, NV2t009302001.1, NV2t009305001.1, NV2t005727001.1, NV2t009374001.1, NV2t002216002.1, NV2t002216003.1, NV2t002216004.1, NV2t002216001.1
OG0000175	CNS1_MOUSE	NV2t000369001.1
OG0000176	VWA7_MOUSE	NV2t002146001.1, NV2t012053001.1, NV2t012054001.1, NV2t017648001.1, NV2t002666001.1, NV2t010399001.1, NV2t017421001.1, NV2t017429003.1, NV2t017429002.1, NV2t017429004.1, NV2t017429001.1, NV2t025851001.1, NV2t025851002.1, NV2t017422001.1, NV2t025847001.1, NV2t025847002.1, NV2t014831001.1, NV2t011945001.1, NV2t013920001.1, NV2t019412001.1
OG0000181	CHST1_MOUSE, CHST3_MOUSE, CHST2_MOUSE, CHST5_MOUSE, CHST4_MOUSE	NV2t011597001.1, NV2t006861001.1, NV2t021053001.1
OG0000183	CAHM5_MOUSE, CAHM6_MOUSE, CAHM1_MOUSE, CAHM3_MOUSE, CAHM2_MOUSE, CAHM4_MOUSE	NV2t018130001.1, NV2t025235001.1, NV2t022378001.1, NV2t022382001.1, NV2t021884001.1, NV2t023524001.1, NV2t023526001.1, NV2t000748001.1
