Orthogroup	Mmus	Hsap
OG0000005	O5B21_MOUSE	OR5BC_HUMAN, OR5B3_HUMAN, OR5B2_HUMAN, OR5BH_HUMAN, O5B21_HUMAN
OG0000005	O1165_MOUSE	OR5L1_HUMAN, OR5L2_HUMAN, OR5DG_HUMAN, OR5DI_HUMAN, OR5DE_HUMAN, OR5D3_HUMAN, OR5DD_HUMAN
OG0000008	JAM1_MOUSE	JAM1_HUMAN
OG0000008	JAM3_MOUSE	JAM3_HUMAN
OG0000008	JAM2_MOUSE	JAM2_HUMAN
OG0000012	PP6R2_MOUSE	PP6R2_HUMAN
OG0000012	PP6R3_MOUSE	PP6R3_HUMAN
OG0000012	PP6R1_MOUSE	PP6R1_HUMAN
OG0000013	NK2R_MOUSE	NK2R_HUMAN
OG0000013	NK1R_MOUSE	NK1R_HUMAN
OG0000013	NK3R_MOUSE	NK3R_HUMAN
OG0000014	MTR1L_MOUSE	MTR1L_HUMAN
OG0000014	MTR1A_MOUSE	MTR1A_HUMAN
OG0000014	MTR1B_MOUSE	MTR1B_HUMAN
OG0000015	VKOR1_MOUSE	VKOR1_HUMAN
OG0000016	OR6Z7_MOUSE	OR6B1_HUMAN
OG0000016	OR6B9_MOUSE	OR6B2_HUMAN, OR6B3_HUMAN
OG0000016	10H28_MOUSE	O10X1_HUMAN, O10H2_HUMAN, O10H1_HUMAN, O10H5_HUMAN, O10H3_HUMAN, O10H4_HUMAN
OG0000016	O10J5_MOUSE	O10J3_HUMAN, O10J4_HUMAN, O10J1_HUMAN, O10J6_HUMAN, O10J5_HUMAN
OG0000016	10P22_MOUSE	O10AG_HUMAN, O10A3_HUMAN, O10A6_HUMAN, O10A7_HUMAN, O10A4_HUMAN, O10A2_HUMAN, O10A5_HUMAN, O10C1_HUMAN, O10P1_HUMAN
OG0000016	O2Y1B_MOUSE	OR2W3_HUMAN, OR2W1_HUMAN, OR2W6_HUMAN, OR2W5_HUMAN, OR2G2_HUMAN, OR2G3_HUMAN, OR2G6_HUMAN, OR2C3_HUMAN, OR2J3_HUMAN, OR2J1_HUMAN, OR2J2_HUMAN, OR2B8_HUMAN, OR2I1_HUMAN, OR2Y1_HUMAN
OG0000016	OR2C1_MOUSE	OR2H1_HUMAN, OR2H2_HUMAN, OR2C1_HUMAN
OG0000016	OR2B6_MOUSE	OR2BB_HUMAN, OR2B3_HUMAN, OR2B2_HUMAN, OR2B6_HUMAN
OG0000016	OR2A7_MOUSE	OR2D2_HUMAN, OR2D3_HUMAN, OR2F1_HUMAN, OR2F2_HUMAN, O13H1_HUMAN, O13J1_HUMAN, O13F1_HUMAN, OR2K2_HUMAN, O13D1_HUMAN, O13C9_HUMAN, O13C2_HUMAN, O13C5_HUMAN, O13C3_HUMAN, O13C4_HUMAN, O13C8_HUMAN, OR2S1_HUMAN, O13C6_HUMAN, O13C7_HUMAN, O2A12_HUMAN, O2A14_HUMAN, OR2A2_HUMAN, OR2A5_HUMAN, OR2A1_HUMAN, O2A25_HUMAN, OR2A4_HUMAN, OR2A7_HUMAN
OG0000018	RXFP1_MOUSE	RXFP1_HUMAN
OG0000018	RXFP2_MOUSE	RXFP2_HUMAN
OG0000019	MFAP4_MOUSE	MFAP4_HUMAN
OG0000019	FCN1_MOUSE, FCN2_MOUSE	FCN1_HUMAN, FCN2_HUMAN
OG0000020	OIT3_MOUSE	OIT3_HUMAN
OG0000020	UROM_MOUSE	UROM_HUMAN
OG0000020	GP2_MOUSE	GP2_HUMAN
OG0000022	MEP1A_MOUSE	MEP1A_HUMAN
OG0000022	MEP1B_MOUSE	MEP1B_HUMAN
OG0000022	ASTL_MOUSE	ASTL_HUMAN
OG0000023	KISSR_MOUSE	KISSR_HUMAN
OG0000023	GALR1_MOUSE	GALR1_HUMAN
OG0000023	GALR3_MOUSE	GALR3_HUMAN
OG0000023	GALR2_MOUSE	GALR2_HUMAN
OG0000023	OX1R_MOUSE	OX1R_HUMAN
OG0000023	OX2R_MOUSE	OX2R_HUMAN
OG0000023	NPY2R_MOUSE	NPY2R_HUMAN
OG0000023	NPFF2_MOUSE	NPFF1_HUMAN, NPFF2_HUMAN
OG0000027	MRP4_MOUSE	MRP4_HUMAN
OG0000029	LYRM7_MOUSE	LYRM7_HUMAN
OG0000032	O4C3D_MOUSE	OR4C3_HUMAN
OG0000032	OR4E2_MOUSE	OR4E1_HUMAN, OR4E2_HUMAN
OG0000032	O10D3_MOUSE	O10D3_HUMAN
OG0000032	O10N1_MOUSE	O10D4_HUMAN
OG0000032	OR4M1_MOUSE	OR4Q3_HUMAN, OR4L1_HUMAN, OR4F4_HUMAN, O4F17_HUMAN, OR4F5_HUMAN, OR4F6_HUMAN, O4F15_HUMAN, O4F21_HUMAN, OR4F3_HUMAN, OR4K1_HUMAN, OR4K2_HUMAN, OR4K3_HUMAN, OR4KH_HUMAN, OR4K5_HUMAN, OR4KF_HUMAN, OR4KD_HUMAN, OR4KE_HUMAN, OR4D5_HUMAN, OR4D1_HUMAN, OR4D2_HUMAN, OR4D6_HUMAN, OR4D9_HUMAN, OR4DA_HUMAN, OR4DB_HUMAN, OR4Q2_HUMAN, OR4N5_HUMAN, OR4N2_HUMAN, OR4N4_HUMAN, ORN4C_HUMAN, OR4M1_HUMAN, OR4M2_HUMAN, ORM2B_HUMAN
OG0000032	O4B13_MOUSE	OR4X1_HUMAN, OR4X2_HUMAN, OR4B1_HUMAN
OG0000032	OR4CC_MOUSE	OR4C6_HUMAN, O4C45_HUMAN, OR4C5_HUMAN, O4C46_HUMAN, OR4CD_HUMAN, OR4CC_HUMAN
OG0000033	AGRL4_MOUSE	AGRL4_HUMAN
OG0000035	PCDBE_MOUSE, PCDB6_MOUSE, PCDB8_MOUSE	PCDB5_HUMAN
OG0000035	PCDA9_MOUSE	PCDA6_HUMAN, PCDA8_HUMAN, PCDAA_HUMAN
OG0000035	PCDA4_MOUSE	PCDA4_HUMAN
OG0000035	PCDA7_MOUSE	PCDA7_HUMAN, PCDA9_HUMAN
OG0000035	PCDAA_MOUSE	PCDA5_HUMAN
OG0000035	PCD12_MOUSE	PCD18_HUMAN, PCD12_HUMAN
OG0000035	PCD19_MOUSE	PCD17_HUMAN, PCD19_HUMAN
OG0000035	PCDG4_MOUSE	PCDGK_HUMAN, PCDGL_HUMAN, PCDGM_HUMAN, PCDGG_HUMAN, PCDGH_HUMAN, PCDGI_HUMAN, PCDGJ_HUMAN, PCDGF_HUMAN, PCDGD_HUMAN, PCDGE_HUMAN, PCDGB_HUMAN, PCDGC_HUMAN, PCDGA_HUMAN, PCDG8_HUMAN, PCDG9_HUMAN, PCDG5_HUMAN, PCDG3_HUMAN, PCDG2_HUMAN, PCDG1_HUMAN, PCDG7_HUMAN, PCDG6_HUMAN, PCDG4_HUMAN
OG0000035	PCDBI_MOUSE	PCDB7_HUMAN, PCDB9_HUMAN, PCDBA_HUMAN
OG0000036	AOAH_MOUSE	AOAH_HUMAN
OG0000037	NPTX1_MOUSE	NPTX1_HUMAN
OG0000037	NPTX2_MOUSE	NPTX2_HUMAN
OG0000037	NPTXR_MOUSE	NPTXR_HUMAN
OG0000039	ZN394_MOUSE	ZN202_HUMAN, ZN75C_HUMAN, ZN75D_HUMAN, ZN394_HUMAN, ZN174_HUMAN, ZSC25_HUMAN, ZSA5B_HUMAN, ZSA5A_HUMAN, ZSA5D_HUMAN, ZSA5C_HUMAN
OG0000039	ZN263_MOUSE	ZN263_HUMAN
OG0000039	ZSC20_MOUSE	ZKSC2_HUMAN, ZSC29_HUMAN, ZSC32_HUMAN, ZN500_HUMAN, ZSC20_HUMAN
OG0000039	ZN287_MOUSE	ZN483_HUMAN, ZN287_HUMAN
OG0000039	ZN445_MOUSE	ZN197_HUMAN, ZKSC7_HUMAN, ZN852_HUMAN, ZN445_HUMAN
OG0000039	ZKSC5_MOUSE	ZKSC5_HUMAN
OG0000039	ZKSC1_MOUSE	ZKSC1_HUMAN
OG0000039	ZKSC3_MOUSE	ZSC16_HUMAN, ZKSC3_HUMAN, ZKSC4_HUMAN
OG0000039	ZSC12_MOUSE	ZSC23_HUMAN, ZSC9_HUMAN, ZSC12_HUMAN
OG0000039	ZNF24_MOUSE	ZN396_HUMAN, ZNF24_HUMAN
OG0000039	ZSC21_MOUSE	ZN232_HUMAN, ZSC21_HUMAN
OG0000039	ZNF18_MOUSE	SCND1_HUMAN, ZN446_HUMAN, ZNF18_HUMAN
OG0000042	56B34_MOUSE	O56B4_HUMAN
OG0000042	O51E2_MOUSE	O56B1_HUMAN, O56B2_HUMAN, O56A3_HUMAN, O56A1_HUMAN, O56A4_HUMAN, O56A5_HUMAN, O52I1_HUMAN, O52I2_HUMAN, O52J3_HUMAN, O52E6_HUMAN, O52E8_HUMAN, O52E1_HUMAN, O52E2_HUMAN, O52E4_HUMAN, O52E5_HUMAN, O52D1_HUMAN, O52B6_HUMAN, O52B4_HUMAN, O52H1_HUMAN, O52B2_HUMAN, O52Z1_HUMAN, O52A5_HUMAN, O52A1_HUMAN, O52A4_HUMAN, O52R1_HUMAN, O52W1_HUMAN, O52L1_HUMAN, O52L2_HUMAN, O52P1_HUMAN, O52N5_HUMAN, O52N2_HUMAN, O52N1_HUMAN, O52N4_HUMAN, O52M1_HUMAN, O52K1_HUMAN, O52K2_HUMAN, O51I1_HUMAN, O51I2_HUMAN, O51M1_HUMAN, O51J1_HUMAN, O51T1_HUMAN, O51C1_HUMAN, O51F1_HUMAN, O51F2_HUMAN, O51S1_HUMAN, O51H1_HUMAN, O51L1_HUMAN, O51G2_HUMAN, O51G1_HUMAN, O51V1_HUMAN, O51B5_HUMAN, O51B6_HUMAN, O51B2_HUMAN, O51B4_HUMAN, O51Q1_HUMAN, O51A7_HUMAN, O51A2_HUMAN, O51A4_HUMAN, O51E1_HUMAN, O51D1_HUMAN, O51E2_HUMAN
OG0000045	TLR2_MOUSE	TLR2_HUMAN
OG0000045	TLR1_MOUSE	TLR1_HUMAN
OG0000045	TLR6_MOUSE	TLR6_HUMAN
OG0000047	EXOS6_MOUSE	EXOS6_HUMAN
OG0000048	MYCBP_MOUSE	MYCBP_HUMAN
OG0000051	ACHB2_MOUSE	ACHB2_HUMAN
OG0000051	ACHB4_MOUSE	ACHB4_HUMAN
OG0000051	ACHA_MOUSE	ACHA_HUMAN
OG0000051	ACHA3_MOUSE	ACHA3_HUMAN
OG0000051	ACHA6_MOUSE	ACHA6_HUMAN
OG0000051	ACHA4_MOUSE	ACHA4_HUMAN
OG0000051	ACHA2_MOUSE	ACHA2_HUMAN
OG0000051	ACHA5_MOUSE	ACHA5_HUMAN
OG0000051	ACHB3_MOUSE	ACHB3_HUMAN
OG0000051	ACHA7_MOUSE	ACHA7_HUMAN, CRFM7_HUMAN
OG0000053	LORF2_MOUSE	PRORY_HUMAN, LORF2_HUMAN
OG0000055	ADA1D_MOUSE	ADA1D_HUMAN
OG0000055	ADA1B_MOUSE	ADA1B_HUMAN
OG0000055	ADA1A_MOUSE	ADA1A_HUMAN
OG0000055	5HT4R_MOUSE	5HT4R_HUMAN
OG0000055	DRD1_MOUSE	DRD1_HUMAN
OG0000055	DRD5_MOUSE	DRD5_HUMAN
OG0000055	ADRB2_MOUSE	ADRB2_HUMAN
OG0000055	ADRB1_MOUSE	ADRB1_HUMAN
OG0000055	ADRB3_MOUSE	ADRB3_HUMAN
OG0000056	CO3_MOUSE	C3P1_HUMAN, CO3_HUMAN
OG0000057	O1E16_MOUSE	OR1E3_HUMAN, OR1E1_HUMAN, OR1E2_HUMAN
OG0000057	OR1J1_MOUSE	OR1J1_HUMAN
OG0000057	O1J21_MOUSE	OR1J2_HUMAN, OR1J4_HUMAN
OG0000057	O7A40_MOUSE	OR7A5_HUMAN
OG0000057	O7A42_MOUSE	OR7AH_HUMAN, OR7AA_HUMAN, OR7A2_HUMAN
OG0000057	O7178_MOUSE	OR7G3_HUMAN, OR7G1_HUMAN, OR7G2_HUMAN, O7E24_HUMAN
OG0000057	O7D11_MOUSE	OR7D2_HUMAN, OR7D4_HUMAN
OG0000057	OR1M1_MOUSE	OR1N1_HUMAN, OR1P1_HUMAN, OR1S1_HUMAN, OR1S2_HUMAN, OR1M1_HUMAN
OG0000060	HMCN1_MOUSE	HMCN1_HUMAN
OG0000060	HMCN2_MOUSE	HMCN2_HUMAN
OG0000061	TVA3_MOUSE	TVA18_HUMAN
OG0000061	TVA2_MOUSE	TVAM1_HUMAN, TVA5_HUMAN, TVAM2_HUMAN, TVA23_HUMAN, TVA29_HUMAN, TVAL2_HUMAN, TVAL1_HUMAN, TVAL3_HUMAN
OG0000061	TRAC_MOUSE	TVA2_HUMAN, TVA11_HUMAN, TVA12_HUMAN, TVA21_HUMAN, TVA17_HUMAN, TVA6_HUMAN, TVA24_HUMAN, TVA36_HUMAN, TVA20_HUMAN, TVA39_HUMAN, TVA7_HUMAN, TVA10_HUMAN, TVA22_HUMAN, TVA41_HUMAN, TVA30_HUMAN, TVA34_HUMAN, TVA35_HUMAN, TVA25_HUMAN, TJA42_HUMAN, TRAR1_HUMAN, TVA27_HUMAN, TRAC_HUMAN
OG0000061	TVA1_MOUSE	TVA3_HUMAN, TVA16_HUMAN, TVA86_HUMAN, TVA82_HUMAN, TVA84_HUMAN, TVA81_HUMAN, TVA83_HUMAN
OG0000067	ACOT4_MOUSE	ACOT4_HUMAN
OG0000067	ACOT6_MOUSE	ACOT6_HUMAN
OG0000067	ACOT3_MOUSE, ACOT5_MOUSE, ACOT1_MOUSE, ACOT2_MOUSE	ACOT1_HUMAN, ACOT2_HUMAN
OG0000067	ACNT1_MOUSE, ACNT2_MOUSE, BAAT_MOUSE	BAAT_HUMAN
OG0000068	SARAF_MOUSE	SARAF_HUMAN
OG0000071	DEND3_MOUSE	DEND3_HUMAN
OG0000072	IGLL1_MOUSE, LAC1_MOUSE	IGLC7_HUMAN, IGL1_HUMAN, IGLC1_HUMAN, IGLL5_HUMAN, LJ01_HUMAN, IGLC2_HUMAN, IGLC3_HUMAN, IGLC6_HUMAN, IGLL1_HUMAN, LV140_HUMAN, LV150_HUMAN, LV151_HUMAN, LV136_HUMAN, LV144_HUMAN, LV147_HUMAN, LV657_HUMAN, LV208_HUMAN, LV211_HUMAN, LV214_HUMAN, LV223_HUMAN, LV218_HUMAN, LV233_HUMAN, LVX54_HUMAN, LV319_HUMAN, LV332_HUMAN, LV39_HUMAN, LV312_HUMAN, LV321_HUMAN, LV301_HUMAN, LV322_HUMAN, LV316_HUMAN, LV325_HUMAN, LV310_HUMAN, LV327_HUMAN, LV746_HUMAN, LV861_HUMAN, VPRE3_HUMAN, LV460_HUMAN, LV469_HUMAN, LV403_HUMAN, LV949_HUMAN, LV552_HUMAN, LV548_HUMAN, LV539_HUMAN, LV545_HUMAN, LV537_HUMAN, LVK55_HUMAN
OG0000076	ANKR7_MOUSE	ANKR7_HUMAN
OG0000076	ANR26_MOUSE	AR26L_HUMAN, POTEA_HUMAN, POTB2_HUMAN, POTEB_HUMAN, POTB3_HUMAN, POTEC_HUMAN, POTED_HUMAN, POTEH_HUMAN, POTEG_HUMAN, POTEM_HUMAN, POTEI_HUMAN, POTEJ_HUMAN, POTEE_HUMAN, POTEF_HUMAN, A30BL_HUMAN, AN30A_HUMAN, AN30B_HUMAN, A2012_HUMAN, AN20B_HUMAN, A20A5_HUMAN, A20A4_HUMAN, A20A2_HUMAN, A20A1_HUMAN, A20A3_HUMAN, ANR19_HUMAN, AN18A_HUMAN, AN18B_HUMAN, ANR62_HUMAN, A26L1_HUMAN, AN36C_HUMAN, AN36A_HUMAN, AN36B_HUMAN, C144B_HUMAN, C144C_HUMAN, C144L_HUMAN, C144A_HUMAN, ANR26_HUMAN
OG0000078	MOT8_MOUSE	MOT8_HUMAN
OG0000078	MOT10_MOUSE	MOT10_HUMAN
OG0000078	MOT6_MOUSE	MOT6_HUMAN
OG0000078	MOT1_MOUSE	MOT1_HUMAN
OG0000078	MOT2_MOUSE	MOT2_HUMAN
OG0000078	MOT3_MOUSE	MOT3_HUMAN
OG0000078	MOT4_MOUSE	MOT4_HUMAN
OG0000080	PROP_MOUSE	PROP_HUMAN
OG0000085	GLRA3_MOUSE	GLRA3_HUMAN
OG0000085	GLRA4_MOUSE, GLRA2_MOUSE	GLRA2_HUMAN
OG0000085	GLRA1_MOUSE	GLRA1_HUMAN
OG0000086	S10AD_MOUSE	S10AD_HUMAN
OG0000086	S10AB_MOUSE	S10AB_HUMAN
OG0000086	S100B_MOUSE	S100B_HUMAN
OG0000086	S10A1_MOUSE	S10A1_HUMAN
OG0000086	S10AA_MOUSE	S100Z_HUMAN, S10AA_HUMAN
OG0000086	S10A5_MOUSE	S10A5_HUMAN
OG0000086	S10A3_MOUSE	S10A3_HUMAN
OG0000086	S10A6_MOUSE	S10A6_HUMAN
OG0000086	S10A4_MOUSE	S10A4_HUMAN
OG0000086	S10A9_MOUSE	S10AC_HUMAN, S10A9_HUMAN
OG0000086	S115A_MOUSE	S1A7B_HUMAN, S10A7_HUMAN, S1A7A_HUMAN
OG0000086	S100G_MOUSE	S100G_HUMAN
OG0000086	S10A8_MOUSE	S10A8_HUMAN
OG0000086	HORN_MOUSE	HORN_HUMAN
OG0000086	FILA2_MOUSE	FILA2_HUMAN
OG0000086	RPTN_MOUSE	CRNN_HUMAN, TRHY_HUMAN, RPTN_HUMAN
OG0000087	LOX5_MOUSE	LOX5_HUMAN
OG0000087	LOX12_MOUSE	LOX12_HUMAN
OG0000087	LX12E_MOUSE, LOX15_MOUSE	LOX15_HUMAN
OG0000087	ALOX8_MOUSE	LX15B_HUMAN
OG0000087	LX12B_MOUSE	LX12B_HUMAN
OG0000087	LOXE3_MOUSE	LOXE3_HUMAN
OG0000089	TNR27_MOUSE	TNR27_HUMAN
OG0000089	TNR19_MOUSE	TNR19_HUMAN
OG0000090	H2B1A_MOUSE	H2B1A_HUMAN
OG0000090	H2B1C_MOUSE	H2B1C_HUMAN
OG0000090	H2B2E_MOUSE	H2B1L_HUMAN
OG0000090	H2B3A_MOUSE, H2B3B_MOUSE	H2B3B_HUMAN
OG0000090	H2B2B_MOUSE	H2B1H_HUMAN, H2B1O_HUMAN, H2B2E_HUMAN, H2B1J_HUMAN, H2B1K_HUMAN, H2B2C_HUMAN, H2B2D_HUMAN, H2B2F_HUMAN
OG0000090	H2B1M_MOUSE	H2B1B_HUMAN, H2B1N_HUMAN, H2B1D_HUMAN
OG0000091	RINI_MOUSE	RINI_HUMAN
OG0000091	NAL10_MOUSE	NAL10_HUMAN
OG0000091	NLRP6_MOUSE	NLRP6_HUMAN
OG0000091	NLRP3_MOUSE	NLRP3_HUMAN
OG0000091	NAL12_MOUSE	NAL12_HUMAN
OG0000091	NAL14_MOUSE	NAL14_HUMAN
OG0000091	NAL4B_MOUSE, NAL4F_MOUSE, NAL4A_MOUSE, NAL4C_MOUSE, NAL4E_MOUSE	NALP4_HUMAN
OG0000091	NLR9B_MOUSE, NLR9A_MOUSE, NLR9C_MOUSE	NAL11_HUMAN, NLRP9_HUMAN
OG0000091	NALP5_MOUSE	NAL13_HUMAN, NALP5_HUMAN
OG0000091	NLR1A_MOUSE, NL1B2_MOUSE, NL1B3_MOUSE, NL1B4_MOUSE, NL1B1_MOUSE, NL1B5_MOUSE	CARD8_HUMAN, NLRP1_HUMAN
OG0000092	CGT_MOUSE	CGT_HUMAN
OG0000092	UDB17_MOUSE	UDB15_HUMAN, UDB17_HUMAN, UD2B4_HUMAN, UD2B7_HUMAN, UDB10_HUMAN, UDB11_HUMAN, UDB28_HUMAN
OG0000092	UD2A1_MOUSE	UD2A1_HUMAN
OG0000092	UD2A2_MOUSE	UD2A2_HUMAN
OG0000092	UD2A3_MOUSE	UD2A3_HUMAN
OG0000092	UD11_MOUSE	UD11_HUMAN
OG0000092	UD12_MOUSE	UD13_HUMAN, UD14_HUMAN, UD15_HUMAN
OG0000092	UD16_MOUSE	UD16_HUMAN
OG0000092	UD17_MOUSE, UD19_MOUSE	UD19_HUMAN, UD18_HUMAN, UD110_HUMAN, UD17_HUMAN
OG0000094	B4GN4_MOUSE	B4GN4_HUMAN
OG0000094	B4GN3_MOUSE	B4GN3_HUMAN
OG0000095	GRIA1_MOUSE	GRIA1_HUMAN
OG0000095	GRIA2_MOUSE	GRIA2_HUMAN
OG0000095	GRIA4_MOUSE	GRIA4_HUMAN
OG0000095	GRIA3_MOUSE	GRIA3_HUMAN
OG0000095	GRIK3_MOUSE	GRIK3_HUMAN
OG0000095	GRIK1_MOUSE	GRIK1_HUMAN
OG0000095	GRIK2_MOUSE	GRIK2_HUMAN
OG0000095	GRIK4_MOUSE	GRIK4_HUMAN
OG0000095	GRIK5_MOUSE	GRIK5_HUMAN
OG0000096	KV5A6_MOUSE, KV5A3_MOUSE, KV5A4_MOUSE	KV401_HUMAN, TVA4_HUMAN, TVAZ1_HUMAN, TVAZ2_HUMAN, KV37_HUMAN, KVD07_HUMAN, KV315_HUMAN, KVD15_HUMAN, KV311_HUMAN, KVD11_HUMAN, KV320_HUMAN, KVD20_HUMAN
OG0000096	IGKC_MOUSE	KV139_HUMAN, KVD39_HUMAN, KV133_HUMAN, KVD33_HUMAN, KV137_HUMAN, KVD37_HUMAN, KV127_HUMAN, KVD42_HUMAN, KV109_HUMAN, KVD43_HUMAN, KV108_HUMAN, KVD08_HUMAN, KV113_HUMAN, KVD13_HUMAN, KVD17_HUMAN, KV106_HUMAN, KV117_HUMAN, KV116_HUMAN, KVD16_HUMAN, KV112_HUMAN, KVD12_HUMAN, KV105_HUMAN, IGKC_HUMAN, IGK_HUMAN
