# SignalP-6.0	Organism: Eukarya	Timestamp: 20260618101210
# ID	Prediction	OTHER	SP(Sec/SPI)	CS Position
KAK2546648.1	OTHER	1.000000	0.000000	
KAK2546649.1	OTHER	1.000000	0.000000	
KAK2546650.1	OTHER	1.000000	0.000000	
KAK2546651.1	OTHER	1.000000	0.000002	
KAK2546652.1	OTHER	0.999987	0.000000	
KAK2546653.1	OTHER	0.555910	0.444095	
KAK2546654.1	OTHER	0.999977	0.000000	
KAK2546655.1	OTHER	1.000000	0.000000	
KAK2546656.1	OTHER	1.000000	0.000000	
KAK2546657.1	OTHER	0.999998	0.000000	
KAK2546658.1	OTHER	0.999990	0.000000	
KAK2546659.1	OTHER	1.000000	0.000000	
KAK2546660.1	OTHER	1.000000	0.000000	
KAK2546661.1	OTHER	1.000000	0.000000	
KAK2546662.1	OTHER	1.000000	0.000000	
KAK2546663.1	OTHER	1.000000	0.000000	
KAK2546664.1	OTHER	1.000000	0.000000	
KAK2546665.1	OTHER	1.000000	0.000000	
KAK2546666.1	OTHER	1.000000	0.000000	
KAK2546667.1	OTHER	1.000000	0.000000	
KAK2546668.1	OTHER	1.000000	0.000000	
KAK2546669.1	OTHER	1.000000	0.000000	
KAK2546670.1	OTHER	1.000000	0.000000	
KAK2546671.1	OTHER	1.000000	0.000000	
KAK2546672.1	OTHER	0.999998	0.000000	
KAK2546673.1	OTHER	1.000000	0.000000	
KAK2546674.1	OTHER	1.000000	0.000000	
KAK2546675.1	OTHER	1.000000	0.000000	
KAK2546676.1	OTHER	1.000000	0.000000	
KAK2546677.1	OTHER	0.999985	0.000000	
KAK2546678.1	OTHER	1.000000	0.000000	
KAK2546679.1	OTHER	1.000000	0.000000	
KAK2546680.1	OTHER	1.000000	0.000000	
KAK2546681.1	OTHER	1.000000	0.000000	
KAK2546682.1	OTHER	1.000000	0.000000	
KAK2546683.1	OTHER	1.000000	0.000000	
KAK2546684.1	OTHER	1.000000	0.000000	
KAK2546685.1	OTHER	1.000000	0.000000	
KAK2546686.1	OTHER	1.000000	0.000000	
KAK2546687.1	OTHER	1.000000	0.000000	
KAK2546688.1	OTHER	1.000000	0.000000	
KAK2546689.1	OTHER	1.000000	0.000000	
KAK2546690.1	OTHER	1.000000	0.000000	
KAK2546691.1	OTHER	1.000000	0.000000	
KAK2546692.1	OTHER	1.000000	0.000000	
KAK2546693.1	OTHER	1.000000	0.000000	
KAK2546694.1	OTHER	0.999995	0.000000	
KAK2546695.1	OTHER	1.000000	0.000000	
KAK2546696.1	SP	0.000166	0.999831	CS pos: 21-22. Pr: 0.9839
KAK2546697.1	OTHER	1.000000	0.000000	
KAK2546698.1	OTHER	1.000000	0.000000	
KAK2546699.1	OTHER	1.000000	0.000000	
KAK2546700.1	OTHER	1.000000	0.000000	
KAK2546701.1	OTHER	1.000000	0.000000	
KAK2546702.1	SP	0.223146	0.776811	CS pos: 25-26. Pr: 0.7012
KAK2546703.1	OTHER	1.000000	0.000000	
KAK2546704.1	OTHER	1.000000	0.000000	
KAK2546705.1	OTHER	1.000000	0.000000	
KAK2546706.1	OTHER	1.000000	0.000000	
KAK2546707.1	OTHER	1.000000	0.000000	
KAK2546708.1	OTHER	1.000000	0.000000	
KAK2546709.1	OTHER	1.000000	0.000000	
KAK2546710.1	OTHER	1.000000	0.000000	
KAK2546711.1	OTHER	1.000000	0.000000	
KAK2546712.1	OTHER	1.000000	0.000000	
KAK2546713.1	OTHER	0.999994	0.000000	
KAK2546714.1	OTHER	1.000000	0.000000	
KAK2546715.1	OTHER	0.980081	0.019900	
KAK2546716.1	OTHER	1.000000	0.000000	
KAK2546717.1	OTHER	0.999993	0.000000	
KAK2546718.1	OTHER	0.999998	0.000000	
KAK2546719.1	OTHER	1.000000	0.000000	
KAK2546720.1	OTHER	1.000000	0.000000	
KAK2546721.1	OTHER	0.999999	0.000000	
KAK2546722.1	OTHER	1.000000	0.000000	
KAK2546723.1	OTHER	1.000000	0.000000	
KAK2546724.1	OTHER	1.000000	0.000000	
KAK2546725.1	OTHER	1.000000	0.000000	
KAK2546726.1	OTHER	1.000000	0.000000	
KAK2546727.1	OTHER	1.000000	0.000000	
KAK2546728.1	OTHER	1.000000	0.000000	
KAK2546729.1	OTHER	0.999998	0.000000	
KAK2546730.1	OTHER	1.000000	0.000000	
KAK2546731.1	OTHER	1.000000	0.000000	
KAK2546732.1	OTHER	1.000000	0.000000	
KAK2546733.1	OTHER	1.000000	0.000000	
KAK2546734.1	OTHER	1.000000	0.000000	
KAK2546735.1	OTHER	1.000000	0.000000	
KAK2546736.1	OTHER	0.999994	0.000000	
KAK2546737.1	OTHER	1.000000	0.000000	
KAK2546738.1	OTHER	1.000000	0.000000	
KAK2546739.1	OTHER	1.000000	0.000000	
KAK2546740.1	OTHER	0.999995	0.000000	
KAK2546741.1	OTHER	0.999958	0.000037	
KAK2546742.1	OTHER	1.000000	0.000000	
KAK2546743.1	OTHER	1.000000	0.000000	
KAK2546744.1	OTHER	1.000000	0.000000	
KAK2546745.1	OTHER	1.000000	0.000000	
KAK2546746.1	OTHER	1.000000	0.000000	
KAK2546747.1	OTHER	1.000000	0.000000	
KAK2546748.1	OTHER	1.000000	0.000000	
KAK2546749.1	OTHER	0.748796	0.251207	
KAK2546750.1	OTHER	1.000000	0.000000	
KAK2546751.1	OTHER	1.000000	0.000000	
KAK2546752.1	OTHER	1.000000	0.000000	
KAK2546753.1	OTHER	1.000000	0.000000	
KAK2546754.1	OTHER	0.999990	0.000000	
KAK2546755.1	OTHER	1.000000	0.000000	
KAK2546756.1	OTHER	1.000000	0.000000	
KAK2546757.1	OTHER	1.000000	0.000000	
KAK2546758.1	OTHER	1.000000	0.000000	
KAK2546759.1	OTHER	1.000000	0.000000	
KAK2546760.1	OTHER	1.000000	0.000000	
KAK2546761.1	OTHER	1.000000	0.000000	
KAK2546762.1	OTHER	1.000000	0.000000	
KAK2546763.1	OTHER	1.000000	0.000000	
KAK2546764.1	OTHER	0.999990	0.000000	
KAK2546765.1	OTHER	1.000000	0.000000	
KAK2546766.1	OTHER	1.000000	0.000000	
KAK2546767.1	OTHER	1.000000	0.000000	
KAK2546768.1	OTHER	0.999999	0.000000	
KAK2546769.1	OTHER	1.000000	0.000000	
KAK2546770.1	OTHER	0.999993	0.000000	
KAK2546771.1	OTHER	1.000000	0.000000	
KAK2546772.1	SP	0.000156	0.999844	CS pos: 23-24. Pr: 0.9803
KAK2546773.1	OTHER	1.000000	0.000000	
KAK2546774.1	OTHER	1.000000	0.000000	
KAK2546775.1	OTHER	0.999996	0.000000	
KAK2546776.1	OTHER	1.000000	0.000000	
KAK2546777.1	SP	0.000160	0.999843	CS pos: 32-33. Pr: 0.9634
KAK2546778.1	OTHER	1.000000	0.000000	
KAK2546779.1	OTHER	0.999995	0.000000	
KAK2546780.1	OTHER	1.000000	0.000000	
KAK2546781.1	OTHER	1.000000	0.000000	
KAK2546782.1	OTHER	1.000000	0.000000	
KAK2546783.1	OTHER	1.000000	0.000000	
KAK2546784.1	SP	0.000149	0.999853	CS pos: 17-18. Pr: 0.9800
KAK2546785.1	SP	0.000141	0.999876	CS pos: 21-22. Pr: 0.9826
KAK2546786.1	OTHER	1.000000	0.000000	
KAK2546787.1	OTHER	1.000000	0.000000	
KAK2546788.1	OTHER	0.999994	0.000000	
KAK2546789.1	OTHER	1.000000	0.000000	
KAK2546790.1	OTHER	0.999998	0.000000	
KAK2546791.1	OTHER	1.000000	0.000000	
KAK2546792.1	OTHER	1.000000	0.000000	
KAK2546793.1	OTHER	1.000000	0.000000	
KAK2546794.1	SP	0.000204	0.999805	CS pos: 23-24. Pr: 0.9828
KAK2546795.1	OTHER	1.000000	0.000000	
KAK2546796.1	OTHER	1.000000	0.000000	
KAK2546797.1	OTHER	0.992561	0.007479	
KAK2546798.1	OTHER	0.999991	0.000000	
KAK2546799.1	OTHER	1.000000	0.000000	
KAK2546800.1	OTHER	1.000000	0.000000	
KAK2546801.1	OTHER	1.000000	0.000000	
KAK2546802.1	OTHER	1.000000	0.000000	
KAK2546803.1	OTHER	0.999988	0.000000	
KAK2546804.1	OTHER	1.000000	0.000000	
KAK2546805.1	OTHER	1.000000	0.000000	
KAK2546806.1	OTHER	1.000000	0.000000	
KAK2546807.1	OTHER	1.000000	0.000000	
KAK2546808.1	OTHER	1.000000	0.000000	
KAK2546809.1	OTHER	1.000000	0.000000	
KAK2546810.1	OTHER	1.000000	0.000000	
KAK2546811.1	SP	0.000151	0.999853	CS pos: 21-22. Pr: 0.9727
KAK2546812.1	OTHER	1.000000	0.000000	
KAK2546813.1	OTHER	1.000000	0.000000	
KAK2546814.1	OTHER	1.000000	0.000000	
KAK2546815.1	OTHER	1.000000	0.000000	
KAK2546816.1	OTHER	0.999997	0.000000	
KAK2546817.1	OTHER	0.999995	0.000000	
KAK2546818.1	OTHER	1.000000	0.000000	
KAK2546819.1	OTHER	0.999989	0.000000	
KAK2546820.1	OTHER	0.833364	0.166658	
KAK2546821.1	OTHER	0.999992	0.000000	
KAK2546822.1	OTHER	1.000000	0.000000	
KAK2546823.1	OTHER	1.000000	0.000000	
KAK2546824.1	OTHER	1.000000	0.000000	
KAK2546825.1	OTHER	1.000000	0.000000	
KAK2546826.1	OTHER	1.000000	0.000000	
KAK2546827.1	OTHER	1.000000	0.000000	
KAK2546828.1	OTHER	1.000000	0.000000	
KAK2546829.1	OTHER	1.000000	0.000000	
KAK2546830.1	OTHER	1.000000	0.000000	
KAK2546831.1	OTHER	1.000000	0.000000	
KAK2546832.1	OTHER	1.000000	0.000000	
KAK2546833.1	OTHER	0.999998	0.000000	
KAK2546834.1	OTHER	1.000000	0.000000	
KAK2546835.1	OTHER	1.000000	0.000000	
KAK2546836.1	OTHER	0.999985	0.000000	
KAK2546837.1	OTHER	1.000000	0.000000	
KAK2546838.1	OTHER	1.000000	0.000000	
KAK2546839.1	OTHER	0.999994	0.000000	
KAK2546840.1	OTHER	1.000000	0.000000	
KAK2546841.1	SP	0.333471	0.666559	CS pos: 28-29. Pr: 0.6465
KAK2546842.1	OTHER	1.000000	0.000000	
KAK2546843.1	OTHER	1.000000	0.000000	
KAK2546844.1	OTHER	1.000000	0.000000	
KAK2546845.1	OTHER	0.999998	0.000000	
KAK2546846.1	OTHER	1.000000	0.000000	
KAK2546847.1	OTHER	1.000000	0.000000	
KAK2546848.1	OTHER	0.999995	0.000000	
KAK2546849.1	OTHER	1.000000	0.000000	
KAK2546850.1	OTHER	1.000000	0.000000	
KAK2546851.1	OTHER	1.000000	0.000000	
KAK2546852.1	OTHER	1.000000	0.000000	
KAK2546853.1	OTHER	1.000000	0.000000	
KAK2546854.1	OTHER	1.000000	0.000000	
KAK2546855.1	OTHER	0.869593	0.130399	
KAK2546856.1	SP	0.000167	0.999862	CS pos: 24-25. Pr: 0.9789
KAK2546857.1	OTHER	1.000000	0.000000	
KAK2546858.1	OTHER	1.000000	0.000000	
KAK2546859.1	SP	0.000145	0.999868	CS pos: 23-24. Pr: 0.9819
KAK2546860.1	OTHER	1.000000	0.000000	
KAK2546861.1	OTHER	1.000000	0.000000	
KAK2546862.1	OTHER	1.000000	0.000000	
KAK2546863.1	OTHER	0.999982	0.000000	
KAK2546864.1	OTHER	1.000000	0.000000	
KAK2546865.1	OTHER	1.000000	0.000000	
KAK2546866.1	OTHER	1.000000	0.000000	
KAK2546867.1	OTHER	1.000000	0.000000	
KAK2546868.1	OTHER	1.000000	0.000000	
KAK2546869.1	OTHER	0.999983	0.000000	
KAK2546870.1	OTHER	0.999992	0.000000	
KAK2546871.1	OTHER	1.000000	0.000000	
KAK2546872.1	OTHER	1.000000	0.000000	
KAK2546873.1	OTHER	1.000000	0.000000	
KAK2546874.1	SP	0.000151	0.999821	CS pos: 19-20. Pr: 0.9850
KAK2546875.1	OTHER	0.999988	0.000000	
KAK2546876.1	OTHER	1.000000	0.000000	
KAK2546877.1	OTHER	1.000000	0.000000	
KAK2546878.1	OTHER	1.000000	0.000000	
KAK2546879.1	OTHER	1.000000	0.000000	
KAK2546880.1	OTHER	1.000000	0.000000	
KAK2546881.1	OTHER	1.000000	0.000000	
KAK2546882.1	OTHER	1.000000	0.000000	
KAK2546883.1	OTHER	0.999991	0.000000	
KAK2546884.1	OTHER	1.000000	0.000000	
KAK2546885.1	OTHER	1.000000	0.000000	
KAK2546886.1	OTHER	1.000000	0.000000	
KAK2546887.1	OTHER	1.000000	0.000000	
KAK2546888.1	OTHER	0.999987	0.000000	
KAK2546889.1	OTHER	1.000000	0.000000	
KAK2546890.1	OTHER	1.000000	0.000000	
KAK2546891.1	OTHER	0.999999	0.000000	
KAK2546892.1	OTHER	1.000000	0.000000	
KAK2546893.1	SP	0.000197	0.999819	CS pos: 23-24. Pr: 0.9871
KAK2546894.1	OTHER	1.000000	0.000000	
KAK2546895.1	OTHER	1.000000	0.000000	
KAK2546896.1	OTHER	1.000000	0.000000	
KAK2546897.1	OTHER	1.000000	0.000000	
KAK2546898.1	OTHER	0.999979	0.000000	
KAK2546899.1	OTHER	1.000000	0.000000	
KAK2546900.1	OTHER	0.999998	0.000000	
KAK2546901.1	OTHER	1.000000	0.000000	
KAK2546902.1	OTHER	1.000000	0.000000	
KAK2546903.1	OTHER	1.000000	0.000000	
KAK2546904.1	OTHER	1.000000	0.000000	
KAK2546905.1	OTHER	1.000000	0.000000	
KAK2546906.1	OTHER	0.999990	0.000000	
KAK2546907.1	OTHER	1.000000	0.000000	
KAK2546908.1	OTHER	1.000000	0.000000	
KAK2546909.1	OTHER	1.000000	0.000000	
KAK2546910.1	OTHER	0.999994	0.000000	
KAK2546911.1	OTHER	1.000000	0.000000	
KAK2546912.1	OTHER	0.999999	0.000000	
KAK2546913.1	OTHER	1.000000	0.000000	
KAK2546914.1	OTHER	1.000000	0.000000	
KAK2546915.1	OTHER	1.000000	0.000000	
KAK2546916.1	OTHER	1.000000	0.000000	
KAK2546917.1	OTHER	1.000000	0.000000	
KAK2546918.1	OTHER	1.000000	0.000000	
KAK2546919.1	OTHER	0.999984	0.000000	
KAK2546920.1	OTHER	0.999996	0.000000	
KAK2546921.1	OTHER	1.000000	0.000000	
KAK2546922.1	OTHER	1.000000	0.000000	
KAK2546923.1	SP	0.000146	0.999870	CS pos: 17-18. Pr: 0.9811
KAK2546924.1	OTHER	0.999988	0.000000	
KAK2546925.1	OTHER	1.000000	0.000000	
KAK2546926.1	OTHER	0.836198	0.163812	
KAK2546927.1	OTHER	1.000000	0.000000	
KAK2546928.1	OTHER	0.999991	0.000000	
KAK2546929.1	OTHER	1.000000	0.000001	
KAK2546930.1	OTHER	1.000000	0.000000	
KAK2546931.1	OTHER	1.000000	0.000000	
KAK2546932.1	OTHER	1.000000	0.000000	
KAK2546933.1	OTHER	1.000000	0.000000	
KAK2546934.1	OTHER	1.000000	0.000001	
KAK2546935.1	OTHER	1.000000	0.000000	
KAK2546936.1	OTHER	1.000000	0.000000	
KAK2546937.1	OTHER	0.999995	0.000000	
KAK2546938.1	OTHER	1.000000	0.000000	
KAK2546939.1	OTHER	1.000000	0.000000	
KAK2546940.1	OTHER	0.999984	0.000000	
KAK2546941.1	OTHER	1.000000	0.000003	
KAK2546942.1	OTHER	0.999972	0.000000	
KAK2546943.1	OTHER	0.999988	0.000000	
KAK2546944.1	OTHER	1.000000	0.000000	
KAK2546945.1	OTHER	1.000000	0.000000	
KAK2546946.1	OTHER	0.999981	0.000000	
KAK2546947.1	OTHER	1.000000	0.000000	
KAK2546948.1	OTHER	1.000000	0.000000	
KAK2546949.1	OTHER	1.000000	0.000000	
KAK2546950.1	OTHER	1.000000	0.000000	
KAK2546951.1	OTHER	1.000000	0.000000	
KAK2546952.1	OTHER	0.999973	0.000000	
KAK2546953.1	OTHER	0.999984	0.000000	
KAK2546954.1	OTHER	1.000000	0.000000	
KAK2546955.1	OTHER	0.999979	0.000000	
KAK2546956.1	OTHER	1.000000	0.000000	
KAK2546957.1	OTHER	1.000000	0.000000	
KAK2546958.1	OTHER	1.000000	0.000000	
KAK2546959.1	OTHER	0.642108	0.357902	
KAK2546960.1	OTHER	0.999987	0.000000	
KAK2546961.1	SP	0.000164	0.999825	CS pos: 21-22. Pr: 0.9844
KAK2546962.1	SP	0.224691	0.775328	CS pos: 28-29. Pr: 0.4458
KAK2546963.1	OTHER	1.000000	0.000000	
KAK2546964.1	OTHER	1.000000	0.000000	
KAK2546965.1	OTHER	1.000000	0.000000	
KAK2546966.1	OTHER	1.000000	0.000000	
KAK2546967.1	OTHER	1.000000	0.000000	
KAK2546968.1	OTHER	1.000000	0.000000	
KAK2546969.1	OTHER	1.000000	0.000000	
KAK2546970.1	OTHER	1.000000	0.000000	
KAK2546971.1	OTHER	1.000000	0.000000	
KAK2546972.1	OTHER	1.000000	0.000000	
KAK2546973.1	OTHER	0.796391	0.203621	
KAK2546974.1	OTHER	1.000000	0.000000	
KAK2546975.1	OTHER	1.000000	0.000000	
KAK2546976.1	OTHER	1.000000	0.000000	
KAK2546977.1	OTHER	1.000000	0.000000	
KAK2546978.1	OTHER	0.999999	0.000000	
KAK2546979.1	OTHER	1.000000	0.000000	
KAK2546980.1	OTHER	0.999991	0.000000	
KAK2546981.1	OTHER	0.834142	0.165854	
KAK2546982.1	OTHER	1.000000	0.000000	
KAK2546983.1	OTHER	1.000000	0.000000	
KAK2546984.1	OTHER	1.000000	0.000000	
KAK2546985.1	OTHER	1.000000	0.000000	
KAK2546986.1	OTHER	1.000000	0.000000	
KAK2546987.1	OTHER	1.000000	0.000000	
KAK2546988.1	OTHER	1.000000	0.000000	
KAK2546989.1	OTHER	1.000000	0.000000	
KAK2546990.1	OTHER	1.000000	0.000000	
KAK2546991.1	OTHER	1.000000	0.000000	
KAK2546992.1	OTHER	1.000000	0.000000	
KAK2546993.1	OTHER	1.000000	0.000000	
KAK2546994.1	OTHER	0.999985	0.000017	
KAK2546995.1	OTHER	1.000000	0.000000	
KAK2546996.1	OTHER	0.999992	0.000000	
KAK2546997.1	OTHER	1.000000	0.000000	
KAK2546998.1	OTHER	1.000000	0.000000	
KAK2546999.1	OTHER	1.000000	0.000000	
KAK2547000.1	OTHER	1.000000	0.000000	
KAK2547001.1	OTHER	1.000000	0.000000	
KAK2547002.1	OTHER	0.999994	0.000000	
KAK2547003.1	OTHER	1.000000	0.000000	
KAK2547004.1	OTHER	1.000000	0.000000	
KAK2547005.1	OTHER	1.000000	0.000000	
KAK2547006.1	SP	0.065993	0.933973	CS pos: 40-41. Pr: 0.8857
KAK2547007.1	OTHER	0.834120	0.165874	
KAK2547008.1	OTHER	1.000000	0.000000	
KAK2547009.1	OTHER	1.000000	0.000000	
KAK2547010.1	OTHER	1.000000	0.000000	
KAK2547011.1	OTHER	1.000000	0.000000	
KAK2547012.1	OTHER	1.000000	0.000000	
KAK2547013.1	OTHER	0.999999	0.000000	
KAK2547014.1	OTHER	0.999986	0.000000	
KAK2547015.1	OTHER	1.000000	0.000000	
KAK2547016.1	OTHER	1.000000	0.000000	
KAK2547017.1	OTHER	1.000000	0.000000	
KAK2547018.1	OTHER	1.000000	0.000000	
KAK2547019.1	OTHER	1.000000	0.000000	
KAK2547020.1	OTHER	1.000000	0.000000	
KAK2547021.1	OTHER	1.000000	0.000000	
KAK2547022.1	OTHER	1.000000	0.000000	
KAK2547023.1	OTHER	1.000000	0.000000	
KAK2547024.1	OTHER	1.000000	0.000000	
KAK2547025.1	OTHER	1.000000	0.000000	
KAK2547026.1	OTHER	1.000000	0.000000	
KAK2547027.1	SP	0.000209	0.999787	CS pos: 28-29. Pr: 0.9288
KAK2547028.1	OTHER	1.000000	0.000000	
KAK2547029.1	OTHER	0.999988	0.000000	
KAK2547030.1	OTHER	1.000000	0.000000	
KAK2547031.1	OTHER	1.000000	0.000000	
KAK2547032.1	OTHER	1.000000	0.000000	
KAK2547033.1	OTHER	1.000000	0.000000	
KAK2547034.1	OTHER	1.000000	0.000000	
KAK2547035.1	OTHER	0.849604	0.150415	
KAK2547036.1	SP	0.000200	0.999802	CS pos: 19-20. Pr: 0.9813
KAK2547037.1	OTHER	1.000000	0.000000	
KAK2547038.1	SP	0.403638	0.596370	CS pos: 18-19. Pr: 0.4736
KAK2547039.1	OTHER	1.000000	0.000000	
KAK2547040.1	OTHER	1.000000	0.000000	
KAK2547041.1	OTHER	1.000000	0.000000	
KAK2547042.1	OTHER	1.000000	0.000000	
KAK2547043.1	OTHER	1.000000	0.000000	
KAK2547044.1	OTHER	0.999997	0.000000	
KAK2547045.1	OTHER	1.000000	0.000000	
KAK2547046.1	OTHER	0.999999	0.000000	
KAK2547047.1	OTHER	1.000000	0.000000	
KAK2547048.1	OTHER	1.000000	0.000000	
KAK2547049.1	OTHER	1.000000	0.000000	
KAK2547050.1	OTHER	0.998210	0.001771	
KAK2547051.1	OTHER	0.999997	0.000000	
KAK2547052.1	OTHER	0.666255	0.333737	
KAK2547053.1	OTHER	1.000000	0.000000	
KAK2547054.1	OTHER	1.000000	0.000000	
KAK2547055.1	OTHER	1.000000	0.000000	
KAK2547056.1	OTHER	1.000000	0.000000	
KAK2547057.1	OTHER	1.000000	0.000000	
KAK2547058.1	OTHER	1.000000	0.000000	
KAK2547059.1	OTHER	1.000000	0.000000	
KAK2547060.1	OTHER	1.000000	0.000000	
KAK2547061.1	OTHER	1.000000	0.000000	
KAK2547062.1	SP	0.000172	0.999849	CS pos: 37-38. Pr: 0.9790
KAK2547063.1	OTHER	1.000000	0.000000	
KAK2547064.1	OTHER	1.000000	0.000000	
KAK2547065.1	OTHER	0.999996	0.000000	
KAK2547066.1	OTHER	1.000000	0.000000	
KAK2547067.1	OTHER	1.000000	0.000000	
KAK2547068.1	OTHER	0.999980	0.000000	
KAK2547069.1	OTHER	1.000000	0.000000	
KAK2547070.1	OTHER	1.000000	0.000000	
KAK2547071.1	SP	0.000146	0.999864	CS pos: 22-23. Pr: 0.9839
KAK2547072.1	SP	0.000146	0.999864	CS pos: 22-23. Pr: 0.9839
KAK2547073.1	OTHER	1.000000	0.000000	
KAK2547074.1	SP	0.000189	0.999792	CS pos: 20-21. Pr: 0.9654
KAK2547075.1	OTHER	1.000000	0.000000	
KAK2547076.1	OTHER	1.000000	0.000000	
KAK2547077.1	OTHER	1.000000	0.000000	
KAK2547078.1	OTHER	1.000000	0.000000	
KAK2547079.1	OTHER	1.000000	0.000000	
KAK2547080.1	OTHER	1.000000	0.000000	
KAK2547081.1	OTHER	1.000000	0.000000	
KAK2547082.1	OTHER	1.000000	0.000000	
KAK2547083.1	OTHER	1.000000	0.000000	
KAK2547084.1	OTHER	1.000000	0.000000	
KAK2547085.1	OTHER	0.999984	0.000000	
KAK2547086.1	OTHER	1.000000	0.000000	
KAK2547087.1	SP	0.000155	0.999838	CS pos: 18-19. Pr: 0.9782
KAK2547088.1	SP	0.000146	0.999857	CS pos: 23-24. Pr: 0.9821
KAK2547089.1	OTHER	1.000000	0.000000	
KAK2547090.1	OTHER	1.000000	0.000000	
KAK2547091.1	OTHER	0.999982	0.000000	
KAK2547092.1	OTHER	1.000000	0.000000	
KAK2547093.1	OTHER	1.000000	0.000000	
KAK2547094.1	OTHER	1.000000	0.000000	
KAK2547095.1	OTHER	1.000000	0.000000	
KAK2547096.1	OTHER	1.000000	0.000000	
KAK2547097.1	OTHER	0.999996	0.000000	
KAK2547098.1	OTHER	1.000000	0.000000	
KAK2547099.1	OTHER	1.000000	0.000000	
KAK2547100.1	OTHER	0.999982	0.000000	
KAK2547101.1	OTHER	0.999997	0.000000	
KAK2547102.1	OTHER	1.000000	0.000000	
KAK2547103.1	OTHER	1.000000	0.000000	
KAK2547104.1	OTHER	1.000000	0.000000	
KAK2547105.1	OTHER	1.000000	0.000000	
KAK2547106.1	OTHER	1.000000	0.000000	
KAK2547107.1	OTHER	1.000000	0.000000	
KAK2547108.1	OTHER	1.000000	0.000000	
KAK2547109.1	OTHER	1.000000	0.000000	
KAK2547110.1	OTHER	1.000000	0.000000	
KAK2547111.1	OTHER	1.000000	0.000000	
KAK2547112.1	OTHER	1.000000	0.000000	
KAK2547113.1	OTHER	1.000000	0.000000	
KAK2547114.1	OTHER	1.000000	0.000000	
KAK2547115.1	OTHER	1.000000	0.000000	
KAK2547116.1	OTHER	0.999989	0.000000	
KAK2547117.1	OTHER	1.000000	0.000000	
KAK2547118.1	OTHER	1.000000	0.000000	
KAK2547119.1	OTHER	0.999953	0.000054	
KAK2547120.1	OTHER	1.000000	0.000000	
KAK2547121.1	SP	0.000200	0.999802	CS pos: 19-20. Pr: 0.9813
KAK2547122.1	OTHER	1.000000	0.000000	
KAK2547123.1	OTHER	1.000000	0.000000	
KAK2547124.1	OTHER	1.000000	0.000000	
KAK2547125.1	OTHER	1.000000	0.000000	
KAK2547126.1	OTHER	1.000000	0.000000	
KAK2547127.1	OTHER	1.000000	0.000000	
KAK2547128.1	OTHER	1.000000	0.000000	
KAK2547129.1	OTHER	1.000000	0.000000	
KAK2547130.1	OTHER	1.000000	0.000000	
KAK2547131.1	OTHER	1.000000	0.000000	
KAK2547132.1	OTHER	0.999978	0.000000	
KAK2547133.1	OTHER	1.000000	0.000000	
KAK2547134.1	OTHER	1.000000	0.000000	
KAK2547135.1	OTHER	0.999999	0.000000	
KAK2547136.1	OTHER	1.000000	0.000000	
KAK2547137.1	OTHER	1.000000	0.000000	
KAK2547138.1	OTHER	1.000000	0.000000	
KAK2547139.1	SP	0.000182	0.999808	CS pos: 34-35. Pr: 0.9799
KAK2547140.1	OTHER	0.999998	0.000000	
KAK2547141.1	OTHER	1.000000	0.000000	
KAK2547142.1	OTHER	0.999994	0.000000	
KAK2547143.1	OTHER	1.000000	0.000000	
KAK2547144.1	OTHER	1.000000	0.000000	
