Orthogroup	Species	Gfas	Orthologs
OG0000392	Nvec	gfas1.m1.3453.m1, gfas1.m1.3456.m1, gfas1.m1.3447.m1, gfas1.m1.20202.m1	NV2t025507001.1
OG0000393	Nvec	gfas1.m1.4846.m1, gfas1.m1.7187.m1, gfas1.m1.4853.m1, gfas1.m1.4852.m1, gfas1.m1.748.m1, gfas1.m1.464.m1, gfas1.m1.19877.m1, gfas1.m1.22243.m1, gfas1.m1.21992.m1, gfas1.m1.5104.m1, gfas1.m1.21970.m1, gfas1.m1.6668.m1, gfas1.m1.21012.m1, gfas1.m1.19555.m1, gfas1.m1.22113.m1, gfas1.m1.6665.m1	NV2t007057001.1
OG0000394	Hsap	gfas1.m1.14634.m1, gfas1.m1.1032.m1, gfas1.m1.14633.m1	ARHGP_HUMAN, KALRN_HUMAN, TRIO_HUMAN
OG0000394	Mmus	gfas1.m1.14634.m1, gfas1.m1.1032.m1, gfas1.m1.14633.m1	ARHGP_MOUSE, KALRN_MOUSE, TRIO_MOUSE
OG0000394	Nvec	gfas1.m1.14634.m1	NV2t012431004.1, NV2t012431005.1, NV2t012431003.1, NV2t012431001.1, NV2t012431002.1, NV2t012431006.1
OG0000394	Nvec	gfas1.m1.1032.m1	NV2t012698001.1
OG0000394	Nvec	gfas1.m1.14633.m1	NV2t012434001.1
OG0000395	Hsap	gfas1.m1.4027.m1, gfas1.m1.18491.m1, gfas1.m1.4025.m1	CLIC3_HUMAN, CLIC1_HUMAN, CLIC5_HUMAN, CLIC4_HUMAN, CLIC2_HUMAN, CLIC6_HUMAN
OG0000395	Mmus	gfas1.m1.4027.m1, gfas1.m1.18491.m1, gfas1.m1.4025.m1	CLIC3_MOUSE, CLIC1_MOUSE, CLIC5_MOUSE, CLIC4_MOUSE, CLIC6_MOUSE
OG0000395	Nvec	gfas1.m1.4027.m1	NV2t008876001.1
OG0000395	Nvec	gfas1.m1.18491.m1, gfas1.m1.4025.m1	NV2t008310001.1, NV2t008692001.1
OG0000396	Hsap	gfas1.m1.8930.m1, gfas1.m1.8931.m1, gfas1.m1.12017.m1	HS3SB_HUMAN, HS3SA_HUMAN, HS3S6_HUMAN, HS3S4_HUMAN, HS3S2_HUMAN, HS3S5_HUMAN, HS3S1_HUMAN
OG0000396	Mmus	gfas1.m1.8930.m1, gfas1.m1.8931.m1, gfas1.m1.12017.m1	HS3SB_MOUSE, HS3SA_MOUSE, HS3S6_MOUSE, HS3S2_MOUSE, HS3S5_MOUSE, HS3S1_MOUSE
OG0000396	Nvec	gfas1.m1.8930.m1, gfas1.m1.8931.m1, gfas1.m1.12017.m1	NV2t007667001.1
OG0000397	Hsap	gfas1.m1.15732.m1, gfas1.m1.16242.m1, gfas1.m1.8354.m1, gfas1.m1.8353.m1, gfas1.m1.8545.m1, gfas1.m1.8352.m1, gfas1.m1.6291.m1	FAS_HUMAN
OG0000397	Mmus	gfas1.m1.15732.m1, gfas1.m1.16242.m1, gfas1.m1.8354.m1, gfas1.m1.8353.m1, gfas1.m1.8545.m1, gfas1.m1.8352.m1, gfas1.m1.6291.m1	FAS_MOUSE
OG0000397	Nvec	gfas1.m1.16242.m1, gfas1.m1.8354.m1, gfas1.m1.8353.m1, gfas1.m1.8545.m1, gfas1.m1.8352.m1	NV2t007404001.1, NV2t007407002.1, NV2t007407001.1, NV2t021516001.1, NV2t025535002.1, NV2t025535004.1, NV2t025535003.1
OG0000397	Nvec	gfas1.m1.6291.m1	NV2t011492001.1
OG0000398	Hsap	gfas1.m1.3943.m1, gfas1.m1.2848.m1, gfas1.m1.16075.m1, gfas1.m1.6507.m1, gfas1.m1.8128.m1	TMM26_HUMAN
OG0000398	Mmus	gfas1.m1.3943.m1, gfas1.m1.2848.m1, gfas1.m1.16075.m1, gfas1.m1.6507.m1, gfas1.m1.8128.m1	TMM26_MOUSE
OG0000398	Nvec	gfas1.m1.3943.m1, gfas1.m1.2848.m1	NV2t007520001.1
OG0000398	Nvec	gfas1.m1.16075.m1	NV2t013542001.1, NV2t013542002.1
OG0000398	Nvec	gfas1.m1.6507.m1	NV2t020581001.1, NV2t020584001.1, NV2t020581004.1, NV2t020581002.1, NV2t020584002.1, NV2t020581003.1
OG0000398	Nvec	gfas1.m1.8128.m1	NV2t002198001.1
OG0000399	Hsap	gfas1.m1.8305.m1, gfas1.m1.6757.m1, gfas1.m1.8003.m1, gfas1.m1.8004.m1	FMO5_HUMAN, FMO2_HUMAN, FMO4_HUMAN, FMO1_HUMAN, FMO6_HUMAN, FMO3_HUMAN
OG0000399	Mmus	gfas1.m1.8305.m1, gfas1.m1.6757.m1, gfas1.m1.8003.m1, gfas1.m1.8004.m1	FMO5_MOUSE, FMO2_MOUSE, FMO4_MOUSE, FMO1_MOUSE, FMO3_MOUSE
OG0000399	Nvec	gfas1.m1.8305.m1, gfas1.m1.6757.m1	NV2t016188001.1
OG0000399	Nvec	gfas1.m1.8003.m1, gfas1.m1.8004.m1	NV2t015383001.1
OG0000400	Mmus	gfas1.m1.13019.m1, gfas1.m1.15306.m1, gfas1.m1.7830.m1, gfas1.m1.7828.m1, gfas1.m1.4618.m1, gfas1.m1.13018.m1, gfas1.m1.4628.m1, gfas1.m1.3653.m1, gfas1.m1.3650.m1, gfas1.m1.21512.m1	DHB1_MOUSE
OG0000400	Hsap	gfas1.m1.13019.m1, gfas1.m1.15306.m1, gfas1.m1.7830.m1, gfas1.m1.7828.m1, gfas1.m1.4618.m1, gfas1.m1.13018.m1, gfas1.m1.4628.m1, gfas1.m1.3653.m1, gfas1.m1.3650.m1, gfas1.m1.21512.m1	RDH8_HUMAN, DHB1_HUMAN
OG0000400	Nvec	gfas1.m1.15306.m1	NV2t021934001.1, NV2t024071001.1
OG0000400	Nvec	gfas1.m1.7830.m1, gfas1.m1.7828.m1, gfas1.m1.4618.m1, gfas1.m1.13018.m1, gfas1.m1.4628.m1, gfas1.m1.3653.m1, gfas1.m1.3650.m1, gfas1.m1.21512.m1	NV2t017685001.1, NV2t017687001.1
OG0000401	Hsap	gfas1.m1.22842.m1, gfas1.m1.20690.m1, gfas1.m1.19589.m1, gfas1.m1.20275.m1, gfas1.m1.20869.m1, gfas1.m1.20442.m1, gfas1.m1.13396.m1, gfas1.m1.14812.m1	FGRL1_HUMAN
OG0000401	Mmus	gfas1.m1.22842.m1, gfas1.m1.20690.m1, gfas1.m1.19589.m1, gfas1.m1.20275.m1, gfas1.m1.20869.m1, gfas1.m1.20442.m1, gfas1.m1.13396.m1, gfas1.m1.14812.m1	FGRL1_MOUSE
OG0000401	Nvec	gfas1.m1.19589.m1, gfas1.m1.20275.m1, gfas1.m1.20869.m1, gfas1.m1.20442.m1	NV2t019096006.1, NV2t019096001.1, NV2t019096003.1, NV2t019096002.1, NV2t019096005.1, NV2t019096004.1
OG0000401	Nvec	gfas1.m1.13396.m1, gfas1.m1.14812.m1	NV2t019093001.1
OG0000402	Nvec	gfas1.m1.12314.m1	NV2t020672001.1
OG0000402	Nvec	gfas1.m1.12313.m1	NV2t016413001.1, NV2t019229003.1, NV2t008449001.1, NV2t019142001.1, NV2t019229004.1, NV2t019229002.1, NV2t011236001.1, NV2t002682003.1, NV2t015692001.1, NV2t002682005.1, NV2t002682002.1, NV2t002682004.1, NV2t002682001.1, NV2t019229001.1
OG0000403	Hsap	gfas1.m1.14949.m1	CATD_HUMAN, RENI_HUMAN, CATE_HUMAN, PEPC_HUMAN, PEPA3_HUMAN, PEPA5_HUMAN, PEPA4_HUMAN, NAPSA_HUMAN
OG0000403	Mmus	gfas1.m1.14949.m1	CATD_MOUSE, RENI1_MOUSE, RENI2_MOUSE, CATE_MOUSE, PEPC_MOUSE, PEPA5_MOUSE, NAPSA_MOUSE
OG0000403	Nvec	gfas1.m1.14949.m1	NV2t018022001.1
OG0000404	Hsap	gfas1.m1.3756.m1	KI20A_HUMAN
OG0000404	Mmus	gfas1.m1.3756.m1	KI20A_MOUSE
OG0000404	Nvec	gfas1.m1.3756.m1	NV2t008861001.1, NV2t008862001.1, NV2t008857001.1, NV2t008866001.1, NV2t008853003.1, NV2t008853006.1, NV2t008853007.1, NV2t008856001.1, NV2t008865001.1, NV2t008855001.1, NV2t008853001.1, NV2t008853002.1, NV2t008853005.1, NV2t008853004.1
OG0000405	Nvec	gfas1.m1.21362.m1	NV2t002857001.1, NV2t003694001.1, NV2t021373001.1, NV2t025600001.1
OG0000405	Nvec	gfas1.m1.7747.m1	NV2t016820004.1, NV2t008925001.1, NV2t008925002.1, NV2t008925003.1, NV2t007623001.1, NV2t002362001.1, NV2t009387001.1, NV2t014952002.1, NV2t006426001.1, NV2t018956001.1, NV2t018504001.1
OG0000406	Hsap	gfas1.m1.2326.m1	INT6_HUMAN, CT45A_HUMAN, CT452_HUMAN, CT458_HUMAN, CT459_HUMAN, CT455_HUMAN, CT456_HUMAN, CT457_HUMAN, CT451_HUMAN, CT453_HUMAN, SAGE1_HUMAN, SGE2P_HUMAN, INT6L_HUMAN
OG0000406	Mmus	gfas1.m1.2326.m1	INT6_MOUSE, INT6L_MOUSE
OG0000406	Nvec	gfas1.m1.2326.m1	NV2t022763001.1
OG0000407	Hsap	gfas1.m1.13883.m1	ARM10_HUMAN, ARMX3_HUMAN, ARMX6_HUMAN, ARMX1_HUMAN, ARMX2_HUMAN, ARMX4_HUMAN, ARMX5_HUMAN
OG0000407	Mmus	gfas1.m1.13883.m1	ARM10_MOUSE, ARMX3_MOUSE, ARMX6_MOUSE, ARMX1_MOUSE, ARMX2_MOUSE, ARMX5_MOUSE
OG0000407	Nvec	gfas1.m1.13883.m1	NV2t002202003.1, NV2t002202001.1, NV2t002202002.1
OG0000408	Hsap	gfas1.m1.15254.m1	SCRIB_HUMAN
OG0000408	Mmus	gfas1.m1.15254.m1	SCRIB_MOUSE
OG0000408	Nvec	gfas1.m1.15254.m1	NV2t005524011.1, NV2t005524012.1, NV2t005524013.1, NV2t005524014.1, NV2t005524008.1, NV2t005524009.1, NV2t005524010.1, NV2t005524005.1, NV2t005524006.1, NV2t005524007.1, NV2t005524001.1, NV2t005524002.1, NV2t005524003.1, NV2t005524004.1
OG0000409	Hsap	gfas1.m1.2217.m1, gfas1.m1.16337.m1, gfas1.m1.16336.m1	TRPC1_HUMAN, TRPC5_HUMAN, TRPC4_HUMAN, TRPC6_HUMAN, TRPC7_HUMAN, TRPC3_HUMAN
OG0000409	Mmus	gfas1.m1.2217.m1, gfas1.m1.16337.m1, gfas1.m1.16336.m1	TRPC1_MOUSE, TRPC5_MOUSE, TRPC4_MOUSE, TRPC2_MOUSE, TRPC6_MOUSE, TRPC7_MOUSE, TRPC3_MOUSE
OG0000409	Nvec	gfas1.m1.2217.m1, gfas1.m1.16337.m1, gfas1.m1.16336.m1	NV2t007252001.1
OG0000410	Mmus	gfas1.m1.1733.m1	TAF11_MOUSE
OG0000410	Hsap	gfas1.m1.1733.m1	TFKLK_HUMAN, TFKLL_HUMAN, TFKLN_HUMAN, TFKL2_HUMAN, TFLM_HUMAN, TFKL4_HUMAN, TFKL9_HUMAN, TFKL3_HUMAN, TFKL5_HUMAN, TFKL6_HUMAN, TFKL7_HUMAN, TFKL8_HUMAN, TFKLJ_HUMAN, TAF11_HUMAN
OG0000410	Nvec	gfas1.m1.1733.m1	NV2t017580001.1
OG0000411	Hsap	gfas1.m1.20377.m1	CLIP2_HUMAN, CLIP1_HUMAN
OG0000411	Mmus	gfas1.m1.20377.m1	CLIP2_MOUSE, CLIP1_MOUSE
OG0000411	Nvec	gfas1.m1.20377.m1	NV2t015743012.1, NV2t015743010.1, NV2t015743011.1, NV2t015743001.1, NV2t015743004.1, NV2t015743005.1, NV2t015743002.1, NV2t015743006.1, NV2t015743003.1, NV2t015743007.1, NV2t015743009.1, NV2t015743008.1
OG0000412	Hsap	gfas1.m1.2534.m1	RFX1_HUMAN, RFX3_HUMAN, RFX2_HUMAN
OG0000412	Mmus	gfas1.m1.2534.m1	RFX1_MOUSE, RFX3_MOUSE, RFX2_MOUSE
OG0000412	Nvec	gfas1.m1.2534.m1	NV2t001400001.1, NV2t001400007.1, NV2t001400009.1, NV2t001400012.1, NV2t001400008.1, NV2t001400010.1, NV2t001400011.1, NV2t001400006.1, NV2t001400014.1, NV2t001400013.1
OG0000419	Mmus	gfas1.m1.7105.m1, gfas1.m1.21589.m1	NEPN_MOUSE, PODN_MOUSE, PONL1_MOUSE, ASPN_MOUSE, PGS1_MOUSE, PGS2_MOUSE, ECM2_MOUSE
OG0000419	Hsap	gfas1.m1.7105.m1, gfas1.m1.21589.m1	PODN_HUMAN, PONL1_HUMAN, ASPN_HUMAN, PGS1_HUMAN, PGS2_HUMAN, ECM2_HUMAN
OG0000419	Nvec	gfas1.m1.7105.m1, gfas1.m1.21589.m1	NV2t012452001.1
OG0000420	Hsap	gfas1.m1.1143.m1, gfas1.m1.4755.m1, gfas1.m1.1161.m1	VLDLR_HUMAN, LDLR_HUMAN, LRP8_HUMAN
OG0000420	Mmus	gfas1.m1.1143.m1, gfas1.m1.4755.m1, gfas1.m1.1161.m1	VLDLR_MOUSE, LDLR_MOUSE, LRP8_MOUSE
OG0000420	Nvec	gfas1.m1.1143.m1	NV2t001025002.1, NV2t001025001.1, NV2t001025003.1
OG0000420	Nvec	gfas1.m1.4755.m1	NV2t009849001.1, NV2t009849003.1, NV2t009849002.1
OG0000420	Nvec	gfas1.m1.1161.m1	NV2t001337001.1
OG0000421	Hsap	gfas1.m1.3376.m1	SYT3_HUMAN, SYT9_HUMAN, SYT10_HUMAN, SYT6_HUMAN, SYT17_HUMAN, SYT4_HUMAN, SYT7_HUMAN
OG0000421	Mmus	gfas1.m1.3376.m1	SYT3_MOUSE, SYT9_MOUSE, SYT10_MOUSE, SYT6_MOUSE, SYT17_MOUSE, SYT4_MOUSE, SYT7_MOUSE
OG0000421	Nvec	gfas1.m1.3376.m1	NV2t009892001.1
OG0000422	Hsap	gfas1.m1.6445.m1	CAH7_HUMAN, CAH5B_HUMAN, CAH5A_HUMAN, CAH2_HUMAN, CAH3_HUMAN, CAH13_HUMAN, CAH1_HUMAN
OG0000422	Mmus	gfas1.m1.6445.m1	CAH7_MOUSE, CAH5B_MOUSE, CAH5A_MOUSE, CAH2_MOUSE, CAH3_MOUSE, CAH13_MOUSE, CAH1_MOUSE
OG0000422	Nvec	gfas1.m1.6445.m1	NV2t015540001.1
OG0000423	Hsap	gfas1.m1.16094.m1, gfas1.m1.15748.m1	CPNE4_HUMAN, CPNE6_HUMAN, CPNE7_HUMAN, CPNE2_HUMAN, CPNE1_HUMAN, CPNE3_HUMAN
OG0000423	Mmus	gfas1.m1.16094.m1, gfas1.m1.15748.m1	CPNE4_MOUSE, CPNE6_MOUSE, CPNE7_MOUSE, CPNE2_MOUSE, CPNE1_MOUSE, CPNE3_MOUSE
OG0000423	Nvec	gfas1.m1.16094.m1	NV2t001722001.1
OG0000423	Nvec	gfas1.m1.15748.m1	NV2t004625001.1
OG0000424	Hsap	gfas1.m1.1313.m1, gfas1.m1.1311.m1, gfas1.m1.403.m1, gfas1.m1.23185.m1, gfas1.m1.13791.m1	DMRT3_HUMAN, DMRT1_HUMAN
OG0000424	Mmus	gfas1.m1.1313.m1, gfas1.m1.1311.m1, gfas1.m1.403.m1, gfas1.m1.23185.m1, gfas1.m1.13791.m1	DMRT3_MOUSE, DMRT1_MOUSE
OG0000424	Nvec	gfas1.m1.1313.m1	NV2t011025001.1
OG0000424	Nvec	gfas1.m1.1311.m1	NV2t012814001.1, NV2t012814002.1, NV2t012814003.1
OG0000424	Nvec	gfas1.m1.403.m1, gfas1.m1.23185.m1	NV2t011184001.1
OG0000424	Nvec	gfas1.m1.13791.m1	NV2t025998001.1, NV2t019458001.1
OG0000425	Hsap	gfas1.m1.7477.m1	1433G_HUMAN, 1433F_HUMAN, 1433S_HUMAN, 1433Z_HUMAN, 1433B_HUMAN, 1433T_HUMAN
OG0000425	Mmus	gfas1.m1.7477.m1	1433G_MOUSE, 1433F_MOUSE, 1433S_MOUSE, 1433Z_MOUSE, 1433B_MOUSE, 1433T_MOUSE
OG0000425	Nvec	gfas1.m1.7477.m1	NV2t005809003.1, NV2t005809002.1, NV2t005809001.1
OG0000426	Hsap	gfas1.m1.16701.m1, gfas1.m1.6300.m1, gfas1.m1.4411.m1, gfas1.m1.10944.m1, gfas1.m1.7781.m1, gfas1.m1.12657.m1, gfas1.m1.13380.m1	GCNT4_HUMAN, GCNT7_HUMAN, GNT2A_HUMAN
OG0000426	Mmus	gfas1.m1.16701.m1, gfas1.m1.6300.m1, gfas1.m1.4411.m1, gfas1.m1.10944.m1, gfas1.m1.7781.m1, gfas1.m1.12657.m1, gfas1.m1.13380.m1	GCNT4_MOUSE, GCNT7_MOUSE, GCNT2_MOUSE
OG0000426	Nvec	gfas1.m1.16701.m1, gfas1.m1.6300.m1, gfas1.m1.4411.m1, gfas1.m1.10944.m1, gfas1.m1.7781.m1, gfas1.m1.12657.m1, gfas1.m1.13380.m1	NV2t023946001.1, NV2t013996003.1, NV2t013996005.1
OG0000427	Hsap	gfas1.m1.15453.m1, gfas1.m1.15452.m1, gfas1.m1.15459.m1, gfas1.m1.6498.m1, gfas1.m1.4360.m1, gfas1.m1.4359.m1, gfas1.m1.4351.m1, gfas1.m1.20898.m1, gfas1.m1.17887.m1	DYLT5_HUMAN
OG0000427	Mmus	gfas1.m1.15453.m1, gfas1.m1.15452.m1, gfas1.m1.15459.m1, gfas1.m1.6498.m1, gfas1.m1.4360.m1, gfas1.m1.4359.m1, gfas1.m1.4351.m1, gfas1.m1.20898.m1, gfas1.m1.17887.m1	DYLT5_MOUSE
OG0000427	Nvec	gfas1.m1.15452.m1	NV2t000301001.1
OG0000427	Nvec	gfas1.m1.15459.m1, gfas1.m1.6498.m1	NV2t000102001.1
OG0000427	Nvec	gfas1.m1.4360.m1, gfas1.m1.4359.m1, gfas1.m1.4351.m1	NV2t001291001.1
OG0000427	Nvec	gfas1.m1.20898.m1	NV2t001864001.1
OG0000427	Nvec	gfas1.m1.17887.m1	NV2t000072001.1
OG0000428	Hsap	gfas1.m1.18651.m1	GNAZ_HUMAN, GNAI2_HUMAN, GNAI1_HUMAN, GNAI3_HUMAN, GNAT3_HUMAN, GNAT1_HUMAN, GNAT2_HUMAN
OG0000428	Mmus	gfas1.m1.18651.m1	GNAZ_MOUSE, GNAI2_MOUSE, GNAI1_MOUSE, GNAI3_MOUSE, GNAT3_MOUSE, GNAT1_MOUSE, GNAT2_MOUSE
OG0000428	Nvec	gfas1.m1.18651.m1	NV2t003507001.1
OG0000429	Hsap	gfas1.m1.15686.m1, gfas1.m1.8853.m1, gfas1.m1.5491.m1, gfas1.m1.8851.m1	IFIH1_HUMAN, DHX58_HUMAN, RIGI_HUMAN
OG0000429	Mmus	gfas1.m1.15686.m1, gfas1.m1.8853.m1, gfas1.m1.5491.m1, gfas1.m1.8851.m1	IFIH1_MOUSE, DHX58_MOUSE, RIGI_MOUSE
OG0000429	Nvec	gfas1.m1.8853.m1	NV2t025457001.1, NV2t025461001.1
OG0000429	Nvec	gfas1.m1.5491.m1	NV2t025168001.1
OG0000429	Nvec	gfas1.m1.8851.m1	NV2t025458001.1, NV2t025460002.1, NV2t025460001.1
OG0000431	Nvec	gfas1.m1.23634.m1, gfas1.m1.1417.m1, gfas1.m1.6111.m1, gfas1.m1.19566.m1, gfas1.m1.8990.m1, gfas1.m1.6112.m1, gfas1.m1.13051.m1, gfas1.m1.19533.m1, gfas1.m1.9651.m1, gfas1.m1.12902.m1, gfas1.m1.4317.m1, gfas1.m1.23924.m1, gfas1.m1.12582.m1, gfas1.m1.10975.m1, gfas1.m1.12609.m1	NV2t021301001.1
OG0000432	Hsap	gfas1.m1.3500.m1, gfas1.m1.23575.m1, gfas1.m1.8829.m1, gfas1.m1.9293.m1, gfas1.m1.3501.m1, gfas1.m1.3506.m1	MRP2_HUMAN, MRP3_HUMAN, MRP1_HUMAN, MRP6_HUMAN
OG0000432	Mmus	gfas1.m1.3500.m1, gfas1.m1.23575.m1, gfas1.m1.8829.m1, gfas1.m1.9293.m1, gfas1.m1.3501.m1, gfas1.m1.3506.m1	MRP2_MOUSE, MRP3_MOUSE, MRP1_MOUSE, MRP6_MOUSE
OG0000432	Nvec	gfas1.m1.9293.m1	NV2t021856001.1
OG0000432	Nvec	gfas1.m1.3501.m1, gfas1.m1.3506.m1	NV2t021300001.1
OG0000433	Nvec	gfas1.m1.20621.m1	NV2t017603001.1, NV2t019233001.1, NV2t008921001.1, NV2t018062001.1, NV2t018062002.1
OG0000433	Nvec	gfas1.m1.23947.m1, gfas1.m1.5793.m1, gfas1.m1.1755.m1, gfas1.m1.23888.m1	NV2t012930002.1, NV2t009367001.1, NV2t023987001.1, NV2t009925002.1, NV2t025236001.1, NV2t007123001.1
OG0000434	Nvec	gfas1.m1.15977.m1, gfas1.m1.17576.m1, gfas1.m1.10669.m1, gfas1.m1.10670.m1, gfas1.m1.2519.m1, gfas1.m1.15553.m1, gfas1.m1.1997.m1, gfas1.m1.1990.m1, gfas1.m1.20436.m1, gfas1.m1.6864.m1, gfas1.m1.15796.m1, gfas1.m1.15797.m1, gfas1.m1.14264.m1, gfas1.m1.14599.m1, gfas1.m1.14598.m1	NV2t022023001.1
OG0000435	Nvec	gfas1.m1.10297.m1, gfas1.m1.1673.m1	NV2t006502001.1
OG0000435	Nvec	gfas1.m1.8879.m1, gfas1.m1.22370.m1, gfas1.m1.19100.m1, gfas1.m1.11936.m1, gfas1.m1.12944.m1, gfas1.m1.6901.m1, gfas1.m1.19444.m1, gfas1.m1.11240.m1, gfas1.m1.8345.m1	NV2t007557001.1, NV2t007557002.1, NV2t008613002.1, NV2t002237001.1
OG0000436	Hsap	gfas1.m1.13708.m1, gfas1.m1.1619.m1, gfas1.m1.1620.m1, gfas1.m1.1624.m1	ZIC4_HUMAN, ZIC3_HUMAN, ZIC2_HUMAN, ZIC1_HUMAN
OG0000436	Mmus	gfas1.m1.13708.m1, gfas1.m1.1619.m1, gfas1.m1.1620.m1, gfas1.m1.1624.m1	ZIC4_MOUSE, ZIC3_MOUSE, ZIC2_MOUSE, ZIC1_MOUSE
OG0000436	Nvec	gfas1.m1.13708.m1	NV2t022580001.1
OG0000436	Nvec	gfas1.m1.1620.m1	NV2t017755001.1, NV2t017755002.1
OG0000436	Nvec	gfas1.m1.1624.m1	NV2t017752001.1
OG0000438	Hsap	gfas1.m1.3153.m1, gfas1.m1.3149.m1, gfas1.m1.3150.m1, gfas1.m1.3154.m1	S26A2_HUMAN, S26A5_HUMAN, S26A6_HUMAN
OG0000438	Mmus	gfas1.m1.3153.m1, gfas1.m1.3149.m1, gfas1.m1.3150.m1, gfas1.m1.3154.m1	S26A2_MOUSE, S26A5_MOUSE, S26A6_MOUSE
OG0000438	Nvec	gfas1.m1.3153.m1, gfas1.m1.3149.m1, gfas1.m1.3150.m1	NV2t003504001.1
OG0000438	Nvec	gfas1.m1.3154.m1	NV2t003827004.1, NV2t003827005.1, NV2t003827002.1, NV2t003827003.1, NV2t003827001.1
OG0000439	Hsap	gfas1.m1.15866.m1	S29A3_HUMAN, S29A2_HUMAN, S29A1_HUMAN
OG0000439	Mmus	gfas1.m1.15866.m1	S29A3_MOUSE, S29A2_MOUSE, S29A1_MOUSE
OG0000439	Nvec	gfas1.m1.15866.m1	NV2t012669006.1, NV2t012669009.1, NV2t012669004.1, NV2t012669005.1, NV2t012669007.1, NV2t012669003.1, NV2t012669008.1, NV2t012669001.1, NV2t012669002.1
OG0000440	Hsap	gfas1.m1.21639.m1, gfas1.m1.6660.m1, gfas1.m1.21101.m1, gfas1.m1.9571.m1, gfas1.m1.18005.m1	ADHX_HUMAN, ADH4_HUMAN, ADH7_HUMAN, ADH1A_HUMAN, ADH1B_HUMAN, ADH1G_HUMAN
OG0000440	Mmus	gfas1.m1.21639.m1, gfas1.m1.6660.m1, gfas1.m1.21101.m1, gfas1.m1.9571.m1, gfas1.m1.18005.m1	ADHX_MOUSE, ADH4_MOUSE, ADH7_MOUSE, ADH1_MOUSE
OG0000440	Nvec	gfas1.m1.21639.m1, gfas1.m1.6660.m1, gfas1.m1.21101.m1, gfas1.m1.9571.m1, gfas1.m1.18005.m1	NV2t006091001.1
OG0000442	Mmus	gfas1.m1.6812.m1, gfas1.m1.5928.m1, gfas1.m1.6811.m1, gfas1.m1.6803.m1, gfas1.m1.5918.m1	STS_MOUSE
OG0000442	Hsap	gfas1.m1.6812.m1, gfas1.m1.5928.m1, gfas1.m1.6811.m1, gfas1.m1.6803.m1, gfas1.m1.5918.m1	ARSL_HUMAN, ARSD_HUMAN, ARSF_HUMAN, ARSH_HUMAN, STS_HUMAN
OG0000442	Nvec	gfas1.m1.6812.m1, gfas1.m1.5928.m1, gfas1.m1.6811.m1, gfas1.m1.6803.m1, gfas1.m1.5918.m1	NV2t017775002.1, NV2t017775001.1, NV2t017775003.1, NV2t017549001.1, NV2t017776001.1
OG0000443	Nvec	gfas1.m1.15055.m1, gfas1.m1.9506.m1, gfas1.m1.15049.m1	NV2t018568001.1, NV2t018436001.1, NV2t018436002.1, NV2t018437001.1, NV2t018436003.1, NV2t000740001.1, NV2t002043001.1
OG0000443	Nvec	gfas1.m1.20709.m1, gfas1.m1.15047.m1, gfas1.m1.15053.m1, gfas1.m1.15048.m1	NV2t017413001.1, NV2t017414001.1
OG0000444	Hsap	gfas1.m1.20679.m1, gfas1.m1.16114.m1, gfas1.m1.8645.m1	HYAS1_HUMAN, HYAS2_HUMAN, HYAS3_HUMAN
OG0000444	Mmus	gfas1.m1.20679.m1, gfas1.m1.16114.m1, gfas1.m1.8645.m1	HYAS1_MOUSE, HYAS2_MOUSE, HYAS3_MOUSE
OG0000444	Nvec	gfas1.m1.16114.m1	NV2t014177001.1, NV2t014175001.1, NV2t014176001.1, NV2t013076001.1, NV2t013078001.1
OG0000444	Nvec	gfas1.m1.8645.m1	NV2t013785001.1, NV2t013785002.1
OG0000445	Hsap	gfas1.m1.1936.m1, gfas1.m1.19319.m1, gfas1.m1.19318.m1, gfas1.m1.8554.m1, gfas1.m1.19316.m1, gfas1.m1.19317.m1	PON1_HUMAN, PON3_HUMAN, PON2_HUMAN
OG0000445	Mmus	gfas1.m1.1936.m1, gfas1.m1.19319.m1, gfas1.m1.19318.m1, gfas1.m1.8554.m1, gfas1.m1.19316.m1, gfas1.m1.19317.m1	PON1_MOUSE, PON3_MOUSE, PON2_MOUSE
OG0000445	Nvec	gfas1.m1.1936.m1, gfas1.m1.19319.m1, gfas1.m1.19318.m1, gfas1.m1.8554.m1, gfas1.m1.19316.m1, gfas1.m1.19317.m1	NV2t009143001.1, NV2t008271001.1, NV2t008271003.1, NV2t008271002.1
OG0000446	Hsap	gfas1.m1.7159.m1	CELF3_HUMAN, CELF6_HUMAN, CELF5_HUMAN, CELF4_HUMAN
OG0000446	Mmus	gfas1.m1.7159.m1	CELF3_MOUSE, CELF6_MOUSE, CELF4_MOUSE
OG0000446	Nvec	gfas1.m1.7159.m1	NV2t010581003.1, NV2t010581002.1, NV2t010581005.1, NV2t010581001.1, NV2t010581006.1, NV2t010581004.1, NV2t010581007.1, NV2t010581008.1
OG0000447	Hsap	gfas1.m1.7398.m1, gfas1.m1.6247.m1	MYCD_HUMAN, MRTFB_HUMAN, MRTFA_HUMAN
OG0000447	Mmus	gfas1.m1.7398.m1, gfas1.m1.6247.m1	MYCD_MOUSE, MRTFB_MOUSE, MRTFA_MOUSE
OG0000447	Nvec	gfas1.m1.7398.m1	NV2t019505001.1
OG0000447	Nvec	gfas1.m1.6247.m1	NV2t007304001.1, NV2t007304002.1, NV2t007304003.1, NV2t007304005.1, NV2t007304006.1, NV2t007304004.1, NV2t007304007.1
