Orthogroup	Species	Mmus	Orthologs
OG0000001	Gfas	DZIP3_MOUSE	gfas1.m1.2667.m1, gfas1.m1.11546.m1, gfas1.m1.11622.m1, gfas1.m1.11506.m1, gfas1.m1.11409.m1, gfas1.m1.11823.m1, gfas1.m1.12251.m1, gfas1.m1.3234.m1, gfas1.m1.8499.m1, gfas1.m1.17249.m1, gfas1.m1.17250.m1, gfas1.m1.16641.m1, gfas1.m1.22810.m1, gfas1.m1.12577.m1, gfas1.m1.10822.m1, gfas1.m1.9846.m1, gfas1.m1.10823.m1, gfas1.m1.14892.m1, gfas1.m1.12060.m1, gfas1.m1.12061.m1, gfas1.m1.12918.m1, gfas1.m1.11465.m1, gfas1.m1.12446.m1, gfas1.m1.21479.m1, gfas1.m1.12917.m1, gfas1.m1.11575.m1, gfas1.m1.19328.m1, gfas1.m1.20034.m1, gfas1.m1.11175.m1, gfas1.m1.8543.m1, gfas1.m1.10928.m1, gfas1.m1.8544.m1, gfas1.m1.10929.m1, gfas1.m1.11176.m1, gfas1.m1.8540.m1, gfas1.m1.21515.m1, gfas1.m1.12021.m1, gfas1.m1.23635.m1, gfas1.m1.11284.m1, gfas1.m1.11129.m1, gfas1.m1.11309.m1, gfas1.m1.8784.m1, gfas1.m1.19145.m1, gfas1.m1.13327.m1, gfas1.m1.51.m1, gfas1.m1.10.m1, gfas1.m1.19179.m1, gfas1.m1.12173.m1, gfas1.m1.21124.m1, gfas1.m1.4490.m1, gfas1.m1.6.m1, gfas1.m1.12137.m1, gfas1.m1.12136.m1, gfas1.m1.9978.m1, gfas1.m1.12626.m1, gfas1.m1.22824.m1, gfas1.m1.23956.m1, gfas1.m1.11778.m1, gfas1.m1.14938.m1, gfas1.m1.23414.m1, gfas1.m1.18660.m1, gfas1.m1.10530.m1, gfas1.m1.2083.m1, gfas1.m1.22396.m1, gfas1.m1.6303.m1, gfas1.m1.21450.m1, gfas1.m1.12253.m1, gfas1.m1.12949.m1, gfas1.m1.12369.m1, gfas1.m1.12912.m1, gfas1.m1.11554.m1, gfas1.m1.18013.m1, gfas1.m1.12942.m1, gfas1.m1.22622.m1, gfas1.m1.12735.m1, gfas1.m1.11907.m1, gfas1.m1.10047.m1, gfas1.m1.4140.m1, gfas1.m1.10046.m1, gfas1.m1.11906.m1, gfas1.m1.1133.m1, gfas1.m1.23761.m1, gfas1.m1.8234.m1, gfas1.m1.12633.m1, gfas1.m1.22553.m1, gfas1.m1.13076.m1, gfas1.m1.22552.m1, gfas1.m1.11328.m1, gfas1.m1.12436.m1, gfas1.m1.12475.m1, gfas1.m1.22324.m1, gfas1.m1.11327.m1, gfas1.m1.22859.m1, gfas1.m1.12287.m1, gfas1.m1.13108.m1, gfas1.m1.11859.m1, gfas1.m1.20561.m1, gfas1.m1.15274.m1, gfas1.m1.12316.m1, gfas1.m1.20094.m1, gfas1.m1.12290.m1, gfas1.m1.12736.m1, gfas1.m1.13083.m1, gfas1.m1.11245.m1, gfas1.m1.20148.m1, gfas1.m1.20741.m1, gfas1.m1.9899.m1, gfas1.m1.3719.m1, gfas1.m1.17928.m1, gfas1.m1.7731.m1, gfas1.m1.12321.m1, gfas1.m1.9935.m1, gfas1.m1.22322.m1, gfas1.m1.12520.m1, gfas1.m1.4439.m1, gfas1.m1.10233.m1, gfas1.m1.10232.m1, gfas1.m1.23638.m1, gfas1.m1.15436.m1, gfas1.m1.12250.m1, gfas1.m1.12977.m1, gfas1.m1.10449.m1, gfas1.m1.10812.m1, gfas1.m1.23943.m1, gfas1.m1.22721.m1, gfas1.m1.23586.m1, gfas1.m1.21607.m1, gfas1.m1.16898.m1, gfas1.m1.11862.m1, gfas1.m1.12166.m1, gfas1.m1.21091.m1, gfas1.m1.12517.m1, gfas1.m1.11953.m1, gfas1.m1.20994.m1, gfas1.m1.7445.m1, gfas1.m1.8709.m1, gfas1.m1.11065.m1, gfas1.m1.21636.m1, gfas1.m1.20407.m1, gfas1.m1.1156.m1, gfas1.m1.13754.m1, gfas1.m1.9783.m1, gfas1.m1.9527.m1, gfas1.m1.7446.m1, gfas1.m1.7447.m1, gfas1.m1.7448.m1, gfas1.m1.19241.m1, gfas1.m1.9411.m1, gfas1.m1.21191.m1, gfas1.m1.9784.m1, gfas1.m1.9785.m1, gfas1.m1.12653.m1, gfas1.m1.11372.m1, gfas1.m1.11962.m1, gfas1.m1.20723.m1, gfas1.m1.13316.m1, gfas1.m1.3158.m1, gfas1.m1.1945.m1, gfas1.m1.3341.m1, gfas1.m1.1947.m1, gfas1.m1.568.m1, gfas1.m1.5452.m1, gfas1.m1.11582.m1, gfas1.m1.12195.m1, gfas1.m1.22378.m1, gfas1.m1.631.m1, gfas1.m1.3346.m1, gfas1.m1.3340.m1, gfas1.m1.12040.m1, gfas1.m1.18402.m1, gfas1.m1.20968.m1, gfas1.m1.23283.m1, gfas1.m1.12852.m1, gfas1.m1.7060.m1, gfas1.m1.7911.m1, gfas1.m1.3487.m1, gfas1.m1.984.m1, gfas1.m1.17542.m1, gfas1.m1.3492.m1, gfas1.m1.19171.m1
OG0000001	Nvec	DZIP3_MOUSE	NV2t005425001.1, NV2t006998001.1, NV2t006998002.1, NV2t023676001.1, NV2t023433001.1, NV2t005383001.1, NV2t008569001.1, NV2t013518001.1, NV2t000648001.1, NV2t017149001.1, NV2t017149002.1, NV2t010530001.1
OG0000001	Hsap	DZIP3_MOUSE	DZIP3_HUMAN
OG0000002	Gfas	CRP_MOUSE, SAMP_MOUSE, MPTX_MOUSE	gfas1.m1.79.m1, gfas1.m1.100.m1, gfas1.m1.13295.m1, gfas1.m1.7740.m1, gfas1.m1.13299.m1, gfas1.m1.10556.m1, gfas1.m1.1100.m1, gfas1.m1.22911.m1, gfas1.m1.10547.m1, gfas1.m1.10546.m1, gfas1.m1.119.m1, gfas1.m1.19503.m1, gfas1.m1.16185.m1, gfas1.m1.11628.m1, gfas1.m1.5966.m1, gfas1.m1.16184.m1, gfas1.m1.16186.m1, gfas1.m1.2866.m1, gfas1.m1.20577.m1, gfas1.m1.7266.m1, gfas1.m1.11670.m1, gfas1.m1.12385.m1, gfas1.m1.9376.m1, gfas1.m1.5964.m1, gfas1.m1.10395.m1, gfas1.m1.21954.m1, gfas1.m1.11874.m1, gfas1.m1.3993.m1, gfas1.m1.9375.m1, gfas1.m1.12244.m1, gfas1.m1.6859.m1, gfas1.m1.11438.m1, gfas1.m1.6671.m1, gfas1.m1.10393.m1, gfas1.m1.12567.m1, gfas1.m1.11972.m1, gfas1.m1.19997.m1, gfas1.m1.13027.m1, gfas1.m1.10978.m1, gfas1.m1.11202.m1, gfas1.m1.20147.m1, gfas1.m1.1723.m1, gfas1.m1.11437.m1, gfas1.m1.11333.m1, gfas1.m1.4638.m1, gfas1.m1.12572.m1, gfas1.m1.12059.m1, gfas1.m1.15607.m1, gfas1.m1.12246.m1, gfas1.m1.4644.m1, gfas1.m1.12435.m1, gfas1.m1.10716.m1, gfas1.m1.10715.m1, gfas1.m1.10266.m1, gfas1.m1.20872.m1, gfas1.m1.11331.m1, gfas1.m1.21599.m1, gfas1.m1.12856.m1, gfas1.m1.12058.m1, gfas1.m1.12414.m1, gfas1.m1.21726.m1, gfas1.m1.20871.m1, gfas1.m1.12571.m1, gfas1.m1.20734.m1, gfas1.m1.22440.m1, gfas1.m1.21662.m1, gfas1.m1.12676.m1, gfas1.m1.11311.m1, gfas1.m1.11775.m1, gfas1.m1.11776.m1, gfas1.m1.4650.m1, gfas1.m1.9548.m1, gfas1.m1.4643.m1, gfas1.m1.4651.m1, gfas1.m1.11433.m1, gfas1.m1.4639.m1, gfas1.m1.21312.m1, gfas1.m1.10093.m1, gfas1.m1.20389.m1, gfas1.m1.9549.m1, gfas1.m1.11671.m1, gfas1.m1.19848.m1, gfas1.m1.12661.m1, gfas1.m1.11439.m1, gfas1.m1.4272.m1, gfas1.m1.8529.m1, gfas1.m1.7858.m1, gfas1.m1.7860.m1, gfas1.m1.9827.m1, gfas1.m1.12772.m1, gfas1.m1.22952.m1, gfas1.m1.22329.m1, gfas1.m1.8160.m1, gfas1.m1.14354.m1, gfas1.m1.12790.m1, gfas1.m1.12886.m1, gfas1.m1.12372.m1, gfas1.m1.12245.m1, gfas1.m1.1437.m1, gfas1.m1.14919.m1, gfas1.m1.16785.m1, gfas1.m1.19969.m1, gfas1.m1.1449.m1, gfas1.m1.18405.m1, gfas1.m1.12590.m1, gfas1.m1.16180.m1, gfas1.m1.16178.m1, gfas1.m1.11295.m1, gfas1.m1.22832.m1, gfas1.m1.12358.m1, gfas1.m1.12357.m1, gfas1.m1.23686.m1, gfas1.m1.23054.m1, gfas1.m1.23879.m1, gfas1.m1.22713.m1, gfas1.m1.11292.m1, gfas1.m1.12703.m1, gfas1.m1.11293.m1, gfas1.m1.8528.m1, gfas1.m1.19968.m1, gfas1.m1.10157.m1, gfas1.m1.19380.m1, gfas1.m1.4641.m1, gfas1.m1.8241.m1, gfas1.m1.8240.m1, gfas1.m1.22602.m1, gfas1.m1.11312.m1, gfas1.m1.21727.m1, gfas1.m1.22488.m1, gfas1.m1.12807.m1, gfas1.m1.4647.m1, gfas1.m1.12773.m1, gfas1.m1.19063.m1, gfas1.m1.9551.m1, gfas1.m1.4646.m1, gfas1.m1.22746.m1, gfas1.m1.20867.m1, gfas1.m1.22482.m1, gfas1.m1.17965.m1, gfas1.m1.18012.m1
OG0000002	Nvec	CRP_MOUSE, SAMP_MOUSE, MPTX_MOUSE	NV2t009731001.1, NV2t014358001.1, NV2t014358002.1, NV2t006615001.1, NV2t007044001.1, NV2t005871001.1, NV2t019700001.1, NV2t005881001.1, NV2t005880001.1, NV2t008679001.1, NV2t010243001.1, NV2t010243002.1, NV2t014643001.1, NV2t020787001.1, NV2t013623001.1, NV2t004309001.1, NV2t019489001.1, NV2t016090001.1, NV2t010474001.1, NV2t024006001.1, NV2t020788001.1, NV2t019485001.1, NV2t019486001.1, NV2t019486002.1, NV2t020785001.1, NV2t017327001.1, NV2t025186001.1
OG0000002	Hsap	CRP_MOUSE	CRP_HUMAN
OG0000002	Hsap	SAMP_MOUSE	SAMP_HUMAN
OG0000002	Hsap	MPTX_MOUSE	MPTX_HUMAN
OG0000003	Gfas	UROM_MOUSE, GP2_MOUSE	gfas1.m1.5899.m1, gfas1.m1.9955.m1, gfas1.m1.20738.m1, gfas1.m1.12311.m1, gfas1.m1.10712.m1, gfas1.m1.22783.m1, gfas1.m1.21233.m1, gfas1.m1.22724.m1, gfas1.m1.10711.m1, gfas1.m1.3630.m1, gfas1.m1.22896.m1, gfas1.m1.19143.m1, gfas1.m1.14084.m1, gfas1.m1.8993.m1, gfas1.m1.18156.m1, gfas1.m1.20843.m1, gfas1.m1.20632.m1, gfas1.m1.22198.m1, gfas1.m1.22626.m1, gfas1.m1.14902.m1, gfas1.m1.8144.m1, gfas1.m1.18218.m1, gfas1.m1.18217.m1, gfas1.m1.11337.m1, gfas1.m1.11338.m1, gfas1.m1.12724.m1, gfas1.m1.11476.m1, gfas1.m1.12256.m1, gfas1.m1.20846.m1, gfas1.m1.6392.m1, gfas1.m1.11339.m1, gfas1.m1.13172.m1, gfas1.m1.12491.m1, gfas1.m1.20728.m1, gfas1.m1.12592.m1, gfas1.m1.21918.m1, gfas1.m1.12236.m1, gfas1.m1.11467.m1, gfas1.m1.21861.m1, gfas1.m1.12594.m1, gfas1.m1.12392.m1, gfas1.m1.11096.m1, gfas1.m1.21355.m1, gfas1.m1.12398.m1, gfas1.m1.10215.m1, gfas1.m1.6710.m1, gfas1.m1.3070.m1, gfas1.m1.6707.m1, gfas1.m1.22754.m1, gfas1.m1.12538.m1, gfas1.m1.1413.m1, gfas1.m1.1415.m1, gfas1.m1.1412.m1, gfas1.m1.16160.m1, gfas1.m1.13245.m1, gfas1.m1.20842.m1, gfas1.m1.3227.m1, gfas1.m1.13441.m1, gfas1.m1.20812.m1, gfas1.m1.4106.m1, gfas1.m1.7050.m1, gfas1.m1.816.m1, gfas1.m1.10889.m1, gfas1.m1.17230.m1, gfas1.m1.21592.m1, gfas1.m1.12045.m1, gfas1.m1.8483.m1, gfas1.m1.8481.m1, gfas1.m1.818.m1, gfas1.m1.3787.m1, gfas1.m1.13142.m1, gfas1.m1.7178.m1, gfas1.m1.23110.m1, gfas1.m1.8970.m1, gfas1.m1.6553.m1, gfas1.m1.19483.m1, gfas1.m1.19092.m1, gfas1.m1.20425.m1, gfas1.m1.21393.m1, gfas1.m1.10225.m1, gfas1.m1.8021.m1, gfas1.m1.20890.m1, gfas1.m1.8022.m1, gfas1.m1.22998.m1, gfas1.m1.7052.m1, gfas1.m1.1644.m1, gfas1.m1.4113.m1, gfas1.m1.2093.m1, gfas1.m1.4238.m1, gfas1.m1.7944.m1, gfas1.m1.9836.m1, gfas1.m1.10245.m1, gfas1.m1.10249.m1, gfas1.m1.23328.m1, gfas1.m1.17277.m1, gfas1.m1.18060.m1, gfas1.m1.8226.m1, gfas1.m1.7086.m1, gfas1.m1.7085.m1, gfas1.m1.12615.m1, gfas1.m1.9607.m1, gfas1.m1.5450.m1, gfas1.m1.9608.m1, gfas1.m1.22196.m1, gfas1.m1.9612.m1, gfas1.m1.2682.m1, gfas1.m1.4746.m1, gfas1.m1.11425.m1, gfas1.m1.11390.m1, gfas1.m1.11839.m1, gfas1.m1.9187.m1, gfas1.m1.11391.m1, gfas1.m1.10605.m1, gfas1.m1.12843.m1, gfas1.m1.23681.m1
OG0000003	Nvec	UROM_MOUSE, GP2_MOUSE	NV2t015016001.1, NV2t011903001.1, NV2t011904003.1, NV2t011904006.1, NV2t011904009.1, NV2t011904004.1, NV2t011904011.1, NV2t011904017.1, NV2t011904007.1, NV2t011904008.1, NV2t011904010.1, NV2t011904013.1, NV2t011904014.1, NV2t011904016.1, NV2t011904015.1, NV2t011904001.1, NV2t011904002.1, NV2t011904005.1, NV2t011904012.1, NV2t014524001.1, NV2t025182001.1, NV2t010176001.1, NV2t023746001.1, NV2t019957001.1, NV2t008000001.1, NV2t022307001.1, NV2t022306001.1, NV2t020124001.1, NV2t020124002.1, NV2t020124004.1, NV2t020124003.1, NV2t020124005.1, NV2t007079001.1, NV2t006411001.1, NV2t014921001.1, NV2t014920001.1, NV2t014920002.1, NV2t008771001.1, NV2t009307006.1, NV2t009307009.1, NV2t009307010.1, NV2t009307017.1, NV2t000849001.1, NV2t010370001.1, NV2t010398001.1, NV2t006474001.1, NV2t005046001.1, NV2t016998001.1, NV2t024865001.1, NV2t003071001.1, NV2t001244001.1, NV2t025572001.1, NV2t007390001.1
OG0000003	Hsap	UROM_MOUSE	UROM_HUMAN
OG0000003	Hsap	GP2_MOUSE	GP2_HUMAN
OG0000006	Hsap	OR5J3_MOUSE	OR5J2_HUMAN
OG0000006	Hsap	OR8U3_MOUSE	OR5R1_HUMAN
OG0000006	Hsap	OR8U9_MOUSE	OR8U9_HUMAN, OR8U1_HUMAN, OR8U8_HUMAN
OG0000006	Hsap	OR5M5_MOUSE	OR5M8_HUMAN, OR5M3_HUMAN, OR5M9_HUMAN, OR5MB_HUMAN, OR5M1_HUMAN, OR5MA_HUMAN
OG0000006	Hsap	OL143_MOUSE	OR8B4_HUMAN
OG0000006	Hsap	OR8B8_MOUSE	OR8B8_HUMAN, OR8BC_HUMAN
OG0000006	Hsap	OR8B3_MOUSE	OR8B2_HUMAN, OR8B3_HUMAN
OG0000006	Hsap	O8G17_MOUSE	OR8G5_HUMAN
OG0000006	Hsap	O8G18_MOUSE	OR8G1_HUMAN
OG0000006	Hsap	OR8A1_MOUSE	OR8D1_HUMAN, OR8D2_HUMAN, OR8A1_HUMAN
OG0000006	Hsap	O1165_MOUSE	OR5L1_HUMAN, OR5L2_HUMAN, OR5DG_HUMAN, OR5DI_HUMAN, OR5DE_HUMAN, OR5D3_HUMAN, OR5DD_HUMAN
OG0000006	Hsap	O9G19_MOUSE	OR9G4_HUMAN, OR9G1_HUMAN, OR9G9_HUMAN
OG0000006	Hsap	O5AN6_MOUSE	OR6K6_HUMAN, OR6Q1_HUMAN, O5BS1_HUMAN, O12D1_HUMAN, O14A2_HUMAN, O14AG_HUMAN, O14CZ_HUMAN, O14I1_HUMAN, O13A1_HUMAN, OR5A1_HUMAN, OR5A2_HUMAN, O5AN1_HUMAN
OG0000006	Hsap	O5AP2_MOUSE	O5AP2_HUMAN
OG0000006	Hsap	O9S13_MOUSE	O5AK2_HUMAN, O5AK3_HUMAN, OR9K2_HUMAN, OR9H1_HUMAN
OG0000006	Hsap	O5T17_MOUSE, OR5T9_MOUSE	OR5T1_HUMAN, OR5T3_HUMAN
OG0000006	Hsap	OL141_MOUSE	OR5T2_HUMAN
OG0000006	Hsap	O5AR1_MOUSE	OR5C1_HUMAN, OR5W2_HUMAN, O5AR1_HUMAN
OG0000006	Hsap	O5B21_MOUSE	OR5BC_HUMAN, OR5B3_HUMAN, OR5B2_HUMAN, OR5BH_HUMAN, O5B21_HUMAN
OG0000006	Hsap	OR5P6_MOUSE, O5P76_MOUSE, O5P50_MOUSE, O5P51_MOUSE, O5P79_MOUSE, O5P81_MOUSE, O5P69_MOUSE, O5P70_MOUSE, O5P73_MOUSE, O5P58_MOUSE, O5P60_MOUSE, O5P67_MOUSE, O5P68_MOUSE, O5P66_MOUSE, O5P62_MOUSE, O5P64_MOUSE, O5P59_MOUSE, O5P72_MOUSE	OR5P2_HUMAN
OG0000006	Hsap	OR5P1_MOUSE, O5P55_MOUSE, O5P56_MOUSE, O5P54_MOUSE, O5P52_MOUSE, O5P53_MOUSE, OR5P4_MOUSE, O5P80_MOUSE, O5P87_MOUSE	OR5P3_HUMAN
OG0000006	Hsap	OR5G9_MOUSE, O5G25_MOUSE, O5G26_MOUSE, O5G29_MOUSE	OR5G3_HUMAN
OG0000007	Hsap	OR6B9_MOUSE	OR6B2_HUMAN, OR6B3_HUMAN
OG0000007	Hsap	10H28_MOUSE	O10X1_HUMAN, O10H2_HUMAN, O10H1_HUMAN, O10H5_HUMAN, O10H3_HUMAN, O10H4_HUMAN
OG0000007	Hsap	O10J5_MOUSE	O10J3_HUMAN, O10J4_HUMAN, O10J1_HUMAN, O10J6_HUMAN, O10J5_HUMAN
OG0000007	Hsap	10P22_MOUSE	O10AG_HUMAN, O10A3_HUMAN, O10A6_HUMAN, O10A7_HUMAN, O10A4_HUMAN, O10A2_HUMAN, O10A5_HUMAN, O10C1_HUMAN, O10P1_HUMAN
OG0000007	Hsap	OR2C1_MOUSE	OR2H1_HUMAN, OR2H2_HUMAN, OR2C1_HUMAN
OG0000007	Hsap	O2Y1B_MOUSE	OR2W3_HUMAN, OR2W6_HUMAN, OR2W5_HUMAN, OR2W1_HUMAN, OR2G2_HUMAN, OR2G3_HUMAN, OR2G6_HUMAN, OR2C3_HUMAN, OR2B8_HUMAN, OR2J3_HUMAN, OR2J1_HUMAN, OR2J2_HUMAN, OR2I1_HUMAN, OR2Y1_HUMAN
OG0000007	Hsap	OR2B6_MOUSE	OR2BB_HUMAN, OR2B3_HUMAN, OR2B2_HUMAN, OR2B6_HUMAN
OG0000007	Hsap	OR2A7_MOUSE	O2A12_HUMAN, O2A14_HUMAN, OR2A2_HUMAN, OR2A5_HUMAN, OR2A1_HUMAN, O2A25_HUMAN, OR2A4_HUMAN, OR2A7_HUMAN
OG0000007	Hsap	OR6E1_MOUSE	OR6F1_HUMAN, OR6X1_HUMAN, OR6S1_HUMAN, OR6V1_HUMAN, OR9A2_HUMAN, OR9A4_HUMAN, OR9A1_HUMAN, OR6J1_HUMAN, OR6M1_HUMAN, OR6T1_HUMAN, O2AP1_HUMAN, OR6C4_HUMAN, O6C75_HUMAN, OR6C1_HUMAN, OR6C3_HUMAN, O6C70_HUMAN, OR6C6_HUMAN, O6C65_HUMAN, O6C76_HUMAN, O6C74_HUMAN, O6C68_HUMAN, OR6C2_HUMAN
OG0000007	Hsap	OR6Z7_MOUSE	OR6A2_HUMAN, OR6P1_HUMAN, OR6Y1_HUMAN, OR6B1_HUMAN
OG0000009	Gfas	RTL1_MOUSE	gfas1.m1.10514.m1
OG0000009	Nvec	RTL1_MOUSE	NV2t002660003.1, NV2t004985001.1, NV2t013149003.1, NV2t013020001.1, NV2t022392001.1, NV2t004349001.1, NV2t015535001.1, NV2t013333001.1, NV2t024501001.1, NV2t012882001.1, NV2t009304001.1, NV2t016010001.1, NV2t023970001.1, NV2t010905001.1, NV2t010905002.1, NV2t002892001.1, NV2t016209001.1, NV2t004947001.1, NV2t024916001.1, NV2t024584001.1, NV2t009446001.1, NV2t009717001.1, NV2t023979001.1, NV2t008350001.1, NV2t002351001.1, NV2t012512001.1, NV2t011365001.1, NV2t017644004.1, NV2t020454001.1, NV2t025084001.1, NV2t011459002.1, NV2t011455001.1, NV2t011455002.1, NV2t011459001.1, NV2t010416001.1, NV2t017079001.1, NV2t006138001.1, NV2t004283001.1, NV2t011139001.1, NV2t022526001.1, NV2t025758001.1, NV2t019063001.1, NV2t006867001.1, NV2t007098001.1, NV2t017372001.1, NV2t002879001.1, NV2t019190001.1, NV2t002560001.1, NV2t017724001.1, NV2t001570001.1, NV2t001579001.1, NV2t010761001.1, NV2t006131001.1, NV2t006131002.1, NV2t025493001.1, NV2t009040003.1, NV2t019119001.1, NV2t004540001.1, NV2t008905001.1, NV2t023853001.1, NV2t009487001.1, NV2t020786001.1, NV2t024118001.1, NV2t019283001.1, NV2t025934001.1, NV2t017235001.1, NV2t005513001.1, NV2t007152001.1, NV2t022104001.1, NV2t002369001.1, NV2t017192001.1, NV2t017804001.1, NV2t005775001.1, NV2t001899001.1, NV2t000395001.1, NV2t015634001.1, NV2t018668001.1, NV2t014303001.1, NV2t000731001.1, NV2t021766001.1, NV2t000483001.1, NV2t005384001.1, NV2t017959001.1, NV2t019372001.1, NV2t019372002.1, NV2t000047001.1, NV2t024200001.1, NV2t001672001.1, NV2t006497001.1, NV2t006499001.1, NV2t006499002.1, NV2t001671002.1, NV2t001671003.1, NV2t024891001.1, NV2t006597001.1, NV2t016151001.1, NV2t020113001.1, NV2t000602001.1, NV2t003914001.1, NV2t024465001.1, NV2t006288004.1, NV2t006288001.1, NV2t006447001.1, NV2t018997001.1, NV2t018997002.1, NV2t010498001.1, NV2t021957001.1, NV2t017711001.1, NV2t025383001.1, NV2t001618001.1, NV2t023704001.1, NV2t015627001.1, NV2t009688001.1, NV2t025835001.1, NV2t009392001.1, NV2t001919001.1
OG0000009	Hsap	RTL1_MOUSE	RTL1_HUMAN
OG0000013	Nvec	GT2D2_MOUSE, ZMYM3_MOUSE, ZMYM2_MOUSE, QRIC1_MOUSE, ZMYM4_MOUSE, ZN394_MOUSE, ZSC26_MOUSE, ZN445_MOUSE, ZN287_MOUSE, ZKSC5_MOUSE, ZSC12_MOUSE, ZNF24_MOUSE, ZKSC3_MOUSE, ZKSC1_MOUSE, ZSC21_MOUSE, ZN263_MOUSE, ZSC20_MOUSE, ZN496_MOUSE, ZNF18_MOUSE	NV2t006267001.1
OG0000013	Gfas	GT2D2_MOUSE, ZMYM3_MOUSE, ZMYM2_MOUSE, QRIC1_MOUSE, ZMYM4_MOUSE, ZN394_MOUSE, ZSC26_MOUSE, ZN445_MOUSE, ZN287_MOUSE, ZKSC5_MOUSE, ZSC12_MOUSE, ZNF24_MOUSE, ZKSC3_MOUSE, ZKSC1_MOUSE, ZSC21_MOUSE, ZN263_MOUSE, ZSC20_MOUSE, ZN496_MOUSE, ZNF18_MOUSE	gfas1.m1.22343.m1, gfas1.m1.8225.m1
OG0000013	Hsap	GT2D2_MOUSE	GTD2A_HUMAN, GTD2B_HUMAN
OG0000013	Hsap	ZMYM3_MOUSE	ZMYM3_HUMAN
OG0000013	Hsap	ZMYM2_MOUSE	ZMYM2_HUMAN
OG0000013	Hsap	QRIC1_MOUSE	QRIC1_HUMAN
OG0000013	Hsap	ZMYM4_MOUSE	ZMYM4_HUMAN
OG0000013	Hsap	ZN394_MOUSE	ZN394_HUMAN
