# SignalP-6.0	Organism: Eukarya	Timestamp: 20260625005346
# ID	Prediction	OTHER	SP(Sec/SPI)	CS Position
NV2t008299003.1	OTHER	1.000000	0.000000	
NV2t008299004.1	OTHER	1.000000	0.000000	
NV2t008299005.1	OTHER	1.000000	0.000000	
NV2t008300001.1	OTHER	1.000000	0.000000	
NV2t008301001.1	OTHER	1.000000	0.000002	
NV2t008301002.1	OTHER	0.999996	0.000000	
NV2t008301003.1	OTHER	0.680127	0.319882	
NV2t008302001.1	SP	0.000160	0.999842	CS pos: 19-20. Pr: 0.8909
NV2t008303001.1	OTHER	1.000000	0.000000	
NV2t008304001.1	SP	0.000001	0.999998	CS pos: 24-25. Pr: 0.9941
NV2t008304002.1	SP	0.000001	0.999998	CS pos: 24-25. Pr: 0.9941
NV2t008305001.1	OTHER	1.000000	0.000000	
NV2t008306001.1	SP	0.000193	0.999814	CS pos: 42-43. Pr: 0.9722
NV2t008307001.1	OTHER	1.000000	0.000000	
NV2t008308001.1	OTHER	1.000000	0.000000	
NV2t008309001.1	OTHER	1.000000	0.000000	
NV2t008310001.1	OTHER	0.999991	0.000000	
NV2t008311001.1	OTHER	0.999998	0.000000	
NV2t008311002.1	OTHER	1.000000	0.000000	
NV2t008311003.1	OTHER	1.000000	0.000000	
NV2t008311004.1	OTHER	1.000000	0.000000	
NV2t008312001.1	OTHER	1.000000	0.000000	
NV2t008313001.1	OTHER	0.999984	0.000000	
NV2t008314001.1	OTHER	1.000000	0.000000	
NV2t008316001.1	OTHER	1.000000	0.000000	
NV2t008317001.1	SP	0.000147	0.999845	CS pos: 22-23. Pr: 0.9821
NV2t008318001.1	SP	0.000172	0.999826	CS pos: 15-16. Pr: 0.9137
NV2t008319001.1	SP	0.000147	0.999848	CS pos: 15-16. Pr: 0.9838
NV2t008320001.1	OTHER	1.000000	0.000000	
NV2t008320002.1	OTHER	1.000000	0.000000	
NV2t008321001.1	OTHER	0.999972	0.000000	
NV2t008322001.1	OTHER	0.999982	0.000000	
NV2t008323001.1	OTHER	1.000000	0.000000	
NV2t008324001.1	OTHER	0.999980	0.000000	
NV2t008325001.1	OTHER	1.000000	0.000000	
NV2t008326001.1	OTHER	1.000000	0.000000	
NV2t008327001.1	OTHER	1.000000	0.000000	
NV2t008328001.1	OTHER	1.000000	0.000000	
NV2t008329001.1	OTHER	1.000000	0.000000	
NV2t008330001.1	OTHER	1.000000	0.000000	
NV2t008331001.1	OTHER	0.999989	0.000000	
NV2t008332001.1	OTHER	0.999997	0.000000	
NV2t008332002.1	OTHER	0.999997	0.000000	
NV2t008332004.1	OTHER	1.000000	0.000000	
NV2t008332003.1	OTHER	1.000000	0.000000	
NV2t008332005.1	OTHER	1.000000	0.000000	
NV2t008332006.1	OTHER	1.000000	0.000000	
NV2t008333001.1	OTHER	1.000000	0.000000	
NV2t008335001.1	OTHER	0.999988	0.000000	
NV2t008336001.1	OTHER	1.000000	0.000000	
NV2t008337001.1	OTHER	1.000000	0.000000	
NV2t008338001.1	OTHER	1.000000	0.000000	
NV2t008339001.1	OTHER	1.000000	0.000000	
NV2t008340001.1	OTHER	1.000000	0.000000	
NV2t008341001.1	OTHER	1.000000	0.000000	
NV2t008342001.1	OTHER	1.000000	0.000000	
NV2t008343001.1	OTHER	1.000000	0.000000	
NV2t008343002.1	OTHER	1.000000	0.000000	
NV2t008343003.1	OTHER	1.000000	0.000000	
NV2t008343004.1	OTHER	0.999990	0.000000	
NV2t008343005.1	OTHER	0.999990	0.000000	
NV2t008343006.1	OTHER	0.999990	0.000000	
NV2t008344001.1	SP	0.334603	0.665407	CS pos: 40-41. Pr: 0.3443
NV2t008344002.1	SP	0.334603	0.665407	CS pos: 40-41. Pr: 0.3443
NV2t008345001.1	OTHER	1.000000	0.000000	
NV2t008346001.1	OTHER	1.000000	0.000000	
NV2t008347001.1	SP	0.000239	0.999769	CS pos: 21-22. Pr: 0.9847
NV2t008347002.1	SP	0.000239	0.999769	CS pos: 21-22. Pr: 0.9847
NV2t008348001.1	OTHER	1.000000	0.000000	
NV2t008349001.1	OTHER	1.000000	0.000000	
NV2t008350001.1	OTHER	1.000000	0.000000	
NV2t008351001.1	OTHER	1.000000	0.000000	
NV2t008352001.1	OTHER	0.999983	0.000000	
NV2t008353001.1	SP	0.000146	0.999852	CS pos: 19-20. Pr: 0.9830
NV2t008354001.1	OTHER	0.999996	0.000000	
NV2t008355001.1	SP	0.000159	0.999839	CS pos: 20-21. Pr: 0.9836
NV2t008355002.1	SP	0.000159	0.999839	CS pos: 20-21. Pr: 0.9836
NV2t008356001.1	OTHER	1.000000	0.000000	
NV2t008357001.1	OTHER	1.000000	0.000000	
NV2t008359001.1	OTHER	1.000000	0.000000	
NV2t008360001.1	OTHER	1.000000	0.000000	
NV2t008360002.1	OTHER	1.000000	0.000000	
NV2t008360003.1	OTHER	1.000000	0.000000	
NV2t008360004.1	OTHER	1.000000	0.000000	
NV2t008361001.1	OTHER	0.999957	0.000000	
NV2t008362001.1	OTHER	1.000000	0.000000	
NV2t008363001.1	OTHER	1.000000	0.000000	
NV2t008364001.1	OTHER	1.000000	0.000000	
NV2t008364002.1	OTHER	1.000000	0.000000	
NV2t008364003.1	OTHER	1.000000	0.000000	
NV2t008364004.1	OTHER	1.000000	0.000000	
NV2t008365001.1	OTHER	1.000000	0.000000	
NV2t008367001.1	OTHER	1.000000	0.000000	
NV2t008368001.1	OTHER	1.000000	0.000000	
NV2t008368002.1	OTHER	1.000000	0.000000	
NV2t008369001.1	OTHER	1.000000	0.000000	
NV2t008370001.1	OTHER	1.000000	0.000000	
NV2t008370002.1	OTHER	1.000000	0.000000	
NV2t008370003.1	OTHER	1.000000	0.000000	
NV2t008371001.1	OTHER	1.000000	0.000000	
NV2t008372001.1	OTHER	1.000000	0.000000	
NV2t008373001.1	OTHER	1.000000	0.000000	
NV2t008374001.1	OTHER	1.000000	0.000000	
NV2t008374002.1	OTHER	1.000000	0.000000	
NV2t008374003.1	OTHER	1.000000	0.000000	
NV2t008374004.1	OTHER	1.000000	0.000000	
NV2t008375001.1	OTHER	1.000000	0.000000	
NV2t008375002.1	SP	0.000187	0.999808	CS pos: 26-27. Pr: 0.9841
NV2t008376001.1	OTHER	1.000000	0.000000	
NV2t008376002.1	OTHER	1.000000	0.000000	
NV2t008378001.1	OTHER	0.999990	0.000000	
NV2t008378002.1	OTHER	0.999990	0.000000	
NV2t008378003.1	OTHER	0.999990	0.000000	
NV2t008379001.1	OTHER	0.999996	0.000000	
NV2t008380001.1	OTHER	1.000000	0.000000	
NV2t008382001.1	OTHER	1.000000	0.000000	
NV2t008382002.1	OTHER	1.000000	0.000000	
NV2t008383001.1	OTHER	1.000000	0.000000	
NV2t008383002.1	OTHER	1.000000	0.000000	
NV2t008383003.1	OTHER	1.000000	0.000000	
NV2t008384001.1	OTHER	1.000000	0.000000	
NV2t008385001.1	OTHER	1.000000	0.000000	
NV2t008386001.1	OTHER	1.000000	0.000000	
NV2t008387001.1	OTHER	1.000000	0.000000	
NV2t008389001.1	OTHER	1.000000	0.000000	
NV2t008390001.1	OTHER	1.000000	0.000000	
NV2t008392001.1	SP	0.000155	0.999832	CS pos: 20-21. Pr: 0.9792
NV2t008392002.1	SP	0.000155	0.999832	CS pos: 20-21. Pr: 0.9792
NV2t008393001.1	OTHER	1.000000	0.000000	
NV2t008393002.1	OTHER	1.000000	0.000000	
NV2t008393003.1	OTHER	0.992578	0.007464	
NV2t008394001.1	OTHER	1.000000	0.000000	
NV2t008394002.1	OTHER	1.000000	0.000000	
NV2t008395001.1	OTHER	1.000000	0.000000	
NV2t008396001.1	OTHER	1.000000	0.000000	
NV2t008396002.1	OTHER	1.000000	0.000000	
NV2t008397001.1	OTHER	0.999997	0.000000	
NV2t008398001.1	OTHER	0.999998	0.000012	
NV2t008398002.1	OTHER	0.999998	0.000012	
NV2t008398003.1	OTHER	0.999998	0.000012	
NV2t008399001.1	OTHER	1.000000	0.000000	
NV2t008400001.1	OTHER	0.999997	0.000000	
NV2t008401001.1	OTHER	0.503846	0.496133	
NV2t008402001.1	OTHER	0.999967	0.000000	
NV2t008404001.1	SP	0.000155	0.999875	CS pos: 27-28. Pr: 0.9829
NV2t008405001.1	OTHER	0.999984	0.000000	
NV2t008406001.1	SP	0.000351	0.999674	CS pos: 35-36. Pr: 0.9813
NV2t008406002.1	SP	0.000351	0.999674	CS pos: 35-36. Pr: 0.9813
NV2t008406003.1	SP	0.000207	0.999812	CS pos: 34-35. Pr: 0.9829
NV2t008407001.1	OTHER	1.000000	0.000000	
NV2t008409001.1	OTHER	1.000000	0.000000	
NV2t008410001.1	OTHER	1.000000	0.000002	
NV2t008411001.1	OTHER	1.000000	0.000000	
NV2t008412001.1	OTHER	1.000000	0.000000	
NV2t008412002.1	OTHER	1.000000	0.000000	
NV2t008412003.1	OTHER	1.000000	0.000000	
NV2t008412004.1	OTHER	1.000000	0.000000	
NV2t008412005.1	OTHER	1.000000	0.000000	
NV2t008412006.1	OTHER	1.000000	0.000000	
NV2t008413001.1	SP	0.000182	0.999810	CS pos: 15-16. Pr: 0.9800
NV2t008415001.1	SP	0.000152	0.999843	CS pos: 25-26. Pr: 0.9799
NV2t008416001.1	OTHER	0.999982	0.000000	
NV2t008417001.1	OTHER	0.999993	0.000000	
NV2t008418001.1	OTHER	1.000000	0.000000	
NV2t008421001.1	OTHER	1.000000	0.000000	
NV2t008423001.1	OTHER	1.000000	0.000000	
NV2t008424001.1	OTHER	1.000000	0.000000	
NV2t008424002.1	OTHER	1.000000	0.000000	
NV2t008424003.1	OTHER	1.000000	0.000000	
NV2t008424004.1	OTHER	1.000000	0.000000	
NV2t008424005.1	OTHER	1.000000	0.000000	
NV2t008425001.1	OTHER	0.999986	0.000000	
NV2t008426001.1	SP	0.000149	0.999867	CS pos: 27-28. Pr: 0.9817
NV2t008427001.1	SP	0.000167	0.999822	CS pos: 20-21. Pr: 0.9839
NV2t008428001.1	OTHER	1.000000	0.000000	
NV2t008429001.1	OTHER	1.000000	0.000000	
NV2t008430001.1	SP	0.000166	0.999814	CS pos: 17-18. Pr: 0.9819
NV2t008430002.1	OTHER	1.000000	0.000000	
NV2t008431001.1	OTHER	0.999980	0.000000	
NV2t008433001.1	OTHER	1.000000	0.000000	
NV2t008434001.1	OTHER	0.999980	0.000000	
NV2t008435001.1	OTHER	1.000000	0.000000	
NV2t008436001.1	OTHER	1.000000	0.000000	
NV2t008436002.1	OTHER	1.000000	0.000000	
NV2t008437002.1	OTHER	1.000000	0.000000	
NV2t008437001.1	SP	0.000186	0.999810	CS pos: 22-23. Pr: 0.9833
NV2t008437003.1	SP	0.000236	0.999761	CS pos: 27-28. Pr: 0.9795
NV2t008438001.1	OTHER	1.000000	0.000000	
NV2t008438002.1	OTHER	1.000000	0.000000	
NV2t008439001.1	OTHER	1.000000	0.000000	
NV2t008439002.1	OTHER	1.000000	0.000000	
NV2t008439003.1	OTHER	1.000000	0.000000	
NV2t008439004.1	OTHER	1.000000	0.000000	
NV2t008439005.1	OTHER	1.000000	0.000000	
NV2t008439006.1	OTHER	1.000000	0.000000	
NV2t008441001.1	OTHER	1.000000	0.000000	
NV2t008441002.1	OTHER	0.999975	0.000000	
NV2t008442001.1	OTHER	1.000000	0.000000	
NV2t008444001.1	OTHER	0.999985	0.000000	
NV2t008445001.1	OTHER	1.000000	0.000000	
NV2t008446001.1	OTHER	1.000000	0.000000	
NV2t008447001.1	OTHER	1.000000	0.000000	
NV2t008448001.1	OTHER	1.000000	0.000000	
NV2t008449001.1	OTHER	1.000000	0.000000	
NV2t008451001.1	OTHER	1.000000	0.000000	
NV2t008452001.1	OTHER	1.000000	0.000000	
NV2t008453001.1	OTHER	1.000000	0.000000	
NV2t008453002.1	OTHER	1.000000	0.000000	
NV2t008454001.1	SP	0.000151	0.999840	CS pos: 24-25. Pr: 0.9806
NV2t008455001.1	OTHER	1.000000	0.000000	
NV2t008455002.1	OTHER	1.000000	0.000000	
NV2t008455003.1	OTHER	1.000000	0.000000	
NV2t008455004.1	OTHER	1.000000	0.000000	
NV2t008455005.1	OTHER	1.000000	0.000000	
NV2t008455006.1	OTHER	1.000000	0.000000	
NV2t008456001.1	OTHER	1.000000	0.000000	
NV2t008457001.1	OTHER	0.999976	0.000000	
NV2t008458001.1	OTHER	1.000000	0.000000	
NV2t008459001.1	OTHER	1.000000	0.000000	
NV2t008459002.1	OTHER	1.000000	0.000000	
NV2t008459003.1	OTHER	1.000000	0.000000	
NV2t008460001.1	OTHER	1.000000	0.000000	
NV2t008461001.1	OTHER	1.000000	0.000000	
NV2t008462001.1	SP	0.000164	0.999817	CS pos: 25-26. Pr: 0.8413
NV2t008463001.1	OTHER	1.000000	0.000000	
NV2t008463002.1	OTHER	1.000000	0.000000	
NV2t008464001.1	OTHER	1.000000	0.000000	
NV2t008465001.1	OTHER	1.000000	0.000000	
NV2t008466001.1	SP	0.000155	0.999845	CS pos: 20-21. Pr: 0.9845
NV2t008468001.1	OTHER	1.000000	0.000000	
NV2t008469001.1	OTHER	1.000000	0.000000	
NV2t008470001.1	OTHER	1.000000	0.000000	
NV2t008470002.1	OTHER	0.999986	0.000000	
NV2t008471001.1	OTHER	1.000000	0.000000	
NV2t008472001.1	OTHER	1.000000	0.000000	
NV2t008473001.1	OTHER	1.000000	0.000000	
NV2t008473002.1	OTHER	1.000000	0.000000	
NV2t008474001.1	OTHER	1.000000	0.000000	
NV2t008476001.1	OTHER	0.999972	0.000000	
NV2t008477001.1	OTHER	1.000000	0.000000	
NV2t008478001.1	OTHER	1.000000	0.000000	
NV2t008479001.1	OTHER	1.000000	0.000000	
NV2t008480001.1	OTHER	0.999997	0.000000	
NV2t008480002.1	OTHER	0.999997	0.000000	
NV2t008480003.1	OTHER	0.999997	0.000000	
NV2t008480004.1	OTHER	1.000000	0.000000	
NV2t008481001.1	OTHER	1.000000	0.000000	
NV2t008482001.1	OTHER	1.000000	0.000000	
NV2t008483001.1	SP	0.000157	0.999866	CS pos: 21-22. Pr: 0.9853
NV2t008483002.1	OTHER	1.000000	0.000000	
NV2t008484001.1	SP	0.000056	0.999950	CS pos: 30-31. Pr: 0.4713
NV2t008485001.1	OTHER	1.000000	0.000000	
NV2t008486001.1	OTHER	1.000000	0.000000	
NV2t008486002.1	OTHER	0.905148	0.094880	
NV2t008486003.1	OTHER	1.000000	0.000000	
NV2t008486004.1	OTHER	1.000000	0.000000	
NV2t008487001.1	OTHER	1.000000	0.000000	
NV2t008487002.1	OTHER	1.000000	0.000000	
NV2t008488001.1	SP	0.167003	0.832998	CS pos: 31-32. Pr: 0.8169
NV2t008489001.1	OTHER	1.000000	0.000000	
NV2t008489002.1	OTHER	1.000000	0.000000	
NV2t008489003.1	OTHER	1.000000	0.000000	
NV2t008489004.1	OTHER	1.000000	0.000000	
NV2t008490001.1	OTHER	1.000000	0.000000	
NV2t008491001.1	OTHER	1.000000	0.000000	
NV2t008493001.1	OTHER	1.000000	0.000000	
NV2t008494001.1	OTHER	1.000000	0.000000	
NV2t008494002.1	OTHER	1.000000	0.000000	
NV2t008494003.1	OTHER	1.000000	0.000000	
NV2t008495001.1	OTHER	1.000000	0.000000	
NV2t008495002.1	OTHER	0.999985	0.000022	
NV2t008495003.1	OTHER	0.999995	0.000000	
NV2t008495004.1	OTHER	1.000000	0.000000	
NV2t008495005.1	OTHER	1.000000	0.000000	
NV2t008495006.1	OTHER	0.999981	0.000000	
NV2t008496001.1	OTHER	0.999177	0.000843	
NV2t008495007.1	OTHER	1.000000	0.000000	
NV2t008498001.1	OTHER	1.000000	0.000000	
NV2t008498002.1	OTHER	1.000000	0.000000	
NV2t008498003.1	OTHER	1.000000	0.000000	
NV2t008495008.1	OTHER	1.000000	0.000000	
NV2t008495009.1	OTHER	1.000000	0.000000	
NV2t008498004.1	OTHER	1.000000	0.000000	
NV2t008499001.1	OTHER	0.999998	0.000000	
NV2t008499002.1	OTHER	0.999998	0.000000	
NV2t008499003.1	OTHER	0.999998	0.000000	
NV2t008499004.1	OTHER	0.999998	0.000000	
NV2t008499005.1	OTHER	0.999998	0.000000	
NV2t008499006.1	OTHER	0.999998	0.000000	
NV2t008499007.1	OTHER	0.999998	0.000000	
NV2t008499008.1	OTHER	0.999998	0.000000	
NV2t008499009.1	OTHER	0.999998	0.000000	
NV2t008499010.1	OTHER	0.999998	0.000000	
NV2t008499011.1	OTHER	0.999998	0.000000	
NV2t008499012.1	OTHER	0.999998	0.000000	
NV2t008500001.1	OTHER	1.000000	0.000000	
NV2t008501002.1	OTHER	1.000000	0.000000	
NV2t008501001.1	OTHER	0.999970	0.000000	
NV2t008501003.1	OTHER	0.999991	0.000000	
NV2t008503001.1	OTHER	1.000000	0.000000	
NV2t008504001.1	OTHER	1.000000	0.000000	
NV2t008505002.1	OTHER	1.000000	0.000000	
NV2t008505001.1	OTHER	0.999998	0.000000	
NV2t008506001.1	OTHER	1.000000	0.000000	
NV2t008508001.1	OTHER	1.000000	0.000000	
NV2t008509001.1	OTHER	1.000000	0.000000	
NV2t008509002.1	OTHER	1.000000	0.000000	
NV2t008510001.1	OTHER	1.000000	0.000000	
NV2t008511001.1	OTHER	1.000000	0.000000	
NV2t008512001.1	OTHER	1.000000	0.000000	
NV2t008513001.1	OTHER	1.000000	0.000000	
NV2t008513002.1	OTHER	1.000000	0.000000	
NV2t008514001.1	OTHER	1.000000	0.000000	
NV2t008515001.1	OTHER	1.000000	0.000000	
NV2t008516001.1	OTHER	1.000000	0.000000	
NV2t008517001.1	OTHER	0.999972	0.000000	
NV2t008517002.1	OTHER	0.999972	0.000000	
NV2t008517003.1	OTHER	0.999972	0.000000	
NV2t008517004.1	OTHER	0.999972	0.000000	
NV2t008519001.1	OTHER	1.000000	0.000000	
NV2t008519002.1	OTHER	1.000000	0.000000	
NV2t008519003.1	OTHER	1.000000	0.000000	
NV2t008519004.1	OTHER	1.000000	0.000000	
NV2t008519005.1	OTHER	1.000000	0.000000	
NV2t008520001.1	OTHER	0.999995	0.000000	
NV2t008520002.1	OTHER	1.000000	0.000000	
NV2t008520003.1	OTHER	1.000000	0.000000	
NV2t008522001.1	OTHER	1.000000	0.000000	
NV2t008523001.1	OTHER	1.000000	0.000000	
NV2t008524001.1	OTHER	1.000000	0.000000	
NV2t008525001.1	OTHER	1.000000	0.000000	
NV2t008525002.1	OTHER	1.000000	0.000000	
NV2t008528001.1	OTHER	1.000000	0.000000	
