Orthogroup	Hsap	Mmus
OG0000004	OR5P2_HUMAN	OR5P6_MOUSE, O5P76_MOUSE, O5P69_MOUSE, O5P70_MOUSE, O5P73_MOUSE, O5P58_MOUSE, O5P60_MOUSE, O5P67_MOUSE, O5P68_MOUSE, O5P59_MOUSE, O5P72_MOUSE, O5P62_MOUSE, O5P64_MOUSE, O5P66_MOUSE, O5P79_MOUSE, O5P81_MOUSE, O5P50_MOUSE, O5P51_MOUSE
OG0000004	OR5P3_HUMAN	OR5P1_MOUSE, O5P55_MOUSE, O5P56_MOUSE, O5P54_MOUSE, O5P52_MOUSE, O5P53_MOUSE, OR5P4_MOUSE, O5P80_MOUSE, O5P87_MOUSE
OG0000004	OR5A1_HUMAN, OR5A2_HUMAN, O5AN1_HUMAN	O5AN6_MOUSE
OG0000004	O12D1_HUMAN, O5BS1_HUMAN, O13A1_HUMAN, O14CZ_HUMAN, O14A2_HUMAN, O14AG_HUMAN, O14I1_HUMAN, OR6K6_HUMAN, OR6Q1_HUMAN, OR6F1_HUMAN, OR6X1_HUMAN, OR6T1_HUMAN, OR6J1_HUMAN, OR6M1_HUMAN, OR6S1_HUMAN, OR6V1_HUMAN, OR9A2_HUMAN, OR9A4_HUMAN, OR9A1_HUMAN, O2AP1_HUMAN, OR6C4_HUMAN, O6C70_HUMAN, OR6C6_HUMAN, O6C65_HUMAN, O6C76_HUMAN, O6C75_HUMAN, OR6C1_HUMAN, OR6C3_HUMAN, O6C74_HUMAN, O6C68_HUMAN, OR6C2_HUMAN	OR6E1_MOUSE
OG0000004	OR5J2_HUMAN	OR5J3_MOUSE
OG0000004	OR5G3_HUMAN	OR5G9_MOUSE, O5G25_MOUSE, O5G26_MOUSE, O5G29_MOUSE
OG0000004	O5AP2_HUMAN	O5AP2_MOUSE
OG0000004	OR9K2_HUMAN, OR9H1_HUMAN	O9S13_MOUSE
OG0000004	OR5T1_HUMAN, OR5T3_HUMAN	O5T17_MOUSE, OR5T9_MOUSE
OG0000004	OR5T2_HUMAN	OL141_MOUSE
OG0000004	O5AR1_HUMAN	O5AR1_MOUSE
OG0000004	OR5BC_HUMAN, OR5B3_HUMAN, OR5B2_HUMAN, OR5BH_HUMAN, O5B21_HUMAN	O5B21_MOUSE
OG0000004	OR5L1_HUMAN, OR5L2_HUMAN, OR5DG_HUMAN, OR5DI_HUMAN, OR5DE_HUMAN, OR5D3_HUMAN, OR5DD_HUMAN	O1165_MOUSE
OG0000045	K1C18_HUMAN	K1C18_MOUSE
OG0000045	K1C20_HUMAN	K1C20_MOUSE
OG0000045	K1C17_HUMAN	K1C17_MOUSE
OG0000045	K1C14_HUMAN	K1C14_MOUSE
OG0000045	K1C16_HUMAN	K1C16_MOUSE
OG0000045	K1C12_HUMAN	K1C12_MOUSE
OG0000045	K1C24_HUMAN	K1C24_MOUSE
OG0000045	K1C26_HUMAN	K1C26_MOUSE
OG0000045	K1C28_HUMAN	K1C28_MOUSE
OG0000045	K1C25_HUMAN	K1C25_MOUSE
OG0000045	K1C27_HUMAN	K1C27_MOUSE
OG0000045	K1C9_HUMAN	K1C9_MOUSE
OG0000045	K1C10_HUMAN	K1C10_MOUSE
OG0000045	K1C19_HUMAN	K1C19_MOUSE
OG0000045	K1C13_HUMAN	K1C13_MOUSE
OG0000045	K1C15_HUMAN	K1C15_MOUSE
OG0000045	KRT36_HUMAN	KRT36_MOUSE
OG0000045	KRT35_HUMAN	KRT35_MOUSE
OG0000045	K1H2_HUMAN	K1H2_MOUSE
OG0000045	K1C39_HUMAN	K1C39_MOUSE
OG0000045	K1C40_HUMAN	K1C40_MOUSE
OG0000045	KRT37_HUMAN, KRT38_HUMAN, KRT34_HUMAN, K1H1_HUMAN, KT33A_HUMAN, KT33B_HUMAN	KRT34_MOUSE, K1H1_MOUSE, KT33A_MOUSE, KT33B_MOUSE
OG0000010	OR6B1_HUMAN	OR6Z7_MOUSE
OG0000010	OR6B2_HUMAN, OR6B3_HUMAN	OR6B9_MOUSE
OG0000010	O10X1_HUMAN, O10H2_HUMAN, O10H1_HUMAN, O10H5_HUMAN, O10H3_HUMAN, O10H4_HUMAN	10H28_MOUSE
OG0000010	O10J3_HUMAN, O10J4_HUMAN, O10J1_HUMAN, O10J6_HUMAN, O10J5_HUMAN	O10J5_MOUSE
OG0000010	O10AG_HUMAN, O10A3_HUMAN, O10A6_HUMAN, O10A7_HUMAN, O10A4_HUMAN, O10A2_HUMAN, O10A5_HUMAN, O10C1_HUMAN, O10P1_HUMAN	10P22_MOUSE
OG0000010	OR2W3_HUMAN, OR2W1_HUMAN, OR2W6_HUMAN, OR2W5_HUMAN, OR2G2_HUMAN, OR2G3_HUMAN, OR2G6_HUMAN, OR2C3_HUMAN, OR2J3_HUMAN, OR2J1_HUMAN, OR2J2_HUMAN, OR2B8_HUMAN, OR2I1_HUMAN, OR2Y1_HUMAN	O2Y1B_MOUSE
OG0000010	OR2H1_HUMAN, OR2H2_HUMAN, OR2C1_HUMAN	OR2C1_MOUSE
OG0000010	OR2BB_HUMAN, OR2B3_HUMAN, OR2B2_HUMAN, OR2B6_HUMAN	OR2B6_MOUSE
OG0000010	OR2D2_HUMAN, OR2D3_HUMAN, OR2F1_HUMAN, OR2F2_HUMAN, O13H1_HUMAN, O13J1_HUMAN, O13F1_HUMAN, OR2K2_HUMAN, O13D1_HUMAN, O13C9_HUMAN, O13C2_HUMAN, O13C5_HUMAN, O13C3_HUMAN, O13C4_HUMAN, O13C8_HUMAN, OR2S1_HUMAN, O13C6_HUMAN, O13C7_HUMAN, O2A12_HUMAN, O2A14_HUMAN, OR2A2_HUMAN, OR2A5_HUMAN, OR2A1_HUMAN, O2A25_HUMAN, OR2A4_HUMAN, OR2A7_HUMAN	OR2A7_MOUSE
OG0000048	CLCC1_HUMAN	CLCC1_MOUSE
OG0000053	ACHB2_HUMAN	ACHB2_MOUSE
OG0000053	ACHB4_HUMAN	ACHB4_MOUSE
OG0000053	ACHA3_HUMAN	ACHA3_MOUSE
OG0000053	ACHA6_HUMAN	ACHA6_MOUSE
OG0000053	ACHA4_HUMAN	ACHA4_MOUSE
OG0000053	ACHA2_HUMAN	ACHA2_MOUSE
OG0000053	ACHA5_HUMAN	ACHA5_MOUSE
OG0000053	ACHB3_HUMAN	ACHB3_MOUSE
OG0000053	ACHA7_HUMAN, CRFM7_HUMAN	ACHA7_MOUSE
OG0000013	CTRL_HUMAN, CTRB1_HUMAN, CTRB2_HUMAN	CTRB1_MOUSE
OG0000013	KLK7_HUMAN	KLK7_MOUSE
OG0000013	KLK14_HUMAN	KLK14_MOUSE
OG0000013	KLK5_HUMAN, KLK4_HUMAN	KLK4_MOUSE
OG0000013	KLK15_HUMAN, KLK8_HUMAN	KLK8_MOUSE
OG0000013	KLK10_HUMAN, KLK12_HUMAN, KLK13_HUMAN, KLK6_HUMAN, KLK9_HUMAN, KLK11_HUMAN	KLK11_MOUSE
OG0000013	TRY1_HUMAN, TRY2_HUMAN, TRY6_HUMAN, TRY3_HUMAN	TRY2_MOUSE, TRY4_MOUSE, TRY5_MOUSE
OG0000013	TMPS9_HUMAN	TMPS9_MOUSE
OG0000013	TEST_HUMAN	TEST_MOUSE
OG0000013	PRS41_HUMAN	PRS41_MOUSE
OG0000013	PRS33_HUMAN	PRS33_MOUSE
OG0000013	BSSP4_HUMAN	BSSP4_MOUSE
OG0000013	PRS27_HUMAN	PRS27_MOUSE
OG0000013	TRYD_HUMAN, TRYB1_HUMAN, TRYB2_HUMAN	TRYB1_MOUSE, TRYB2_MOUSE
OG0000013	PRS29_HUMAN	PRS28_MOUSE, PRS29_MOUSE
OG0000013	PRS38_HUMAN	PRS39_MOUSE, PRS40_MOUSE, PRS38_MOUSE
OG0000027	PCDA6_HUMAN, PCDA8_HUMAN, PCDAA_HUMAN	PCDA9_MOUSE
OG0000027	PCDA4_HUMAN	PCDA4_MOUSE
OG0000027	PCDA7_HUMAN, PCDA9_HUMAN	PCDA7_MOUSE
OG0000027	PCDA1_HUMAN, PCDA5_HUMAN	PCDAA_MOUSE
OG0000027	PCD19_HUMAN	PCD19_MOUSE
OG0000027	PCD12_HUMAN	PCD12_MOUSE
OG0000027	PCDBB_HUMAN, PCDBC_HUMAN, PCDBE_HUMAN, PCDBI_HUMAN, PCDB7_HUMAN, PCDB9_HUMAN, PCDBA_HUMAN	PCDBI_MOUSE
OG0000027	PCDBF_HUMAN, PCDB2_HUMAN, PCDB3_HUMAN, PCDBG_HUMAN, PCDB8_HUMAN, PCDBD_HUMAN, PCDB6_HUMAN, PCDB4_HUMAN, PCDB5_HUMAN	PCDBE_MOUSE, PCDB6_MOUSE, PCDB8_MOUSE
OG0000027	PCDGL_HUMAN, PCDGM_HUMAN, PCDGK_HUMAN, PCDGG_HUMAN, PCDGH_HUMAN, PCDGI_HUMAN, PCDGJ_HUMAN, PCDGF_HUMAN, PCDGD_HUMAN, PCDGE_HUMAN, PCDGB_HUMAN, PCDGC_HUMAN, PCDGA_HUMAN, PCDG8_HUMAN, PCDG9_HUMAN, PCDG7_HUMAN, PCDG3_HUMAN, PCDG2_HUMAN, PCDG1_HUMAN, PCDG6_HUMAN, PCDG5_HUMAN, PCDG4_HUMAN	PCDG4_MOUSE
OG0000000	CE290_HUMAN	CE290_MOUSE
OG0000022	OR4C3_HUMAN	O4C3D_MOUSE
OG0000022	OR4E1_HUMAN, OR4E2_HUMAN	OR4E2_MOUSE
OG0000022	O10D3_HUMAN	O10D3_MOUSE
OG0000022	O10D4_HUMAN	O10N1_MOUSE
OG0000022	OR4Q3_HUMAN, OR4L1_HUMAN, OR4F4_HUMAN, O4F17_HUMAN, OR4F5_HUMAN, OR4F6_HUMAN, O4F15_HUMAN, O4F21_HUMAN, OR4F3_HUMAN, OR4K1_HUMAN, OR4K2_HUMAN, OR4K3_HUMAN, OR4KH_HUMAN, OR4K5_HUMAN, OR4KF_HUMAN, OR4KD_HUMAN, OR4KE_HUMAN, OR4D5_HUMAN, OR4D1_HUMAN, OR4D2_HUMAN, OR4D6_HUMAN, OR4D9_HUMAN, OR4DA_HUMAN, OR4DB_HUMAN, OR4Q2_HUMAN, OR4N5_HUMAN, OR4N2_HUMAN, OR4N4_HUMAN, ORN4C_HUMAN, OR4M1_HUMAN, OR4M2_HUMAN, ORM2B_HUMAN	OR4M1_MOUSE
OG0000022	OR4X1_HUMAN, OR4X2_HUMAN, OR4B1_HUMAN	O4B13_MOUSE
OG0000022	OR4C6_HUMAN, O4C45_HUMAN, OR4C5_HUMAN, O4C46_HUMAN, OR4CD_HUMAN, OR4CC_HUMAN	OR4CC_MOUSE
OG0000058	ANKR7_HUMAN	ANKR7_MOUSE
OG0000058	ANR62_HUMAN, A26L1_HUMAN, AN36C_HUMAN, AN36A_HUMAN, AN36B_HUMAN, A30BL_HUMAN, AN30A_HUMAN, AN30B_HUMAN, ANR19_HUMAN, AN18A_HUMAN, AN18B_HUMAN, A2012_HUMAN, AN20B_HUMAN, A20A5_HUMAN, A20A4_HUMAN, A20A2_HUMAN, A20A1_HUMAN, A20A3_HUMAN, AR26L_HUMAN, POTEA_HUMAN, POTB2_HUMAN, POTEB_HUMAN, POTB3_HUMAN, POTEC_HUMAN, POTED_HUMAN, POTEH_HUMAN, POTEG_HUMAN, POTEM_HUMAN, POTEI_HUMAN, POTEJ_HUMAN, POTEE_HUMAN, POTEF_HUMAN, C144B_HUMAN, C144C_HUMAN, C144L_HUMAN, C144A_HUMAN, ANR26_HUMAN	ANR26_MOUSE
OG0000006	STPG1_HUMAN	STPG1_MOUSE
OG0000042	OR1E3_HUMAN, OR1E1_HUMAN, OR1E2_HUMAN	O1E16_MOUSE
OG0000042	OR1J1_HUMAN	OR1J1_MOUSE
OG0000042	OR1J2_HUMAN, OR1J4_HUMAN	O1J21_MOUSE
OG0000042	OR7A5_HUMAN	O7A40_MOUSE
OG0000042	OR7AH_HUMAN, OR7AA_HUMAN, OR7A2_HUMAN	O7A42_MOUSE
OG0000042	OR7G3_HUMAN, OR7G1_HUMAN, OR7G2_HUMAN, O7E24_HUMAN	O7178_MOUSE
OG0000042	OR7D2_HUMAN, OR7D4_HUMAN	O7D11_MOUSE
OG0000042	OR1N1_HUMAN, OR1P1_HUMAN, OR1S1_HUMAN, OR1S2_HUMAN, OR1M1_HUMAN	OR1M1_MOUSE
OG0000050	TVA18_HUMAN	TVA3_MOUSE
OG0000050	TVAM1_HUMAN, TVA5_HUMAN, TVAM2_HUMAN, TVA23_HUMAN, TVA29_HUMAN, TVAL2_HUMAN, TVAL1_HUMAN, TVAL3_HUMAN	TVA2_MOUSE
OG0000050	TVA2_HUMAN, TVA11_HUMAN, TVA12_HUMAN, TVA21_HUMAN, TVA17_HUMAN, TVA6_HUMAN, TVA24_HUMAN, TVA36_HUMAN, TVA20_HUMAN, TVA39_HUMAN, TVA7_HUMAN, TVA10_HUMAN, TVA22_HUMAN, TVA41_HUMAN, TVA30_HUMAN, TVA34_HUMAN, TVA35_HUMAN, TVA25_HUMAN, TJA42_HUMAN, TRAR1_HUMAN, TVA27_HUMAN, TRAC_HUMAN	TRAC_MOUSE
OG0000050	TVA3_HUMAN, TVA16_HUMAN, TVA86_HUMAN, TVA82_HUMAN, TVA84_HUMAN, TVA81_HUMAN, TVA83_HUMAN	TVA1_MOUSE
OG0000057	IGLC7_HUMAN, IGL1_HUMAN, IGLC1_HUMAN, IGLL5_HUMAN, LJ01_HUMAN, IGLC2_HUMAN, IGLC3_HUMAN, IGLC6_HUMAN, IGLL1_HUMAN, LV140_HUMAN, LV150_HUMAN, LV151_HUMAN, LV136_HUMAN, LV144_HUMAN, LV147_HUMAN, LV657_HUMAN, LV208_HUMAN, LV211_HUMAN, LV214_HUMAN, LV223_HUMAN, LV218_HUMAN, LV233_HUMAN, LVX54_HUMAN, LV319_HUMAN, LV332_HUMAN, LV39_HUMAN, LV312_HUMAN, LV321_HUMAN, LV301_HUMAN, LV322_HUMAN, LV316_HUMAN, LV325_HUMAN, LV310_HUMAN, LV327_HUMAN, LV746_HUMAN, LV861_HUMAN, VPRE3_HUMAN, LV460_HUMAN, LV469_HUMAN, LV403_HUMAN, LV949_HUMAN, LV552_HUMAN, LV548_HUMAN, LV539_HUMAN, LV545_HUMAN, LV537_HUMAN, LVK55_HUMAN	IGLL1_MOUSE, LAC1_MOUSE
OG0000007	CFA68_HUMAN	CFA68_MOUSE
OG0000016	NPY2R_HUMAN	NPY2R_MOUSE
OG0000016	GPR83_HUMAN	GPR83_MOUSE
OG0000016	NK2R_HUMAN	NK2R_MOUSE
OG0000016	NK3R_HUMAN	NK3R_MOUSE
OG0000016	NK1R_HUMAN	NK1R_MOUSE
OG0000016	QRFPR_HUMAN	QRFPR_MOUSE
OG0000016	OX1R_HUMAN	OX1R_MOUSE
OG0000016	OX2R_HUMAN	OX2R_MOUSE
OG0000016	NPFF1_HUMAN, NPFF2_HUMAN	NPFF2_MOUSE
OG0000039	DDX41_HUMAN	DDX41_MOUSE
OG0000046	MTR1L_HUMAN	MTR1L_MOUSE
OG0000046	MTR1A_HUMAN	MTR1A_MOUSE
OG0000046	MTR1B_HUMAN	MTR1B_MOUSE
OG0000095	GOGA2_HUMAN, GG6L7_HUMAN, GG6L2_HUMAN, GG6LZ_HUMAN, GG6L1_HUMAN, GG6LV_HUMAN, GG6LX_HUMAN, GG6LY_HUMAN, GG6L6_HUMAN, GG6L4_HUMAN, GG6L9_HUMAN, GG6LS_HUMAN, GG6LA_HUMAN, GOG6A_HUMAN, GOG6B_HUMAN, GOG6C_HUMAN, GOG6D_HUMAN, GGA2B_HUMAN, GOG8A_HUMAN, GOG8B_HUMAN, GOG8F_HUMAN, GOG8G_HUMAN, GOG8D_HUMAN, GOG8C_HUMAN, GOG8S_HUMAN, GOG8R_HUMAN, GOG8O_HUMAN, GOG8N_HUMAN, GOG8Q_HUMAN, GOG8M_HUMAN, GOG8I_HUMAN, GOG8J_HUMAN, GOG8K_HUMAN, GOG8T_HUMAN, GOG8H_HUMAN	GOGA2_MOUSE
OG0000063	GRIA1_HUMAN	GRIA1_MOUSE
OG0000063	GRIA2_HUMAN	GRIA2_MOUSE
OG0000063	GRIA4_HUMAN	GRIA4_MOUSE
OG0000063	GRIA3_HUMAN	GRIA3_MOUSE
OG0000063	GRIK5_HUMAN	GRIK5_MOUSE
OG0000063	GRIK4_HUMAN	GRIK4_MOUSE
OG0000063	GRIK2_HUMAN	GRIK2_MOUSE
OG0000063	GRIK3_HUMAN	GRIK3_MOUSE
OG0000063	GRIK1_HUMAN	GRIK1_MOUSE
OG0000082	CRFR1_HUMAN	CRFR1_MOUSE
OG0000082	CRFR2_HUMAN	CRFR2_MOUSE
OG0000082	CALRL_HUMAN	CALRL_MOUSE
OG0000082	CALCR_HUMAN	CALCR_MOUSE
OG0000082	PTH1R_HUMAN	PTH1R_MOUSE
OG0000082	PTH2R_HUMAN	PTH2R_MOUSE
OG0000082	GLP2R_HUMAN	GLP2R_MOUSE
OG0000082	GLP1R_HUMAN	GLP1R_MOUSE
OG0000082	GLR_HUMAN	GLR_MOUSE
OG0000082	GIPR_HUMAN	GIPR_MOUSE
OG0000082	SCTR_HUMAN	SCTR_MOUSE
OG0000082	GHRHR_HUMAN	GHRHR_MOUSE
OG0000082	VIPR1_HUMAN	VIPR1_MOUSE
OG0000082	PACR_HUMAN	PACR_MOUSE
OG0000082	VIPR2_HUMAN	VIPR2_MOUSE
OG0000105	MYH6_HUMAN	MYH6_MOUSE
OG0000105	MYH7_HUMAN	MYH7_MOUSE
OG0000105	MYH3_HUMAN	MYH3_MOUSE
OG0000105	MYH8_HUMAN	MYH8_MOUSE
OG0000105	MYH2_HUMAN	MYH2_MOUSE
OG0000105	MYH4_HUMAN	MYH4_MOUSE
OG0000105	MYH1_HUMAN	MYH1_MOUSE
OG0000105	MYH15_HUMAN, MYH7B_HUMAN	MYH7B_MOUSE
OG0000032	O56B4_HUMAN	56B34_MOUSE
OG0000032	O56B1_HUMAN, O56B2_HUMAN, O56A3_HUMAN, O56A1_HUMAN, O56A4_HUMAN, O56A5_HUMAN, O52I1_HUMAN, O52I2_HUMAN, O52J3_HUMAN, O52E6_HUMAN, O52E8_HUMAN, O52E1_HUMAN, O52E2_HUMAN, O52E4_HUMAN, O52E5_HUMAN, O52D1_HUMAN, O52B6_HUMAN, O52B4_HUMAN, O52H1_HUMAN, O52B2_HUMAN, O52Z1_HUMAN, O52A5_HUMAN, O52A1_HUMAN, O52A4_HUMAN, O52R1_HUMAN, O52W1_HUMAN, O52L1_HUMAN, O52L2_HUMAN, O52P1_HUMAN, O52N5_HUMAN, O52N2_HUMAN, O52N1_HUMAN, O52N4_HUMAN, O52M1_HUMAN, O52K1_HUMAN, O52K2_HUMAN, O51I1_HUMAN, O51I2_HUMAN, O51M1_HUMAN, O51J1_HUMAN, O51T1_HUMAN, O51C1_HUMAN, O51F1_HUMAN, O51F2_HUMAN, O51S1_HUMAN, O51H1_HUMAN, O51L1_HUMAN, O51G2_HUMAN, O51G1_HUMAN, O51V1_HUMAN, O51B5_HUMAN, O51B6_HUMAN, O51B2_HUMAN, O51B4_HUMAN, O51Q1_HUMAN, O51A7_HUMAN, O51A2_HUMAN, O51A4_HUMAN, O51E1_HUMAN, O51D1_HUMAN, O51E2_HUMAN	O51E2_MOUSE
OG0000038	HRH2_HUMAN	HRH2_MOUSE
OG0000038	ADRB2_HUMAN	ADRB2_MOUSE
OG0000038	ADRB1_HUMAN	ADRB1_MOUSE
OG0000038	ADRB3_HUMAN	ADRB3_MOUSE
OG0000038	DRD1_HUMAN	DRD1_MOUSE
OG0000038	DRD5_HUMAN	DRD5_MOUSE
OG0000109	CP3A5_HUMAN, CP343_HUMAN, CP3A4_HUMAN, CP3A7_HUMAN	CP3AB_MOUSE, CP341_MOUSE, CP3AG_MOUSE, CP3AP_MOUSE, CP3AD_MOUSE
OG0000120	K1958_HUMAN	K1958_MOUSE
OG0000129	LIPR1_HUMAN	LIPR1_MOUSE
OG0000129	LIPP_HUMAN	LIPP_MOUSE
OG0000129	LIPR2_HUMAN	LIPR2_MOUSE
OG0000129	LIPI_HUMAN, LIPH_HUMAN	LIPH_MOUSE
OG0000029	ZN446_HUMAN, ZSCA1_HUMAN, ZSC18_HUMAN, SCND1_HUMAN, ZN496_HUMAN	ZN496_MOUSE
OG0000029	MSD7_HUMAN, SCND2_HUMAN, ZN75C_HUMAN, ZN75D_HUMAN, ZN263_HUMAN	ZN263_MOUSE
OG0000029	ZN215_HUMAN, ZN213_HUMAN, ZN444_HUMAN, ZKSC2_HUMAN, ZSC29_HUMAN, ZSC32_HUMAN, ZN500_HUMAN, ZSC20_HUMAN	ZSC20_MOUSE
OG0000029	ZSC25_HUMAN, ZN394_HUMAN	ZN394_MOUSE
OG0000029	ZSC26_HUMAN	ZSC26_MOUSE
OG0000029	ZKSC1_HUMAN	ZKSC1_MOUSE
OG0000029	ZSC31_HUMAN, ZSC23_HUMAN, ZSC9_HUMAN, ZN396_HUMAN, ZNF24_HUMAN	ZNF24_MOUSE
OG0000029	ZSC16_HUMAN, ZKSC3_HUMAN, ZKSC4_HUMAN	ZKSC3_MOUSE
OG0000029	ZSC12_HUMAN	ZSC12_MOUSE
OG0000029	ZN197_HUMAN, ZKSC7_HUMAN, ZN852_HUMAN, ZN445_HUMAN	ZN445_MOUSE
OG0000029	ZN165_HUMAN, ZSC30_HUMAN, ZN232_HUMAN, ZSC21_HUMAN	ZSC21_MOUSE
OG0000029	ZN449_HUMAN, ZKSC5_HUMAN	ZKSC5_MOUSE
OG0000060	GALR1_HUMAN	GALR1_MOUSE
OG0000060	GALR3_HUMAN	GALR3_MOUSE
OG0000060	GALR2_HUMAN	GALR2_MOUSE
OG0000077	RINI_HUMAN	RINI_MOUSE
OG0000077	NLRP6_HUMAN	NLRP6_MOUSE
OG0000077	NLRP3_HUMAN	NLRP3_MOUSE
OG0000077	NAL12_HUMAN	NAL12_MOUSE
OG0000077	NAL10_HUMAN	NAL10_MOUSE
OG0000077	NLRP1_HUMAN, CARD8_HUMAN	NLR1A_MOUSE, NL1B2_MOUSE, NL1B3_MOUSE, NL1B4_MOUSE, NL1B1_MOUSE, NL1B5_MOUSE
OG0000077	NALP4_HUMAN	NAL4B_MOUSE, NAL4F_MOUSE, NAL4A_MOUSE, NAL4C_MOUSE, NAL4E_MOUSE
OG0000077	NAL11_HUMAN, NLRP9_HUMAN	NLR9B_MOUSE, NLR9A_MOUSE, NLR9C_MOUSE
OG0000077	NALP5_HUMAN	NALP5_MOUSE
OG0000077	NAL14_HUMAN	NAL14_MOUSE
OG0000056	IF2P_HUMAN	IF2P_MOUSE
OG0000084	NAIF1_HUMAN	NAIF1_MOUSE
OG0000106	H2B1A_HUMAN	H2B1A_MOUSE
OG0000106	H2B1D_HUMAN	H2B1M_MOUSE
OG0000106	H2B1C_HUMAN	H2B1C_MOUSE
OG0000106	H2B2C_HUMAN, H2B2D_HUMAN, H2B2E_HUMAN, H2B1J_HUMAN, H2B1K_HUMAN, H2BFS_HUMAN, H2B1O_HUMAN, H2B1H_HUMAN, H2B2F_HUMAN	H2B2B_MOUSE
OG0000106	H2B1L_HUMAN	H2B1P_MOUSE, H2B1F_MOUSE, H2B1K_MOUSE, H2B2E_MOUSE
OG0000106	H2B3B_HUMAN	H2B3A_MOUSE, H2B3B_MOUSE
OG0000128	MA13P_HUMAN, MAGC3_HUMAN, MAGC2_HUMAN, MAGC1_HUMAN, MAGAA_HUMAN, MAGAB_HUMAN, MAGA9_HUMAN, MAGA8_HUMAN, MAGA3_HUMAN, MAGA6_HUMAN, MAGA2_HUMAN, MAGAC_HUMAN, MAGA5_HUMAN, MAGA1_HUMAN, MAGA4_HUMAN, MAGBG_HUMAN	MAGBG_MOUSE
