Orthogroup	Hsap	Mmus
OG0000005	O5AR1_HUMAN	O5AR1_MOUSE
OG0000005	OR5BC_HUMAN, OR5B3_HUMAN, OR5B2_HUMAN, OR5BH_HUMAN, O5B21_HUMAN	O5B21_MOUSE
OG0000005	OR5L1_HUMAN, OR5L2_HUMAN, OR5DG_HUMAN, OR5DI_HUMAN, OR5DE_HUMAN, OR5D3_HUMAN, OR5DD_HUMAN	O1165_MOUSE
OG0000008	JAM1_HUMAN	JAM1_MOUSE
OG0000008	JAM3_HUMAN	JAM3_MOUSE
OG0000008	JAM2_HUMAN	JAM2_MOUSE
OG0000012	PP6R2_HUMAN	PP6R2_MOUSE
OG0000012	PP6R3_HUMAN	PP6R3_MOUSE
OG0000012	PP6R1_HUMAN	PP6R1_MOUSE
OG0000013	NK2R_HUMAN	NK2R_MOUSE
OG0000013	NK1R_HUMAN	NK1R_MOUSE
OG0000013	NK3R_HUMAN	NK3R_MOUSE
OG0000014	MTR1L_HUMAN	MTR1L_MOUSE
OG0000014	MTR1A_HUMAN	MTR1A_MOUSE
OG0000014	MTR1B_HUMAN	MTR1B_MOUSE
OG0000015	VKOR1_HUMAN	VKOR1_MOUSE
OG0000016	OR6B1_HUMAN	OR6Z7_MOUSE
OG0000016	OR6B2_HUMAN, OR6B3_HUMAN	OR6B9_MOUSE
OG0000016	O10X1_HUMAN, O10H2_HUMAN, O10H1_HUMAN, O10H5_HUMAN, O10H3_HUMAN, O10H4_HUMAN	10H28_MOUSE
OG0000016	O10J3_HUMAN, O10J4_HUMAN, O10J1_HUMAN, O10J6_HUMAN, O10J5_HUMAN	O10J5_MOUSE
OG0000016	O10AG_HUMAN, O10A3_HUMAN, O10A6_HUMAN, O10A7_HUMAN, O10A4_HUMAN, O10A2_HUMAN, O10A5_HUMAN, O10C1_HUMAN, O10P1_HUMAN	10P22_MOUSE
OG0000016	OR2W3_HUMAN, OR2W1_HUMAN, OR2W6_HUMAN, OR2W5_HUMAN, OR2G2_HUMAN, OR2G3_HUMAN, OR2G6_HUMAN, OR2C3_HUMAN, OR2J3_HUMAN, OR2J1_HUMAN, OR2J2_HUMAN, OR2B8_HUMAN, OR2I1_HUMAN, OR2Y1_HUMAN	O2Y1B_MOUSE
OG0000016	OR2H1_HUMAN, OR2H2_HUMAN, OR2C1_HUMAN	OR2C1_MOUSE
OG0000016	OR2BB_HUMAN, OR2B3_HUMAN, OR2B2_HUMAN, OR2B6_HUMAN	OR2B6_MOUSE
OG0000016	OR2D2_HUMAN, OR2D3_HUMAN, OR2F1_HUMAN, OR2F2_HUMAN, O13H1_HUMAN, O13J1_HUMAN, O13F1_HUMAN, OR2K2_HUMAN, O13D1_HUMAN, O13C9_HUMAN, O13C2_HUMAN, O13C5_HUMAN, O13C3_HUMAN, O13C4_HUMAN, O13C8_HUMAN, OR2S1_HUMAN, O13C6_HUMAN, O13C7_HUMAN, O2A12_HUMAN, O2A14_HUMAN, OR2A2_HUMAN, OR2A5_HUMAN, OR2A1_HUMAN, O2A25_HUMAN, OR2A4_HUMAN, OR2A7_HUMAN	OR2A7_MOUSE
OG0000018	RXFP1_HUMAN	RXFP1_MOUSE
OG0000018	RXFP2_HUMAN	RXFP2_MOUSE
OG0000019	MFAP4_HUMAN	MFAP4_MOUSE
OG0000019	FCN1_HUMAN, FCN2_HUMAN	FCN1_MOUSE, FCN2_MOUSE
OG0000020	OIT3_HUMAN	OIT3_MOUSE
OG0000020	UROM_HUMAN	UROM_MOUSE
OG0000020	GP2_HUMAN	GP2_MOUSE
OG0000022	MEP1A_HUMAN	MEP1A_MOUSE
OG0000022	MEP1B_HUMAN	MEP1B_MOUSE
OG0000022	ASTL_HUMAN	ASTL_MOUSE
OG0000023	KISSR_HUMAN	KISSR_MOUSE
OG0000023	GALR1_HUMAN	GALR1_MOUSE
OG0000023	GALR3_HUMAN	GALR3_MOUSE
OG0000023	GALR2_HUMAN	GALR2_MOUSE
OG0000023	OX1R_HUMAN	OX1R_MOUSE
OG0000023	OX2R_HUMAN	OX2R_MOUSE
OG0000023	NPY2R_HUMAN	NPY2R_MOUSE
OG0000023	NPFF1_HUMAN, NPFF2_HUMAN	NPFF2_MOUSE
OG0000027	MRP4_HUMAN	MRP4_MOUSE
OG0000029	LYRM7_HUMAN	LYRM7_MOUSE
OG0000032	OR4C3_HUMAN	O4C3D_MOUSE
OG0000032	OR4E1_HUMAN, OR4E2_HUMAN	OR4E2_MOUSE
OG0000032	O10D3_HUMAN	O10D3_MOUSE
OG0000032	O10D4_HUMAN	O10N1_MOUSE
OG0000032	OR4Q3_HUMAN, OR4L1_HUMAN, OR4F4_HUMAN, O4F17_HUMAN, OR4F5_HUMAN, OR4F6_HUMAN, O4F15_HUMAN, O4F21_HUMAN, OR4F3_HUMAN, OR4K1_HUMAN, OR4K2_HUMAN, OR4K3_HUMAN, OR4KH_HUMAN, OR4K5_HUMAN, OR4KF_HUMAN, OR4KD_HUMAN, OR4KE_HUMAN, OR4D5_HUMAN, OR4D1_HUMAN, OR4D2_HUMAN, OR4D6_HUMAN, OR4D9_HUMAN, OR4DA_HUMAN, OR4DB_HUMAN, OR4Q2_HUMAN, OR4N5_HUMAN, OR4N2_HUMAN, OR4N4_HUMAN, ORN4C_HUMAN, OR4M1_HUMAN, OR4M2_HUMAN, ORM2B_HUMAN	OR4M1_MOUSE
OG0000032	OR4X1_HUMAN, OR4X2_HUMAN, OR4B1_HUMAN	O4B13_MOUSE
OG0000032	OR4C6_HUMAN, O4C45_HUMAN, OR4C5_HUMAN, O4C46_HUMAN, OR4CD_HUMAN, OR4CC_HUMAN	OR4CC_MOUSE
OG0000033	AGRL4_HUMAN	AGRL4_MOUSE
OG0000035	PCDB5_HUMAN	PCDBE_MOUSE, PCDB6_MOUSE, PCDB8_MOUSE
OG0000035	PCDA6_HUMAN, PCDA8_HUMAN, PCDAA_HUMAN	PCDA9_MOUSE
OG0000035	PCDA4_HUMAN	PCDA4_MOUSE
OG0000035	PCDA7_HUMAN, PCDA9_HUMAN	PCDA7_MOUSE
OG0000035	PCDA5_HUMAN	PCDAA_MOUSE
OG0000035	PCD18_HUMAN, PCD12_HUMAN	PCD12_MOUSE
OG0000035	PCD17_HUMAN, PCD19_HUMAN	PCD19_MOUSE
OG0000035	PCDGK_HUMAN, PCDGL_HUMAN, PCDGM_HUMAN, PCDGG_HUMAN, PCDGH_HUMAN, PCDGI_HUMAN, PCDGJ_HUMAN, PCDGF_HUMAN, PCDGD_HUMAN, PCDGE_HUMAN, PCDGB_HUMAN, PCDGC_HUMAN, PCDGA_HUMAN, PCDG8_HUMAN, PCDG9_HUMAN, PCDG5_HUMAN, PCDG3_HUMAN, PCDG2_HUMAN, PCDG1_HUMAN, PCDG7_HUMAN, PCDG6_HUMAN, PCDG4_HUMAN	PCDG4_MOUSE
OG0000035	PCDB7_HUMAN, PCDB9_HUMAN, PCDBA_HUMAN	PCDBI_MOUSE
OG0000036	AOAH_HUMAN	AOAH_MOUSE
OG0000037	NPTX1_HUMAN	NPTX1_MOUSE
OG0000037	NPTX2_HUMAN	NPTX2_MOUSE
OG0000037	NPTXR_HUMAN	NPTXR_MOUSE
OG0000039	ZN202_HUMAN, ZN75C_HUMAN, ZN75D_HUMAN, ZN394_HUMAN, ZN174_HUMAN, ZSC25_HUMAN, ZSA5B_HUMAN, ZSA5A_HUMAN, ZSA5D_HUMAN, ZSA5C_HUMAN	ZN394_MOUSE
OG0000039	ZN263_HUMAN	ZN263_MOUSE
OG0000039	ZKSC2_HUMAN, ZSC29_HUMAN, ZSC32_HUMAN, ZN500_HUMAN, ZSC20_HUMAN	ZSC20_MOUSE
OG0000039	ZN483_HUMAN, ZN287_HUMAN	ZN287_MOUSE
OG0000039	ZN197_HUMAN, ZKSC7_HUMAN, ZN852_HUMAN, ZN445_HUMAN	ZN445_MOUSE
OG0000039	ZKSC5_HUMAN	ZKSC5_MOUSE
OG0000039	ZKSC1_HUMAN	ZKSC1_MOUSE
OG0000039	ZSC16_HUMAN, ZKSC3_HUMAN, ZKSC4_HUMAN	ZKSC3_MOUSE
OG0000039	ZSC23_HUMAN, ZSC9_HUMAN, ZSC12_HUMAN	ZSC12_MOUSE
OG0000039	ZN396_HUMAN, ZNF24_HUMAN	ZNF24_MOUSE
OG0000039	ZN232_HUMAN, ZSC21_HUMAN	ZSC21_MOUSE
OG0000039	SCND1_HUMAN, ZN446_HUMAN, ZNF18_HUMAN	ZNF18_MOUSE
OG0000042	O56B4_HUMAN	56B34_MOUSE
OG0000042	O56B1_HUMAN, O56B2_HUMAN, O56A3_HUMAN, O56A1_HUMAN, O56A4_HUMAN, O56A5_HUMAN, O52I1_HUMAN, O52I2_HUMAN, O52J3_HUMAN, O52E6_HUMAN, O52E8_HUMAN, O52E1_HUMAN, O52E2_HUMAN, O52E4_HUMAN, O52E5_HUMAN, O52D1_HUMAN, O52B6_HUMAN, O52B4_HUMAN, O52H1_HUMAN, O52B2_HUMAN, O52Z1_HUMAN, O52A5_HUMAN, O52A1_HUMAN, O52A4_HUMAN, O52R1_HUMAN, O52W1_HUMAN, O52L1_HUMAN, O52L2_HUMAN, O52P1_HUMAN, O52N5_HUMAN, O52N2_HUMAN, O52N1_HUMAN, O52N4_HUMAN, O52M1_HUMAN, O52K1_HUMAN, O52K2_HUMAN, O51I1_HUMAN, O51I2_HUMAN, O51M1_HUMAN, O51J1_HUMAN, O51T1_HUMAN, O51C1_HUMAN, O51F1_HUMAN, O51F2_HUMAN, O51S1_HUMAN, O51H1_HUMAN, O51L1_HUMAN, O51G2_HUMAN, O51G1_HUMAN, O51V1_HUMAN, O51B5_HUMAN, O51B6_HUMAN, O51B2_HUMAN, O51B4_HUMAN, O51Q1_HUMAN, O51A7_HUMAN, O51A2_HUMAN, O51A4_HUMAN, O51E1_HUMAN, O51D1_HUMAN, O51E2_HUMAN	O51E2_MOUSE
OG0000045	TLR2_HUMAN	TLR2_MOUSE
OG0000045	TLR1_HUMAN	TLR1_MOUSE
OG0000045	TLR6_HUMAN	TLR6_MOUSE
OG0000047	EXOS6_HUMAN	EXOS6_MOUSE
OG0000048	MYCBP_HUMAN	MYCBP_MOUSE
OG0000051	ACHB2_HUMAN	ACHB2_MOUSE
OG0000051	ACHB4_HUMAN	ACHB4_MOUSE
OG0000051	ACHA_HUMAN	ACHA_MOUSE
OG0000051	ACHA3_HUMAN	ACHA3_MOUSE
OG0000051	ACHA6_HUMAN	ACHA6_MOUSE
OG0000051	ACHA4_HUMAN	ACHA4_MOUSE
OG0000051	ACHA2_HUMAN	ACHA2_MOUSE
OG0000051	ACHA5_HUMAN	ACHA5_MOUSE
OG0000051	ACHB3_HUMAN	ACHB3_MOUSE
OG0000051	ACHA7_HUMAN, CRFM7_HUMAN	ACHA7_MOUSE
OG0000053	PRORY_HUMAN, LORF2_HUMAN	LORF2_MOUSE
OG0000055	ADA1D_HUMAN	ADA1D_MOUSE
OG0000055	ADA1B_HUMAN	ADA1B_MOUSE
OG0000055	ADA1A_HUMAN	ADA1A_MOUSE
OG0000055	5HT4R_HUMAN	5HT4R_MOUSE
OG0000055	DRD1_HUMAN	DRD1_MOUSE
OG0000055	DRD5_HUMAN	DRD5_MOUSE
OG0000055	ADRB2_HUMAN	ADRB2_MOUSE
OG0000055	ADRB1_HUMAN	ADRB1_MOUSE
OG0000055	ADRB3_HUMAN	ADRB3_MOUSE
OG0000056	C3P1_HUMAN, CO3_HUMAN	CO3_MOUSE
OG0000057	OR1E3_HUMAN, OR1E1_HUMAN, OR1E2_HUMAN	O1E16_MOUSE
OG0000057	OR1J1_HUMAN	OR1J1_MOUSE
OG0000057	OR1J2_HUMAN, OR1J4_HUMAN	O1J21_MOUSE
OG0000057	OR7A5_HUMAN	O7A40_MOUSE
OG0000057	OR7AH_HUMAN, OR7AA_HUMAN, OR7A2_HUMAN	O7A42_MOUSE
OG0000057	OR7G3_HUMAN, OR7G1_HUMAN, OR7G2_HUMAN, O7E24_HUMAN	O7178_MOUSE
OG0000057	OR7D2_HUMAN, OR7D4_HUMAN	O7D11_MOUSE
OG0000057	OR1N1_HUMAN, OR1P1_HUMAN, OR1S1_HUMAN, OR1S2_HUMAN, OR1M1_HUMAN	OR1M1_MOUSE
OG0000060	HMCN1_HUMAN	HMCN1_MOUSE
OG0000060	HMCN2_HUMAN	HMCN2_MOUSE
OG0000061	TVA18_HUMAN	TVA3_MOUSE
OG0000061	TVAM1_HUMAN, TVA5_HUMAN, TVAM2_HUMAN, TVA23_HUMAN, TVA29_HUMAN, TVAL2_HUMAN, TVAL1_HUMAN, TVAL3_HUMAN	TVA2_MOUSE
OG0000061	TVA2_HUMAN, TVA11_HUMAN, TVA12_HUMAN, TVA21_HUMAN, TVA17_HUMAN, TVA6_HUMAN, TVA24_HUMAN, TVA36_HUMAN, TVA20_HUMAN, TVA39_HUMAN, TVA7_HUMAN, TVA10_HUMAN, TVA22_HUMAN, TVA41_HUMAN, TVA30_HUMAN, TVA34_HUMAN, TVA35_HUMAN, TVA25_HUMAN, TJA42_HUMAN, TRAR1_HUMAN, TVA27_HUMAN, TRAC_HUMAN	TRAC_MOUSE
OG0000061	TVA3_HUMAN, TVA16_HUMAN, TVA86_HUMAN, TVA82_HUMAN, TVA84_HUMAN, TVA81_HUMAN, TVA83_HUMAN	TVA1_MOUSE
OG0000067	ACOT4_HUMAN	ACOT4_MOUSE
OG0000067	ACOT6_HUMAN	ACOT6_MOUSE
OG0000067	ACOT1_HUMAN, ACOT2_HUMAN	ACOT3_MOUSE, ACOT5_MOUSE, ACOT1_MOUSE, ACOT2_MOUSE
OG0000067	BAAT_HUMAN	ACNT1_MOUSE, ACNT2_MOUSE, BAAT_MOUSE
OG0000068	SARAF_HUMAN	SARAF_MOUSE
OG0000071	DEND3_HUMAN	DEND3_MOUSE
OG0000072	IGLC7_HUMAN, IGL1_HUMAN, IGLC1_HUMAN, IGLL5_HUMAN, LJ01_HUMAN, IGLC2_HUMAN, IGLC3_HUMAN, IGLC6_HUMAN, IGLL1_HUMAN, LV140_HUMAN, LV150_HUMAN, LV151_HUMAN, LV136_HUMAN, LV144_HUMAN, LV147_HUMAN, LV657_HUMAN, LV208_HUMAN, LV211_HUMAN, LV214_HUMAN, LV223_HUMAN, LV218_HUMAN, LV233_HUMAN, LVX54_HUMAN, LV319_HUMAN, LV332_HUMAN, LV39_HUMAN, LV312_HUMAN, LV321_HUMAN, LV301_HUMAN, LV322_HUMAN, LV316_HUMAN, LV325_HUMAN, LV310_HUMAN, LV327_HUMAN, LV746_HUMAN, LV861_HUMAN, VPRE3_HUMAN, LV460_HUMAN, LV469_HUMAN, LV403_HUMAN, LV949_HUMAN, LV552_HUMAN, LV548_HUMAN, LV539_HUMAN, LV545_HUMAN, LV537_HUMAN, LVK55_HUMAN	IGLL1_MOUSE, LAC1_MOUSE
OG0000076	ANKR7_HUMAN	ANKR7_MOUSE
OG0000076	AR26L_HUMAN, POTEA_HUMAN, POTB2_HUMAN, POTEB_HUMAN, POTB3_HUMAN, POTEC_HUMAN, POTED_HUMAN, POTEH_HUMAN, POTEG_HUMAN, POTEM_HUMAN, POTEI_HUMAN, POTEJ_HUMAN, POTEE_HUMAN, POTEF_HUMAN, A30BL_HUMAN, AN30A_HUMAN, AN30B_HUMAN, A2012_HUMAN, AN20B_HUMAN, A20A5_HUMAN, A20A4_HUMAN, A20A2_HUMAN, A20A1_HUMAN, A20A3_HUMAN, ANR19_HUMAN, AN18A_HUMAN, AN18B_HUMAN, ANR62_HUMAN, A26L1_HUMAN, AN36C_HUMAN, AN36A_HUMAN, AN36B_HUMAN, C144B_HUMAN, C144C_HUMAN, C144L_HUMAN, C144A_HUMAN, ANR26_HUMAN	ANR26_MOUSE
OG0000078	MOT8_HUMAN	MOT8_MOUSE
OG0000078	MOT10_HUMAN	MOT10_MOUSE
OG0000078	MOT6_HUMAN	MOT6_MOUSE
OG0000078	MOT1_HUMAN	MOT1_MOUSE
OG0000078	MOT2_HUMAN	MOT2_MOUSE
OG0000078	MOT3_HUMAN	MOT3_MOUSE
OG0000078	MOT4_HUMAN	MOT4_MOUSE
OG0000080	PROP_HUMAN	PROP_MOUSE
OG0000085	GLRA3_HUMAN	GLRA3_MOUSE
OG0000085	GLRA2_HUMAN	GLRA4_MOUSE, GLRA2_MOUSE
OG0000085	GLRA1_HUMAN	GLRA1_MOUSE
OG0000086	S10AD_HUMAN	S10AD_MOUSE
OG0000086	S10AB_HUMAN	S10AB_MOUSE
OG0000086	S100B_HUMAN	S100B_MOUSE
OG0000086	S10A1_HUMAN	S10A1_MOUSE
OG0000086	S100Z_HUMAN, S10AA_HUMAN	S10AA_MOUSE
OG0000086	S10A5_HUMAN	S10A5_MOUSE
OG0000086	S10A3_HUMAN	S10A3_MOUSE
OG0000086	S10A6_HUMAN	S10A6_MOUSE
OG0000086	S10A4_HUMAN	S10A4_MOUSE
OG0000086	S10AC_HUMAN, S10A9_HUMAN	S10A9_MOUSE
OG0000086	S1A7B_HUMAN, S10A7_HUMAN, S1A7A_HUMAN	S115A_MOUSE
OG0000086	S100G_HUMAN	S100G_MOUSE
OG0000086	S10A8_HUMAN	S10A8_MOUSE
OG0000086	HORN_HUMAN	HORN_MOUSE
OG0000086	FILA2_HUMAN	FILA2_MOUSE
OG0000086	CRNN_HUMAN, TRHY_HUMAN, RPTN_HUMAN	RPTN_MOUSE
OG0000087	LOX5_HUMAN	LOX5_MOUSE
OG0000087	LOX12_HUMAN	LOX12_MOUSE
OG0000087	LOX15_HUMAN	LX12E_MOUSE, LOX15_MOUSE
OG0000087	LX15B_HUMAN	ALOX8_MOUSE
OG0000087	LX12B_HUMAN	LX12B_MOUSE
OG0000087	LOXE3_HUMAN	LOXE3_MOUSE
OG0000089	TNR27_HUMAN	TNR27_MOUSE
OG0000089	TNR19_HUMAN	TNR19_MOUSE
OG0000090	H2B1A_HUMAN	H2B1A_MOUSE
OG0000090	H2B1C_HUMAN	H2B1C_MOUSE
OG0000090	H2B1L_HUMAN	H2B2E_MOUSE
OG0000090	H2B3B_HUMAN	H2B3A_MOUSE, H2B3B_MOUSE
OG0000090	H2B1H_HUMAN, H2B1O_HUMAN, H2B2E_HUMAN, H2B1J_HUMAN, H2B1K_HUMAN, H2B2C_HUMAN, H2B2D_HUMAN, H2B2F_HUMAN	H2B2B_MOUSE
OG0000090	H2B1B_HUMAN, H2B1N_HUMAN, H2B1D_HUMAN	H2B1M_MOUSE
OG0000091	RINI_HUMAN	RINI_MOUSE
OG0000091	NAL10_HUMAN	NAL10_MOUSE
OG0000091	NLRP6_HUMAN	NLRP6_MOUSE
OG0000091	NLRP3_HUMAN	NLRP3_MOUSE
OG0000091	NAL12_HUMAN	NAL12_MOUSE
OG0000091	NAL14_HUMAN	NAL14_MOUSE
OG0000091	NALP4_HUMAN	NAL4B_MOUSE, NAL4F_MOUSE, NAL4A_MOUSE, NAL4C_MOUSE, NAL4E_MOUSE
OG0000091	NAL11_HUMAN, NLRP9_HUMAN	NLR9B_MOUSE, NLR9A_MOUSE, NLR9C_MOUSE
OG0000091	NAL13_HUMAN, NALP5_HUMAN	NALP5_MOUSE
OG0000091	CARD8_HUMAN, NLRP1_HUMAN	NLR1A_MOUSE, NL1B2_MOUSE, NL1B3_MOUSE, NL1B4_MOUSE, NL1B1_MOUSE, NL1B5_MOUSE
OG0000092	CGT_HUMAN	CGT_MOUSE
OG0000092	UDB15_HUMAN, UDB17_HUMAN, UD2B4_HUMAN, UD2B7_HUMAN, UDB10_HUMAN, UDB11_HUMAN, UDB28_HUMAN	UDB17_MOUSE
OG0000092	UD2A1_HUMAN	UD2A1_MOUSE
OG0000092	UD2A2_HUMAN	UD2A2_MOUSE
OG0000092	UD2A3_HUMAN	UD2A3_MOUSE
OG0000092	UD11_HUMAN	UD11_MOUSE
OG0000092	UD13_HUMAN, UD14_HUMAN, UD15_HUMAN	UD12_MOUSE
OG0000092	UD16_HUMAN	UD16_MOUSE
OG0000092	UD19_HUMAN, UD18_HUMAN, UD110_HUMAN, UD17_HUMAN	UD17_MOUSE, UD19_MOUSE
OG0000094	B4GN4_HUMAN	B4GN4_MOUSE
OG0000094	B4GN3_HUMAN	B4GN3_MOUSE
OG0000095	GRIA1_HUMAN	GRIA1_MOUSE
OG0000095	GRIA2_HUMAN	GRIA2_MOUSE
OG0000095	GRIA4_HUMAN	GRIA4_MOUSE
OG0000095	GRIA3_HUMAN	GRIA3_MOUSE
OG0000095	GRIK3_HUMAN	GRIK3_MOUSE
OG0000095	GRIK1_HUMAN	GRIK1_MOUSE
OG0000095	GRIK2_HUMAN	GRIK2_MOUSE
OG0000095	GRIK4_HUMAN	GRIK4_MOUSE
OG0000095	GRIK5_HUMAN	GRIK5_MOUSE
OG0000096	KV401_HUMAN, TVA4_HUMAN, TVAZ1_HUMAN, TVAZ2_HUMAN, KV37_HUMAN, KVD07_HUMAN, KV315_HUMAN, KVD15_HUMAN, KV311_HUMAN, KVD11_HUMAN, KV320_HUMAN, KVD20_HUMAN	KV5A6_MOUSE, KV5A3_MOUSE, KV5A4_MOUSE
OG0000096	KV139_HUMAN, KVD39_HUMAN, KV133_HUMAN, KVD33_HUMAN, KV137_HUMAN, KVD37_HUMAN, KV127_HUMAN, KVD42_HUMAN, KV109_HUMAN, KVD43_HUMAN, KV108_HUMAN, KVD08_HUMAN, KV113_HUMAN, KVD13_HUMAN, KVD17_HUMAN, KV106_HUMAN, KV117_HUMAN, KV116_HUMAN, KVD16_HUMAN, KV112_HUMAN, KVD12_HUMAN, KV105_HUMAN, IGKC_HUMAN, IGK_HUMAN	IGKC_MOUSE
