# SignalP-6.0	Organism: Eukarya	Timestamp: 20260720225513
# ID	Prediction	OTHER	SP(Sec/SPI)	CS Position
XP_046839041.1	OTHER	1.000000	0.000000	
XP_046839042.1	OTHER	1.000000	0.000000	
XP_046839043.1	SP	0.000148	0.999827	CS pos: 22-23. Pr: 0.8211
XP_046839044.1	OTHER	1.000000	0.000000	
XP_046839045.1	OTHER	1.000000	0.000000	
XP_046839046.1	OTHER	1.000000	0.000000	
XP_046839047.1	OTHER	1.000000	0.000000	
XP_046839048.1	OTHER	1.000000	0.000000	
XP_046839049.1	OTHER	1.000000	0.000000	
XP_046839050.1	OTHER	1.000000	0.000000	
XP_046839051.1	OTHER	1.000000	0.000000	
XP_046839052.1	OTHER	1.000000	0.000000	
XP_046839053.1	OTHER	1.000000	0.000000	
XP_046839054.1	OTHER	1.000000	0.000000	
XP_046839055.1	OTHER	1.000000	0.000000	
XP_046839056.1	OTHER	0.999994	0.000000	
XP_046839057.1	OTHER	1.000000	0.000000	
XP_046839058.1	SP	0.000206	0.999818	CS pos: 30-31. Pr: 0.9771
XP_046839059.1	SP	0.000185	0.999807	CS pos: 19-20. Pr: 0.9850
XP_046839060.1	OTHER	1.000000	0.000000	
XP_046839061.1	OTHER	1.000000	0.000000	
XP_046839062.1	SP	0.382908	0.617089	CS pos: 18-19. Pr: 0.6021
XP_046839063.1	OTHER	1.000000	0.000000	
XP_046839064.1	SP	0.333495	0.666519	CS pos: 19-20. Pr: 0.6474
XP_046839065.1	OTHER	0.999993	0.000000	
XP_046839066.1	OTHER	0.999965	0.000000	
XP_046839067.1	OTHER	1.000000	0.000000	
XP_046839068.1	OTHER	1.000000	0.000000	
XP_046839069.1	OTHER	1.000000	0.000000	
XP_046839070.1	OTHER	0.999997	0.000000	
XP_046839071.1	OTHER	1.000000	0.000000	
XP_046839072.1	OTHER	0.999998	0.000000	
XP_046839073.1	OTHER	1.000000	0.000000	
XP_046839074.1	OTHER	1.000000	0.000000	
XP_046839075.1	OTHER	1.000000	0.000000	
XP_046839076.1	OTHER	1.000000	0.000000	
XP_046839077.1	OTHER	0.999968	0.000000	
XP_046839078.1	OTHER	1.000000	0.000000	
XP_046839079.1	OTHER	1.000000	0.000000	
XP_046839080.1	OTHER	1.000000	0.000000	
XP_046839081.1	OTHER	1.000000	0.000000	
XP_046839082.1	OTHER	1.000000	0.000000	
XP_046839083.1	SP	0.166975	0.833027	CS pos: 22-23. Pr: 0.8135
XP_046839084.1	OTHER	1.000000	0.000000	
XP_046839085.1	OTHER	1.000000	0.000000	
XP_046839086.1	OTHER	1.000000	0.000000	
XP_046839087.1	SP	0.000149	0.999873	CS pos: 23-24. Pr: 0.9784
XP_046839088.1	OTHER	0.999987	0.000000	
XP_046839089.1	SP	0.000155	0.999858	CS pos: 18-19. Pr: 0.9845
XP_046839090.1	OTHER	0.993812	0.006178	
XP_046839091.1	OTHER	0.999977	0.000000	
XP_046839092.1	OTHER	1.000000	0.000000	
XP_046839093.1	OTHER	1.000000	0.000000	
XP_046839094.1	OTHER	0.999970	0.000000	
XP_046839095.1	SP	0.333576	0.666439	CS pos: 44-45. Pr: 0.6490
XP_046839096.1	OTHER	1.000000	0.000000	
XP_046839097.1	OTHER	1.000000	0.000000	
XP_046839098.1	OTHER	1.000000	0.000000	
XP_046839099.1	OTHER	1.000000	0.000000	
XP_046839100.1	OTHER	1.000000	0.000000	
XP_046839101.1	OTHER	0.924694	0.075307	
XP_046839102.1	OTHER	1.000000	0.000000	
XP_046839103.1	SP	0.000189	0.999811	CS pos: 22-23. Pr: 0.9859
XP_046839104.1	SP	0.000191	0.999807	CS pos: 20-21. Pr: 0.9900
XP_046839105.1	OTHER	1.000000	0.000000	
XP_046839106.1	OTHER	1.000000	0.000000	
XP_046839107.1	OTHER	1.000000	0.000000	
XP_046839108.1	OTHER	0.999999	0.000000	
XP_046839109.1	OTHER	1.000000	0.000000	
XP_046839110.1	OTHER	1.000000	0.000000	
XP_046839111.1	OTHER	1.000000	0.000000	
XP_046839112.1	SP	0.000170	0.999815	CS pos: 25-26. Pr: 0.9808
XP_046839113.1	OTHER	1.000000	0.000000	
XP_046839114.1	OTHER	1.000000	0.000000	
XP_046839115.1	OTHER	0.999956	0.000000	
XP_046839116.1	OTHER	1.000000	0.000000	
XP_046839117.1	OTHER	1.000000	0.000000	
XP_046839118.1	OTHER	0.999994	0.000000	
XP_046839119.1	SP	0.000197	0.999800	CS pos: 19-20. Pr: 0.9836
XP_046839120.1	OTHER	1.000000	0.000000	
XP_046839121.1	OTHER	1.000000	0.000000	
XP_046839122.1	OTHER	1.000000	0.000000	
XP_046839123.1	OTHER	1.000000	0.000000	
XP_046839124.1	OTHER	1.000000	0.000000	
XP_046839125.1	OTHER	1.000000	0.000000	
XP_046839126.1	OTHER	1.000000	0.000000	
XP_046839127.1	OTHER	1.000000	0.000000	
XP_046839128.1	OTHER	1.000000	0.000000	
XP_046839129.1	OTHER	1.000000	0.000000	
XP_046839130.1	OTHER	0.999980	0.000000	
XP_046839131.1	OTHER	1.000000	0.000000	
XP_046839132.1	OTHER	1.000000	0.000000	
XP_046839133.1	OTHER	1.000000	0.000000	
XP_046839134.1	OTHER	1.000000	0.000000	
XP_046839135.1	OTHER	1.000000	0.000000	
XP_046839136.1	OTHER	1.000000	0.000000	
XP_046839137.1	OTHER	1.000000	0.000000	
XP_046839138.1	OTHER	1.000000	0.000000	
XP_046839139.1	OTHER	1.000000	0.000000	
XP_046839140.1	OTHER	1.000000	0.000000	
XP_046839141.1	OTHER	0.999996	0.000000	
XP_046839142.1	OTHER	1.000000	0.000000	
XP_046839143.1	OTHER	1.000000	0.000000	
XP_046839144.1	OTHER	0.999995	0.000000	
XP_046839145.1	OTHER	0.999979	0.000000	
XP_046839146.1	OTHER	0.999979	0.000000	
XP_046839147.1	OTHER	0.999979	0.000000	
XP_046839148.1	OTHER	1.000000	0.000000	
XP_046839149.1	OTHER	1.000000	0.000000	
XP_046839150.1	OTHER	1.000000	0.000000	
XP_046839151.1	OTHER	1.000000	0.000000	
XP_046839152.1	OTHER	1.000000	0.000000	
XP_046839153.1	OTHER	1.000000	0.000000	
XP_046839154.1	OTHER	1.000000	0.000000	
XP_046839155.1	OTHER	1.000000	0.000000	
XP_046839156.1	OTHER	1.000000	0.000000	
XP_046839157.1	OTHER	0.999997	0.000000	
XP_046839158.1	OTHER	0.999997	0.000000	
XP_046839159.1	OTHER	1.000000	0.000000	
XP_046839160.1	OTHER	0.999971	0.000000	
XP_046839161.1	OTHER	0.999971	0.000000	
XP_046839162.1	OTHER	1.000000	0.000000	
XP_046839163.1	OTHER	1.000000	0.000000	
XP_046839164.1	OTHER	1.000000	0.000000	
XP_046839165.1	OTHER	0.999991	0.000000	
XP_046839166.1	SP	0.166856	0.833148	CS pos: 18-19. Pr: 0.8185
XP_046839167.1	OTHER	1.000000	0.000000	
XP_046839168.1	OTHER	0.999994	0.000000	
XP_046839169.1	SP	0.000157	0.999843	CS pos: 19-20. Pr: 0.9816
XP_046839170.1	SP	0.000176	0.999824	CS pos: 19-20. Pr: 0.9834
XP_046839171.1	SP	0.000256	0.999739	CS pos: 29-30. Pr: 0.9717
XP_046839172.1	SP	0.000256	0.999739	CS pos: 29-30. Pr: 0.9717
XP_046839173.1	SP	0.000191	0.999799	CS pos: 20-21. Pr: 0.8793
XP_046839174.1	OTHER	1.000000	0.000000	
XP_046839175.1	OTHER	1.000000	0.000000	
XP_046839176.1	OTHER	1.000000	0.000000	
XP_046839177.1	SP	0.000203	0.999797	CS pos: 24-25. Pr: 0.9794
XP_046839178.1	SP	0.000203	0.999797	CS pos: 24-25. Pr: 0.9794
XP_046839179.1	OTHER	1.000000	0.000000	
XP_046839180.1	OTHER	1.000000	0.000000	
XP_046839181.1	OTHER	1.000000	0.000000	
XP_046839182.1	OTHER	1.000000	0.000000	
XP_046839183.1	OTHER	1.000000	0.000000	
XP_046839184.1	OTHER	1.000000	0.000000	
XP_046839185.1	OTHER	1.000000	0.000000	
XP_046839186.1	OTHER	1.000000	0.000000	
XP_046839187.1	OTHER	1.000000	0.000000	
XP_046839188.1	OTHER	1.000000	0.000000	
XP_046839189.1	OTHER	1.000000	0.000000	
XP_046839190.1	OTHER	1.000000	0.000000	
XP_046839191.1	OTHER	1.000000	0.000000	
XP_046839192.1	OTHER	1.000000	0.000000	
XP_046839193.1	SP	0.166604	0.833372	CS pos: 31-32. Pr: 0.3849
XP_046839194.1	SP	0.166604	0.833372	CS pos: 31-32. Pr: 0.3849
XP_046839195.1	OTHER	1.000000	0.000000	
XP_046839196.1	OTHER	1.000000	0.000000	
XP_046839197.1	OTHER	1.000000	0.000000	
XP_046839198.1	OTHER	1.000000	0.000000	
XP_046839199.1	OTHER	1.000000	0.000000	
XP_046839200.1	OTHER	0.999686	0.000283	
XP_046839201.1	OTHER	1.000000	0.000000	
XP_046839202.1	OTHER	1.000000	0.000000	
XP_046839203.1	OTHER	1.000000	0.000000	
XP_046839204.1	OTHER	1.000000	0.000000	
XP_046839205.1	OTHER	1.000000	0.000000	
XP_046839206.1	OTHER	1.000000	0.000000	
XP_046839207.1	OTHER	1.000000	0.000000	
XP_046839208.1	OTHER	1.000000	0.000000	
XP_046839209.1	OTHER	1.000000	0.000000	
XP_046839210.1	OTHER	1.000000	0.000000	
XP_046839211.1	OTHER	0.999980	0.000000	
XP_046839212.1	OTHER	1.000000	0.000000	
XP_046839213.1	SP	0.000144	0.999858	CS pos: 25-26. Pr: 0.8371
XP_046839214.1	OTHER	1.000000	0.000000	
XP_046839215.1	OTHER	1.000000	0.000000	
XP_046839216.1	OTHER	1.000000	0.000000	
XP_046839217.1	OTHER	1.000000	0.000000	
XP_046839218.1	OTHER	1.000000	0.000000	
XP_046839219.1	OTHER	1.000000	0.000000	
XP_046839220.1	OTHER	1.000000	0.000000	
XP_046839221.1	OTHER	1.000000	0.000000	
XP_046839222.1	OTHER	1.000000	0.000000	
XP_046839223.1	OTHER	1.000000	0.000000	
XP_046839224.1	OTHER	0.999987	0.000000	
XP_046839225.1	OTHER	1.000000	0.000000	
XP_046839226.1	OTHER	1.000000	0.000000	
XP_046839227.1	OTHER	1.000000	0.000000	
XP_046839228.1	OTHER	1.000000	0.000000	
XP_046839229.1	OTHER	1.000000	0.000000	
XP_046839230.1	OTHER	1.000000	0.000000	
XP_046839231.1	OTHER	1.000000	0.000000	
XP_046839232.1	OTHER	1.000000	0.000000	
XP_046839233.1	OTHER	1.000000	0.000000	
XP_046839234.1	OTHER	1.000000	0.000000	
XP_046839235.1	OTHER	1.000000	0.000000	
XP_046839236.1	SP	0.000177	0.999839	CS pos: 22-23. Pr: 0.9859
XP_046839237.1	OTHER	1.000000	0.000000	
XP_046839238.1	OTHER	1.000000	0.000000	
XP_046839239.1	SP	0.000157	0.999849	CS pos: 22-23. Pr: 0.9827
XP_046839240.1	SP	0.000091	0.999899	CS pos: 24-25. Pr: 0.4921
XP_046839241.1	SP	0.000054	0.999949	CS pos: 23-24. Pr: 0.9955
XP_046839242.1	OTHER	1.000000	0.000000	
XP_046839243.1	OTHER	1.000000	0.000007	
XP_046839244.1	OTHER	1.000000	0.000000	
XP_046839245.1	OTHER	1.000000	0.000000	
XP_046839246.1	OTHER	1.000000	0.000000	
XP_046839247.1	OTHER	1.000000	0.000000	
XP_046839248.1	OTHER	0.999994	0.000000	
XP_046839249.1	OTHER	1.000000	0.000000	
XP_046839250.1	SP	0.000288	0.999712	CS pos: 21-22. Pr: 0.9837
XP_046839251.1	OTHER	1.000000	0.000000	
XP_046839252.1	SP	0.003069	0.996946	CS pos: 22-23. Pr: 0.4961
XP_046839253.1	OTHER	0.999995	0.000000	
XP_046839254.1	OTHER	0.999984	0.000000	
XP_046839255.1	OTHER	1.000000	0.000000	
XP_046839256.1	OTHER	0.999949	0.000000	
XP_046839257.1	OTHER	1.000000	0.000000	
XP_046839258.1	OTHER	1.000000	0.000000	
XP_046839259.1	OTHER	1.000000	0.000000	
XP_046839260.1	OTHER	1.000000	0.000000	
XP_046839261.1	OTHER	1.000000	0.000000	
XP_046839262.1	OTHER	1.000000	0.000000	
XP_046839263.1	SP	0.000148	0.999860	CS pos: 18-19. Pr: 0.9853
XP_046839264.1	SP	0.000148	0.999860	CS pos: 18-19. Pr: 0.9853
XP_046839265.1	OTHER	0.999991	0.000000	
XP_046839266.1	OTHER	1.000000	0.000000	
XP_046839267.1	OTHER	1.000000	0.000000	
XP_046839268.1	OTHER	1.000000	0.000000	
XP_046839269.1	OTHER	1.000000	0.000000	
XP_046839270.1	OTHER	1.000000	0.000000	
XP_046839271.1	OTHER	1.000000	0.000000	
XP_046839272.1	OTHER	1.000000	0.000000	
XP_046839273.1	OTHER	1.000000	0.000000	
XP_046839274.1	OTHER	1.000000	0.000000	
XP_046839275.1	OTHER	1.000000	0.000000	
XP_046839276.1	OTHER	1.000000	0.000000	
XP_046839277.1	SP	0.000177	0.999834	CS pos: 21-22. Pr: 0.9817
XP_046839278.1	OTHER	1.000000	0.000000	
XP_046839279.1	OTHER	1.000000	0.000000	
XP_046839280.1	OTHER	0.999990	0.000000	
XP_046839281.1	OTHER	1.000000	0.000000	
XP_046839282.1	OTHER	1.000000	0.000000	
XP_046839283.1	OTHER	1.000000	0.000000	
XP_046839284.1	OTHER	1.000000	0.000000	
XP_046839285.1	OTHER	1.000000	0.000000	
XP_046839286.1	OTHER	1.000000	0.000000	
XP_046839287.1	OTHER	1.000000	0.000000	
XP_046839288.1	SP	0.000150	0.999873	CS pos: 22-23. Pr: 0.9822
XP_046839289.1	OTHER	1.000000	0.000000	
XP_046839290.1	OTHER	1.000000	0.000000	
XP_046839291.1	OTHER	1.000000	0.000000	
XP_046839292.1	OTHER	1.000000	0.000000	
XP_046839293.1	OTHER	1.000000	0.000000	
XP_046839294.1	OTHER	1.000000	0.000000	
XP_046839295.1	OTHER	1.000000	0.000000	
XP_046839296.1	OTHER	1.000000	0.000000	
XP_046839297.1	OTHER	1.000000	0.000000	
XP_046839298.1	SP	0.000150	0.999873	CS pos: 22-23. Pr: 0.9822
XP_046839299.1	OTHER	1.000000	0.000000	
XP_046839300.1	OTHER	1.000000	0.000000	
XP_046839301.1	OTHER	1.000000	0.000000	
XP_046839302.1	OTHER	1.000000	0.000000	
XP_046839303.1	OTHER	1.000000	0.000000	
XP_046839304.1	OTHER	1.000000	0.000000	
XP_046839305.1	SP	0.000155	0.999811	CS pos: 17-18. Pr: 0.9808
XP_046839306.1	OTHER	1.000000	0.000000	
XP_046839307.1	OTHER	1.000000	0.000000	
XP_046839308.1	OTHER	1.000000	0.000000	
XP_046839309.1	OTHER	1.000000	0.000000	
XP_046839310.1	OTHER	1.000000	0.000000	
XP_046839311.1	OTHER	1.000000	0.000000	
XP_046839312.1	OTHER	1.000000	0.000000	
XP_046839313.1	OTHER	1.000000	0.000000	
XP_046839314.1	OTHER	1.000000	0.000000	
XP_046839315.1	OTHER	1.000000	0.000000	
XP_046839316.1	OTHER	1.000000	0.000000	
XP_046839317.1	OTHER	1.000000	0.000000	
XP_046839318.1	OTHER	1.000000	0.000000	
XP_046839319.1	OTHER	1.000000	0.000000	
XP_046839320.1	OTHER	1.000000	0.000000	
XP_046839321.1	OTHER	1.000000	0.000000	
XP_046839322.1	OTHER	1.000000	0.000000	
XP_046839323.1	OTHER	1.000000	0.000000	
XP_046839324.1	OTHER	1.000000	0.000000	
XP_046839325.1	OTHER	1.000000	0.000000	
XP_046839326.1	OTHER	1.000000	0.000000	
XP_046839327.1	OTHER	1.000000	0.000000	
XP_046839328.1	OTHER	0.831211	0.168772	
XP_046839329.1	OTHER	1.000000	0.000000	
XP_046839330.1	OTHER	1.000000	0.000000	
XP_046839331.1	SP	0.000182	0.999840	CS pos: 22-23. Pr: 0.9851
XP_046839332.1	OTHER	1.000000	0.000000	
XP_046839333.1	OTHER	1.000000	0.000000	
XP_046839334.1	OTHER	1.000000	0.000000	
XP_046839335.1	OTHER	0.999994	0.000000	
XP_046839336.1	OTHER	0.831211	0.168772	
XP_046839337.1	OTHER	1.000000	0.000000	
XP_046839338.1	OTHER	1.000000	0.000000	
XP_046839339.1	OTHER	1.000000	0.000000	
XP_046839340.1	OTHER	1.000000	0.000000	
XP_046839341.1	OTHER	1.000000	0.000000	
XP_046839342.1	OTHER	0.831211	0.168772	
XP_046839343.1	OTHER	1.000000	0.000000	
XP_046839344.1	OTHER	1.000000	0.000000	
XP_046839345.1	OTHER	1.000000	0.000000	
XP_046839346.1	OTHER	1.000000	0.000000	
XP_046839347.1	OTHER	1.000000	0.000000	
XP_046839348.1	OTHER	1.000000	0.000000	
XP_046839349.1	OTHER	0.999999	0.000000	
XP_046839350.1	OTHER	1.000000	0.000000	
XP_046839351.1	OTHER	0.831211	0.168772	
XP_046839352.1	SP	0.000153	0.999822	CS pos: 18-19. Pr: 0.8839
XP_046839353.1	SP	0.000167	0.999807	CS pos: 19-20. Pr: 0.9837
XP_046839354.1	OTHER	1.000000	0.000000	
XP_046839355.1	OTHER	0.999996	0.000000	
XP_046839356.1	OTHER	1.000000	0.000000	
XP_046839357.1	OTHER	1.000000	0.000000	
XP_046839358.1	OTHER	0.999996	0.000000	
XP_046839359.1	OTHER	1.000000	0.000000	
XP_046839360.1	OTHER	1.000000	0.000000	
XP_046839361.1	OTHER	0.999999	0.000000	
XP_046839362.1	OTHER	1.000000	0.000000	
XP_046839363.1	OTHER	1.000000	0.000000	
XP_046839364.1	OTHER	1.000000	0.000000	
XP_046839365.1	OTHER	0.999975	0.000000	
XP_046839366.1	OTHER	0.999998	0.000000	
XP_046839367.1	OTHER	0.999995	0.000000	
XP_046839368.1	OTHER	1.000000	0.000000	
XP_046839369.1	OTHER	1.000000	0.000000	
XP_046839370.1	OTHER	1.000000	0.000000	
XP_046839371.1	OTHER	1.000000	0.000000	
XP_046839372.1	OTHER	1.000000	0.000000	
XP_046839373.1	OTHER	1.000000	0.000000	
XP_046839374.1	OTHER	1.000000	0.000000	
XP_046839375.1	OTHER	1.000000	0.000000	
XP_046839376.1	OTHER	1.000000	0.000000	
XP_046839377.1	OTHER	1.000000	0.000000	
XP_046839378.1	SP	0.166652	0.833323	CS pos: 26-27. Pr: 0.7191
XP_046839379.1	OTHER	1.000000	0.000000	
XP_046839380.1	SP	0.000155	0.999850	CS pos: 21-22. Pr: 0.9851
XP_046839381.1	OTHER	0.999947	0.000000	
XP_046839382.1	OTHER	1.000000	0.000000	
XP_046839383.1	OTHER	1.000000	0.000000	
XP_046839384.1	OTHER	1.000000	0.000000	
XP_046839385.1	OTHER	1.000000	0.000000	
XP_046839386.1	OTHER	1.000000	0.000000	
XP_046839387.1	OTHER	1.000000	0.000000	
XP_046839388.1	OTHER	1.000000	0.000000	
XP_046839389.1	SP	0.287877	0.712112	CS pos: 21-22. Pr: 0.9236
XP_046839390.1	OTHER	1.000000	0.000000	
XP_046839391.1	OTHER	0.999978	0.000000	
XP_046839392.1	OTHER	0.999989	0.000000	
XP_046839393.1	OTHER	0.999985	0.000000	
XP_046839394.1	OTHER	1.000000	0.000000	
XP_046839395.1	OTHER	1.000000	0.000000	
XP_046839396.1	OTHER	1.000000	0.000000	
XP_046839397.1	OTHER	1.000000	0.000000	
XP_046839398.1	OTHER	1.000000	0.000000	
XP_046839399.1	OTHER	1.000000	0.000000	
XP_046839400.1	OTHER	1.000000	0.000000	
XP_046839401.1	OTHER	1.000000	0.000000	
XP_046839402.1	OTHER	1.000000	0.000000	
XP_046839403.1	OTHER	1.000000	0.000000	
XP_046839404.1	OTHER	1.000000	0.000000	
XP_046839405.1	SP	0.210447	0.789557	CS pos: 24-25. Pr: 0.7671
XP_046839406.1	OTHER	0.880013	0.120018	
XP_046839407.1	SP	0.000163	0.999842	CS pos: 24-25. Pr: 0.9811
XP_046839408.1	SP	0.000163	0.999842	CS pos: 24-25. Pr: 0.9811
XP_046839409.1	SP	0.000163	0.999842	CS pos: 24-25. Pr: 0.9811
XP_046839410.1	SP	0.000163	0.999842	CS pos: 24-25. Pr: 0.9811
XP_046839411.1	OTHER	0.999981	0.000000	
XP_046839412.1	OTHER	0.999994	0.000000	
XP_046839413.1	OTHER	1.000000	0.000000	
XP_046839414.1	OTHER	0.999977	0.000000	
XP_046839415.1	OTHER	0.999977	0.000000	
XP_046839416.1	OTHER	1.000000	0.000000	
XP_046839417.1	OTHER	1.000000	0.000000	
XP_046839418.1	OTHER	1.000000	0.000000	
XP_046839419.1	OTHER	1.000000	0.000000	
XP_046839420.1	SP	0.000151	0.999883	CS pos: 21-22. Pr: 0.9843
XP_046839421.1	SP	0.000151	0.999883	CS pos: 21-22. Pr: 0.9843
XP_046839422.1	SP	0.000151	0.999883	CS pos: 21-22. Pr: 0.9843
XP_046839423.1	OTHER	1.000000	0.000000	
XP_046839424.1	OTHER	1.000000	0.000000	
XP_046839425.1	OTHER	1.000000	0.000000	
XP_046839426.1	OTHER	1.000000	0.000000	
XP_046839427.1	OTHER	0.999997	0.000000	
XP_046839428.1	OTHER	1.000000	0.000000	
XP_046839429.1	OTHER	0.999997	0.000000	
XP_046839430.1	OTHER	1.000000	0.000000	
XP_046839431.1	OTHER	0.999341	0.000692	
XP_046839432.1	OTHER	0.999997	0.000000	
XP_046839433.1	OTHER	1.000000	0.000000	
XP_046839434.1	OTHER	1.000000	0.000000	
XP_046839435.1	OTHER	1.000000	0.000000	
XP_046839436.1	OTHER	1.000000	0.000000	
XP_046839437.1	OTHER	0.834947	0.165059	
XP_046839438.1	OTHER	1.000000	0.000000	
XP_046839439.1	SP	0.000182	0.999845	CS pos: 28-29. Pr: 0.9729
XP_046839440.1	SP	0.000182	0.999845	CS pos: 28-29. Pr: 0.9729
XP_046839441.1	OTHER	1.000000	0.000000	
XP_046839442.1	SP	0.000182	0.999845	CS pos: 28-29. Pr: 0.9729
XP_046839443.1	SP	0.000156	0.999851	CS pos: 27-28. Pr: 0.6077
XP_046839444.1	OTHER	1.000000	0.000000	
XP_046839445.1	OTHER	1.000000	0.000000	
XP_046839446.1	OTHER	0.999958	0.000058	
XP_046839447.1	SP	0.000149	0.999846	CS pos: 23-24. Pr: 0.9773
XP_046839448.1	SP	0.000205	0.999802	CS pos: 27-28. Pr: 0.9735
XP_046839449.1	SP	0.000205	0.999802	CS pos: 27-28. Pr: 0.9735
XP_046839450.1	OTHER	1.000000	0.000000	
XP_046839451.1	OTHER	1.000000	0.000000	
XP_046839452.1	OTHER	1.000000	0.000000	
XP_046839453.1	SP	0.000149	0.999844	CS pos: 23-24. Pr: 0.9826
XP_046839454.1	SP	0.000149	0.999844	CS pos: 23-24. Pr: 0.9826
XP_046839455.1	SP	0.000384	0.999643	CS pos: 27-28. Pr: 0.9642
XP_046839456.1	SP	0.000159	0.999858	CS pos: 27-28. Pr: 0.9786
XP_046839457.1	SP	0.000166	0.999852	CS pos: 27-28. Pr: 0.9771
XP_046839458.1	OTHER	1.000000	0.000000	
XP_046839459.1	OTHER	1.000000	0.000000	
XP_046839460.1	OTHER	1.000000	0.000000	
XP_046839461.1	OTHER	1.000000	0.000000	
XP_046839462.1	SP	0.000156	0.999851	CS pos: 27-28. Pr: 0.6077
XP_046839463.1	OTHER	1.000000	0.000000	
XP_046839464.1	SP	0.000156	0.999854	CS pos: 27-28. Pr: 0.6268
XP_046839465.1	OTHER	1.000000	0.000000	
XP_046839466.1	OTHER	1.000000	0.000000	
XP_046839467.1	OTHER	0.999998	0.000000	
XP_046839468.1	OTHER	1.000000	0.000000	
XP_046839469.1	OTHER	1.000000	0.000000	
XP_046839470.1	SP	0.000178	0.999820	CS pos: 27-28. Pr: 0.8222
XP_046839471.1	SP	0.000178	0.999820	CS pos: 27-28. Pr: 0.8222
XP_046839472.1	OTHER	0.999993	0.000000	
XP_046839473.1	OTHER	1.000000	0.000000	
XP_046839474.1	OTHER	1.000000	0.000000	
XP_046839475.1	OTHER	1.000000	0.000000	
XP_046839476.1	OTHER	0.999994	0.000000	
XP_046839477.1	OTHER	0.999994	0.000000	
XP_046839478.1	OTHER	0.999994	0.000000	
XP_046839479.1	OTHER	1.000000	0.000000	
XP_046839480.1	OTHER	0.999999	0.000000	
XP_046839481.1	OTHER	1.000000	0.000000	
XP_046839482.1	OTHER	1.000000	0.000000	
