Orthogroup	Acer	Hsap
OG0000593	KAK2561141.1, KAK2568053.1, KAK2563158.1	CHIT1_HUMAN, OVGP1_HUMAN, CHIA_HUMAN
OG0000608	KAK2573678.1	ARHG7_HUMAN, ARHG6_HUMAN
OG0000623	KAK2569110.1, KAK2564782.1, KAK2567022.1, KAK2566946.1, KAK2567023.1, KAK2573820.1, KAK2573819.1, KAK2573435.1	ARSB_HUMAN
OG0000638	KAK2570434.1, KAK2548262.1, KAK2548261.1	ESYT3_HUMAN, ESYT1_HUMAN, ESYT2_HUMAN
OG0000653	KAK2562105.1, KAK2562108.1, KAK2562109.1, KAK2562010.1, KAK2570796.1, KAK2553583.1, KAK2557032.1, KAK2552393.1, KAK2564464.1, KAK2552415.1, KAK2552413.1	CISD3_HUMAN
OG0000704	KAK2573193.1, KAK2555320.1, KAK2562218.1, KAK2550456.1	RN182_HUMAN
OG0000733	KAK2552620.1	STA13_HUMAN, RHG07_HUMAN
OG0000749	KAK2568674.1, KAK2559488.1, KAK2569318.1, KAK2570062.1	QRIC2_HUMAN
OG0000598	KAK2573923.1, KAK2567526.1	HNRLL_HUMAN, HNRPL_HUMAN
OG0000631	KAK2547056.1, KAK2555517.1, KAK2555441.1, KAK2555510.1, KAK2555515.1, KAK2555516.1, KAK2568555.1	BODG_HUMAN
OG0000660	KAK2569197.1, KAK2562060.1, KAK2556632.1, KAK2556724.1, KAK2562162.1	MET27_HUMAN
OG0000674	KAK2569155.1	LMTD1_HUMAN
OG0000708	KAK2552814.1, KAK2546756.1, KAK2552758.1, KAK2552813.1, KAK2552815.1, KAK2552757.1, KAK2546755.1	CP4V2_HUMAN
OG0000736	KAK2553260.1	CLAT_HUMAN, CACP_HUMAN
OG0000753	KAK2570193.1, KAK2560394.1, KAK2560487.1	M3K3_HUMAN, M3K2_HUMAN
OG0000607	KAK2573472.1, KAK2573473.1	CO4A3_HUMAN, CO4A1_HUMAN, CO4A5_HUMAN, CO4A4_HUMAN, CO4A6_HUMAN, CO4A2_HUMAN
OG0000622	KAK2556388.1, KAK2556387.1, KAK2556386.1, KAK2556330.1, KAK2556391.1	STRA6_HUMAN
OG0000637	KAK2548251.1	PROZ_HUMAN, FA9_HUMAN, PROC_HUMAN, FA7_HUMAN, FA10_HUMAN
OG0000665	KAK2560874.1	NAA80_HUMAN
OG0000677	KAK2570941.1, KAK2570866.1	SYTL3_HUMAN, SYTL4_HUMAN, SYTL5_HUMAN
OG0000705	KAK2571347.1, KAK2571349.1, KAK2571354.1, KAK2571426.1	ELF3_HUMAN, EHF_HUMAN, ELF5_HUMAN
OG0000737	KAK2553412.1	PUM1_HUMAN, PUM2_HUMAN
OG0000751	KAK2570642.1, KAK2573190.1, KAK2559916.1	ZC12A_HUMAN, ZC12D_HUMAN
OG0000763	KAK2565094.1, KAK2565293.1	EREP3_HUMAN, EREP1_HUMAN, EREP2_HUMAN
OG0000773	KAK2568741.1	POSTN_HUMAN, BGH3_HUMAN
OG0000783	KAK2571693.1, KAK2571619.1	CAC1G_HUMAN, CAC1I_HUMAN, CAC1H_HUMAN
OG0000589	KAK2557092.1	SGSM3_HUMAN
OG0000621	KAK2554249.1	TENS4_HUMAN
OG0000642	KAK2557157.1, KAK2559405.1, KAK2548558.1, KAK2574040.1, KAK2574039.1, KAK2553561.1, KAK2574038.1, KAK2574037.1, KAK2574041.1, KAK2559763.1	CTHR1_HUMAN
OG0000659	KAK2554979.1, KAK2554978.1	KANK3_HUMAN, KANK4_HUMAN, KANK2_HUMAN
OG0000673	KAK2568497.1	RASEF_HUMAN
OG0000703	KAK2556805.1, KAK2570131.1	SC6A8_HUMAN, SC6A6_HUMAN, S6A11_HUMAN, S6A13_HUMAN, S6A12_HUMAN
OG0000748	KAK2558244.1, KAK2558243.1	FBRS_HUMAN, FBSL_HUMAN, AUTS2_HUMAN
OG0000788	KAK2573844.1	AT1B1_HUMAN, AT1B3_HUMAN, AT1B2_HUMAN, AT1B4_HUMAN, ATP4B_HUMAN
OG0000802	KAK2548670.1, KAK2566195.1, KAK2553119.1, KAK2559889.1	CAD23_HUMAN
OG0000817	KAK2551581.1, KAK2546845.1, KAK2556008.1, KAK2555996.1, KAK2546844.1, KAK2551579.1, KAK2555990.1, KAK2556012.1	TRNK1_HUMAN
OG0000518	KAK2562874.1, KAK2562761.1, KAK2566970.1, KAK2566968.1	SCNNG_HUMAN, SCNNB_HUMAN, SCNND_HUMAN, SCNNA_HUMAN
OG0000628	KAK2570485.1, KAK2562362.1, KAK2562363.1, KAK2562368.1, KAK2562281.1	DHX36_HUMAN
OG0000658	KAK2554807.1	CHD8_HUMAN, CHD7_HUMAN, CHD6_HUMAN, CHD9_HUMAN
OG0000681	KAK2572804.1, KAK2572676.1	CPT1B_HUMAN, CPT1C_HUMAN, CPT1A_HUMAN
OG0000732	KAK2561401.1, KAK2552288.1, KAK2561294.1, KAK2561404.1	NPT2B_HUMAN, NPT2A_HUMAN, NPT2C_HUMAN
OG0000739	KAK2554491.1, KAK2554494.1	ILF3_HUMAN, STRBP_HUMAN, ZFR2_HUMAN, ZFR_HUMAN
OG0000754	KAK2560400.1, KAK2561602.1	EGLN3_HUMAN, EGLN2_HUMAN, EGLN1_HUMAN
OG0000765	KAK2565638.1	PTN5_HUMAN, PTN7_HUMAN, PTPRR_HUMAN
OG0000778	KAK2569500.1	C2CD5_HUMAN
OG0000801	KAK2553336.1	PCD17_HUMAN, PCD18_HUMAN, PCDH1_HUMAN, PCDH7_HUMAN, PCDH9_HUMAN, PC11X_HUMAN, PC11Y_HUMAN, PCD20_HUMAN
OG0000815	KAK2550282.1	EZRI_HUMAN, MOES_HUMAN, RADI_HUMAN
OG0000821	KAK2552538.1, KAK2547426.1, KAK2548353.1, KAK2558153.1, KAK2562209.1	FKRP_HUMAN
OG0000581	KAK2551352.1, KAK2551420.1, KAK2566746.1, KAK2566616.1, KAK2566619.1	MRP2_HUMAN, MRP3_HUMAN, MRP1_HUMAN, MRP6_HUMAN
OG0000592	KAK2560966.1	CAN9_HUMAN, CAN11_HUMAN, CAN1_HUMAN, CAN2_HUMAN, CAN8_HUMAN
OG0000606	KAK2572888.1	SAPL1_HUMAN, SAP_HUMAN
OG0000657	KAK2564828.1, KAK2554654.1, KAK2554657.1, KAK2554659.1, KAK2570583.1, KAK2554658.1, KAK2572820.1	RDH8_HUMAN, DHB1_HUMAN
OG0000671	KAK2568019.1, KAK2570585.1	FHL1_HUMAN, FHL3_HUMAN, FHL5_HUMAN, FHL2_HUMAN
OG0000684	KAK2573632.1	PAK3_HUMAN, PAK1_HUMAN, PAK2_HUMAN
OG0000699	KAK2570097.1, KAK2570291.1	GBRB1_HUMAN, GBRB2_HUMAN, GBRB3_HUMAN
OG0000715	KAK2554486.1, KAK2548693.1, KAK2548718.1	AGAL_HUMAN, NAGAB_HUMAN
OG0000728	KAK2551676.1	WDR55_HUMAN
OG0000744	KAK2556717.1	NFIC_HUMAN, NFIB_HUMAN, NFIX_HUMAN, NFIA_HUMAN
OG0000768	KAK2567284.1	DPF1_HUMAN, REQU_HUMAN, DPF3_HUMAN
OG0000780	KAK2570278.1, KAK2570279.1, KAK2570301.1, KAK2570386.1, KAK2570055.1	S12A3_HUMAN, S12A1_HUMAN, S12A2_HUMAN
OG0000805	KAK2565329.1	WSCD2_HUMAN, WSCD1_HUMAN
OG0000820	KAK2555653.1, KAK2557515.1, KAK2547313.1, KAK2567852.1, KAK2551142.1, KAK2552510.1	CN093_HUMAN
OG0000649	KAK2564176.1, KAK2558038.1, KAK2558037.1, KAK2558042.1, KAK2549820.1	FAS_HUMAN
OG0000664	KAK2559948.1	BMP8A_HUMAN, BMP8B_HUMAN, BMP6_HUMAN, BMP7_HUMAN, BMP5_HUMAN
OG0000676	KAK2570746.1, KAK2570048.1, KAK2570051.1	GATA_HUMAN
OG0000750	KAK2570804.1, KAK2570123.1, KAK2570124.1, KAK2570438.1, KAK2570439.1, KAK2570436.1, KAK2570437.1, KAK2568852.1, KAK2559906.1	SAMD9_HUMAN, SAM9L_HUMAN
OG0000807	KAK2554429.1, KAK2554360.1, KAK2554433.1, KAK2554431.1, KAK2554432.1, KAK2554430.1	PPR3D_HUMAN, PPR3E_HUMAN
OG0000825	KAK2567086.1, KAK2553598.1, KAK2553596.1, KAK2558793.1, KAK2549226.1, KAK2565634.1, KAK2548027.1	GP108_HUMAN, GP107_HUMAN
OG0000619	KAK2559278.1, KAK2555461.1, KAK2555464.1, KAK2555546.1, KAK2553237.1, KAK2553243.1, KAK2554520.1	SPOUT_HUMAN
OG0000633	KAK2554521.1, KAK2554522.1, KAK2561506.1, KAK2561507.1, KAK2561603.1, KAK2554691.1, KAK2572417.1, KAK2572200.1, KAK2547317.1, KAK2547319.1	ZNFX1_HUMAN
OG0000648	KAK2565990.1, KAK2549770.1	LAMA4_HUMAN, LAMA5_HUMAN, LAMA3_HUMAN
OG0000663	KAK2559964.1, KAK2559803.1, KAK2559804.1, KAK2559842.1	AGO2_HUMAN, AGO1_HUMAN, AGO4_HUMAN, AGO3_HUMAN
OG0000697	KAK2560310.1	MK09_HUMAN, MK10_HUMAN, MK08_HUMAN
OG0000745	KAK2557665.1, KAK2561145.1, KAK2561148.1	MOXD1_HUMAN
OG0000759	KAK2562064.1, KAK2562063.1	GRB7_HUMAN, GRB14_HUMAN, GRB10_HUMAN
OG0000770	KAK2567686.1	KLC1_HUMAN, KLC4_HUMAN, KLC2_HUMAN
OG0000781	KAK2570637.1, KAK2573211.1, KAK2573212.1	PON1_HUMAN, PON3_HUMAN, PON2_HUMAN
OG0000808	KAK2566744.1	ETS1_HUMAN, ETS2_HUMAN
OG0000824	KAK2547982.1	RHG04_HUMAN, SRGP3_HUMAN, SRGP1_HUMAN, SRGP2_HUMAN, SRG2C_HUMAN, SRG2B_HUMAN
OG0000849	KAK2553448.1	ADHX_HUMAN, ADH4_HUMAN, ADH7_HUMAN, ADH1A_HUMAN, ADH1B_HUMAN, ADH1G_HUMAN
OG0000863	KAK2557208.1	ABCA5_HUMAN, ABCA9_HUMAN, ABCA8_HUMAN, ABCAA_HUMAN, ABCA6_HUMAN
OG0000597	KAK2567103.1, KAK2567105.1, KAK2566929.1, KAK2566935.1	STML3_HUMAN, STOM_HUMAN
OG0000629	KAK2559226.1, KAK2562255.1, KAK2554579.1, KAK2573290.1, KAK2573638.1	CX065_HUMAN
OG0000645	KAK2549079.1, KAK2561227.1, KAK2561228.1, KAK2561278.1, KAK2574420.1, KAK2554665.1	CO6A3_HUMAN, CO6A6_HUMAN, CO6A5_HUMAN
OG0000650	KAK2560465.1, KAK2549982.1	NEUL2_HUMAN, NEUL3_HUMAN, NEUL1_HUMAN, NEU1B_HUMAN
OG0000662	KAK2559777.1, KAK2559780.1	SWAHC_HUMAN, SWAHD_HUMAN, SWAHA_HUMAN, SWAHB_HUMAN
OG0000675	KAK2569754.1	RHAG_HUMAN, RHBG_HUMAN, RHCG_HUMAN
OG0000738	KAK2553482.1	PPIF_HUMAN, PPIA_HUMAN, PAL4A_HUMAN, PAL4D_HUMAN, PAL4E_HUMAN, PAL4F_HUMAN, PAL4C_HUMAN, PAL4G_HUMAN, PAL4H_HUMAN
OG0000752	KAK2560210.1	TP4A3_HUMAN, TP4A1_HUMAN, TP4A2_HUMAN
OG0000764	KAK2565515.1	P5I11_HUMAN
OG0000775	KAK2568990.1	FADS1_HUMAN, FADS2_HUMAN, FS2P1_HUMAN, FADS3_HUMAN
OG0000822	KAK2559107.1, KAK2559106.1, KAK2547602.1, KAK2573391.1	THSD4_HUMAN, ATL4_HUMAN
OG0000839	KAK2550495.1, KAK2556344.1	OXR1_HUMAN, NCOA7_HUMAN, TLDC2_HUMAN
OG0000870	KAK2566991.1, KAK2558506.1	RIGI_HUMAN, IFIH1_HUMAN, DHX58_HUMAN
OG0000626	KAK2566636.1, KAK2567306.1, KAK2573442.1, KAK2573437.1, KAK2573439.1	TNF12_HUMAN, EDA_HUMAN
OG0000641	KAK2548441.1	TPD53_HUMAN, TPD52_HUMAN, TPD54_HUMAN, TPD55_HUMAN
OG0000656	KAK2554230.1	SMOC2_HUMAN, SMOC1_HUMAN
OG0000670	KAK2566683.1	MYPC3_HUMAN, MYBPH_HUMAN, MBPHL_HUMAN, MYPC1_HUMAN, MYPC2_HUMAN, IGS22_HUMAN, IGFN1_HUMAN
OG0000683	KAK2573514.1	NUDT3_HUMAN, NUD4B_HUMAN, NUDT4_HUMAN, NUD10_HUMAN, NUD11_HUMAN
OG0000698	KAK2560830.1, KAK2573715.1, KAK2560805.1	TBB4B_HUMAN, TBB4A_HUMAN, TBB5_HUMAN
OG0000740	KAK2554505.1, KAK2554507.1	SCAM5_HUMAN, SCAM4_HUMAN, SCAM2_HUMAN, SCAM3_HUMAN, SCAM1_HUMAN
OG0000756	KAK2561064.1	ENAH_HUMAN, EVL_HUMAN, VASP_HUMAN
OG0000767	KAK2566399.1, KAK2566400.1, KAK2566358.1, KAK2566123.1, KAK2566124.1, KAK2566121.1, KAK2566356.1, KAK2566122.1	S15A4_HUMAN, S15A3_HUMAN
OG0000779	KAK2569784.1	SAMD1_HUMAN, SAM13_HUMAN
OG0000790	KAK2574649.1	YPEL1_HUMAN
OG0000804	KAK2557884.1	1433G_HUMAN, 1433F_HUMAN, 1433T_HUMAN, 1433B_HUMAN, 1433Z_HUMAN
OG0000819	KAK2550638.1, KAK2547112.1, KAK2547118.1	SVIL_HUMAN
OG0000836	KAK2549682.1	S36A4_HUMAN, S36A3_HUMAN, S36A2_HUMAN, S36A1_HUMAN
OG0000853	KAK2554502.1	ELL2_HUMAN, ELL_HUMAN
OG0000869	KAK2562315.1, KAK2558306.1	RGS19_HUMAN, RGS17_HUMAN, RGS20_HUMAN
OG0000887	KAK2564163.1, KAK2564162.1	CARD9_HUMAN, CAR11_HUMAN, CAR14_HUMAN, CAR10_HUMAN
OG0000727	KAK2569464.1, KAK2550887.1	SC5A6_HUMAN, SC5A5_HUMAN, SC5AC_HUMAN, SC5A8_HUMAN
OG0000742	KAK2562173.1, KAK2555840.1, KAK2562256.1, KAK2569376.1	CNBD2_HUMAN
OG0000755	KAK2560598.1, KAK2560594.1, KAK2560599.1, KAK2561423.1, KAK2561424.1	S23A2_HUMAN, S23A1_HUMAN
OG0000766	KAK2565961.1, KAK2571180.1	DMTF1_HUMAN
OG0000776	KAK2569049.1	OTOAN_HUMAN
OG0000786	KAK2573493.1	A4_HUMAN, APLP2_HUMAN, APLP1_HUMAN
OG0000811	KAK2574294.1	P2RX5_HUMAN, P2RX4_HUMAN
OG0000871	KAK2558536.1	NPM2_HUMAN, NPM_HUMAN, NPM3_HUMAN
OG0000899	KAK2568308.1, KAK2568309.1	EFC4A_HUMAN, EFC4B_HUMAN
OG0000911	KAK2572249.1	CYTM_HUMAN, CYTC_HUMAN, CYTD_HUMAN, CYTT_HUMAN, CYTN_HUMAN, CYTS_HUMAN, CATF_HUMAN
OG0000937	KAK2571689.1	MYH14_HUMAN, MYH10_HUMAN, MYH11_HUMAN, MYH9_HUMAN
OG0000951	KAK2553890.1	NET4_HUMAN, LAMB3_HUMAN, LAMB4_HUMAN, LAMB1_HUMAN, LAMB2_HUMAN
OG0000965	KAK2565882.1, KAK2546762.1, KAK2550908.1, KAK2547490.1, KAK2546769.1, KAK2547492.1	PSB10_HUMAN, PSB7_HUMAN
OG0000661	KAK2557436.1, KAK2557522.1, KAK2557534.1, KAK2557434.1, KAK2557435.1, KAK2557524.1, KAK2557471.1, KAK2557535.1, KAK2560439.1	SRPX2_HUMAN, SRPX_HUMAN
OG0000672	KAK2568293.1	ES8L3_HUMAN, ES8L1_HUMAN, ES8L2_HUMAN, EPS8_HUMAN
OG0000685	KAK2574488.1	DDX43_HUMAN, DDX53_HUMAN
OG0000700	KAK2553723.1, KAK2556853.1	ASGL1_HUMAN
OG0000706	KAK2562481.1, KAK2562582.1, KAK2557178.1	HS3SB_HUMAN, HS3SA_HUMAN, HS3S6_HUMAN, HS3S4_HUMAN, HS3S2_HUMAN
OG0000720	KAK2549082.1, KAK2549057.1, KAK2549055.1, KAK2549081.1	MRC1_HUMAN, MRC2_HUMAN, PLA2R_HUMAN
OG0000734	KAK2552876.1, KAK2552938.1	TSP3_HUMAN, TSP4_HUMAN, COMP_HUMAN
OG0000784	KAK2572342.1	R3HCL_HUMAN, NFYA_HUMAN
OG0000831	KAK2548820.1	KCC1B_HUMAN, KCC1A_HUMAN, KCC1D_HUMAN
OG0000848	KAK2553151.1, KAK2567382.1, KAK2561097.1, KAK2561098.1	BCDO1_HUMAN, BCDO2_HUMAN, RPE65_HUMAN
OG0000862	KAK2556798.1	MTG8R_HUMAN, MTG8_HUMAN, MTG16_HUMAN
OG0000895	KAK2568067.1	TFE3_HUMAN, MITF_HUMAN, TFEB_HUMAN, TFEC_HUMAN
OG0000909	KAK2571955.1	PAQRB_HUMAN, PAQRA_HUMAN
OG0000921	KAK2574576.1	RBP56_HUMAN, EWS_HUMAN, FUS_HUMAN
OG0000948	KAK2556316.1	RHOG_HUMAN, RHOU_HUMAN, RHOQ_HUMAN, CDC42_HUMAN
OG0000761	KAK2563170.1	SEP11_HUMAN, SEPT6_HUMAN, SEPT8_HUMAN, RBRP_HUMAN, SEP14_HUMAN, SEP10_HUMAN
OG0000809	KAK2568263.1, KAK2558370.1	SMA2L_HUMAN
OG0000828	KAK2548311.1, KAK2561363.1, KAK2548312.1, KAK2548301.1, KAK2548313.1, KAK2561194.1, KAK2561364.1	SEM5A_HUMAN, SEM5B_HUMAN
OG0000845	KAK2569246.1, KAK2552332.1, KAK2552308.1	TSHR_HUMAN, FSHR_HUMAN, LSHR_HUMAN
OG0000861	KAK2570236.1, KAK2569905.1, KAK2556703.1, KAK2573868.1, KAK2569927.1, KAK2569622.1	RSPH1_HUMAN
OG0000880	KAK2562066.1, KAK2562068.1	KMT2C_HUMAN, KMT2D_HUMAN
OG0000894	KAK2567725.1	XDH_HUMAN, AOXA_HUMAN
OG0000940	KAK2562234.1, KAK2565371.1, KAK2565373.1	LCAP_HUMAN, ERAP2_HUMAN, ERAP1_HUMAN
OG0000956	KAK2556407.1	GBB3_HUMAN, GBB1_HUMAN, GBB2_HUMAN, GBB4_HUMAN
OG0000972	KAK2550914.1, KAK2557839.1, KAK2557894.1, KAK2571120.1, KAK2559090.1, KAK2549308.1, KAK2558108.1, KAK2547221.1	SSRD_HUMAN
OG0000810	KAK2563190.1, KAK2563191.1, KAK2563182.1, KAK2563188.1, KAK2563184.1, KAK2563189.1	DMBX1_HUMAN
OG0000846	KAK2570331.1, KAK2554845.1, KAK2558815.1, KAK2552582.1, KAK2553220.1, KAK2561619.1	HLX_HUMAN
OG0000875	KAK2559619.1, KAK2574286.1, KAK2574197.1, KAK2574279.1	TRFM_HUMAN, TRFE_HUMAN, TRFL_HUMAN
OG0000888	KAK2564687.1	UBQL4_HUMAN, UBQL2_HUMAN, UBQL1_HUMAN
OG0000903	KAK2570257.1	AGAP3_HUMAN, AGAP1_HUMAN, AGA11_HUMAN, AGAP5_HUMAN, AGAP9_HUMAN, AGAP7_HUMAN, AGAP4_HUMAN, AGAP6_HUMAN
OG0000917	KAK2573515.1	ARGL1_HUMAN
OG0000939	KAK2547327.1	WNT5A_HUMAN, WNT5B_HUMAN
OG0000955	KAK2571683.1, KAK2554283.1, KAK2574334.1, KAK2551910.1, KAK2566555.1, KAK2569536.1	ASB1_HUMAN, ASB12_HUMAN
OG0000976	KAK2547872.1, KAK2547884.1, KAK2547487.1, KAK2547875.1, KAK2548751.1, KAK2548568.1	SBNO1_HUMAN, SBNO2_HUMAN
OG0000486	KAK2567871.1, KAK2550714.1, KAK2554163.1, KAK2568013.1, KAK2550436.1, KAK2547253.1, KAK2548482.1, KAK2556515.1	ESPNL_HUMAN
OG0000712	KAK2547759.1, KAK2562223.1, KAK2569943.1	CBPM_HUMAN, CBPE_HUMAN
OG0000741	KAK2555671.1, KAK2573845.1	ILEU_HUMAN, SPB9_HUMAN, SPB6_HUMAN, HMSD_HUMAN, SPB8_HUMAN
OG0000777	KAK2569079.1, KAK2569080.1, KAK2571885.1	GGH_HUMAN
OG0000789	KAK2574331.1	AT2A3_HUMAN, AT2A1_HUMAN, AT2A2_HUMAN
OG0000803	KAK2562253.1	RSRC2_HUMAN
OG0000852	KAK2554490.1, KAK2554488.1, KAK2569321.1	ANR37_HUMAN
OG0000866	KAK2557780.1	DTNA_HUMAN, DTNB_HUMAN
OG0000884	KAK2563856.1, KAK2565342.1	KCC2D_HUMAN, KCC2A_HUMAN, KCC2G_HUMAN, KCC2B_HUMAN
OG0000901	KAK2569755.1, KAK2569939.1	MKRN2_HUMAN, MKRN3_HUMAN, MKRN4_HUMAN, MKRN5_HUMAN, MKRN1_HUMAN
OG0000914	KAK2573094.1	TTL12_HUMAN
OG0000944	KAK2548851.1	CAC1S_HUMAN, CAC1C_HUMAN, CAC1D_HUMAN, CAC1F_HUMAN
OG0000961	KAK2563745.1	KGP1_HUMAN
OG0000978	KAK2567395.1, KAK2567698.1, KAK2550523.1, KAK2547961.1	PAQR5_HUMAN, PAQR6_HUMAN
OG0000838	KAK2550300.1, KAK2564776.1, KAK2564777.1, KAK2550297.1, KAK2550302.1	PXDC2_HUMAN, PLDX1_HUMAN
OG0000843	KAK2551692.1	BMX_HUMAN, BTK_HUMAN, TEC_HUMAN, ITK_HUMAN, TXK_HUMAN
OG0000859	KAK2568366.1, KAK2571522.1, KAK2571523.1, KAK2556350.1	CASP7_HUMAN, CASP3_HUMAN
OG0000874	KAK2559543.1, KAK2567945.1, KAK2568096.1, KAK2573012.1	TSG6_HUMAN
OG0000945	KAK2563699.1, KAK2574056.1, KAK2574062.1, KAK2566679.1	BARX1_HUMAN, BARX2_HUMAN
OG0000960	KAK2556812.1, KAK2556822.1, KAK2556823.1, KAK2556813.1, KAK2556815.1, KAK2556818.1, KAK2556808.1, KAK2556811.1, KAK2556937.1	PEA15_HUMAN
OG0000988	KAK2550711.1, KAK2558479.1, KAK2567792.1, KAK2562422.1, KAK2559475.1, KAK2572722.1, KAK2549538.1	PIGA_HUMAN
OG0000762	KAK2564929.1	ABI3_HUMAN, ABI1_HUMAN, ABI2_HUMAN
OG0000772	KAK2568690.1	HHAT_HUMAN
OG0000785	KAK2573172.1	UB2D3_HUMAN, UB2D2_HUMAN, UB2D4_HUMAN, UB2D1_HUMAN
OG0000837	KAK2549684.1	MGT4B_HUMAN, MGT4A_HUMAN
OG0000854	KAK2554586.1, KAK2569858.1	PLPP3_HUMAN, PLPP2_HUMAN, PLPP1_HUMAN
OG0000867	KAK2570582.1, KAK2559321.1, KAK2559430.1, KAK2558020.1, KAK2570802.1, KAK2570798.1	GP157_HUMAN
OG0000873	KAK2559306.1, KAK2559508.1	SPY2_HUMAN, SPY1_HUMAN, SPY3_HUMAN, SPY4_HUMAN
OG0000879	KAK2561977.1	M3K11_HUMAN, M3K9_HUMAN, M3K10_HUMAN, M3K21_HUMAN
OG0000893	KAK2567244.1	LMO4_HUMAN
OG0000908	KAK2571519.1	IQEC3_HUMAN, IQEC2_HUMAN, IQEC1_HUMAN
OG0000950	KAK2572059.1, KAK2572062.1, KAK2560593.1, KAK2560601.1, KAK2555301.1	NCKX3_HUMAN, NCKX4_HUMAN
OG0000999	KAK2551496.1	ANK1_HUMAN, ANK3_HUMAN, ANK2_HUMAN
OG0001014	KAK2553828.1	NID2_HUMAN, NID1_HUMAN
OG0001029	KAK2557649.1	CRCC2_HUMAN, CROCC_HUMAN, CROL2_HUMAN
OG0001044	KAK2560958.1	KCNH5_HUMAN, KCNH1_HUMAN
OG0000860	KAK2571898.1, KAK2556400.1	ASB9_HUMAN, ASB5_HUMAN, ASB11_HUMAN
OG0000878	KAK2561608.1, KAK2561484.1	KALRN_HUMAN, TRIO_HUMAN
OG0000891	KAK2566115.1	PDLI5_HUMAN, PDLI2_HUMAN, PDLI1_HUMAN, PDLI4_HUMAN, PDLI3_HUMAN
OG0000906	KAK2571166.1	LRIG1_HUMAN, LRIG2_HUMAN, LRIG3_HUMAN
OG0000919	KAK2574158.1, KAK2574160.1	FMO5_HUMAN, FMO2_HUMAN, FMO1_HUMAN, FMO6_HUMAN, FMO3_HUMAN
OG0000946	KAK2560363.1	PLCB2_HUMAN, PLCB3_HUMAN, PLCB1_HUMAN
OG0000979	KAK2550661.1, KAK2548168.1, KAK2552252.1, KAK2548167.1, KAK2562724.1	APRV1_HUMAN
OG0000995	KAK2549973.1, KAK2564766.1	CBX3_HUMAN, CBX5_HUMAN, CBX1_HUMAN
OG0001011	KAK2556321.1, KAK2553684.1, KAK2570546.1, KAK2570776.1	MOS_HUMAN
OG0001025	KAK2556916.1	TPPP2_HUMAN, TPPP3_HUMAN, TPPP_HUMAN
OG0001040	KAK2559813.1, KAK2570484.1, KAK2570483.1	ZNT2_HUMAN
OG0001054	KAK2563947.1	BCAP_HUMAN, BANK1_HUMAN
OG0001070	KAK2567917.1, KAK2567916.1	KDIS_HUMAN, NKPD1_HUMAN
OG0001084	KAK2572149.1, KAK2570165.1, KAK2570346.1	GAPR1_HUMAN
OG0001097	KAK2573629.1	2AAB_HUMAN, 2AAA_HUMAN
OG0000806	KAK2556436.1	E2F3_HUMAN, E2F2_HUMAN, E2F1_HUMAN
OG0000823	KAK2547859.1, KAK2547869.1	PAFA2_HUMAN, PAFA_HUMAN
OG0000872	KAK2559131.1	SHC4_HUMAN, SHC1_HUMAN, SHC3_HUMAN, SHC2_HUMAN
OG0000876	KAK2560125.1, KAK2560095.1, KAK2560091.1, KAK2560090.1	SCD5_HUMAN, SCD_HUMAN
OG0000889	KAK2565052.1	GHC1_HUMAN, GHC2_HUMAN
OG0000896	KAK2568086.1, KAK2568089.1	A2ML1_HUMAN, OVOS1_HUMAN, A2MG_HUMAN, PZP_HUMAN
OG0000905	KAK2571082.1	SETD5_HUMAN, KMT2E_HUMAN
OG0000918	KAK2573804.1, KAK2573807.1	WDFY1_HUMAN, WDFY2_HUMAN
OG0000952	KAK2571151.1	SMBT1_HUMAN, SMBT2_HUMAN
OG0001002	KAK2552128.1	PO4F3_HUMAN, PO4F2_HUMAN, PO4F1_HUMAN
OG0001008	KAK2553188.1	KIF1C_HUMAN, KIF1A_HUMAN, KIF1B_HUMAN
OG0001023	KAK2556743.1, KAK2556745.1	MCLN1_HUMAN, MCLN3_HUMAN, MCLN2_HUMAN
OG0001028	KAK2572720.1, KAK2557432.1	SL9B1_HUMAN, SL9P1_HUMAN, SL9B2_HUMAN
OG0001043	KAK2560889.1	PYGL_HUMAN, PYGM_HUMAN, PYGB_HUMAN
OG0001058	KAK2565420.1, KAK2565747.1, KAK2565418.1, KAK2565669.1	ELOV4_HUMAN
OG0001073	KAK2568209.1	RGF1C_HUMAN, RGF1B_HUMAN
OG0000851	KAK2554309.1, KAK2554311.1, KAK2554310.1	CRX_HUMAN, OTX1_HUMAN, OTX2_HUMAN
OG0000865	KAK2557518.1	STAG2_HUMAN, STAG1_HUMAN, ST3L4_HUMAN, STAG3_HUMAN, ST3L3_HUMAN, ST3L1_HUMAN, ST3L2_HUMAN
OG0000883	KAK2563769.1, KAK2563768.1	E2F8_HUMAN, E2F7_HUMAN
OG0000941	KAK2567000.1	AT8B1_HUMAN, AT8B3_HUMAN, AT8B2_HUMAN, AT8B4_HUMAN
OG0000957	KAK2570988.1, KAK2570996.1	AKCL2_HUMAN, ALDR_HUMAN, AK1BA_HUMAN, AK1BF_HUMAN
OG0000991	KAK2567728.1, KAK2552770.1, KAK2549798.1, KAK2556809.1, KAK2564320.1, KAK2566434.1, KAK2559261.1	METH_HUMAN
OG0001007	KAK2553158.1, KAK2554761.1	WDR88_HUMAN
